ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Tipo de casa,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,Bodegas,AntigÃ¼edad,OrientaciÃ³n,Orientación,Cantidad de pisos,Tipo de propiedad,Tipo de departamento,Disposición,Departamentos por piso,Número de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote,NÃºmero de piso de la unidad,DisposiciÃ³n
1313065561,puebla,terreno,https://terreno.metroscubicos.com/MLM-1313065561-terreno-en-venta-pueblo-tetecalita-_JM,"$735,000",Emiliano Zapata,Pueblo 3 de Mayo,787 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1399209138,puebla,venta,https://terreno.metroscubicos.com/MLM-1399209138-venta-de-terreno-en-xalpatlaco-atlixco-opt-0103-_JM,"$3,360,000",Atlixco,Xalpatlaco Infonavit,800 m²,,,,,,,,,,,,,,,,,,,,,Asfalto,26 m,29 m,Plano,,,,
1385532880,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385532880-terreno-en-venta-santa-barbara-almoloya-_JM,"$1,600,000",San Pedro Cholula,Santa BÃ¡rbara Almoloya,1056 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1375891699,puebla,terreno,https://terreno.metroscubicos.com/MLM-1375891699-terreno-en-venta-en-parque-chiapas-_JM,"$1,610,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,230 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
925595525,puebla,terreno,https://terreno.metroscubicos.com/MLM-925595525-terreno-en-venta-en-puebla-_JM,"$11,900,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,1412 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
924400092,puebla,terreno,https://terreno.metroscubicos.com/MLM-924400092-terreno-en-venta-4175m2-lat-atlixcayotl-lomas-de-angelopolis-puebla-_JM,"$33,400,000",San AndrÃ©s Cholula,Reserva Territorial Atlixcayotl,4175 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
922770100,puebla,hermosos,https://terreno.metroscubicos.com/MLM-922770100-hermosos-terrenos-pueblo-magico-ambiente-natural-_JM,"$3,500",Coatepec,Fernando GutiÃ©rrez Barrios,133 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
1402617980,puebla,terreno,https://terreno.metroscubicos.com/MLM-1402617980-terreno-en-venta-residencial-bosques-de-tepoya-cholula-_JM,"$2,278,500",San Pedro Cholula,San Gregorio,245 m²,,,,,,,,,,,,,,,,,,,,,Tierra,,,Plano,,Perimetral,,
1386711605,puebla,terreno,https://terreno.metroscubicos.com/MLM-1386711605-terreno-en-venta-trinidad-sanctorum-_JM,"$14,100,000",Cuautlancingo,La Trinidad Sanctorum,4700 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385447423,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385447423-terreno-en-venta-santa-cruz-los-ngeles-_JM,"$3,017,000",Puebla,Santa Cruz Los Ángeles,355 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1380778006,puebla,venta,https://terreno.metroscubicos.com/MLM-1380778006-venta-de-terreno-en-residencial-punta-cascatta-lomas-de-angelopolis-_JM,"$2,467,838",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,197 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1380493632,puebla,terreno,https://terreno.metroscubicos.com/MLM-1380493632-terreno-en-venta-en-angelopolis-_JM,"$1,100,000",Puebla,Bosques De AngelÃ³polis,160.9 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,Regular,,,,
1362210364,puebla,lote,https://terreno.metroscubicos.com/MLM-1362210364-lote-en-venta-parque-nayarit-_JM,"$1,126,181",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,160.883 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
1391629295,puebla,terreno,https://terreno.metroscubicos.com/MLM-1391629295-terreno-en-venta-en-fraccionamiento-cerca-de-galerias-serdan-_JM,"$1,153,900",Puebla,Puebla,117 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,
1385532962,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385532962-terreno-en-venta-san-bernardino-la-trinidad-_JM,"$3,564,000",San AndrÃ©s Cholula,San Bernardino la Trinidad,396 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385465099,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385465099-terreno-comercial-en-venta-benito-juarez-_JM,"$4,505,000",Puebla,Benito Juárez,530 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385470663,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385470663-terreno-en-venta-cholula-_JM,"$889,865",San Pedro Cholula,Cholula,110 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385447355,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385447355-terreno-en-venta-emiliano-zapata-_JM,"$3,950,000",San AndrÃ©s Cholula,Emiliano Zapata,1014 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1362991062,puebla,terrenos,https://terreno.metroscubicos.com/MLM-1362991062-terrenos-en-venta-ubicados-en-telchac-yucatan-listos-para-escriturar-_JM,"$82,500",Telchac Pueblo,Telchac,240 m²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
1326013386,puebla,terreno,https://terreno.metroscubicos.com/MLM-1326013386-terreno-comercial-zona-audi-28566-m2-san-jose-chiapa-puebla-_JM,"$42,850,065",San JosÃ© Chiapa,San JosÃ© De Chiapa,28566 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
1308571799,puebla,terreno,https://terreno.metroscubicos.com/MLM-1308571799-terreno-chicxulub-pueblo-_JM,"$16,750,000",YucatÃ¡n,Chicxulub Pueblo,67298 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,
765428507,puebla,terreno,https://terreno.metroscubicos.com/MLM-765428507-terreno-en-venta-en-parque-sinaloa-en-lomas-de-angelopolis-_JM,"$1,101,447",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,159 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
1407831385,puebla,terrenos,https://terreno.metroscubicos.com/MLM-1407831385-terrenos-en-venta-en-chicxulub-chicxulub-pueblo-_JM,"$301,700",Chicxulub Pueblo,Chicxulub,140 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1388594583,puebla,lote,https://terreno.metroscubicos.com/MLM-1388594583-lote-en-venta-fraccionamiento-el-lucero-_JM,"$5,821,056",Puebla,Puebla,970 m²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,
1380468192,puebla,terreno,https://terreno.metroscubicos.com/MLM-1380468192-terreno-en-venta-en-ixtapa-zihuatanejo-_JM,"U$S2,702,284",Zihuatanejo de Azueta,Pueblo Ixtapa Zihuatanejo,4500000 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
1348714856,puebla,terreno,https://terreno.metroscubicos.com/MLM-1348714856-terreno-pueblo-chabihau-_JM,"$1,590,000",Yobain,Chabihau,500 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,
757996789,puebla,terreno,https://terreno.metroscubicos.com/MLM-757996789-terreno-en-venta-ocoyucan-puebla-_JM,"$1,361,399",Puebla,Ocoyucan,203 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,-,,,,,,,
1414582849,puebla,venta,https://terreno.metroscubicos.com/MLM-1414582849-venta-de-terreno-en-el-sur-de-puebla-puebla-_JM,"$8,950,000",Puebla,San Francisco Totimehuacan,3741 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1414125001,puebla,terreno,https://terreno.metroscubicos.com/MLM-1414125001-terreno-pueblo-viejo-_JM,"$360,000",Veracruz,Pueblo Viejo,166 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,
1403111036,puebla,lotes,https://terreno.metroscubicos.com/MLM-1403111036-lotes-de-inversion-alterra-chicxulub-_JM,"$155,452",YucatÃ¡n,Chicxulub Pueblo,472 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,
1391599926,puebla,terrenos,https://terreno.metroscubicos.com/MLM-1391599926-terrenos-en-venta-en-fraccionamiento-cerca-de-galerias-serdan-_JM,"$1,594,900",Puebla,Puebla,139 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,
1389597294,puebla,lote,https://terreno.metroscubicos.com/MLM-1389597294-lote-en-venta-en-la-serenisima-zona-lomas-de-angelopolis-puebla-_JM,"$2,621,525",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,275.95 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,
1388536094,puebla,terreno,https://terreno.metroscubicos.com/MLM-1388536094-terreno-en-venta-cerca-de-ciudad-judicial-_JM,"$12,375,000",Puebla,Puebla,990 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,
1385447433,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385447433-terreno-comercial-en-venta-corredor-industrial-la-cienega-_JM,"$50,739,490",Puebla,Corredor Industrial La CiÃ©nega,3075 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385519923,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385519923-terreno-en-venta-cholula-_JM,"$885,828",San Pedro Cholula,Cholula,118 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385465225,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385465225-terreno-en-venta-santiago-mixquitla-_JM,"$1,143,990",San Pedro Cholula,Santiago Mixquitla,120 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385526508,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385526508-terreno-en-venta-san-juan-cuautlancingo-_JM,"$558,630",Cuautlancingo,San Juan Cuautlancingo,92 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385470743,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385470743-terreno-en-venta-san-juan-cuautlancingo-_JM,"$566,995",Cuautlancingo,San Juan Cuautlancingo,92 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385526479,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385526479-terreno-en-venta-santiago-mixquitla-_JM,"$1,123,240",San Pedro Cholula,Santiago Mixquitla,125 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385519951,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385519951-terreno-en-venta-cholula-_JM,"$948,247",San Pedro Cholula,Cholula,117 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385447448,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385447448-terreno-en-venta-cholula-_JM,"$941,787",San Pedro Cholula,Cholula,116 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385519944,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385519944-terreno-en-venta-san-juan-cuautlancingo-_JM,"$562,626",Cuautlancingo,San Juan Cuautlancingo,92 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385447410,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385447410-terreno-en-venta-santiago-mixquitla-_JM,"$1,128,415",San Pedro Cholula,Santiago Mixquitla,120 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385513513,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385513513-terreno-en-venta-cholula-_JM,"$957,937",San Pedro Cholula,Cholula,118 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
1385447404,puebla,terreno,https://terreno.metroscubicos.com/MLM-1385447404-terreno-en-venta-cholula-_JM,"$940,253",San Pedro Cholula,Cholula,116 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,
