ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Tipo de casa,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,Bodegas,AntigÃ¼edad,OrientaciÃ³n,Orientación,Cantidad de pisos,Tipo de propiedad,Tipo de departamento,Disposición,Departamentos por piso,Número de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote,NÃºmero de piso de la unidad,DisposiciÃ³n
1422920287,puebla,casa,https://casa.metroscubicos.com/MLM-1422920287-casa-en-preventa-zona-carcana-_JM,"$3,500,000",San Pedro Cholula,Jesús Tlatempa,94 m²,228 m²,9,3,4,2,,,,,,,,,,,,,,,,,,,,,,,
1422811638,puebla,hermosa,https://casa.metroscubicos.com/MLM-1422811638-hermosa-casa-en-condominio-a-excelente-precio-cerca-de-periferico-_JM,"$3,300,000",La Magdalena Contreras,Pueblo Nuevo Alto,164 m²,264 m²,3,4,3,2,,17 años,0 MXN,,,,,,Norte,3,,,,,,,,,,,,,
1424769326,puebla,casa,https://casa.metroscubicos.com/MLM-1424769326-casa-en-venta-en-paseo-del-cristo-club-de-golf-el-cristo-atlixco-_JM,"$7,800,000",Atlixco,Club de Golf el Cristo,502 mÂ²,298 mÂ²,,,,4,,,0 MXN,4,4,,8 aÃ±os,,,2,,,,,,,,,,,,,
1424692086,puebla,casa,https://casa.metroscubicos.com/MLM-1424692086-casa-residencial-en-venta-en-morillotla-_JM,"$32,000,000",San Andrés Cholula,Ex-Hacienda Concepción Morillotla,1206 m²,942 m²,,4,6,6,,5 años,0 MXN,,,,,,,2,,,,,,,,,,,,,
1423615324,puebla,20343,https://casa.metroscubicos.com/MLM-1423615324-20343-blvd-america-lomas-de-angelopolis-_JM,"$15,500,000",San Andrés Cholula,Lomas de Angelópolis,400 m²,530 m²,,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
1422933237,puebla,venta,https://casa.metroscubicos.com/MLM-1422933237-venta-de-casa-para-excelente-oportunidad-de-negocio-_JM,"$6,300,000",Puebla,Humboldt Norte,589 m²,916 m²,23,12,11,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422939569,puebla,casa,https://casa.metroscubicos.com/MLM-1422939569-casa-en-venta-en-la-calera-_JM,"$6,300,000",Puebla,La Calera,500 m²,590 m²,11,4,5,4,,23 años,,,,,,,,,,,,,,,,,,,,,
1425765495,puebla,casa,https://casa.metroscubicos.com/MLM-1425765495-casa-en-venta-en-san-isidro-castillotla-puebla-_JM,"$1,800,000",Puebla,San Isidro Castillotla,126 mÂ²,128 mÂ²,,,,2,,,,3,1,,14 aÃ±os,,,2,,,,,,,,,,,,,
1422939610,puebla,casa,https://casa.metroscubicos.com/MLM-1422939610-casa-en-venta-en-cholula-_JM,"$3,650,000",San Andrés Cholula,San Bernardino Tlaxcalancingo,132 m²,270 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,,,,
1422933165,puebla,casa,https://casa.metroscubicos.com/MLM-1422933165-casa-en-venta-en-blvd-atlixcayotl-_JM,"$9,000,000",San Andrés Cholula,Reserva Territorial Atlixcayotl,300 m²,300 m²,8,4,4,2,,13 años,,,,,,,,,,,,,,,,,,,,,
1422939652,puebla,casa,https://casa.metroscubicos.com/MLM-1422939652-casa-en-venta-camino-real-zona-zavaleta-_JM,"$4,933,173",Puebla,Camino Real a Cholula,160 m²,303 m²,9,4,4,3,,0 años,,,,,,,,,,,,,,,,,,,,,
1422871307,puebla,casa,https://casa.metroscubicos.com/MLM-1422871307-casa-en-venta-en-lomas-de-angelopolis-_JM,"$11,000,000",San Andrés Cholula,Lomas de Angelópolis,285 m²,535 m²,10,4,5,3,,0 años,,,,,,,,,,,,,,,,,,,,,
1422901523,puebla,venta,https://casa.metroscubicos.com/MLM-1422901523-venta-de-casas-en-condominio-av-margaritas-_JM,"$4,500,000",Puebla,El Patrimonio,430 m²,440 m²,5,3,2,6,,0 años,,,,,,,,,,,,,,,,,,,,,
1422933178,puebla,casa,https://casa.metroscubicos.com/MLM-1422933178-casa-en-venta-en-san-pedro-cholula-_JM,"$5,350,000",San Pedro Cholula,Zerezotla,225 m²,276 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422907927,puebla,casa,https://casa.metroscubicos.com/MLM-1422907927-casa-en-venta-lomas-de-angelopolis-_JM,"$4,600,000",San Andrés Cholula,La Isla Lomas de Angelópolis,130 m²,390 m²,9,4,4,2,,8 años,,,,,,,,,,,,,,,,,,,,,
1422933185,puebla,casa,https://casa.metroscubicos.com/MLM-1422933185-casa-en-lomas-del-angel-_JM,"$2,400,000",Puebla,Lomas Del Angel,219 mÂ²,141 mÂ²,7,,,2,,,,3,3,,14 aÃ±os,,,,,,,,,,,,,,,,
1422822491,puebla,casa,https://casa.metroscubicos.com/MLM-1422822491-casa-en-venta-lomas-de-angelopolis-_JM,"$5,050,000",San Andrés Cholula,Lomas de Angelópolis,160 m²,316 m²,10,4,5,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422901438,puebla,casa,https://casa.metroscubicos.com/MLM-1422901438-casa-en-venta-la-calera-_JM,"$2,950,000",Puebla,Lares De San Alfonso,140 mÂ²,215 mÂ²,6,,,2,,,,3,2,,16 aÃ±os,,,,,,,,,,,,,,,,
1422853770,puebla,casa,https://casa.metroscubicos.com/MLM-1422853770-casa-en-venta-en-rinconada-cuautlancingo-_JM,"$2,161,000",Puebla,Cuautlancingo,103 mÂ²,165 mÂ²,7,,,2,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,
1422914181,puebla,venta,https://casa.metroscubicos.com/MLM-1422914181-venta-de-casa-en-cuautlancingo-_JM,"$2,200,000",Cuautlancingo,San Juan Cuautlancingo Centro,120 m²,186 m²,7,3,3,2,,2 años,,,,,,,,,,,,,,,,,,,,,
1422926716,puebla,casa,https://casa.metroscubicos.com/MLM-1422926716-casa-en-venta-en-jardines-de-san-manuel-_JM,"$2,600,000",Puebla,Jardines De San Manuel,160 m²,225 m²,6,3,2,1,,22 años,,,,,,,,,,,,,,,,,,,,,
1422853804,puebla,casa,https://casa.metroscubicos.com/MLM-1422853804-casa-en-venta-a-5-minutos-de-cu-_JM,"$5,380,000",Puebla,Arboledas de San Ignacio,322 m²,250 m²,8,3,4,4,,8 años,,,,,,,,,,,,,,,,,,,,,
1422908014,puebla,casa,https://casa.metroscubicos.com/MLM-1422908014-casa-en-venta-en-cluster-baja-california-sur-_JM,"$4,100,000",San Andrés Cholula,Lomas de Angelópolis,167 m²,267 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422871250,puebla,casa,https://casa.metroscubicos.com/MLM-1422871250-casa-en-venta-en-el-centro-_JM,"$6,300,000",Puebla,Centro,476 m²,580 m²,24,18,3,,,72 años,,,,,,,,,,,,,,,,,,,,,
1422871249,puebla,casa,https://casa.metroscubicos.com/MLM-1422871249-casa-en-venta-en-lomas-de-san-alfonso-_JM,"$3,500,000",Puebla,La Calera,242 m²,225 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422901525,puebla,casa,https://casa.metroscubicos.com/MLM-1422901525-casa-en-venta-en-estrellas-del-sur-_JM,"$5,500,000",Puebla,Estrella Del Sur,235 m²,397 m²,8,4,3,3,,26 años,,,,,,,,,,,,,,,,,,,,,
1422933170,puebla,venta,https://casa.metroscubicos.com/MLM-1422933170-venta-de-casa-en-el-cristo-_JM,"$15,600,000",Atlixco,Club de Golf el Cristo,1213 m²,463 m²,7,3,2,4,,0 años,,,,,,,,,,,,,,,,,,,,,
1422901565,puebla,casa,https://casa.metroscubicos.com/MLM-1422901565-casa-en-venta-en-la-cima-_JM,"$8,950,000",Puebla,La Cima,300 m²,470 m²,11,5,5,2,,11 años,,,,,,,,,,,,,,,,,,,,,
1422853779,puebla,casa,https://casa.metroscubicos.com/MLM-1422853779-casa-en-venta-en-cluster-guanajuato-_JM,"$5,950,000",San Andrés Cholula,Lomas de Angelópolis,212 m²,370 m²,9,4,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422907970,puebla,casa,https://casa.metroscubicos.com/MLM-1422907970-casa-en-venta-en-atlixcayolt-_JM,"$5,900,000",San Andrés Cholula,Reserva Territorial Atlixcayotl,175 m²,350 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422859143,puebla,casa,https://casa.metroscubicos.com/MLM-1422859143-casa-en-venta-la-calera-_JM,"$3,000,000",Puebla,Lares De San Alfonso,300 m²,300 m²,6,3,3,2,,36 años,,,,,,,,,,,,,,,,,,,,,
1422920372,puebla,casa,https://casa.metroscubicos.com/MLM-1422920372-casa-en-venta-en-las-animas-_JM,"$8,650,000",Puebla,Las Animas,305 m²,370 m²,8,4,3,2,,41 años,,,,,,,,,,,,,,,,,,,,,
1422871245,puebla,casa,https://casa.metroscubicos.com/MLM-1422871245-casa-en-venta-en-cuautlancingo-_JM,"$1,799,000",Cuautlancingo,Cuautlancingo,90 mÂ²,123 mÂ²,5,,,2,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,,,,
1423543416,puebla,casa,https://casa.metroscubicos.com/MLM-1423543416-casa-en-san-jose-mayorazgo-jsr-_JM,"$605,000",Puebla,San José Mayorazgo,180 m²,200 m²,,4,3,2,,13 años,0 MXN,,,,,,Sur,2,,,,,,,,,,,,,
1425547097,puebla,casa,https://casa.metroscubicos.com/MLM-1425547097-casa-en-fraccionamiento-rincon-de-atlixcayotl-san-andres-cholula-puebla-jv-_JM,"$8,592,000",San Andrés Cholula,Rincón de Atlixcayotl,1000 m²,,,4,5,3,,6 años,0 MXN,,,,,,,2,,,,,,,,,,,,,
1423433008,puebla,hermosa,https://casa.metroscubicos.com/MLM-1423433008-hermosa-casa-en-rancho-san-francisco-_JM,"$30,000,000",Alvaro Obregón,Rancho San Francisco Pueblo San Bartolo Ameyalco,400 m²,600 m²,9,4,4,3,,22 años,,,,,,,,,,,,,,,,,,,,,
1423385875,puebla,casa,https://casa.metroscubicos.com/MLM-1423385875-casa-en-venta-en-plaza-san-diego-_JM,"$2,650,000",Cuautlancingo,Fuerte De Guadalupe,115 mÂ²,184 mÂ²,6,,,2,,,,2,2,,2 aÃ±os,,,,,,,,,,,,,,,,
1422859220,puebla,casa,https://casa.metroscubicos.com/MLM-1422859220-casa-en-venta-en-la-recta-_JM,"$4,650,000",San Andrés Cholula,San Andrés Cholula,120 m²,284 m²,9,4,4,3,,0 años,,,,,,,,,,,,,,,,,,,,,
1422939643,puebla,casa,https://casa.metroscubicos.com/MLM-1422939643-casa-en-preventa-en-parque-chiapas-_JM,"$4,500,000",San Andrés Cholula,Lomas de Angelópolis,205 m²,228 m²,9,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
1422914180,puebla,casa,https://casa.metroscubicos.com/MLM-1422914180-casa-en-venta-cuautlancingo-_JM,"$1,600,000",Cuautlancingo,Nuevo LeÃ³n,196 mÂ²,126 mÂ²,6,,,2,,,,3,2,,2 aÃ±os,,,,,,,,,,,,,,,,
1422871335,puebla,venta,https://casa.metroscubicos.com/MLM-1422871335-venta-de-casa-en-cuautlancingo-_JM,"$1,350,000",Cuautlancingo,San Juan Cuautlancingo Centro,124 m²,89 m²,5,2,2,1,,9 años,,,,,,,,,,,,,,,,,,,,,
1426102981,puebla,remate,https://casa.metroscubicos.com/MLM-1426102981-remate-de-preciosa-casa-en-lomas-de-angelopolis-_JM,"$3,450,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,128 mÂ²,225 mÂ²,,,,3,,,,3,4,,,,,,,,,,,,,,,,,,
1422939642,puebla,casa,https://casa.metroscubicos.com/MLM-1422939642-casa-en-venta-en-lomas-de-angelipolis-i-_JM,"$11,700,000",San Andrés Cholula,Lomas de Angelópolis,300 m²,380 m²,9,4,4,3,,0 años,,,,,,,,,,,,,,,,,,,,,
1422853753,puebla,casa,https://casa.metroscubicos.com/MLM-1422853753-casa-en-venta-en-fraccionamiento-lucendi-_JM,"$3,750,000",Cuautlancingo,San Diego los Sauces,142 mÂ²,255 mÂ²,7,,,2,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,
1422822495,puebla,casa,https://casa.metroscubicos.com/MLM-1422822495-casa-en-venta-blvd-atlixco-jardines-de-san-carlos-_JM,"$2,987,000",San Andrés Cholula,San Bernardino Tlaxcalancingo,226 m²,170 m²,7,3,3,2,,11 años,,,,,,,,,,,,,,,,,,,,,
1422933155,puebla,casa,https://casa.metroscubicos.com/MLM-1422933155-casa-en-venta-en-morillotla-_JM,"$3,710,000",San Andrés Cholula,Morillotla,126 m²,260 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422920430,puebla,casa,https://casa.metroscubicos.com/MLM-1422920430-casa-en-venta-en-zona-carcana-_JM,"$2,650,000",San Pedro Cholula,Ampliación Momoxpan,145 m²,184 m²,6,3,2,2,,2 años,,,,,,,,,,,,,,,,,,,,,
1422871278,puebla,venta,https://casa.metroscubicos.com/MLM-1422871278-venta-de-casa-en-marbella-residencial-_JM,"$1,650,000",Cuautlancingo,Villa Olimpica,106 mÂ²,100 mÂ²,6,,,2,,,,3,3,,3 aÃ±os,,,,,,,,,,,,,,,,
1422901536,puebla,casa,https://casa.metroscubicos.com/MLM-1422901536-casa-en-venta-en-lomas-de-angelopolis-_JM,"$3,650,000",San Andrés Cholula,Lomas de Angelópolis,129 m²,259 m²,7,3,2,2,,8 años,,,,,,,,,,,,,,,,,,,,,
1422939554,puebla,casa,https://casa.metroscubicos.com/MLM-1422939554-casa-en-venta-en-zona-uvm-_JM,"$3,100,000",San Andrés Cholula,Morillotla,200 m²,200 m²,6,3,2,2,,9 años,,,,,,,,,,,,,,,,,,,,,
1422901504,puebla,casa,https://casa.metroscubicos.com/MLM-1422901504-casa-en-venta-en-san-jose-carpintero-_JM,"$2,950,000",Puebla,San Francisco Totimehuacan,184 mÂ²,215 mÂ²,7,,,3,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,
1422901597,puebla,casa,https://casa.metroscubicos.com/MLM-1422901597-casa-en-venta-en-morillotla-cerca-de-la-uvm-_JM,"$3,700,000",San Andrés Cholula,Ex-Hacienda Concepción Morillotla,160 m²,295 m²,8,3,4,3,,8 años,,,,,,,,,,,,,,,,,,,,,
1422871324,puebla,casa,https://casa.metroscubicos.com/MLM-1422871324-casa-en-venta-en-residencial-belmonte-_JM,"$2,500,000",San Pedro Cholula,AmpliaciÃ³n Momoxpan,136 mÂ²,150 mÂ²,7,,,2,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,
1422901584,puebla,casa,https://casa.metroscubicos.com/MLM-1422901584-casa-en-venta-en-parque-nayarit-_JM,"$3,900,000",Ocoyucan,Santa Clara Ocoyucan,173 m²,240 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422908040,puebla,casa,https://casa.metroscubicos.com/MLM-1422908040-casa-en-venta-cerca-de-plaza-san-diego-_JM,"$2,300,000",Cuautlancingo,Fuerte De Guadalupe,96 mÂ²,162 mÂ²,6,,,2,,,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,
1422853783,puebla,casa,https://casa.metroscubicos.com/MLM-1422853783-casa-en-venta-en-cuautlancingo-_JM,"$2,250,000",Cuautlancingo,Cuautlancingo,96 m²,144 m²,6,3,2,2,,4 años,,,,,,,,,,,,,,,,,,,,,
1422933207,puebla,casa,https://casa.metroscubicos.com/MLM-1422933207-casa-en-venta-en-haras-cd-ecologica-_JM,"$3,700,000",Amozoc,Campestre Haras,396 m²,269 m²,7,3,3,4,,3 años,,,,,,,,,,,,,,,,,,,,,
1422907989,puebla,casa,https://casa.metroscubicos.com/MLM-1422907989-casa-en-venta-en-residencial-nobel-_JM,"$4,090,000",San Andrés Cholula,Ex-Hacienda de Santa Teresa,120 m²,233 m²,10,4,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422933150,puebla,casa,https://casa.metroscubicos.com/MLM-1422933150-casa-en-venta-lomas-de-angelopolis-lll-_JM,"$3,600,000",San Andrés Cholula,Lomas de Angelópolis,128 m²,249 m²,8,3,3,2,,5 años,,,,,,,,,,,,,,,,,,,,,
1422871179,puebla,casa,https://casa.metroscubicos.com/MLM-1422871179-casa-en-venta-en-la-calera-_JM,"$2,850,000",Puebla,Lares De San Alfonso,135 mÂ²,215 mÂ²,6,,,2,,,,3,2,,16 aÃ±os,,,,,,,,,,,,,,,,
1422926857,puebla,venta,https://casa.metroscubicos.com/MLM-1422926857-venta-de-casa-en-residencial-la-calera-_JM,"$7,500,000",Puebla,Villa Satélite La Calera,450 m²,588 m²,7,3,3,4,,17 años,,,,,,,,,,,,,,,,,,,,,
1422933164,puebla,casa,https://casa.metroscubicos.com/MLM-1422933164-casa-en-venta-zona-la-radial-_JM,"$2,500,000",San Andrés Cholula,Ángeles,90 m²,158 m²,6,3,2,2,,12 años,,,,,,,,,,,,,,,,,,,,,
1426286085,puebla,casa,https://casa.metroscubicos.com/MLM-1426286085-casa-en-venta-en-los-reyes-_JM,"$12,455,000",Coyoacán,Pueblo de los Reyes,278 m²,162 m²,,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
1422926853,puebla,casa,https://casa.metroscubicos.com/MLM-1422926853-casa-en-venta-en-lomas-de-angelopolis-_JM,"$3,800,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,180 mÂ²,215 mÂ²,7,,,2,,,,3,3,,1 aÃ±os,,,,,,,,,,,,,,,,
1422908009,puebla,casa,https://casa.metroscubicos.com/MLM-1422908009-casa-en-venta-ampliacion-momoxpan-_JM,"$2,450,000",San Pedro Cholula,Ampliación Momoxpan,118 m²,158 m²,7,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
1422853772,puebla,casa,https://casa.metroscubicos.com/MLM-1422853772-casa-en-venta-en-la-udla-_JM,"$4,950,000",San Andrés Cholula,San Andrés Cholula,153 m²,338 m²,10,4,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422926736,puebla,casa,https://casa.metroscubicos.com/MLM-1422926736-casa-en-venta-en-san-andres-cholula-_JM,"$2,950,000",San Andrés Cholula,Emiliano Zapata,150 m²,260 m²,6,3,2,2,,12 años,,,,,,,,,,,,,,,,,,,,,
1422901485,puebla,casa,https://casa.metroscubicos.com/MLM-1422901485-casa-en-venta-en-la-recta-_JM,"$4,250,000",San Andrés Cholula,Ex-Hacienda de Santa Teresa,120 m²,288 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422901443,puebla,casa,https://casa.metroscubicos.com/MLM-1422901443-casa-en-venta-en-san-diego-_JM,"$3,090,000",San Pedro Cholula,Santa BÃ¡rbara Almoloya,121 mÂ²,190 mÂ²,6,,,2,,,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,
1422907994,puebla,casa,https://casa.metroscubicos.com/MLM-1422907994-casa-en-venta-cerca-de-cu-_JM,"$4,200,000",Puebla,Jardines De San Manuel,262 m²,475 m²,19,9,5,2,,32 años,,,,,,,,,,,,,,,,,,,,,
1422907971,puebla,casa,https://casa.metroscubicos.com/MLM-1422907971-casa-en-venta-en-tlaxcalancingo-_JM,"$2,200,000",San Andrés Cholula,San Francisco Acatepec,110 m²,205 m²,6,3,2,2,,6 años,,,,,,,,,,,,,,,,,,,,,
1425443534,puebla,casa,https://casa.metroscubicos.com/MLM-1425443534-casa-a-la-venta-en-claustro-de-los-arcos-geovillas-el-campanario-san-pedro-cholula-jv-_JM,"$821,100",San Pedro Cholula,Geo Villas El Campanario,80 m²,,,2,2,1,,8 años,0 MXN,,,,,,,2,,,,,,,,,,,,,
1424838797,puebla,casa,https://casa.metroscubicos.com/MLM-1424838797-casa-en-condominio-el-popo-_JM,"$1,503,000",Atlixco,El Popo,110 m²,,,3,1,2,,8 años,0 MXN,,,,,,,2,,,,,,,,,,,,,
1422908062,puebla,casa,https://casa.metroscubicos.com/MLM-1422908062-casa-en-venta-en-zona-plaza-san-diego-_JM,"$2,350,000",Cuautlancingo,Fuerte De Guadalupe,90 mÂ²,153 mÂ²,6,,,2,,,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,
1422933217,puebla,casa,https://casa.metroscubicos.com/MLM-1422933217-casa-en-venta-en-lomas-de-angelopolis-i-_JM,"$13,000,000",San Andrés Cholula,Lomas de Angelópolis,320 m²,420 m²,8,4,3,2,,5 años,,,,,,,,,,,,,,,,,,,,,
1422926760,puebla,venta,https://casa.metroscubicos.com/MLM-1422926760-venta-de-casa-en-fraccionamiento-el-suspiro-_JM,"$2,850,000",Cuautlancingo,Fuerte De Guadalupe,130 mÂ²,159 mÂ²,6,,,2,,,,3,2,,4 aÃ±os,,,,,,,,,,,,,,,,
1423437763,puebla,casa,https://casa.metroscubicos.com/MLM-1423437763-casa-en-venta-zavaleta-puebla-angelopolis-cerca-de-ibero-_JM,"$2,500,000",Puebla,Zavaleta,188 m²,122 m²,,3,1,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422920434,puebla,casa,https://casa.metroscubicos.com/MLM-1422920434-casa-en-venta-lomas-de-angelopolis-lll-_JM,"$3,980,000",San Andrés Cholula,Lomas de Angelópolis,159 m²,233 m²,8,4,4,,,4 años,,,,,,,,,,,,,,,,,,,,,
1422901589,puebla,casa,https://casa.metroscubicos.com/MLM-1422901589-casa-en-venta-en-residencial-belmonte-_JM,"$2,300,000",Cuautlancingo,San Juan Cuautlancingo Centro,102 mÂ²,140 mÂ²,6,,,2,,,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,
1422901590,puebla,casa,https://casa.metroscubicos.com/MLM-1422901590-casa-en-venta-en-haras-ciudad-ecologica-_JM,"$3,600,000",Amozoc,Campestre Haras,380 m²,160 m²,5,2,2,2,,4 años,,,,,,,,,,,,,,,,,,,,,
1422933181,puebla,casona,https://casa.metroscubicos.com/MLM-1422933181-casona-en-venta-en-colonia-centro-_JM,"$30,000,000",Puebla,Centro,1034 m²,1724 m²,12,6,6,4,,122 años,,,,,,,,,,,,,,,,,,,,,
1422914127,puebla,casa,https://casa.metroscubicos.com/MLM-1422914127-casa-en-venta-en-san-diego-_JM,"$2,720,000",Cuautlancingo,Fuerte De Guadalupe,100 mÂ²,189 mÂ²,8,,,2,,,,3,4,,0 aÃ±os,,,,,,,,,,,,,,,,
1422933273,puebla,casa,https://casa.metroscubicos.com/MLM-1422933273-casa-en-venta-plaza-san-diego-_JM,"$2,680,000",Cuautlancingo,Fuerte De Guadalupe,110 mÂ²,186 mÂ²,6,,,2,,,,3,2,,5 aÃ±os,,,,,,,,,,,,,,,,
1422920367,puebla,casa,https://casa.metroscubicos.com/MLM-1422920367-casa-en-venta-en-villa-encantada-_JM,"$3,800,000",Puebla,Villa Encantada,200 m²,270 m²,7,4,2,3,,31 años,,,,,,,,,,,,,,,,,,,,,
1422871265,puebla,casa,https://casa.metroscubicos.com/MLM-1422871265-casa-en-venta-en-lomas-de-angelopolis-iii-zona-cascatta-_JM,"$3,468,850",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,146 mÂ²,163 mÂ²,6,,,2,,,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,
1422926772,puebla,casa,https://casa.metroscubicos.com/MLM-1422926772-casa-en-venta-en-lomas-de-angelopolis-_JM,"$3,950,000",San Andrés Cholula,Lomas de Angelópolis,137 m²,240 m²,8,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422859241,puebla,casa,https://casa.metroscubicos.com/MLM-1422859241-casa-en-venta-club-de-golf-mayorazgo-_JM,"$1,900,000",Puebla,RincÃ³n Arboledas,81 mÂ²,144 mÂ²,6,,,1,,,,3,3,,20 aÃ±os,,,,,,,,,,,,,,,,
1422901533,puebla,casa,https://casa.metroscubicos.com/MLM-1422901533-casa-en-preventa-en-la-gran-reserva-_JM,"$9,000,000",San Andrés Cholula,Lomas de Angelópolis,246 m²,440 m²,10,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
1422853827,puebla,casa,https://casa.metroscubicos.com/MLM-1422853827-casa-en-venta-atras-de-plaza-san-diego-_JM,"$2,300,000",Cuautlancingo,Fuerte De Guadalupe,96 mÂ²,162 mÂ²,6,,,2,,,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,
1422926835,puebla,casa,https://casa.metroscubicos.com/MLM-1422926835-casa-en-venta-en-cluster-coahuila-_JM,"$6,450,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,180 mÂ²,320 mÂ²,10,,,2,,,,4,5,,0 aÃ±os,,,,,,,,,,,,,,,,
1422939589,puebla,casa,https://casa.metroscubicos.com/MLM-1422939589-casa-en-venta-en-lomas-de-angelopolis-iii-_JM,"$4,850,000",San Andrés Cholula,Lomas de Angelópolis,182 m²,312 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422939584,puebla,casa,https://casa.metroscubicos.com/MLM-1422939584-casa-en-venta-zona-morillotla-_JM,"$3,950,000",San Andrés Cholula,Morillotla,308 m²,279 m²,6,3,2,3,,21 años,,,,,,,,,,,,,,,,,,,,,
1422914197,puebla,casa,https://casa.metroscubicos.com/MLM-1422914197-casa-en-venta-udlap-recta-a-cholula-_JM,"$3,200,000",San Andrés Cholula,San Andrés Cholula,186 m²,205 m²,6,3,2,3,,13 años,,,,,,,,,,,,,,,,,,,,,
1422939580,puebla,casa,https://casa.metroscubicos.com/MLM-1422939580-casa-en-preventa-en-san-pedro-cholula-_JM,"$3,390,000",San Pedro Cholula,Cholula,97 m²,208 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422853747,puebla,casa,https://casa.metroscubicos.com/MLM-1422853747-casa-en-venta-en-cluster-potosi-_JM,"$7,200,000",San Andrés Cholula,Lomas de Angelópolis,297 m²,366 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422914182,puebla,casa,https://casa.metroscubicos.com/MLM-1422914182-casa-en-venta-en-san-martinito-_JM,"$7,500,000",San Andrés Cholula,Misión de San Martinito,201 m²,350 m²,8,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422901510,puebla,casas,https://casa.metroscubicos.com/MLM-1422901510-casas-en-venta-en-la-carcana-_JM,"$3,299,000",San Pedro Cholula,La Carcaña,108 m²,246 m²,8,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422871237,puebla,casa,https://casa.metroscubicos.com/MLM-1422871237-casa-en-venta-en-zona-san-diego-_JM,"$2,450,000",Cuautlancingo,San Diego los Sauces,110 mÂ²,196 mÂ²,7,,,2,,,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,
1422859159,puebla,casa,https://casa.metroscubicos.com/MLM-1422859159-casa-en-venta-en-lomas-de-angelopolis-iii-_JM,"$3,500,000",San Andrés Cholula,Lomas de Angelópolis,128 m²,240 m²,7,3,3,2,,6 años,,,,,,,,,,,,,,,,,,,,,
1422859109,puebla,casa,https://casa.metroscubicos.com/MLM-1422859109-casa-en-venta-el-sendero-_JM,"$4,800,000",San Pedro Cholula,Cholula,190 m²,269 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422859101,puebla,casa,https://casa.metroscubicos.com/MLM-1422859101-casa-en-venta-cerca-de-inaoe-san-andres-cholula-_JM,"$6,900,000",San Andrés Cholula,San Rafael Comac,400 m²,550 m²,9,4,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1422939545,puebla,casa,https://casa.metroscubicos.com/MLM-1422939545-casa-en-venta-en-huexotitla-_JM,"$6,000,000",Puebla,Huexotitla,575 m²,530 m²,10,5,4,3,,60 años,,,,,,,,,,,,,,,,,,,,,
