ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad,Tipo de departamento,Fecha de entrega,Huéspedes,Admite mascotas,Tipo de bodega,NÃºmero de oficinas,Altura,Superficie cubierta del casco,Número de oficinas,Plataformas para trailers
961906121,guanajuato,casa,https://casa.metroscubicos.com/MLM-961906121-casa-en-residencial-zirandaro-amp-golf-san-miguel-de-all-_JM,"$3,700,000",San Miguel De Allende,ZirÃ¡ndaro,160 mÂ²,7,,,2,,,,177 mÂ²,3,3,4 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1398480570,guanajuato,casa,https://casa.metroscubicos.com/MLM-1398480570-casa-sola-en-venta-airen-residencial-_JM,"$1,815,000",LeÃ³n,Residencial RenterÃ­a,108 mÂ²,,,,,,,,120 mÂ²,3,3,2 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1360236625,guanajuato,casa,https://casa.metroscubicos.com/MLM-1360236625-casa-sola-en-venta-colina-real-_JM,"$2,000,000",León,Colina Real,314 m²,,3,2,,,0 años,,510 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339264062,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339264062-casa-sola-en-venta-lomas-de-gran-jardin-_JM,"$3,900,000",León,Lomas De Gran Jardin,300 m²,,3,3,,,0 años,,226 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320217294,guanajuato,casa,https://casa.metroscubicos.com/MLM-1320217294-casa-sola-en-venta-el-mayorazgo-residencial-_JM,"$2,900,000",León,El Mayorazgo Residencial,160 m²,,3,3,,,0 años,,170 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930410779,guanajuato,alebrije,https://casa.metroscubicos.com/MLM-930410779-alebrije-house-_JM,"$2,390,000",Guanajuato,El Carrizo,137 m²,8,4,3,,,0 años,,180 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339897742,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339897742-casa-sola-en-venta-las-alamedas-_JM,"$2,280,000",León,Las Arboledas,122 m²,,3,3,,,0 años,,187 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333911278,guanajuato,maderas,https://casa.metroscubicos.com/MLM-1333911278-maderas-residencial-bella-propiedad-con-finos-acabados-y-t-_JM,"$1,950,000",Celaya,Celaya Centro,119 m²,6,3,2,2,,0 años,,165 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343498332,guanajuato,casa,https://casa.metroscubicos.com/MLM-1343498332-casa-residencial-el-faro-_JM,"$1,100,000",León,Residencial El Faro,119 m²,,2,1,1,2,0 años,0 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962611937,guanajuato,casa,https://casa.metroscubicos.com/MLM-962611937-casa-brisas-del-lago-sobre-avenida-_JM,"$1,150,000",LeÃ³n,Brisas del Lago,80 mÂ²,,,,,,,,85 mÂ²,,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1353481846,guanajuato,casa,https://casa.metroscubicos.com/MLM-1353481846-casa-sola-en-venta-andrade-_JM,"$7,500,000",León,Andrade,685 m²,,4,4,,,0 años,,489 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333903588,guanajuato,puntarena,https://casa.metroscubicos.com/MLM-1333903588-puntarena-residencial-casa-nueva-grandes-espacios-iluminac-_JM,"$2,850,000",Celaya,Residencial,170 m²,8,3,3,2,,0 años,,200 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361183171,guanajuato,casa,https://casa.metroscubicos.com/MLM-1361183171-casa-sola-en-venta-jardines-de-san-sebastian-_JM,"$1,800,000",León,Jardines De San Sebastián,90 m²,,4,2,,,0 años,,142 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948271231,guanajuato,condominio,https://casa.metroscubicos.com/MLM-948271231-condominio-en-el-milagro-_JM,"$3,800,000",San Miguel De Allende,La Lejona,103 m²,,2,2,,,,,172 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319636742,guanajuato,casa,https://casa.metroscubicos.com/MLM-1319636742-casa-en-venta-en-el-molino-lomas-iv-_JM,"$4,350,000",León,El Molino Residencial y Golf,222 m²,,4,4,2,,,,260 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860286217,guanajuato,casa,https://casa.metroscubicos.com/MLM-860286217-casa-en-venta-col-arboledas-celaya-gto-_JM,"$4,100,000",Celaya,Las Arboledas 3a Secc.,378 m²,8,4,3,5,,0 años,,450 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333858537,guanajuato,praderas,https://casa.metroscubicos.com/MLM-1333858537-praderas-de-la-hacienda-bellisima-propiedad-con-increibles-_JM,"$5,700,000",Celaya,Praderas De La Hacienda,850 m²,9,3,3,,,25 años,,365 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313114394,guanajuato,quinta,https://casa.metroscubicos.com/MLM-1313114394-quinta-las-villas-casa-venta-irapuato-guanajuato-_JM,"$1,535,000",Irapuato,Fraccionamiento Villas del Sol,105 m²,3,2,1,3,,0 años,,116 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858538760,guanajuato,casa,https://casa.metroscubicos.com/MLM-858538760-casa-en-venta-canada-del-refugio-sur-leon-gto-_JM,"$8,950,000",LeÃ³n,CaÃ±ada Del Refugio,379 mÂ²,9,,,3,,,,670 mÂ²,4,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1318846791,guanajuato,casa,https://casa.metroscubicos.com/MLM-1318846791-casa-sola-en-venta-porta-toscana-_JM,"$4,500,000",León,Porta Toscana,250 m²,,3,2,,,0 años,,380 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921315568,guanajuato,casa,https://casa.metroscubicos.com/MLM-921315568-casa-en-venta-en-country-club-gran-jardin-_JM,"$21,000,000",León,Gran Jardín,1324 m²,,4,5,6,2,10 años,,982 m²,,,,,1,Casa en condominio,,,,,,,,,,,,Casa,,,,,,,,,,,
1354692057,guanajuato,vendo,https://casa.metroscubicos.com/MLM-1354692057-vendo-casa-en-fracc-el-cantador-_JM,"$1,850,000",Irapuato,El Cantador,120 m²,,5,2,1,3,15 años,,265.03 m²,,,,,1,Casa sola,,,,,,,,,,,,Casa,,,,,,,,,,,
1343485600,guanajuato,hermosa,https://casa.metroscubicos.com/MLM-1343485600-hermosa-casa-en-venta-en-cumbres-del-campestre-4-habitaciones-salon-de-juegos-y-jardin-muy-amplio-zona-norte-leon-gto-_JM,"$14,500,000",Guanajuato,León,1000 m²,,4,4,4,2,20 años,2000 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318440924,guanajuato,casa,https://casa.metroscubicos.com/MLM-1318440924-casa-sola-en-venta-lomas-del-molino-iv-_JM,"$4,450,000",LeÃ³n,Lomas De Los Olivos,222 mÂ²,,,,,,,,260 mÂ²,4,5,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1379027717,guanajuato,casa,https://casa.metroscubicos.com/MLM-1379027717-casa-villa-universidad-_JM,"$990,000",León,Fraccionamiento Los Héroes León,76 m²,6,3,2,1,,0 años,,1 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881488393,guanajuato,casa,https://casa.metroscubicos.com/MLM-881488393-casa-en-venta-villas-de-irapuato-una-planta-privada-alberca-_JM,"$4,800,000",Irapuato,Villas De Irapuato,321 m²,,3,5,4,,,3000 MXN,212 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317474037,guanajuato,casa,https://casa.metroscubicos.com/MLM-1317474037-casa-en-venta-2-recamaras-bonita-vista-jardines-enfrente-_JM,"$900,000",León,Santo Domingo,70 m²,,2,3,1,,,,72 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339251010,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339251010-casa-sola-en-venta-las-alamedas-_JM,"$2,280,000",León,Las Arboledas,122 m²,,3,3,,,0 años,,187 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887395487,guanajuato,casa,https://casa.metroscubicos.com/MLM-887395487-casa-en-venta-en-el-centro-de-guanajuato-_JM,"$8,000,000",Guanajuato,Guanajuato Centro,144 m²,6,4,2,,,0 años,,273 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381143246,guanajuato,casa,https://casa.metroscubicos.com/MLM-1381143246-casa-venta-privada-seguridad-casi-en-esquina-lagos-del-country-zona-norte-leon-gto-_JM,"$1,300,000",León,Lagos Del Country,120 m²,,3,1,1,2,5 años,400 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339846539,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339846539-casa-sola-en-venta-balcones-del-campestre-_JM,"$12,000,000",León,Balcones Del Campestre,1000 m²,,3,2,,,0 años,,403 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930413767,guanajuato,residencia,https://casa.metroscubicos.com/MLM-930413767-residencia-mexicana-contemporanea-en-cerrito-de-marfil-_JM,"$7,890,000",Guanajuato,Marfil Centro,600 m²,9,4,4,3,,0 años,,481 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859743555,guanajuato,hacienda,https://casa.metroscubicos.com/MLM-859743555-hacienda-el-capulin-en-venta-_JM,"$80,000,000",Silao,Aeropuerto Guanajuato (Internacional de Guanajuato),16422 mÂ²,11,,,,,,,1 mÂ²,5,6,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1407732632,guanajuato,casa,https://casa.metroscubicos.com/MLM-1407732632-casa-en-venta-en-irapuato-gto-colonia-espanita-con-alberca-_JM,"$6,000,000",Irapuato,Españita,638 m²,9,4,5,4,,1992 años,,435 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342545111,guanajuato,casa,https://casa.metroscubicos.com/MLM-1342545111-casa-sola-en-venta-cordillera-_JM,"$1,795,000",León,Ladrilleras del Refugio,105 m²,,3,3,,,0 años,,143 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339859119,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339859119-casa-sola-en-venta-canada-del-refugio-norte-_JM,"$6,200,000",LeÃ³n,CaÃ±ada Del Refugio,380 mÂ²,,,,,,,,300 mÂ²,4,5,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1309037273,guanajuato,casa,https://casa.metroscubicos.com/MLM-1309037273-casa-hacienda-del-campestre-_JM,"$3,220,000",León,Hacienda Del Campestre,180 m²,,3,2,5,2,15 años,400 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896998239,guanajuato,casa,https://casa.metroscubicos.com/MLM-896998239-casa-en-venta-en-ciudad-deportiva-_JM,"$1,900,000",Irapuato,Ciudad Deportiva,128 m²,6,3,2,1,,0 años,,186 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387970037,guanajuato,venta,https://casa.metroscubicos.com/MLM-1387970037-venta-loft-de-una-planta-lomas-del-molino-iii-_JM,"$3,700,000",León,El Molino Residencial y Golf,231 m²,3,1,2,2,,0 años,,172 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339829406,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339829406-casa-sola-en-venta-lomas-de-gran-jardin-_JM,"$3,900,000",León,Lomas De Gran Jardin,300 m²,,3,3,,,0 años,,226 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859735370,guanajuato,casa,https://casa.metroscubicos.com/MLM-859735370-casa-en-venta-en-jalapita-marfil-_JM,"$4,500,000",Guanajuato,Marfil Centro,421 m²,7,4,3,,,31 años,,181 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774141458,guanajuato,hermosa,https://casa.metroscubicos.com/MLM-774141458-hermosa-residencia-en-venta-en-bosque-azul-_JM,"$15,600,000",Guanajuato,Moroleón,869 m²,,5,4,,2,,,650 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335101495,guanajuato,casa,https://casa.metroscubicos.com/MLM-1335101495-casa-en-venta-en-paseos-del-molino-_JM,"$850,000",LeÃ³n,Paseos Del Molino,68 mÂ²,,,,1,,,,120 mÂ²,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315760157,guanajuato,casa,https://casa.metroscubicos.com/MLM-1315760157-casa-fraccionamiento-lomas-de-comanjilla-_JM,"$5,250,000",LeÃ³n,Lomas De Comanjilla,1781 mÂ²,,,,9,1,,0 MXN,,3,4,17 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1339212262,guanajuato,casa,https://casa.metroscubicos.com/MLM-1339212262-casa-sola-en-venta-canada-del-refugio-norte-_JM,"$6,200,000",LeÃ³n,CaÃ±ada Del Refugio,380 mÂ²,,,,,,,,300 mÂ²,4,5,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
764511666,guanajuato,exelente,https://casa.metroscubicos.com/MLM-764511666-exelente-ubicacion-_JM,"$1,580,000",Irapuato,Los Reyes,150 m²,,3,2,3,2,20 años,,240 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930409742,guanajuato,casa,https://casa.metroscubicos.com/MLM-930409742-casa-centro-de-dolores-hidalgo-_JM,"$2,890,000",Dolores Hidalgo,Colonia Centro Dolores Hidalgo,459 m²,6,4,2,3,,0 años,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367956265,guanajuato,finca,https://casa.metroscubicos.com/MLM-1367956265-finca-del-sol-_JM,"$27,900,000",San Miguel De Allende,Don Juan Xido de Abajo (Cabras de BegoÃ±a),38478 mÂ²,8,,,2,,,,427 mÂ²,4,4,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1411435040,guanajuato,venta,https://casa.metroscubicos.com/MLM-1411435040-venta-de-casa-de-una-planta-en-irapuato-_JM,"$1,877,000",Irapuato,Irapuato Centro,139 m²,4,2,2,1,,0 años,,98 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308757661,guanajuato,casa,https://casa.metroscubicos.com/MLM-1308757661-casa-en-ex-hacienda-santa-teresa-_JM,"$1,400,000",Guanajuato,Fraccionamiento Ex Hacienda Santa Teresa,180 m²,,,,,,0 años,,160 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397008735,guanajuato,casa,https://casa.metroscubicos.com/MLM-1397008735-casa-en-venta-con-recamara-en-planta-baja-punta-nogal-la-luz-leon-gto-_JM,"$1,200,000",Guanajuato,León,81 m²,3,3,1,1,2,0 años,280 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401908159,guanajuato,venta,https://casa.metroscubicos.com/MLM-1401908159-venta-de-casa-en-horizontes-irapuato-_JM,"$1,650,000",Irapuato,Irapuato Centro,105 m²,6,3,2,2,2,3 años,400 MXN,111 m²,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
1367880340,guanajuato,excelente,https://casa.metroscubicos.com/MLM-1367880340-excelente-oportunidad-para-vivir-en-el-centro-_JM,"$40,000,000",San Miguel De Allende,San Miguel De Allende Centro,1096 m²,11,5,5,2,,0 años,,986 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401683777,guanajuato,venta,https://casa.metroscubicos.com/MLM-1401683777-venta-de-casa-en-irapuato-villas-de-tabora-_JM,"$2,350,000",Irapuato,Villas De Bernalejo,122 m²,6,3,2,2,2,1 años,800 MXN,169 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893280775,guanajuato,residencias,https://casa.metroscubicos.com/MLM-893280775-residencias-en-san-miguel-de-allende-_JM,"$2,959,000",San Miguel De Allende,Zirándaro,140 m²,7,3,3,2,,0 años,,137 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956477177,guanajuato,venta,https://casa.metroscubicos.com/MLM-956477177-venta-de-casa-en-zona-de-plaza-cibeles-en-irapuato-_JM,"$1,600,000",Irapuato,Fraccionamiento Los Prados,75 m²,4,2,1,2,,8 años,,95 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893286749,guanajuato,casa,https://casa.metroscubicos.com/MLM-893286749-casa-en-venta-fracc-bosque-san-carlosleon-guanajuato-_JM,"$1,450,000",León,Arboledas de los López Primera Sección,100 m²,5,3,2,2,,2 años,,1 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946263157,guanajuato,lomas,https://casa.metroscubicos.com/MLM-946263157-lomas-de-comanjilla-_JM,"$2,653,750",Silao,Lomas de Comanjilla,912.5 mÂ²,,,,4,,,,300 mÂ²,3,2,25 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1367831248,guanajuato,casa,https://casa.metroscubicos.com/MLM-1367831248-casa-las-monjas-_JM,"$24,000,000",San Miguel De Allende,San Miguel De Allende Centro,254 m²,7,3,4,1,,0 años,,356 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379480135,guanajuato,casa,https://casa.metroscubicos.com/MLM-1379480135-casa-en-venta-_JM,"$725,000",LeÃ³n,Las Huertas,122 mÂ²,,,,1,,,,86 mÂ²,2,1,26 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
893283432,guanajuato,casa,https://casa.metroscubicos.com/MLM-893283432-casa-florentine-nueva-en-venta-salamanca-guanajuato-_JM,"$1,522,500",Salamanca,El Ciprés,108 m²,6,3,2,2,,0 años,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962616073,guanajuato,casa,https://casa.metroscubicos.com/MLM-962616073-casa-en-colonia-arbide-_JM,"$3,200,000",León,Arbide,180 m²,,,,,,0 años,,210 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859737837,guanajuato,casa,https://casa.metroscubicos.com/MLM-859737837-casa-en-venta-en-hacienda-santa-fe-_JM,"$10,200,000",León,Hacienda Santa Fe,492 m²,12,4,6,3,,0 años,,560 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367873924,guanajuato,vida,https://casa.metroscubicos.com/MLM-1367873924-vida-en-el-campo-a-solo-10-minutos-de-la-ciudad-_JM,"$14,000,000",San Miguel De Allende,Estancia De Canal,7828 mÂ²,7,,,3,,,,523 mÂ²,3,3,6 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
926807080,guanajuato,vendo,https://casa.metroscubicos.com/MLM-926807080-vendo-casa-en-fracc-la-moderna-_JM,"$2,250,000",Irapuato,Moderna,141.68 m²,,3,1,2,2,40 años,,183.11 m²,,,,,1,Casa sola,,,,,,,,,,,,Casa,,,,,,,,,,,
949416649,guanajuato,casa,https://casa.metroscubicos.com/MLM-949416649-casa-jardines-del-campestre-_JM,"$25,200,000",Guanajuato,León,1662 m²,,5,8,8,2,20 años,0 MXN,,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,
893283319,guanajuato,casa,https://casa.metroscubicos.com/MLM-893283319-casa-en-venta-colonia-aztlan-salamanca-gto-_JM,"$1,880,000",Salamanca,Nova Aztlan,160 m²,5,4,1,1,,0 años,,1 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321057688,guanajuato,casa,https://casa.metroscubicos.com/MLM-1321057688-casa-en-venta-una-planta-colonia-la-moderna-_JM,"$2,200,000",Irapuato,Moderna,208 m²,,2,2,2,,,0 MXN,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404259242,guanajuato,mcr,https://casa.metroscubicos.com/MLM-1404259242-mcr-casa-en-venta-de-remate-bancario-leon-guanajuato-_JM,"$580,000",León,El Carmen,80 m²,,2,1,1,,,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353821428,guanajuato,casa,https://casa.metroscubicos.com/MLM-1353821428-casa-en-venta-portones-del-carmen-leon-gto-_JM,"$4,000,000",León,Portones Del Carmen,197.64 m²,,3,2,2,2,12 años,600 MXN,283 m²,,,,,1,Casa sola,,,,,,,,,,,,Casa,,,,,,,,,,,
1398320922,guanajuato,casa,https://casa.metroscubicos.com/MLM-1398320922-casa-arcadia-_JM,"$68,000,000",San Miguel De Allende,San Miguel De Allende Centro,462 m²,10,4,4,1,,0 años,,699 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921921617,guanajuato,beautiful,https://casa.metroscubicos.com/MLM-921921617-beautiful-furnished-home-with-spectacular-view-_JM,"U$S849,000",San Miguel De Allende,San Miguel De Allende Centro,295 m²,10,4,4,6,,7 años,,540 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381069425,guanajuato,casa,https://casa.metroscubicos.com/MLM-1381069425-casa-en-venta-puerta-de-hierro-irapuato-_JM,"$4,380,000",Irapuato,Puerta de Hierro,180 m²,7,3,3,2,2,3 años,,200 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884509608,guanajuato,casa,https://casa.metroscubicos.com/MLM-884509608-casa-en-venta-villas-de-irapuato-con-alberca-moderna-_JM,"$12,000,000",Irapuato,Villas De Irapuato,1115 m²,,4,5,6,,,0 MXN,831 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333871572,guanajuato,maderas,https://casa.metroscubicos.com/MLM-1333871572-maderas-residencial-coto-san-miguel-esplendida-y-lujosa-pr-_JM,"$4,950,000",Celaya,Senda Real,238 m²,9,3,4,4,,2 años,,300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367868311,guanajuato,casa,https://casa.metroscubicos.com/MLM-1367868311-casa-de-las-aguilas-_JM,"$31,000,000",San Miguel De Allende,El Girasol,21972 m²,12,6,5,,,0 años,,629 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398247053,guanajuato,este,https://casa.metroscubicos.com/MLM-1398247053-este-es-verdaderamente-un-hogar-para-vivir-y-un-hogar-para-r-_JM,"$38,000,000",San Miguel De Allende,San Miguel De Allende Centro,913 m²,9,4,4,,,0 años,,477 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393133618,guanajuato,casa,https://casa.metroscubicos.com/MLM-1393133618-casa-amplia-en-venta-por-blvd-vasco-de-quiroga-col-san-fe-_JM,"$1,550,000",León,San Felipe De Jesús,200 m²,13,9,4,2,,0 años,,215 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387186662,guanajuato,residencia,https://casa.metroscubicos.com/MLM-1387186662-residencia-en-puentecillas-al-70-_JM,"$2,800,000",Guanajuato,Puentecillas,456 mÂ²,8,,,2,,,,268 mÂ²,4,3,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1374283693,guanajuato,propiedad,https://casa.metroscubicos.com/MLM-1374283693-propiedad-para-inversion-en-arbide-_JM,"$4,950,000",León,Arbide,614 m²,6,4,2,7,,0 años,,1 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336301186,guanajuato,casa,https://casa.metroscubicos.com/MLM-1336301186-casa-salamanca-_JM,"$950,000",Guanajuato,Salamanca,67 m²,,3,2,1,2,7 años,0 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963227484,guanajuato,aldama,https://casa.metroscubicos.com/MLM-963227484-aldama-fraccionamiento-en-renta-_JM,"$4,500,000",Irapuato,Aldama,600 mÂ²,7,,,4,,,,600 mÂ²,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
958252156,guanajuato,remato,https://casa.metroscubicos.com/MLM-958252156-remato-residencia-en-canada-del-refugio-norte-_JM,"$6,000,000",LeÃ³n,CaÃ±ada Del Refugio,360 mÂ²,,,,,,,,381 mÂ²,,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1373422960,guanajuato,los,https://casa.metroscubicos.com/MLM-1373422960-los-eucaliptos-casa-en-venta-en-privada-con-vigilancia-rahqro-_JM,"$1,636,500",Guanajuato,Irapuato,90 m²,,3,3,1,,1 años,,101 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859739719,guanajuato,casa,https://casa.metroscubicos.com/MLM-859739719-casa-en-venta-en-valenciana-_JM,"$2,800,000",Guanajuato,Colonia Lomas de Valenciana,356 m²,6,3,2,2,,0 años,,315 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300513160,guanajuato,casa,https://casa.metroscubicos.com/MLM-1300513160-casa-en-condominio-campestre-_JM,"$5,500,000",Salamanca,Campestre,1200 m²,,3,2,4,1,25 años,0 MXN,560 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903005577,guanajuato,casa,https://casa.metroscubicos.com/MLM-903005577-casa-en-venta-salamanca-guanajuato-_JM,"$1,800,000",Salamanca,Fraccionamiento Villa Salamanca 400,180 mÂ²,8,,,3,,,,250 mÂ²,4,3,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
941244559,guanajuato,se,https://casa.metroscubicos.com/MLM-941244559-se-vende-casa-de-1-planta-en-privada-_JM,"$1,690,000",Salamanca,San Jacinto,234 mÂ²,4,,,2,,,,126 mÂ²,2,2,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1367862060,guanajuato,encantador,https://casa.metroscubicos.com/MLM-1367862060-encantador-rancho-en-venta-santa-rita-_JM,"$86,000,000",San Miguel De Allende,Cañajo,66200 m²,9,4,4,,,0 años,,3587 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377270664,guanajuato,casa,https://casa.metroscubicos.com/MLM-1377270664-casa-en-ciudad-maderas-_JM,"$2,590,000",León,Panorama,160 m²,6,3,2,2,,0 años,,274 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338670283,guanajuato,estupenda,https://casa.metroscubicos.com/MLM-1338670283-estupenda-residencia-fraccionamiento-los-patios-san-miguel-_JM,"U$S1,200,000",San Miguel De Allende,Malaquin La Mesa,1055 mÂ²,10,,,4,,,,600 mÂ²,4,5,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,
1373994307,guanajuato,casa,https://casa.metroscubicos.com/MLM-1373994307-casa-amueblada-en-venta-san-miguel-de-allende-guanajuato-rcv190415-ae-_JM,"$52,000,000",San Miguel De Allende,San Miguelito 2,5688 m²,,4,5,6,,0 años,,745 m²,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
893283306,guanajuato,casa,https://casa.metroscubicos.com/MLM-893283306-casa-en-venta-en-las-reynas-salamanca-gto-_JM,"$2,800,000",Salamanca,Las Reynas,250 m²,6,4,1,2,,0 años,,320 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333911314,guanajuato,alamo,https://casa.metroscubicos.com/MLM-1333911314-alamo-country-club-fina-residencia-con-detalles-de-gran-luj-_JM,"$8,500,000",Celaya,Alamo Country Club,600 m²,9,4,4,6,,16 años,,438 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946301399,guanajuato,casa,https://casa.metroscubicos.com/MLM-946301399-casa-sola-fraccionamiento-los-tules-_JM,"$2,350,000",Celaya,Villas Reales,160 m²,,3,2,2,,5 años,,210 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952664940,guanajuato,casa,https://casa.metroscubicos.com/MLM-952664940-casa-en-venta-en-porta-fontana-_JM,"$10,000,000",León,Porta Fontana,768.9 m²,,3,3,3,,,,579.97 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
