ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Bodegas,Cantidad de pisos,Orientación,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Tipo de casa,Tipo de propiedad,OrientaciÃ³n,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Tipo de departamento,Disposición del lote
1423446326,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423446326-casa-en-venta-en-ayuntamiento-la-paz-baja-california-sur-dcch-_JM,"$351,988",La Paz,Fraccionamiento Ayuntamiento,100 m²,110 m²,,2,1,1,,1,,12 años,,,,,,,,,,,,,,,,,,
1423537761,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423537761-casa-en-venta-en-villas-del-encanto-la-paz-baja-california-sur-dcch-_JM,"$826,625",La Paz,Villas Del Encanto,100 m²,120 m²,,2,2,1,,1,,12 años,,,,,,,,,,,,,,,,,,
1423518997,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423518997-casa-en-venta-en-guerrero-la-paz-baja-california-sur-dcch-_JM,"$1,022,860",La Paz,Colonia Guerrero,100 m²,120 m²,,2,2,1,,1,,12 años,,,,,,,,,,,,,,,,,,
1422708432,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1422708432-casa-en-venta-en-altavela-residencial-_JM,"$1,839,900",La Paz,Olas Altas,140 m²,103 m²,,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1424824744,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1424824744-casa-el-camino-real-_JM,"$684,713",La Paz,El Camino Real,140 m²,,,2,2,2,,1,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1422727311,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1422727311-casa-en-venta-en-colinas-plus-_JM,"$2,485,000",Los Cabos,Colinas Plus,140 m²,96 m²,,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1423525035,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423525035-casa-en-venta-en-villas-del-encanto-la-paz-baja-califronia-sur-dcch-_JM,"$700,233",La Paz,Villas Del Encanto,100 m²,120 m²,,2,1,1,,1,,12 años,,,,,,,,,,,,,,,,,,
1423432184,baja-california-sur,venta,https://casa.metroscubicos.com/MLM-1423432184-venta-rancho-agricola-bcs-_JM,"$13,500,000",Comondu,Ciudad Constitucion,1000000 m²,1 m²,,,,,,,,0 años,,,,,,,,,,,,,,,,,,
1423519929,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423519929-casa-en-venta-en-altamira-los-cabos-baja-california-sur-dcch-_JM,"$714,297",Los Cabos,Los Cangrejos,100 m²,120 m²,,2,2,1,,1,,12 años,,,,,,,,,,,,,,,,,,
1422672562,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1422672562-casa-en-venta-en-portales-_JM,"$2,584,000",Los Cabos,Zacatal Zona Norte,122 m²,97 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1423439772,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423439772-casa-en-venta-en-el-progreso-la-paz-baja-california-dcch-_JM,"$610,239",La Paz,El Progreso,100 m²,120 m²,,2,1,1,,1,,12 años,,,,,,,,,,,,,,,,,,
1423596076,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423596076-casa-cabo-san-lucas-centro-_JM,"$1,090,360",Los Cabos,Cabo San Lucas Centro,159 m²,,,2,2,1,,1,,8 años,0 MXN,,,,,,,,,,,,,,,,,
1423438829,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423438829-casa-en-venta-a-precio-de-terreno-en-el-sargento-bcs-_JM,"$3,000,000",La Paz,El Sargento,800 mÂ²,800 mÂ²,3,,,2,,,,,,2,1,0 aÃ±os,,,,,,,,,,,,,,
1422751873,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1422751873-casa-en-venta-en-colinas-plus-_JM,"$3,089,909",Los Cabos,Colinas Plus,175 m²,158 m²,,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1422791144,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1422791144-casa-villa-natalia-vllas-encanto-la-paz-bcs-recuperacion-hipotecaria-_JM,"$748,047",Baja California Sur,La Paz,140 m²,190 m²,,2,1,1,,,,0 años,,,,,,,,,,,,,,,,,,
1425953133,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1425953133-casa-sola-en-venta-centro-_JM,"$1,550,000",Los Cabos,Centro (Privada Perla),150 m²,80 m²,,2,2,,,,,0 años,,,,,,,,,,,,,,,,,,
1424202348,baja-california-sur,unica,https://casa.metroscubicos.com/MLM-1424202348-unica-oportunidad-casa-en-remate-en-la-paz-paraisos-de-sol-js-_JM,"$602,492",La Paz,Paraíso Del Sol,208 m²,65 m²,1,2,1,1,,1,Poniente,10 años,,,,,,,,,,,,,,,,,,
1422720853,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1422720853-casa-en-venta-en-cabo-san-lucas-centro-_JM,"$3,000,000",Los Cabos,Cabo San Lucas Centro,200 m²,154 m²,,3,2,,,,,,,,,,,,,,,,,,,,,,,
1424710895,baja-california-sur,remate,https://casa.metroscubicos.com/MLM-1424710895-remate-d-casa-al-60-menos-d-su-valor-comercial-en-camino-real-bcs-cg-_JM,"$1,656,000",La Paz,Fraccionamiento El Camino Real,150 m²,140 m²,,3,2,2,,2,,,,,,,,,,,,,,,,,,,,
1423441454,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423441454-casa-sola-en-venta-bella-vista-_JM,"$2,899,000",La Paz,Bellavista,340 m²,150 m²,,3,2,,,,,0 años,,,,,,,,,,,,,,,,,,
1423409086,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1423409086-casa-sola-en-venta-paraiso-del-sol-_JM,"$604,000",La Paz,Paraíso Del Sol,100 m²,80 m²,,2,1,,,,,0 años,,,,,,,,,,,,,,,,,,
1424248444,baja-california-sur,linda,https://casa.metroscubicos.com/MLM-1424248444-linda-casa-en-venta-en-la-paz-bcs-ra-_JM,"$780,000",La Paz,Bellavista,300 m²,150 m²,,3,2,2,,2,,,,,,,,,,,,,,,,,,,,
808708399,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-808708399-casa-la-piedra-cresta-del-mar-cabo-san-lucas-_JM,"U$S985,000",Los Cabos,El Tezal,930 mÂ²,416 mÂ²,5,,,2,,1,,,0 MXN,3,3,0 aÃ±os,,,,,,,,,,,,,,
962975378,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-962975378-casa-en-venta-en-los-cabos-con-reduccion-de-precio-no-la-dejes-ir-a-tan-solo-5-minutos-de-playa-palmilla-_JM,"U$S285,000",Los Cabos,San José Del Cabo Centro,265 m²,223 m²,,3,4,,,,,,,,,,,,,,,,,,,,,,,
765126072,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-765126072-casa-amanecer-cabo-bello-_JM,"U$S590,000",Los Cabos,Cabo Bello,520 mÂ²,,,,,,,,,,0 MXN,3,3,14 aÃ±os,,,,,,,,,,,,,,
808226329,baja-california-sur,villa,https://casa.metroscubicos.com/MLM-808226329-villa-sand-castle-_JM,"U$S2,999,000",Los Cabos,Las Lagunas,1553 mÂ²,696 mÂ²,,,,2,,2,,,0 MXN,5,4,9 aÃ±os,,,,,,,,,,,,,,
1395630160,baja-california-sur,mansion,https://casa.metroscubicos.com/MLM-1395630160-mansion-de-lujo-en-venta-los-cabos-mexico-_JM,"$122,000,000",Los Cabos,El Pedregal,2546 m²,1644 m²,19,8,11,,,,,14 años,,,,,,,,,,,,,,,,,,
1395548360,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1395548360-casa-de-lujo-san-jose-del-cabo-california-_JM,"$170,325,000",Los Cabos,Palmilla,6090 mÂ²,2558 mÂ²,14,,,10,,,,,,6,7,0 aÃ±os,,,,,,,,,,,,,,
1338691668,baja-california-sur,norman,https://casa.metroscubicos.com/MLM-1338691668-norman-estates-rancho-san-lucas-los-cabos-_JM,"U$S6,995,000",Los Cabos,Brisas Del PacÃ­fico,72075.144 mÂ²,6696 mÂ²,,,,2,,,,,,3,5,1 aÃ±os,,,,,,,,,,,,,,
764606234,baja-california-sur,villa,https://casa.metroscubicos.com/MLM-764606234-villa-9-quivira-copala-villa-9-casa-mac-_JM,"U$S855,000",Baja California Sur,Los Cabos,284 mÂ²,320 mÂ²,,,,,,,,,0 MXN,3,3,4 aÃ±os,,,,,,,,,,,,,,
962978526,baja-california-sur,unica,https://casa.metroscubicos.com/MLM-962978526-unica-casa-en-venta-con-vista-al-mar-en-montecitos-club-campestre-san-jose-_JM,"U$S875,000",Baja California Sur,Los Cabos,483 mÂ²,414 mÂ²,,,,,,2,,,,4,5,,,,,,,,,,,,,,,
1376402376,baja-california-sur,anacapri,https://casa.metroscubicos.com/MLM-1376402376-anacapri-casa-en-venta-en-los-cabos-_JM,"$3,850,000",Baja California Sur,Los Cabos,270 m²,178 m²,,3,3,2,,,,0 años,1600 MXN,,,,,,,,,,,,,,,,,
1335842329,baja-california-sur,quivira,https://casa.metroscubicos.com/MLM-1335842329-quivira-coronado-casa-alvar-for-sale-front-pacific-ocean-view-_JM,"U$S2,800,000",Los Cabos,Lienzo Charro Centro,550 m²,371 m²,,4,4,2,,,,2 años,510 MXN,,,,,,,,,,,,,,,,,
810560685,baja-california-sur,villa,https://casa.metroscubicos.com/MLM-810560685-villa-maria-rancho-paraiso-cabo-san-lucas-_JM,"U$S635,000",Los Cabos,El Tezal,922 mÂ²,426 mÂ²,7,,,2,,2,,,0 MXN,4,4,3 aÃ±os,,,,,,,,,,,,,,
808700421,baja-california-sur,villa,https://casa.metroscubicos.com/MLM-808700421-villa-29-costa-azul-san-jose-del-cabo-_JM,"U$S698,000",Baja California Sur,Los Cabos,738 mÂ²,421 mÂ²,5,,,2,,2,,,0 MXN,4,4,19 aÃ±os,,,,,,,,,,,,,,
1338754864,baja-california-sur,norman,https://casa.metroscubicos.com/MLM-1338754864-norman-estates-rancho-san-lucas-los-cabos-_JM,"U$S6,900,000",Los Cabos,Brisas Del PacÃ­fico,6696 mÂ²,6696 mÂ²,,,,2,,,,,,3,5,1 aÃ±os,,,,,,,,,,,,,,
1335879952,baja-california-sur,villa,https://casa.metroscubicos.com/MLM-1335879952-villa-sol-rancho-san-lucas-los-cabos-_JM,"U$S1,540,000",Los Cabos,Brisas Del PacÃ­fico,28750.405 mÂ²,2671 mÂ²,,,,2,,,,,,4,3,1 aÃ±os,,,,,,,,,,,,,,
1313363087,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1313363087-casa-en-todos-santos-llamado-pueblo-magico-bcs-_JM,"$1,000,000",La Paz,Todos Santos,200 m²,70 m²,,2,1,5,,1,Norte,20 años,,,,,,,,,,,,,,,,,,
1392560530,baja-california-sur,bonita,https://casa.metroscubicos.com/MLM-1392560530-bonita-casa-con-excelente-ubicacion-2do-piso-independiente-col-guaycura-_JM,"$3,600,000",La Paz,Guaycura,165 m²,163 m²,,4,3,1,,,,12 años,,,,,,,,,,,,,,,,,,
1335853829,baja-california-sur,ladera,https://casa.metroscubicos.com/MLM-1335853829-ladera-san-jose-cabo-san-lucas-_JM,"U$S710,000",Los Cabos,Cerro Colorado,368 m²,253 m²,,3,3,2,,,,1 años,,,,,,,,,,,,,,,,,,
1337426840,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1337426840-casa-adobe-_JM,"U$S213,451",Los Cabos,El Tezal,113.36 mÂ²,113.36 mÂ²,,,,1,,,,,,2,1,1 aÃ±os,,,,,,,,,,,,,,
1335825455,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1335825455-casa-puenteladera-san-jose-del-cabo-los-cabos-_JM,"U$S710,000",Los Cabos,Cerro Colorado,368 m²,253 m²,,3,3,2,,,,1 años,,,,,,,,,,,,,,,,,,
1391225762,baja-california-sur,two,https://casa.metroscubicos.com/MLM-1391225762-two-story-home-with-3-bedroom-in-san-lucas-_JM,"U$S260,000",Los Cabos,El Tezal,175 mÂ²,158 mÂ²,,,,,,2,,,,3,2,,,,,,,,,,,,,,,
1342676357,baja-california-sur,vista,https://casa.metroscubicos.com/MLM-1342676357-vista-velas-i-los-cabos-_JM,"U$S485,000",Los Cabos,El Tezal,163.1 mÂ²,271 mÂ²,,,,2,,,,,,3,3,1 aÃ±os,,,,,,,,,,,,,,
1390411459,baja-california-sur,moderno,https://casa.metroscubicos.com/MLM-1390411459-moderno-townhouse-en-el-que-disfrutaras-de-todos-los-servicios-a-5-minutos-de-distancia-_JM,"U$S330,000",Tijuana,Cubillas Sur,9286 m²,230 m²,,3,2,,,2,,,,,,,,,,,,,,,,,,,,
1335842617,baja-california-sur,villa,https://casa.metroscubicos.com/MLM-1335842617-villa-aire-rancho-san-lucas-los-cabos-_JM,"U$S1,375,000",Los Cabos,Brisas Del PacÃ­fico,41559.458 mÂ²,3861 mÂ²,,,,2,,,,,,3,2,1 aÃ±os,,,,,,,,,,,,,,
1335881184,baja-california-sur,vista,https://casa.metroscubicos.com/MLM-1335881184-vista-velas-i-los-cabos-_JM,"U$S455,000",Los Cabos,El Tezal,142.62 mÂ²,245.68 mÂ²,,,,2,,,,,,3,3,1 aÃ±os,,,,,,,,,,,,,,
949263043,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-949263043-casa-sola-en-venta-cabo-san-lucas-centro-_JM,"$210,000,000",Los Cabos,Cabo San Lucas Centro,1686 m²,1686 m²,,5,6,,,,,0 años,,,,,,,,,,,,,,,,,,
1313251809,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-1313251809-casa-fraccionamiento-ayuntamiento-la-paz-bcs-_JM,"$750,000",La Paz,Fraccionamiento Ayuntamiento,160 m²,112 m²,2,3,2,3,,,,15 años,,,,,,,,,,,,,,,,,,
765395685,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-765395685-casa-en-paseo-de-las-misiones-san-jose-del-cabo-_JM,"U$S350,000",Baja California Sur,Los Cabos,268 m²,,,3,3,,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,
765165700,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-765165700-casa-en-corredor-los-cabos-san-jose-del-cabo-_JM,"U$S35,000",Baja California Sur,Los Cabos,180 mÂ²,,,,,,,,,,0 MXN,2,2,0 aÃ±os,,,,,,,,,,,,,,
810578649,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-810578649-casa-destiny-rancho-paraiso-cabo-san-lucas-_JM,"U$S795,000",Los Cabos,El Tezal,804 mÂ²,459 mÂ²,6,,,2,,2,,,0 MXN,4,5,11 aÃ±os,,,,,,,,,,,,,,
962971852,baja-california-sur,se,https://casa.metroscubicos.com/MLM-962971852-se-vende-exclusiva-casa-en-rancho-paraiso-con-vista-al-mar-y-centro-de-cabo-san-lucas-_JM,"U$S560,000",Los Cabos,El Tezal,805 mÂ²,805 mÂ²,,,,,,1,,,,3,2,,,,,,,,,,,,,,,
962975368,baja-california-sur,unica,https://casa.metroscubicos.com/MLM-962975368-unica-casa-en-venta-en-privada-monte-real-sjc-con-excedente-de-terreno-_JM,"$1,800,000",Los Cabos,Montereal Residencial,204 m²,92 m²,,3,2,,,2,,,,,,,,,,,,,,,,,,,,
765143895,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-765143895-casa-san-jose-del-cabo-_JM,"U$S339,000",Baja California Sur,Los Cabos,516 mÂ²,,,,,,,,,,0 MXN,3,3,0 aÃ±os,,,,,,,,,,,,,,
962971864,baja-california-sur,casa,https://casa.metroscubicos.com/MLM-962971864-casa-en-venta-en-san-jose-del-cabo-a-solo-5-min-del-aeropuerto-de-los-cabos-_JM,"$899,000",Los Cabos,Buenos Aires,211 mÂ²,68 mÂ²,,,,,,1,,,,2,2,,,,,,,,,,,,,,,
