ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Orientación,Antigüedad,Ambientes,Bodegas,Cantidad de pisos,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,OrientaciÃ³n,AntigÃ¼edad,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,Disposición del lote,DisposiciÃ³n del lote,DisposiciÃ³n
1397322659,sinaloa,mcr,https://casa.metroscubicos.com/MLM-1397322659-mcr-casa-en-venta-de-remate-bancario-tierra-blanca-culiacan-sinaloa-_JM,"$611,000",Culiacán,Tierra Blanca,70 m²,70 m²,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
785807291,sinaloa,condominios,https://casa.metroscubicos.com/MLM-785807291-condominios-en-venta-playa-sur-mazatlan-1550000-solmon-rg1-_JM,"$1,550,000",Mazatlán,Playas Del Sur,77 m²,77 m²,2,,,,0 años,2,,,,,,,,,,,,,,,,,,,,
832164368,sinaloa,casa,https://casa.metroscubicos.com/MLM-832164368-casa-fraccionamiento-las-quintas-_JM,"$2,750,000",Culiacán,Las Quintas,235 m²,235 m²,4,2,2,,30 años,,,2,0 MXN,,,,,,,,,,,,,,,,,
1326710348,sinaloa,casa,https://casa.metroscubicos.com/MLM-1326710348-casa-habitacion-en-venta-_JM,"$6,500,000",Ahome,La Herradura,560 m²,367.8 m²,4,3,4,,28 años,,,,,,,,,,,,,,,,,,,,,
794108732,sinaloa,casa,https://casa.metroscubicos.com/MLM-794108732-casa-en-venta-en-altabrisa-mazatlan-_JM,"$3,450,000",MazatlÃ¡n,Cerritos Resort,160 mÂ²,190 mÂ²,,,2,,,,,,,3,3,,,,,,,,,,,,,,,
1300466175,sinaloa,casa,https://casa.metroscubicos.com/MLM-1300466175-casa-sola-en-venta-nuevo-culiacan-_JM,"$1,280,000",Culiacán,Nuevo Culiacán,184 m²,120 m²,3,1,,,22 años,,,,,,,,,,,,,,,,,,,,,
1390404751,sinaloa,nuevo,https://casa.metroscubicos.com/MLM-1390404751-nuevo-precio-_JM,"U$S99,000",Mazatlán,Centro,86 m²,75 m²,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1316985125,sinaloa,casa,https://casa.metroscubicos.com/MLM-1316985125-casa-en-venta-en-imala-_JM,"$12,000,000",Culiacán,Imala,2043 m²,2043 m²,3,3,4,,5 años,,1,2,1000 MXN,,,,,Casa,Casa en condominio,,,,,,,,,,,
1336324523,sinaloa,casa,https://casa.metroscubicos.com/MLM-1336324523-casa-en-venta-colonia-mazatlan-ii-cerca-de-juegos-infantiles-_JM,"$1,030,000",MazatlÃ¡n,Mazatlan I,140 mÂ²,81 mÂ²,,,2,,,,,,,2,1,,0 aÃ±os,,,,,,,,,,,,,
1406984678,sinaloa,residencia,https://casa.metroscubicos.com/MLM-1406984678-residencia-en-privada-verona-_JM,"$14,000,000",Culiacán,Ventana,253.21 m²,450 m²,4,4,3,,0 años,,1,2,,,,,,Casa,Casa en condominio,,,,,,,,,,,
836661343,sinaloa,casa,https://casa.metroscubicos.com/MLM-836661343-casa-en-renta-en-la-privada-altezza-_JM,"$25,000",Sinaloa,Culiacán,220 m²,210 m²,3,4,2,,0 años,1,,2,1200 MXN,,,,,,,,,,,,,,,,,
1321270252,sinaloa,amplia,https://casa.metroscubicos.com/MLM-1321270252-amplia-casa-de-lujo-en-lomas-de-guadalupe-_JM,"$4,999,000",Culiacán,Lomas De Guadalupe,185 m²,347 m²,4,4,2,,0 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
826285317,sinaloa,casa,https://casa.metroscubicos.com/MLM-826285317-casa-en-venta-en-colinas-de-san-miguel-_JM,"$4,850,000",Culiacán,Colinas De San Miguel,324 m²,292 m²,5,4,2,,30 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
1379454148,sinaloa,casa,https://casa.metroscubicos.com/MLM-1379454148-casa-en-coto-exclusivo-villa-marina-mazatlan-mdf-_JM,"$1,853,000",Mazatlán,Villa Marina,155 m²,155 m²,3,2,3,,,,,,,,,,,,,,,,,,,,,,,
765160804,sinaloa,casa,https://casa.metroscubicos.com/MLM-765160804-casa-culiacan-_JM,"$5,200,000",Culiacán,Montebello,285 m²,,3,3,3,Sur,0 años,,,2,0 MXN,,,,,,,,,,,,,,,,,
1339330927,sinaloa,bonita,https://casa.metroscubicos.com/MLM-1339330927-bonita-casa-en-venta-_JM,"$850,000",Ahome,Las Fuentes,90 m²,79.65 m²,3,1,1,,25 años,,,,,,,,,,,,,,,,,,,,,
924335657,sinaloa,condominios,https://casa.metroscubicos.com/MLM-924335657-condominios-en-venta-torre-triana-en-mazatlan-_JM,"$4,914,000",Mazatlán,Mazatlán Centro,118 m²,118 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1410831483,sinaloa,residencia,https://casa.metroscubicos.com/MLM-1410831483-residencia-en-privada-en-venta-_JM,"$4,600,000",Culiacán,Villa Andalucía,185 m²,260 m²,4,3,3,,10 años,,1,2,1000 MXN,,,,,Casa,Casa sola,,,,,,,,,,,
951155980,sinaloa,casa,https://casa.metroscubicos.com/MLM-951155980-casa-venta-barrio-san-miguel-la-primavera-culiacan-6350000-_JM,"$6,350,000",CuliacÃ¡n,La Primavera,245 mÂ²,290 mÂ²,,,2,,,7,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,
956758008,sinaloa,casa,https://casa.metroscubicos.com/MLM-956758008-casa-en-venta-en-privada-isla-cortes-altata-sin-_JM,"$5,500,000",Navolato,Altata,250 mÂ²,290 mÂ²,,,4,,,,1,3,,5,4,,5 aÃ±os,Casa,Casa en condominio,,,,,,,,,,,
868149143,sinaloa,casa,https://casa.metroscubicos.com/MLM-868149143-casa-fraccionamiento-alameda-_JM,"$820,000",Culiacán,Alameda,132 m²,114 m²,2,1,2,,15 años,,,2,0 MXN,,,,,,,,,,,,,,,,,
933306489,sinaloa,casa,https://casa.metroscubicos.com/MLM-933306489-casa-en-venta-3-rios-culiacan-_JM,"$13,950,000",Culiacán,Los Cisnes,532 m²,524 m²,4,4,6,Norte,8 años,2,,2,0 MXN,,,,,,,,,,,,,,,,,
951184424,sinaloa,casa,https://casa.metroscubicos.com/MLM-951184424-casa-venta-colinas-de-san-miguel-14000000-janlam-rg1-_JM,"$14,000,000",Culiacán,Colinas De San Miguel,450 m²,500 m²,4,3,4,,0 años,10,,,,,,,,,,,,,,,,,,,,
924708021,sinaloa,se,https://casa.metroscubicos.com/MLM-924708021-se-vende-en-priv-stanza-toscana-1700000-_JM,"$1,700,000",Culiacán,Stanza Toscana,150 m²,130 m²,3,2,2,,0 años,6,,,,,,,,,,,,,,,,,,,,
1390404757,sinaloa,pueblo,https://casa.metroscubicos.com/MLM-1390404757-pueblo-el-quelite-casa-_JM,"U$S98,500",Mazatlán,Pueblo Nuevo,289 m²,124 m²,1,1,,,,,,,,,,,,,,,,,,,,,,,,
962447130,sinaloa,casa,https://casa.metroscubicos.com/MLM-962447130-casa-nueva-en-venta-en-colonia-morelos-culiacan-_JM,"$4,250,000",Culiacán,Morelos,184 m²,220 m²,3,3,2,,0 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
954277574,sinaloa,casas,https://casa.metroscubicos.com/MLM-954277574-casas-de-playa-en-the-point-ocean-villas-_JM,"$1,950,000",Navolato,Altata,170 mÂ²,80 mÂ²,,,3,,,,1,2,,3,2,,0 aÃ±os,Casa,Casa en condominio,,,,,,,,,,,
894159191,sinaloa,se,https://casa.metroscubicos.com/MLM-894159191-se-vende-casa-en-infonavit-humaya-_JM,"$700,000",Culiacán,INFONAVIT Humaya,64 m²,89 m²,3,1,,,0 años,4,,,,,,,,,,,,,,,,,,,,
774498934,sinaloa,se,https://casa.metroscubicos.com/MLM-774498934-se-vende-casa-moderna-en-el-sector-bugambilias-3-recamaras-_JM,"$1,990,000",CuliacÃ¡n,Aeropuerto,180 mÂ²,220 mÂ²,,,2,,,,,2,,3,2,Norte,0 aÃ±os,,,,,,,,,,,,,
954277570,sinaloa,casa,https://casa.metroscubicos.com/MLM-954277570-casa-en-venta-en-angostura-sinaloa-_JM,"$1,100,000",Angostura,Angostura Centro,292 m²,250 m²,3,2,2,,10 años,,1,1,,,,,,Casa,Casa sola,,,,,,,,,,,
951184486,sinaloa,casa,https://casa.metroscubicos.com/MLM-951184486-casa-venta-la-campina-2300000-gribal-rg1-_JM,"$2,300,000",Culiacán,La Campiña,205 m²,169 m²,3,2,2,,0 años,5,,,,,,,,,,,,,,,,,,,,
1400331577,sinaloa,casa,https://casa.metroscubicos.com/MLM-1400331577-casa-en-venta-en-marina-mazatlan-_JM,"U$S1,250,000",MazatlÃ¡n,Marina MazatlÃ¡n,700 mÂ²,550 mÂ²,,,,,,,,,,3,4,,,,,,,,,,,,,,,
1325736324,sinaloa,vmv,https://casa.metroscubicos.com/MLM-1325736324-vmv-casa-en-venta-en-las-quintas-culiacan-sinaloa-_JM,"$1,034,977",Culiacán,Las Quintas,200 m²,145 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,,
794132764,sinaloa,casa,https://casa.metroscubicos.com/MLM-794132764-casa-en-venta-en-coto-platino-mazatlan-_JM,"$2,790,000",Mazatlán,Real Del Valle,207 m²,140 m²,3,4,2,,,,,,,,,,,,,,,,,,,,,,,
1388255293,sinaloa,casa,https://casa.metroscubicos.com/MLM-1388255293-casa-en-venta-en-ignacio-allende-_JM,"$2,000,000",Culiacán,Ignacio Allende,241 m²,160 m²,4,2,4,,,,,,,,,,,,,,,,,,,,,,,
956273656,sinaloa,casa,https://casa.metroscubicos.com/MLM-956273656-casa-en-venta-en-colonia-chapultepec-_JM,"$11,900,000",Culiacán,Chapultepec Del Rio,505.6 m²,473.47 m²,3,4,3,,10 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
1380493457,sinaloa,casa,https://casa.metroscubicos.com/MLM-1380493457-casa-en-marina-mazatlan-mazatlan-_JM,"$10,500,000",MazatlÃ¡n,Marina MazatlÃ¡n,440 mÂ²,322 mÂ²,,,2,,,,1,2,,4,4,,0 aÃ±os,Casa,Casa sola,,,,,,,,,,,
1378244498,sinaloa,casa,https://casa.metroscubicos.com/MLM-1378244498-casa-sola-en-venta-urbi-villa-del-sol-_JM,"$850,000",Culiacán,Urbivilla del Cedro,96 m²,92 m²,2,3,,,17 años,,,,,,,,,,,,,,,,,,,,,
1327854736,sinaloa,casa,https://casa.metroscubicos.com/MLM-1327854736-casa-sola-en-venta-el-toreo-_JM,"$2,300,000",MazatlÃ¡n,El Toreo,192 mÂ²,260 mÂ²,,,,,,,,,,4,3,,0 aÃ±os,,,,,,,,,,,,,
764172870,sinaloa,casa,https://casa.metroscubicos.com/MLM-764172870-casa-colinas-de-san-miguel-privada-_JM,"$2,904,452",Sinaloa,Culiacán,54 m²,170 m²,2,2,2,,0 años,,,3,650 MXN,,,,,,,,,,,,,,,,,
1365030640,sinaloa,casa,https://casa.metroscubicos.com/MLM-1365030640-casa-sola-en-venta-la-presita-_JM,"$37,500,000",Culiacán,La Presita,22737 m²,2097 m²,3,16,,,0 años,,,,,,,,,,,,,,,,,,,,,
1327900049,sinaloa,casa,https://casa.metroscubicos.com/MLM-1327900049-casa-sola-en-venta-el-cid-_JM,"U$S480,000",Mazatlán,El Cid,420 m²,420 m²,6,5,,,0 años,,,,,,,,,,,,,,,,,,,,,
1399085293,sinaloa,privada,https://casa.metroscubicos.com/MLM-1399085293-privada-avellaneda-_JM,"$2,240,000",CuliacÃ¡n,Avellaneda,143.5 mÂ²,186.9 mÂ²,,,2,,,,1,2,850 MXN,3,2,,7 aÃ±os,Casa,Casa en condominio,,,,,,,,,,,
834344426,sinaloa,se,https://casa.metroscubicos.com/MLM-834344426-se-vende-amplia-y-remodelada-en-lomalinda-_JM,"$3,190,000",Culiacán,Loma Linda,320 m²,320 m²,4,4,3,,0 años,,,2,,,,,,,,,,,,,,,,,,
821164321,sinaloa,casa,https://casa.metroscubicos.com/MLM-821164321-casa-en-venta-en-el-ranchito-_JM,"$645,000",Culiacán,El Ranchito 3,96 m²,42 m²,2,1,2,,5 años,,1,1,,,,,,Casa,Casa sola,,,,,,,,,,,
791015594,sinaloa,casa,https://casa.metroscubicos.com/MLM-791015594-casa-en-venta-stanza-cantabria-culiacan-2360000-carest-rg1-_JM,"$2,360,000",Culiacán,Bacurimi,150 m²,137 m²,3,2,2,,0 años,6,,,,,,,,,,,,,,,,,,,,
1399709627,sinaloa,casa,https://casa.metroscubicos.com/MLM-1399709627-casa-venta-villas-del-rio-_JM,"$1,100,000",Culiacán,Villas Del Río,170 m²,155 m²,3,1,2,,10 años,,1,2,500 MXN,,,,,Casa,Casa en condominio,,,,,,,,,,,
1390417826,sinaloa,pedregoso,https://casa.metroscubicos.com/MLM-1390417826-pedregoso-153-cerro-de-la-neveria-_JM,"$5,650,000",Mazatlán,Centro,175 m²,226 m²,3,2,,,,,,2,,,,,,,,,,,,,,,,,,
939280105,sinaloa,casa,https://casa.metroscubicos.com/MLM-939280105-casa-en-venta-_JM,"$3,000,000",Ahome,Del Parque,328 m²,297 m²,5,3,3,,28 años,,,,,,,,,,,,,,,,,,,,,
1341454882,sinaloa,bonita,https://casa.metroscubicos.com/MLM-1341454882-bonita-casa-en-venta-_JM,"$1,500,000",Ahome,12 De Octubre,225.75 m²,168.82 m²,3,2,2,,30 años,,,,,,,,,,,,,,,,,,,,,
951184365,sinaloa,rancho,https://casa.metroscubicos.com/MLM-951184365-rancho-campestre-venta-culiacan-10000000-javpom-rg1-_JM,"$10,000,000",Culiacán,Centro,18322 m²,1 m²,3,2,6,,0 años,5,,,,,,,,,,,,,,,,,,,,
939280099,sinaloa,casa,https://casa.metroscubicos.com/MLM-939280099-casa-en-venta-_JM,"$4,700,000",Ahome,Jordan,438 m²,258 m²,5,4,2,,25 años,,,,,,,,,,,,,,,,,,,,,
1339161960,sinaloa,casa,https://casa.metroscubicos.com/MLM-1339161960-casa-sola-en-venta-telleria-_JM,"$7,300,000",Mazatlán,Telleria,159 m²,159 m²,2,2,,,0 años,,,,,,,,,,,,,,,,,,,,,
1400950466,sinaloa,casa,https://casa.metroscubicos.com/MLM-1400950466-casa-de-4-recamaras-una-en-planta-baja-col-sinaloa-_JM,"$1,750,000",CuliacÃ¡n,Sinaloa,225 mÂ²,216 mÂ²,,,,,,,,2,,4,2,,,,,,,,,,,,,,,
1337058311,sinaloa,oferta,https://casa.metroscubicos.com/MLM-1337058311-oferta-casa-a-la-venta-colonia-olimpica-_JM,"$1,100,000",Mazatlán,Olímpica,67 m²,113.72 m²,2,2,,,20 años,,,,,,,,,,,,,,,,,,,,,
1317005231,sinaloa,casa,https://casa.metroscubicos.com/MLM-1317005231-casa-en-venta-residencial-montecarlo-_JM,"$3,500,000",Culiacán,Residencial Montecarlo,183.75 m²,276.5 m²,3,3,2,,10 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
847076020,sinaloa,casa,https://casa.metroscubicos.com/MLM-847076020-casa-en-venta-en-rincon-del-humaya-_JM,"$1,950,000",Culiacán,Rincón Del Humaya,91 m²,158 m²,3,2,2,,0 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
846346154,sinaloa,casa,https://casa.metroscubicos.com/MLM-846346154-casa-fraccionamiento-san-luis-residencial-_JM,"$1,590,000",Culiacán,San Luis Residencial,167 m²,167 m²,5,3,1,,12 años,6,,2,550 MXN,,,,,,,,,,,,,,,,,
1376837120,sinaloa,casa,https://casa.metroscubicos.com/MLM-1376837120-casa-en-venta-en-quintas-del-mar-residencial-_JM,"$7,500,000",MazatlÃ¡n,Quintas del Mar,197 mÂ²,320 mÂ²,,,2,,,5,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,
1368169767,sinaloa,casa,https://casa.metroscubicos.com/MLM-1368169767-casa-sola-en-venta-stanza-toscana-_JM,"$2,750,000",Culiacán,Stanza Toscana,150 m²,140 m²,3,4,,,7 años,,,,,,,,,,,,,,,,,,,,,
1390372278,sinaloa,casa,https://casa.metroscubicos.com/MLM-1390372278-casa-en-venta-fraccionamiento-azul-pacifico-mazatlan-_JM,"$3,600,000",MazatlÃ¡n,Cerritos al Mar,323 mÂ²,178 mÂ²,,,,,,,,2,,3,3,,,,,,,,,,,,,,,
905913442,sinaloa,casa,https://casa.metroscubicos.com/MLM-905913442-casa-en-venta-en-real-del-country-_JM,"$2,500,000",CuliacÃ¡n,Real Del Country,216 mÂ²,300 mÂ²,,,4,,,,1,2,,4,3,,15 aÃ±os,Casa,Casa en condominio,,,,,,,,,,,
933898355,sinaloa,bonita,https://casa.metroscubicos.com/MLM-933898355-bonita-casa-en-venta-sector-villas-del-rio-elite-_JM,"$850,000",CuliacÃ¡n,Villas Del RÃ­o,104 mÂ²,75 mÂ²,,,1,,,,1,1,,2,1,,10 aÃ±os,Casa,Casa sola,,,,,,,,,,,
1327887479,sinaloa,casa,https://casa.metroscubicos.com/MLM-1327887479-casa-sola-en-venta-valle-del-ejido-_JM,"$800,000",Mazatlán,Valle Del Ejido,60 m²,67 m²,2,2,,,0 años,,,,,,,,,,,,,,,,,,,,,
1367829967,sinaloa,casa,https://casa.metroscubicos.com/MLM-1367829967-casa-en-colonia-los-angeles-santa-fe-en-mazatlan-sinaloa-_JM,"$315,000",Mazatlán,Los Angeles (Santa Fe),72 m²,36 m²,1,1,,,,,,,,,,,,,,,,,,,,,,,,
812951981,sinaloa,casa,https://casa.metroscubicos.com/MLM-812951981-casa-en-venta-en-valles-del-sol-_JM,"$850,000",Culiacán,Valles Del Sol,118.51 m²,10 m²,3,1,1,,10 años,,1,1,,,,,,Casa,Casa sola,,,,,,,,,,,
954857212,sinaloa,casa,https://casa.metroscubicos.com/MLM-954857212-casa-en-venta-en-valle-alto-_JM,"$1,700,000",Culiacán,Valle Alto,131.33 m²,118.96 m²,3,3,2,,2 años,,1,2,,,,,,Casa,Casa en condominio,,,,,,,,,,,
774491920,sinaloa,hermosa,https://casa.metroscubicos.com/MLM-774491920-hermosa-casa-amplia-4-habitaciones-hidalgo-_JM,"$1,500,000",Sinaloa,Culiacán,207 m²,,4,2,,,0 años,,,2,0 MXN,,,,,,,,,,,,,,,,,
1403418114,sinaloa,venta,https://casa.metroscubicos.com/MLM-1403418114-venta-residencia-colinas-de-san-miguel-_JM,"$10,997,000",Culiacán,Colinas De San Miguel,380 m²,940 m²,3,3,3,,25 años,,1,3,,,,,,Casa,Casa sola,,,,,,,,,,,
1319555658,sinaloa,amplia,https://casa.metroscubicos.com/MLM-1319555658-amplia-casa-privada-colinas-de-san-miguel-_JM,"$8,500,000",Culiacán,Colinas De San Miguel,1 m²,445 m²,5,4,3,,12 años,,1,3,,,,,,Casa,Casa en condominio,,,,,,,,,,,
1390404758,sinaloa,art,https://casa.metroscubicos.com/MLM-1390404758-art-deco-contemporanea-joya-_JM,"U$S298,000",Mazatlán,Centro,152 m²,180 m²,3,3,,,,,,2,,,,,,,,,,,,,,,,,,
896394378,sinaloa,se,https://casa.metroscubicos.com/MLM-896394378-se-vende-casa-privada-la-cantera-5400000-_JM,"$5,400,000",Culiacán,La Cantera,200 m²,251 m²,4,4,2,,0 años,9,,,,,,,,,,,,,,,,,,,,
818791793,sinaloa,casa,https://casa.metroscubicos.com/MLM-818791793-casa-en-venta-en-villa-del-cedro-_JM,"$750,000",Culiacán,Villa Del Cedro,140 m²,115 m²,2,1,2,,10 años,,1,1,,,,,,Casa,Casa sola,,,,,,,,,,,
1371047197,sinaloa,oportunidad,https://casa.metroscubicos.com/MLM-1371047197-oportunidad-casa-en-culiacan-sinaloa-_JM,"$1,440,500",Culiacán,Tierra Blanca,280 m²,242 m²,3,4,,,,,,,,,,,,,,,,,,,,,,,,
764174849,sinaloa,casa,https://casa.metroscubicos.com/MLM-764174849-casa-equipada-con-acabados-de-lujo-en-montebello-_JM,"$5,200,000",Culiacán,Montebello,316 m²,316 m²,3,3,2,,7 años,,,2,0 MXN,,,,,,,,,,,,,,,,,
1397668782,sinaloa,casa,https://casa.metroscubicos.com/MLM-1397668782-casa-sola-en-venta-el-cid-casa-con-alberca-_JM,"$12,600,000",Mazatlán,Casas Económicas,508 m²,404 m²,4,4,,,0 años,,,,,,,,,,,,,,,,,,,,,
951152153,sinaloa,casa,https://casa.metroscubicos.com/MLM-951152153-casa-venta-barrio-san-agustin-la-primavera-culiacan-64000-_JM,"$6,400,000",Culiacán,San Agustín,330 m²,277 m²,3,2,3,,0 años,6,,,,,,,,,,,,,,,,,,,,
1346972373,sinaloa,casa,https://casa.metroscubicos.com/MLM-1346972373-casa-en-venta-en-villas-del-humaya-_JM,"$1,150,000",Culiacán,Humaya,103 m²,83 m²,2,1,2,,15 años,,1,2,,,,,,Casa,Casa en condominio,,,,,,,,,,,
939283734,sinaloa,casa,https://casa.metroscubicos.com/MLM-939283734-casa-en-venta-_JM,"$600,000",Ahome,Urbi Villa del Rey,113 m²,100 m²,3,1,,,8 años,,,,,,,,,,,,,,,,,,,,,
962444751,sinaloa,casa,https://casa.metroscubicos.com/MLM-962444751-casa-en-venta-en-balcones-de-san-miguel-_JM,"$7,000,000",Culiacán,Balcones De San Miguel,380 m²,400 m²,3,3,2,,10 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
1381527660,sinaloa,1camt,https://casa.metroscubicos.com/MLM-1381527660-1camt-excelente-casa-en-venta-atraves-de-remate-bancario-cesion-de-derecho-bancario-fracc-lomas-del-sol-culiacan-sinaloa-4-recamaras-3-banos-2-estacionamientos-_JM,"$3,435,000",Cuernavaca,Rancho Cortes,580 m²,400 m²,5,4,4,,,,,2,,,,,,,,,,,,,,,,,,
1390417812,sinaloa,casa,https://casa.metroscubicos.com/MLM-1390417812-casa-en-venta-en-colonia-ferrocarrilera-_JM,"$4,500,000",Mazatlán,Palos Prietos,296 m²,371 m²,3,3,,,,,,,,,,,,,,,,,,,,,,,,
1359512473,sinaloa,departamento,https://casa.metroscubicos.com/MLM-1359512473-departamento-mazatlan-_JM,"$3,700,000",MazatlÃ¡n,SÃ¡balo Cerritos,200 mÂ²,,,,1,,,,,,0 MXN,3,3,,0 aÃ±os,,,,,,,,,,,,,
1396857065,sinaloa,mcr,https://casa.metroscubicos.com/MLM-1396857065-mcr-casa-en-venta-de-remate-bancario-villas-del-humaya-culiacan-rosales-sinaloa-_JM,"$735,000",Culiacán,Humaya,70 m²,90 m²,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
783610601,sinaloa,casa,https://casa.metroscubicos.com/MLM-783610601-casa-fraccionamiento-zona-dorada-_JM,"$1,950,000",CuliacÃ¡n,Zona Dorada,135 mÂ²,117 mÂ²,,,2,,,,,2,0 MXN,3,2,,0 aÃ±os,,,,,,,,,,,,,
884193530,sinaloa,se,https://casa.metroscubicos.com/MLM-884193530-se-vende-casa-real-santa-fe-1500000-_JM,"$1,500,000",Culiacán,Santa Fe Real,126 m²,100 m²,3,2,2,,0 años,6,,,,,,,,,,,,,,,,,,,,
1316200775,sinaloa,residencia,https://casa.metroscubicos.com/MLM-1316200775-residencia-en-playa-sur-a-5-minutos-de-la-playa-_JM,"$6,700,000",Mazatlán,Playas Del Sur,300 m²,432 m²,3,3,6,,15 años,,,,,,,,,,,,,,,,,,,,,
954265564,sinaloa,casa,https://casa.metroscubicos.com/MLM-954265564-casa-en-venta-en-nuevo-culiacan-_JM,"$2,250,000",Culiacán,Culiacán (Culiacán),200 m²,230.68 m²,3,3,2,,20 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
1345432373,sinaloa,casa,https://casa.metroscubicos.com/MLM-1345432373-casa-en-preventa-en-real-del-valle-_JM,"$2,432,000",Mazatlán,Real Del Valle,136.56 m²,119 m²,3,2,2,,0 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
939287533,sinaloa,casa,https://casa.metroscubicos.com/MLM-939287533-casa-en-venta-_JM,"$3,800,000",Ahome,Del Parque,320 m²,240.43 m²,3,3,2,,10 años,,,,,,,,,,,,,,,,,,,,,
951152091,sinaloa,casa,https://casa.metroscubicos.com/MLM-951152091-casa-venta-la-perla-premium-culiacan-2200000-emiacu-rg1-_JM,"$2,200,000",Culiacán,Perisur,96 m²,139 m²,3,3,2,,0 años,7,,,,,,,,,,,,,,,,,,,,
896418146,sinaloa,se,https://casa.metroscubicos.com/MLM-896418146-se-vende-casa-en-miguel-hidalgo-_JM,"$2,300,000",Culiacán,Miguel Hidalgo,394 m²,95 m²,3,1,4,,0 años,4,,,,,,,,,,,,,,,,,,,,
790849937,sinaloa,casa,https://casa.metroscubicos.com/MLM-790849937-casa-en-venta-en-republica-mexicana-_JM,"$2,700,000",Culiacán,República Mexicana,193 m²,253 m²,4,1,1,,8 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
1339744612,sinaloa,la,https://casa.metroscubicos.com/MLM-1339744612-la-casa-que-tu-familia-merece-en-neovita-residencial-_JM,"$3,250,000",Mazatlán,Real Del Valle,121.8 m²,170 m²,3,3,2,,0 años,,,,950 MXN,,,,,,,,,,,,,,,,,
939285692,sinaloa,casa,https://casa.metroscubicos.com/MLM-939285692-casa-en-venta-_JM,"$1,600,000",Ahome,Jardines De Zacatecas,120 m²,227 m²,4,2,,,20 años,,,,,,,,,,,,,,,,,,,,,
1316985616,sinaloa,casa,https://casa.metroscubicos.com/MLM-1316985616-casa-en-venta-en-las-quintas-_JM,"$3,900,000",Culiacán,Las Quintas,200 m²,270 m²,4,3,2,,15 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
793763298,sinaloa,casa,https://casa.metroscubicos.com/MLM-793763298-casa-en-venta-en-altabrisa-mazatlan-_JM,"$4,300,000",MazatlÃ¡n,Cerritos Resort,200 mÂ²,305 mÂ²,,,2,,,,,,,4,3,,,,,,,,,,,,,,,
1390385249,sinaloa,casa,https://casa.metroscubicos.com/MLM-1390385249-casa-en-venta-zona-centro-_JM,"$2,500,000",Culiacán,Centro,326 m²,197 m²,2,2,,,,,,1,,,,,,,,,,,,,,,,,,
894072352,sinaloa,se,https://casa.metroscubicos.com/MLM-894072352-se-vende-casa-en-valle-alto-_JM,"$3,706,000",CuliacÃ¡n,Valle Alto,142 mÂ²,201 mÂ²,,,2,,,8,,,,4,4,,0 aÃ±os,,,,,,,,,,,,,
1367425515,sinaloa,casa,https://casa.metroscubicos.com/MLM-1367425515-casa-sola-en-venta-las-quintas-_JM,"$3,500,000",Culiacán,Las Quintas,1 m²,265 m²,4,4,,,0 años,,,,,,,,,,,,,,,,,,,,,
939105178,sinaloa,se,https://casa.metroscubicos.com/MLM-939105178-se-vende-casa-lomas-del-boulevard-2800000-_JM,"$2,800,000",Culiacán,Lomas Del Boulevard,190 m²,195 m²,3,2,4,,0 años,6,,,,,,,,,,,,,,,,,,,,
1370065141,sinaloa,casa,https://casa.metroscubicos.com/MLM-1370065141-casa-en-fracc-paraiso-marina-c-camino-al-sol-162-frente-a-alberca-_JM,"$7,300,000",Sinaloa,MazatlÃ¡n,290 mÂ²,305 mÂ²,,,,,,,,,,4,4,,,,,,,,,,,,,,,
841117178,sinaloa,casa,https://casa.metroscubicos.com/MLM-841117178-casa-en-venta-en-lomas-del-sol-_JM,"$1,900,000",Culiacán,Lomas Del Sol IV,122 m²,,3,2,2,,10 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
804727366,sinaloa,casa,https://casa.metroscubicos.com/MLM-804727366-casa-en-venta-en-valle-alto-_JM,"$2,630,000",Culiacán,Valle Alto,144 m²,220.62 m²,3,3,2,,8 años,,1,2,,,,,,Casa,Casa sola,,,,,,,,,,,
