ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Tipo de casa,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,Bodegas,AntigÃ¼edad,OrientaciÃ³n,Orientación,Cantidad de pisos,Tipo de propiedad,Tipo de departamento,Disposición,Departamentos por piso,Número de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote,NÃºmero de piso de la unidad,DisposiciÃ³n,Baños por piso,Número de oficinas,Oficinas por piso,Admite mascotas,Tipo de bodega,Altura,Plataformas para trailers,Soporte de piso,Huéspedes,Camas,Estadía mínima (noches),Horario check in,Horario check out,NÃºmero de oficinas
1356833512,querétaro,hermoso,https://terreno.metroscubicos.com/MLM-1356833512-hermoso-terreno-plano-en-zibata-privada-yavia-300-m2-_JM,"$1,328,400",El MarquÃ©s,Zibata,300 mÂ²,,,,,,,,,,,,,,,,,,,,,Asfalto,,,Plano,,,,,,,,,,,,,,,,,,
1382664316,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1382664316-terreno-en-venta-altos-juriquilla-zenit-queretaro-rtv220221-bc-_JM,"$2,100,000",QuerÃ©taro,Juriquilla,270 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1405637220,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1405637220-terreno-en-venta-en-real-de-juriquilla-_JM,"$1,325,000",QuerÃ©taro,Real De Juriquilla,323 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1355971672,querétaro,magnifico,https://terreno.metroscubicos.com/MLM-1355971672-magnifico-lote-en-venta-lib-sur-poniente-atencion-inversionistas-_JM,"$21,460,400",QuerÃ©taro,Tlacote El Bajo,8254 mÂ²,,,,,,,,,,,,,,,,,,,,,Asfalto,,,,,,,,,,,,,,,,,,,,,
880404961,querétaro,terreno,https://terreno.metroscubicos.com/MLM-880404961-terreno-para-rancho-amealco-queretaro-sup-68889-mts-_JM,$230,Amealco De Bonfil,Chiteje De La Cruz,68887 m²,,,,,,,,,,,,,,,,,,,,,Tierra,,,Irregular,,Perimetral,,,,,,,,,,,,,,,,
1390378530,querétaro,terrenos,https://terreno.metroscubicos.com/MLM-1390378530-terrenos-en-venta-en-balvanera-en-corregidora-queretaro-_JM,"$2,602,698",Corregidora,Club De Golf Balvanera Polo y Country Club,367 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1369192294,querétaro,venta,https://terreno.metroscubicos.com/MLM-1369192294-venta-terreno-carretera-mexico-queretaro-pedro-escobedo-_JM,"$30,140,000",Pedro Escobedo,Quintanares,22000 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1390417542,querétaro,venta,https://terreno.metroscubicos.com/MLM-1390417542-venta-de-parcela-en-calamanda-_JM,$900,El MarquÃ©s,Calamanda,90000 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1413229366,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1413229366-terreno-venta-colon-_JM,"$2,700,000",Colon,El Blanco,4 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1330775279,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1330775279-terreno-en-venta-en-laguna-de-servin-7500-m2-escriturado-_JM,"$1,990,000",Amealco De Bonfil,Laguna De Servin,7500 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
952408681,querétaro,oportunidad,https://terreno.metroscubicos.com/MLM-952408681-oportunidad-de-inversion-terreno-en-venta-calamanda-1147290-m2-fr-_JM,"$13,768,680",QuerÃ©taro,QuerÃ©taro,11473 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1390385112,querétaro,vendo,https://terreno.metroscubicos.com/MLM-1390385112-vendo-terreno-amplio-para-uso-habitacional-o-comercial-en-san-pedro-ahucatlan-_JM,"$2,690,000",San Juan Del RÃ­o,San Pedro Ahuacatlan,1088 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
959118424,querétaro,preserve,https://terreno.metroscubicos.com/MLM-959118424-preserve-sur-corregidora-_JM,"$675,000",Corregidora,Arroyo Hondo,150 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1362185725,querétaro,terrenos,https://terreno.metroscubicos.com/MLM-1362185725-terrenos-en-queretaro-_JM,"$4,127",Corregidora,CaÃ±adas del Lago,170 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1373400091,querétaro,corregidora,https://terreno.metroscubicos.com/MLM-1373400091-corregidora-precio-oportunidad-venta-de-terreno160-m2-qh11-22-1841-_JM,"$664,124",QuerÃ©taro,QuerÃ©taro,160 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1355149166,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1355149166-terreno-comercial-e-industrial-en-ave-la-republica-_JM,"$125,219,600",QuerÃ©taro,El Salitre,8404 mÂ²,,,,,,,,,,,,,,,,,,,,,Asfalto,,,,,,,,,,,,,,,,,,,,,
1399024887,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1399024887-terreno-lote-26-en-venta-en-vista-del-roble-dentro-del-desarrollo-la-vista-residencial-cuenta-con-doble-vigilancia-amenidades-casa-club-alberca-salon-de-eventosareas-verdes-_JM,"$6,600",Querétaro,La Vista Residencial,306 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1373987958,querétaro,macrolote,https://terreno.metroscubicos.com/MLM-1373987958-macrolote-comercial-en-venta-vergel-resort-bernal-queretaro-ctv200911-gm-_JM,"$47,280,964",Ezequiel Montes,Bernal,12281 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1413147704,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1413147704-terreno-comercial-en-venta-en-colinas-del-cimatario-queretar-_JM,"$10,500,000",QuerÃ©taro,Colinas Del Cimatario,1000 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1370495905,querétaro,macrolote,https://terreno.metroscubicos.com/MLM-1370495905-macrolote-mixto-en-carretera-queretaro-san-miguel-de-allen-_JM,"$57,425,000",San Miguel De Allende,Corralejo De Abajo,22970 m²,,,,,,,,,,,,,,,,,,,,,Otro,161 m,279 m,Irregular,,Otro,,,,,,,,,,,,,,,,
1395393315,querétaro,venta,https://terreno.metroscubicos.com/MLM-1395393315-venta-terreno-en-ciudad-maderas-marques-queretaro-_JM,"$890,000",El Marqués,Colinas de la Piedad,222.5 m²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1390391662,querétaro,macrolote,https://terreno.metroscubicos.com/MLM-1390391662-macrolote-de-uso-mixto-en-venta-la-porta-queretaro-_JM,"$58,234,337",QuerÃ©taro,QuerÃ©taro,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1390391624,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390391624-terreno-habitacional-en-venta-en-canadas-la-porta-queretaro-_JM,"$1,808,872",QuerÃ©taro,QuerÃ©taro,240 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1414705529,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1414705529-terreno-en-venta-en-el-condado-de-33172-mts-_JM,"$2,100,000",Corregidora,Rinconada Campestre,331 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1414564768,querétaro,vive,https://terreno.metroscubicos.com/MLM-1414564768-vive-en-un-lugar-rodeado-de-la-naturaleza-terrenos-en-venta-en-queretaro-_JM,"$1,000,000",Querétaro,Corregidora,112 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1373994436,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1373994436-terreno-residencial-en-venta-vergel-resort-bernal-queretaro-rtv200903-gm-_JM,"$1,479,000",Ezequiel Montes,Bernal,462 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1379665401,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1379665401-terreno-comercial-en-venta-en-fracc-eduardo-loarca-queretaro-_JM,"$5,000,000",QuerÃ©taro,Eduardo Loarca Castillo,1000.887 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1390372102,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390372102-terreno-plano-con-una-gran-vista-a-la-ciudad-de-queretero-el-mejor-lugar-para-invertir-_JM,"$495,500",El Marqués,Residencial El Parque,120 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1390365556,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390365556-terreno-en-venta-canadas-del-lago-corregidora-qro-_JM,"$2,380,000",Corregidora,CaÃ±adas del Lago,426 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1350358001,querétaro,huertas,https://terreno.metroscubicos.com/MLM-1350358001-huertas-la-joya-terreno-residencial-dentro-de-fraccionamiento-venta-_JM,"$3,115,200",QuerÃ©taro,QuerÃ©taro,2596 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1390372143,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390372143-terreno-de-traspaso-en-ciudad-maderas-corregidora-_JM,"$233,977",Corregidora,Charco Blanco,203 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
939288238,querétaro,terreno,https://terreno.metroscubicos.com/MLM-939288238-terreno-en-venta-con-declive-en-villas-de-meson-_JM,"$5,900,000",QuerÃ©taro,Villas Del MesÃ³n,1421 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
932234838,querétaro,terreno,https://terreno.metroscubicos.com/MLM-932234838-terreno-en-venta-en-zibata-_JM,"$980,000",El MarquÃ©s,Zibata,196 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1356313024,querétaro,venta,https://terreno.metroscubicos.com/MLM-1356313024-venta-terreno-30000-mts-zona-fray-junipero-el-salitre-qro-_JM,"$57,000,000",QuerÃ©taro,Juriquilla,3 ha,,,,,,,,,,,,,,,,,,,,,Asfalto,,,,,,,,,,,,,,,,,,,,,
1413242291,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1413242291-terreno-en-venta-de-91-hectareas-_JM,"$14,000,000",San Juan Del RÃ­o,Santa Matilde,90100 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1358074563,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1358074563-terreno-con-tu-propio-vinedo-en-puerta-lobo-queretaro-_JM,"$4,580,385",QuerÃ©taro,Santiago,5033 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1390404663,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390404663-terreno-campestre-en-fraccionamiento-rancho-amazcala-el-marques-queretaro-_JM,"$441,000",El Marqués,Amazcala,900 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1350377537,querétaro,venta,https://terreno.metroscubicos.com/MLM-1350377537-venta-terreno-habitacional-con-seguridad-huertas-la-joya-_JM,"$3,115,200",QuerÃ©taro,QuerÃ©taro,2596 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1413142599,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1413142599-terreno-venta-juriquilla-sayab-_JM,"$1,543,091",Querétaro,Juriquilla Privada,218 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1414705514,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1414705514-terreno-para-construccion-en-venta-en-vista-real-corregidora-queretaro-_JM,"$3,660,000",Corregidora,Vista Real y Country Club,769 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1382019574,querétaro,juriquilla,https://terreno.metroscubicos.com/MLM-1382019574-juriquilla-terreno-habitacional-en-venta-en-exclusivo-fraccionamiento-_JM,"$1,350,000",QuerÃ©taro,Juriquilla,300 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1333831227,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1333831227-terreno-en-remate-por-el-propietario-casi-a-mitad-de-precio-cerca-de-juriquilla-frente-a-santa-rosa-_JM,"$2,650,000",QuerÃ©taro,Juriquilla,2500 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1370166087,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1370166087-terreno-comercial-en-fracc-vinedos-queretaro-_JM,"$1,500,000",QuerÃ©taro,ViÃ±edos,335 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1352116229,querétaro,terrenos,https://terreno.metroscubicos.com/MLM-1352116229-terrenos-residenciales-en-venta-punta-mezquite-cto-universidades-bb-_JM,"$528,120",QuerÃ©taro,Marques QuerÃ©taro,108 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1358093588,querétaro,terrenos,https://terreno.metroscubicos.com/MLM-1358093588-terrenos-en-venta-fraccionamiento-vista-real-country-quereta-_JM,"$5,500",Corregidora,Vista Real y Country Club,450 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
883206550,querétaro,terreno,https://terreno.metroscubicos.com/MLM-883206550-terreno-habitacional-en-venta-en-cumbres-del-cimatario-huimilpan-queretaro-_JM,"$800,000",Huimilpan,Cumbres De Cimatorio,200 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
915593465,querétaro,terreno,https://terreno.metroscubicos.com/MLM-915593465-terreno-en-venta-campestre-san-juan-_JM,"$935,000",QuerÃ©taro,San Juan Del RÃ­o,191 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1380929734,querétaro,se,https://terreno.metroscubicos.com/MLM-1380929734-se-vende-terreno-en-mallorca-residence-24675-m2-oportunid-_JM,"$1,090,000",Huimilpan,Cumbres De Cimatorio,246 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1390411013,querétaro,casa,https://terreno.metroscubicos.com/MLM-1390411013-casa-de-campo-en-venta-zona-vinedos-en-queretaro-en-el-tejocote-muy-cerca-de-tequisquiapan-_JM,"$15,800,000",Tequisquiapan,El Tejocote,8568 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1356849912,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1356849912-terreno-plano-en-zibata-privada-biznaga-250-m2-ganelo-_JM,"$1,250,000",El MarquÃ©s,Zibata,250 mÂ²,,,,,,,,,,,,,,,,,,,,,Asfalto,,,Plano,,,,,,,,,,,,,,,,,,
1398498930,querétaro,lote,https://terreno.metroscubicos.com/MLM-1398498930-lote-en-venta-residencial-suburbio-santiago-aeropuerto-queretaro-qro-_JM,"$422,400",Colon,Otros,160 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
874416232,querétaro,terreno,https://terreno.metroscubicos.com/MLM-874416232-terreno-venta-hacienda-el-porvenir-queretaro-_JM,"$2,500,000",San Juan Del Río,Cenegal De Las Palomas,1303 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1390423979,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390423979-terreno-en-venta-rinconada-los-agaves-corregidora-queretaro-_JM,"$907,600",QuerÃ©taro,Corregidora,281 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1385214694,querétaro,se,https://terreno.metroscubicos.com/MLM-1385214694-se-vende-cesion-de-derechos-de-terrenos-en-yautepec-de-400-mts2-_JM,"$350,000",QuerÃ©taro,QuerÃ©taro,400 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1355192219,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1355192219-terreno-en-venta-la-rica-juriquilla-_JM,"$4,750,000",QuerÃ©taro,Jurica,707 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1360526948,querétaro,qh5,https://terreno.metroscubicos.com/MLM-1360526948-qh5-1842-terreno-residencial-de-28696-m2-corregidora-queretaro-_JM,"$1,287,216",Corregidora,CaÃ±adas del Lago,286 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1350365351,querétaro,qh5,https://terreno.metroscubicos.com/MLM-1350365351-qh5-4371-terreno-3000-m2-para-gasolinera-queretaro-celaya-_JM,"$7,500,000",Apaseo El Grande,La Norita,3000 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1385515054,querétaro,qh1,https://terreno.metroscubicos.com/MLM-1385515054-qh1-terreno-de-260m2-en-preventa-en-privada-en-zona-milenio-iii-_JM,"$2,358,156",QuerÃ©taro,QuerÃ©taro,260 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1378422152,querétaro,terrenos,https://terreno.metroscubicos.com/MLM-1378422152-terrenos-residenciales-premium-en-pre-vta-oportunidad-rtv21-_JM,"$1,472,000",QuerÃ©taro,Milenio III,230 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
765868216,querétaro,terreno,https://terreno.metroscubicos.com/MLM-765868216-terreno-plano-en-venta-en-fracc-sonterra-_JM,"$1,050,000",QuerÃ©taro,Fracc. Sonterra,243 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
950574702,querétaro,espectacular,https://terreno.metroscubicos.com/MLM-950574702-espectacular-terreno-en-venta-residencial-san-gil-_JM,"$2,424,205",San Juan Del RÃ­o,Club De Golf San Juan,692 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1356791547,querétaro,en,https://terreno.metroscubicos.com/MLM-1356791547-en-ciudad-maderas-108-m2-plano-listo-para-construir-_JM,"$486,000",El MarquÃ©s,El Mirador,108 mÂ²,,,,,,,,,,,,,,,,,,,,,Asfalto,,,Plano,,,,,,,,,,,,,,,,,,
959114661,querétaro,terrenos,https://terreno.metroscubicos.com/MLM-959114661-terrenos-en-venta-preserve-sur-arroyo-hondo-corregidora-queretaro-_JM,"$4,184",Corregidora,Arroyo Hondo,158 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1382558298,querétaro,san,https://terreno.metroscubicos.com/MLM-1382558298-san-gil-casa-en-venta-de-5-recamaras-y-480-mts2-rahqro-22-3859-_JM,"$12,500,000",San Juan Del RÃ­o,San Gil,600 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1313362663,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1313362663-terreno-en-venta-condominio-agave-zibata-_JM,"$1,250,000",El MarquÃ©s,Zibata,201 mÂ²,,,,,,,,400 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
786180152,querétaro,terreno,https://terreno.metroscubicos.com/MLM-786180152-terreno-en-venta-en-la-espiga-en-condominio-aragon-iii-plan-_JM,"$2,079,000",QuerÃ©taro,Residencial El Refugio,342 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1390365627,querétaro,preventa,https://terreno.metroscubicos.com/MLM-1390365627-preventa-de-terrenos-preserve-gran-reserva-distrito-urbano-cuenta-con-mas-de-20-amenidades-dos-casas-club-alberca-lago-beach-club-sky-bar-motocross-mini-zoo-cuenta-con-360-hectareas-d-_JM,"$696,672",QuerÃ©taro,San Isidro Viejo,150 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1358573582,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1358573582-terreno-habitacional-en-venta-en-balcones-de-juriquilla-qro-_JM,"$12,500,000",Querétaro,Balcones De Juriquilla,1250 m²,,,,,,,,,,,,,,,,,,,,,Asfalto,25 m,50 m,Irregular,,Perimetral,,,,,,,,,,,,,,,,
962544223,querétaro,excelente,https://terreno.metroscubicos.com/MLM-962544223-excelente-oportunidad-oferta-terreno-en-venta-rancho-paniagua-_JM,"$2,230,000",Huimilpan,Huimilpan,3130 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1365248291,querétaro,la,https://terreno.metroscubicos.com/MLM-1365248291-la-espiga-exclusiva-privada-con-lago-_JM,"$3,187,852",Querétaro,Fray Junípero Serra,569 m²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1329203761,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1329203761-terreno-comercial-en-venta-en-ciudad-maderas-montana-queretaro-_JM,"$1,800,000",El MarquÃ©s,La Pradera,688 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1385738597,querétaro,qh1,https://terreno.metroscubicos.com/MLM-1385738597-qh1-terreno-residencial-en-esquina-a-5-min-del-centro-de-queretaro-_JM,"$1,886,220",Querétaro,Loma Dorada,238 m²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1380510244,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1380510244-terreno-en-tejeda-corregidora-_JM,"$1,890,000",Corregidora,Tejeda,252 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,12 m,20 m,Regular,,,,,,,,,,,,,,,,,,
1380480795,querétaro,venta,https://terreno.metroscubicos.com/MLM-1380480795-venta-de-terreno-con-vista-a-pena-de-bernal-qro-_JM,"$2,200,000",QuerÃ©taro,Altozano el Nuevo QuerÃ©taro,2000 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,Regular,,,,,,,,,,,,,,,,,,
1390404633,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390404633-terreno-en-venta-grand-juriquilla-queretaro-precio-de-oportunidad-_JM,"$2,260,000",QuerÃ©taro,Juriquilla,528 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
792751269,querétaro,terreno,https://terreno.metroscubicos.com/MLM-792751269-terreno-en-venta-_JM,"$9,985,000",Amealco De Bonfil,Cerro De Los Gallos,90000 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
926558310,querétaro,queretaro,https://terreno.metroscubicos.com/MLM-926558310-queretaro-desarrollo-turistico-_JM,$716,El MarquÃ©s,Centro,1 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1374182348,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1374182348-terreno-habitacional-de-139-m2-en-zakia-_JM,"$797,395",QuerÃ©taro,ZibatÃ¡,139 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
892710686,querétaro,terreno,https://terreno.metroscubicos.com/MLM-892710686-terreno-paseo-caracol-_JM,"$3,430,000",San Juan Del RÃ­o,Club De Golf San Juan,686 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
952074667,querétaro,terrenos,https://terreno.metroscubicos.com/MLM-952074667-terrenos-en-venta-campestre-san-gil-_JM,"$3,298,680",San Juan Del RÃ­o,Club De Golf San Juan,599 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1356856898,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1356856898-terreno-plano-en-zibata-privada-garambullo-495-m2-ganelo-_JM,"$2,033,955",QuerÃ©taro,ZibatÃ¡,495 mÂ²,,,,,,,,,,,,,,,,,,,,,Asfalto,,,Plano,,,,,,,,,,,,,,,,,,
1390411143,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390411143-terreno-en-venta-san-isidro-juriquilla-en-condominio-con-amenidades-_JM,"$680,000",QuerÃ©taro,Juriquilla Santa Fe,120 mÂ²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1390411122,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1390411122-terreno-en-venta-desarrollo-el-camino-de-la-luz-pena-de-bernal-qro-_JM,"$1,200,000",Ezequiel Montes,Bernal,300 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1365296003,querétaro,cimatario,https://terreno.metroscubicos.com/MLM-1365296003-cimatario-oportunidad-terreno-en-venta-en-buena-residencial-rah-_JM,"$1,600,000",QuerÃ©taro,Cimatario,310 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1409492589,querétaro,terreno,https://terreno.metroscubicos.com/MLM-1409492589-terreno-en-venta-en-suburbio-santiago-_JM,"$2,500",Colon,Esperanza,160 mÂ²,,,,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
950126256,querétaro,hermoso,https://terreno.metroscubicos.com/MLM-950126256-hermoso-terreno-en-venta-plusvalia-inigualable-san-gil-_JM,"$2,772,000",San Juan Del RÃ­o,Club De Golf San Juan,693 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,
1365978396,querétaro,terrenos,https://terreno.metroscubicos.com/MLM-1365978396-terrenos-en-venta-en-presa-de-bravo-corregidora-_JM,"$437,500",Corregidora,Presa De Bravo,250 m²,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
1387038033,querétaro,ciudad,https://terreno.metroscubicos.com/MLM-1387038033-ciudad-del-sol-casa-en-venta-de-3-recamaras-y-81-mts2-qh223092-_JM,"$1,300,000",QuerÃ©taro,Ciudad del Sol,67 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
1373554246,querétaro,corregidora,https://terreno.metroscubicos.com/MLM-1373554246-corregidora-precio-oportunidad-venta-de-terreno160-m2-qh11-22-1841-_JM,"$664,124",QuerÃ©taro,Corregidora,160 mÂ²,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,,,,,,,,,,,,,
