ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Tipo de casa,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,Bodegas,AntigÃ¼edad,OrientaciÃ³n,Orientación,Cantidad de pisos,Tipo de propiedad,Tipo de departamento,Disposición,Departamentos por piso,Número de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote,NÃºmero de piso de la unidad,DisposiciÃ³n,Baños por piso,Número de oficinas,Oficinas por piso,Admite mascotas,Tipo de bodega,Altura,Plataformas para trailers,Soporte de piso,Huéspedes,Camas,Estadía mínima (noches),Horario check in,Horario check out,NÃºmero de oficinas
1424247846,querétaro,casa,https://casa.metroscubicos.com/MLM-1424247846-casa-con-amplio-jardin-y-roof-garden-con-opcion-a-4ta-recamara-_JM,"$3,900,000",El Marqués,Zákia,172 m²,250 m²,,3,3,2,,0 años,900 MXN,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423387438,querétaro,estrena,https://casa.metroscubicos.com/MLM-1423387438-estrena-casa-en-cumbres-del-lago-juriquilla-queretaro-_JM,"$6,990,000",Querétaro,Cumbres Del Lago,300 m²,338 m²,10,4,5,3,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423406946,querétaro,venta,https://casa.metroscubicos.com/MLM-1423406946-venta-casa-juriquilla-san-isidro-queretaro-_JM,"$2,695,000",Querétaro,Juriquilla Privada,162 m²,200 m²,6,3,2,3,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424123512,querétaro,casa,https://casa.metroscubicos.com/MLM-1424123512-casa-en-zibata-de-4-niveles-en-venta-espectacular-vista-desde-el-roof-garden-y-excelentes-amenidades-_JM,"$5,250,000",El Marqués,Fraccionamiento Zibatá,176 m²,269 m²,,3,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424727431,querétaro,casa,https://casa.metroscubicos.com/MLM-1424727431-casa-en-preventa-espacios-que-inspiran-a-vivir-en-familia-cerca-de-vialidades-rapidaz-dentro-de-privada-_JM,"$2,950,000",Querétaro,El Mirador,133 m²,138 m²,,3,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424708460,querétaro,casa,https://casa.metroscubicos.com/MLM-1424708460-casa-en-venta-un-amplio-jardin-espacios-grandes-acabados-de-lujo-un-lugar-para-vivir-en-familia-_JM,"$5,400,000",QuerÃ©taro,Cumbres Del Lago,321 mÂ²,269 mÂ²,,,,,,,,4,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424740281,querétaro,disfruta,https://casa.metroscubicos.com/MLM-1424740281-disfruta-de-grandes-espacios-con-tu-familia-o-amigos-casa-en-queretaro-_JM,"$1,367,000",Querétaro,Ciudad del Sol,67 m²,81 m²,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423387463,querétaro,venta,https://casa.metroscubicos.com/MLM-1423387463-venta-casa-el-condado-queretaro-_JM,"$2,200,000",Corregidora,San Francisco,122 m²,110 m²,5,3,2,,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423748003,querétaro,casa,https://casa.metroscubicos.com/MLM-1423748003-casa-en-condominio-adjudicada-residencial-la-toscana-qro-_JM,"$1,256,600",Querétaro,Querétaro,140 m²,,,3,1,2,,7 años,350 MXN,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424714370,querétaro,exclusividad,https://casa.metroscubicos.com/MLM-1424714370-exclusividad-seguridad-y-tranquilidad-que-tu-familia-merece-casa-en-preventa-_JM,"$2,850,000",Querétaro,El Marqués,115 m²,143 m²,,3,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424271175,querétaro,casa,https://casa.metroscubicos.com/MLM-1424271175-casa-en-venta-puerta-real-_JM,"$2,850,000",Corregidora,Puerta Real,282 m²,170 m²,,3,2,2,,0 años,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423387841,querétaro,venta,https://casa.metroscubicos.com/MLM-1423387841-venta-casa-balautradas-queretaro-_JM,"$3,300,000",Querétaro,Balaustradas,172 m²,254 m²,7,3,3,1,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423413018,querétaro,casa,https://casa.metroscubicos.com/MLM-1423413018-casa-en-venta-punta-esmeralda-_JM,"$2,950,000",Corregidora,Punta Esmeralda,160 m²,190 m²,9,4,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423381520,querétaro,casa,https://casa.metroscubicos.com/MLM-1423381520-casa-en-venta-de-dos-plantas-con-roof-garden-excelente-ubicacion-en-juriquilla-queretaro-_JM,"$4,990,000",Querétaro,Juriquilla,250 m²,265 m²,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426036124,querétaro,hermosa,https://casa.metroscubicos.com/MLM-1426036124-hermosa-casa-en-canadas-de-lago-con-terraza-jardin-y-roof-garden-amplios-espacios-_JM,"$6,550,000",Corregidora,CaÃ±adas del Lago,289 mÂ²,411 mÂ²,,,,,,,,3,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425980567,querétaro,casa,https://casa.metroscubicos.com/MLM-1425980567-casa-en-venta-nueva-zibata-queretaro-cuatro-habitaciones-con-bano-completo-_JM,"$4,839,940",El Marqués,Zibata,173 m²,222 m²,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425954810,querétaro,casa,https://casa.metroscubicos.com/MLM-1425954810-casa-en-venta-con-recamara-en-planta-baja-con-una-bonita-terraza-y-alberca-queretaro-_JM,"$3,698,000",QuerÃ©taro,Corregidora,176 mÂ²,214 mÂ²,,,,,,,,4,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423049826,querétaro,venta,https://casa.metroscubicos.com/MLM-1423049826-venta-casa-cumbres-del-lago-juriquilla-_JM,"$4,600,000",Querétaro,Querétaro,276 m²,287 m²,,3,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424693266,querétaro,la,https://casa.metroscubicos.com/MLM-1424693266-la-casa-de-tus-suenos-te-esta-esperando-residencia-en-venta-_JM,"$1,950,000",Querétaro,El Mirador,120 m²,86 m²,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425948399,querétaro,casa,https://casa.metroscubicos.com/MLM-1425948399-casa-en-venta-con-2-plantas-en-fraccionamiento-en-corregidora-queretaro-_JM,"$1,970,000",Corregidora,Corregidora,122 m²,104 m²,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423387257,querétaro,casa,https://casa.metroscubicos.com/MLM-1423387257-casa-en-venta-en-el-condado-queretaro-con-vista-al-tee-de-go-_JM,"$3,900,000",Corregidora,San Francisco,136 m²,204 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424714898,querétaro,se,https://casa.metroscubicos.com/MLM-1424714898-se-vende-casa-en-privada-con-precio-de-oportunidad-en-jurica-queretaro-_JM,"$2,590,000",QuerÃ©taro,Jurica,160 mÂ²,164 mÂ²,,,,,,,,3,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423419500,querétaro,estrena,https://casa.metroscubicos.com/MLM-1423419500-estrena-casa-en-venta-en-mirador-del-campanario-queretaro-_JM,"$3,500,000",Querétaro,Lomas Del Marques,155 m²,238 m²,8,4,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425993404,querétaro,casa,https://casa.metroscubicos.com/MLM-1425993404-casa-en-venta-en-juriquilla-con-amplia-recamara-principal-con-alberca-queretaro-_JM,"$3,625,000",Querétaro,Juriquilla,133 m²,121 m²,,2,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423387193,querétaro,casa,https://casa.metroscubicos.com/MLM-1423387193-casa-en-venta-en-mirador-del-campanario-queretaro-_JM,"$3,500,000",Querétaro,Lomas Del Marques,183 m²,249 m²,8,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424713807,querétaro,rab,https://casa.metroscubicos.com/MLM-1424713807-rab-hermosa-casa-en-remate-col-santa-monica-ii-secc-queretaro-rab-_JM,"$1,209,000",Querétaro,Santa Mónica 2a Secc.,150 m²,155 m²,,3,3,2,,10 años,19 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425331037,querétaro,venta,https://casa.metroscubicos.com/MLM-1425331037-venta-casa-premium-en-zibata-_JM,"$5,450,000",El Marqués,Zibata,255 m²,255 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425961450,querétaro,casa,https://casa.metroscubicos.com/MLM-1425961450-casa-en-venta-con-estudio-o-recamara-en-planta-baja-y-sala-de-tv-en-el-refugio-queretaro-_JM,"$2,990,000",Querétaro,El Refugio Residencial,132 m²,170 m²,,3,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422929499,querétaro,casa,https://casa.metroscubicos.com/MLM-1422929499-casa-conjunto-habitacional-jardines-del-valle-_JM,"$1,303,500",Querétaro,San Juan Del Río,240 m²,,4,3,3,2,,10 años,0 MXN,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423387179,querétaro,estrena,https://casa.metroscubicos.com/MLM-1423387179-estrena-casa-en-el-marquez-_JM,"$8,500,000",El Marqués,Zibata,1250 m²,500 m²,7,3,3,4,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425942087,querétaro,casa,https://casa.metroscubicos.com/MLM-1425942087-casa-en-venta-con-4-recamaras-estudio-y-gimnasio-con-una-viste-espectacular-hacia-la-ciudad-en-queretaro-_JM,"$9,500,000",Querétaro,Fracc. Candiles,479 m²,826 m²,,4,6,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423735187,querétaro,casa,https://casa.metroscubicos.com/MLM-1423735187-casa-terreno-adjudicado-en-el-marques-qro-_JM,"$3,542,000",QuerÃ©taro,Marques QuerÃ©taro,1000 mÂ²,110 mÂ²,,,,1,,,0 MXN,3,1,,7 aÃ±os,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423575332,querétaro,casa,https://casa.metroscubicos.com/MLM-1423575332-casa-en-condominio-townhouse-terranto-_JM,"$3,625,000",Querétaro,Milenio III,207 m²,188 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423439551,querétaro,venta,https://casa.metroscubicos.com/MLM-1423439551-venta-casa-los-cantaros-queretaro-_JM,"$2,190,000",Apaseo El Grande,Fraccionamiento Valle Verde (Haciendas Valle Verde),144 mÂ²,209 mÂ²,7,,,2,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422797304,querétaro,casa,https://casa.metroscubicos.com/MLM-1422797304-casa-modelo-_JM,"$1,289,520",Querétaro,Querétaro,116 m²,,3,3,2,1,,9 años,0 MXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425980804,querétaro,casa,https://casa.metroscubicos.com/MLM-1425980804-casa-en-venta-nueva-zibata-queretaro-tres-habitaciones-con-bano-completo-_JM,"$4,839,880",El Marqués,Zibata,143 m²,218 m²,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425948703,querétaro,vendo,https://casa.metroscubicos.com/MLM-1425948703-vendo-casa-con-roof-guarden-en-milenio-en-privada-lucepolis-queretaro-_JM,"$3,450,000",Querétaro,Milenio III,135 m²,200 m²,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423432927,querétaro,lomas,https://casa.metroscubicos.com/MLM-1423432927-lomas-del-campanario-norte-preventa-_JM,"$8,312,750",Querétaro,Lomas del Campanario III,293 m²,320 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423445016,querétaro,casa,https://casa.metroscubicos.com/MLM-1423445016-casa-los-pajaros-pueblito-corregidora-_JM,"U$S1,950,000",Corregidora,Fracc. Los Pajaros,160 m²,126 m²,5,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423431671,querétaro,qh1,https://casa.metroscubicos.com/MLM-1423431671-qh1-casa-con-espacios-muy-amplios-en-venta-en-mansiones-del-valle-_JM,"$7,000,000",Querétaro,Mansiones Del Valle,381 m²,286 m²,,3,4,5,,12 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423406385,querétaro,venta,https://casa.metroscubicos.com/MLM-1423406385-venta-de-casa-de-campo-de-un-piso-a-20-min-de-queretaro-_JM,"$2,600,000",Huimilpan,Santa Teresa,600 m²,190 m²,4,2,2,6,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423451979,querétaro,linda,https://casa.metroscubicos.com/MLM-1423451979-linda-casa-con-alberca-en-venta-juriquilla-queretaro-_JM,"$8,900,000",Querétaro,Juriquilla,472 m²,369 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423425920,querétaro,casa,https://casa.metroscubicos.com/MLM-1423425920-casa-en-venta-real-del-bosque-corregidora-queretaro-_JM,"$4,800,000",Corregidora,Real del Bosque,260 mÂ²,355 mÂ²,10,,,2,,,,5,4,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423451798,querétaro,zibata,https://casa.metroscubicos.com/MLM-1423451798-zibata-queretaro-2-casas-en-venta-_JM,"$2,600,000",El Marqués,Zibata,128 m²,195 m²,4,2,2,2,,12 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423413321,querétaro,centro,https://casa.metroscubicos.com/MLM-1423413321-centro-sur-claustros-catedral-venta-casa-en-condominio-de-o-_JM,"$6,600,000",Querétaro,Centro Sur,180 m²,345 m²,9,4,4,2,,6 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423611461,querétaro,en,https://casa.metroscubicos.com/MLM-1423611461-en-venta-casa-en-milenio-iii-4ta-recamara-en-pb-doble-altu-_JM,"$5,260,000",Querétaro,Milenio III,244 m²,233 m²,7,4,3,3,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423438764,querétaro,casa,https://casa.metroscubicos.com/MLM-1423438764-casa-nueva-de-una-planta-_JM,"$4,500,000",Querétaro,Provincia Santa Elena,426 m²,230 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423617692,querétaro,se,https://casa.metroscubicos.com/MLM-1423617692-se-vende-casa-en-zibata-doble-altura-3-recamaras-cochera-_JM,"$2,915,000",El Marqués,Zibata,122 m²,162 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425302935,querétaro,se,https://casa.metroscubicos.com/MLM-1425302935-se-vende-casa-con-hermoso-jardin-y-bar-en-altozano-ig-_JM,"$8,950,000",QuerÃ©taro,QuerÃ©taro,261 mÂ²,300 mÂ²,,,,3,,,,3,4,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423666173,querétaro,tequisquiapan,https://casa.metroscubicos.com/MLM-1423666173-tequisquiapan-casa-de-una-planta-amueblada-en-venta-de-85-mts2--_JM,"$2,450,000",Tequisquiapan,Balcones De Tequisquiapan,100 m²,85 m²,,3,2,1,,21 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423386920,querétaro,venta,https://casa.metroscubicos.com/MLM-1423386920-venta-de-casa-con-uso-de-suelo-mixto-en-la-reforma-agraria-_JM,"$2,600,000",Querétaro,Reforma Agraria,245 m²,245 m²,14,8,5,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423612309,querétaro,se,https://casa.metroscubicos.com/MLM-1423612309-se-vende-casa-en-real-de-juriquilla-gran-jardin-3-recamara-_JM,"$5,200,000",QuerÃ©taro,Real De Juriquilla,298 mÂ²,265 mÂ²,7,,,3,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422809500,querétaro,cumbres,https://casa.metroscubicos.com/MLM-1422809500-cumbres-del-lago-casa-nueva-en-venta-de-311-mts2-rah1564-_JM,"$4,970,000",QuerÃ©taro,Cumbres Del Lago,245 mÂ²,311 mÂ²,,,,2,,,,3,5,,1 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426128947,querétaro,qh5,https://casa.metroscubicos.com/MLM-1426128947-qh5-4619-casa-con-jardin-privado-clusteralberca-zibata-queretaro-_JM,"$3,220,000",El Marqués,Zibata,136 m²,201 m²,,3,3,2,,1 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423407201,querétaro,casa,https://casa.metroscubicos.com/MLM-1423407201-casa-en-venta-en-centro-sur-queretaro-queretaro-_JM,"$6,950,000",Querétaro,Centro Sur,352 m²,302 m²,,3,5,4,,16 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423077476,querétaro,hermosa,https://casa.metroscubicos.com/MLM-1423077476-hermosa-casa-en-venta-en-loma-de-san-gremal-vl-4904-_JM,"$8,600,000",Querétaro,Loma Dorada,326 m²,460 m²,,3,3,3,,8 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423056602,querétaro,venta,https://casa.metroscubicos.com/MLM-1423056602-venta-de-casa-en-cumbres-del-lago-juriquilla-_JM,"$5,900,000",QuerÃ©taro,Cumbres Del Lago,270 mÂ²,320 mÂ²,,,,3,,,,3,4,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422908079,querétaro,hdas,https://casa.metroscubicos.com/MLM-1422908079-hdas-tequisquiapan-casa-de-un-solo-nivel-en-venta-de-145-mts2-mjp-_JM,"$3,280,000",Querétaro,Tequisquiapan,200 m²,145 m²,,3,2,3,,1 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425987384,querétaro,casa,https://casa.metroscubicos.com/MLM-1425987384-casa-venta-centrica-lucepolis-milenio-queretaro-recamara-pla-_JM,"$4,950,000",Querétaro,Milenio III,250 m²,330 m²,10,5,5,3,,7 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425948779,querétaro,casa,https://casa.metroscubicos.com/MLM-1425948779-casa-venta-centrica-privada-home-milenio-iii-queretaro-_JM,"$4,100,000",QuerÃ©taro,Milenio III,204 mÂ²,185 mÂ²,6,,,3,,,,3,2,,5 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425882327,querétaro,rcs,https://casa.metroscubicos.com/MLM-1425882327-rcs-22-5054-en-venta-casa-4-recamaras-magnifica-vista-excelente-zona-_JM,"$3,400,000",El Marqués,Zibata,133 m²,164 m²,,4,5,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423726645,querétaro,el,https://casa.metroscubicos.com/MLM-1423726645-el-mirador-casa-en-esquina-amueblada-en-venta-de-4-recamaras-mjp3448-_JM,"$5,000,000",El MarquÃ©s,El Mirador,324 mÂ²,311 mÂ²,,,,3,,,,4,3,,4 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423649988,querétaro,se,https://casa.metroscubicos.com/MLM-1423649988-se-vende-casa-en-milenio-iii-4ta-recamara-en-pb-doble-altu-_JM,"$5,260,000",Querétaro,Milenio III,243 m²,232 m²,7,4,3,3,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426096208,querétaro,qh5,https://casa.metroscubicos.com/MLM-1426096208-qh5-903-casa-5-recamaras-a-10-min-del-centro-de-queretaro-_JM,"$7,500,000",Querétaro,Claustros Del Parque,550 m²,385 m²,,4,5,4,,12 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426144329,querétaro,se,https://casa.metroscubicos.com/MLM-1426144329-se-vende-casa-en-puerta-real-gran-ubicacion-jardin-3-reca-_JM,"$2,700,000",Corregidora,Puerta Real,205 m²,152 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426079126,querétaro,casa,https://casa.metroscubicos.com/MLM-1426079126-casa-venta-privada-el-encino-golf-huimilpan-queretaro-_JM,"$3,700,000",Huimilpan,La Noria,178 mÂ²,178 mÂ²,6,,,2,,,,3,2,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425955284,querétaro,casa,https://casa.metroscubicos.com/MLM-1425955284-casa-venta-centrica-privada-milenio-iii-blank-haus-queretaro-_JM,"$6,000,000",QuerÃ©taro,Milenio III,247 mÂ²,366 mÂ²,8,,,3,,,,3,4,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426036517,querétaro,casa,https://casa.metroscubicos.com/MLM-1426036517-casa-venta-exclusiva-privada-coto-club-blank-haus-milenio-ii-_JM,"$7,600,000",Querétaro,Milenio III,225 m²,366 m²,11,5,6,3,,2 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425322577,querétaro,casa,https://casa.metroscubicos.com/MLM-1425322577-casa-en-preventa-con-300m2-de-terreno-en-altozano-ig-_JM,"$9,650,000",QuerÃ©taro,QuerÃ©taro,300 mÂ²,355 mÂ²,,,,3,,,,3,4,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425289448,querétaro,hermosa,https://casa.metroscubicos.com/MLM-1425289448-hermosa-casa-en-venta-en-zakia-con-roof-ig-_JM,"$3,694,000",El Marqués,Zákia,123 m²,190 m²,,3,4,2,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425326732,querétaro,20450,https://casa.metroscubicos.com/MLM-1425326732-20450-1-cda-del-mirador-el-mirador-_JM,"$2,850,000",El MarquÃ©s,El Mirador,128 mÂ²,211 mÂ²,,,,1,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423413432,querétaro,casa,https://casa.metroscubicos.com/MLM-1423413432-casa-en-venta-zona-mirador-qro-_JM,"$2,790,000",El MarquÃ©s,El Mirador,135 mÂ²,144 mÂ²,6,,,2,,,,3,2,,9 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423050093,querétaro,venta,https://casa.metroscubicos.com/MLM-1423050093-venta-de-casa-nueva-en-zakia-_JM,"$4,230,000",El Marqués,Zákia,159 m²,272 m²,,3,4,2,,1 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422869311,querétaro,casa,https://casa.metroscubicos.com/MLM-1422869311-casa-en-venta-de-3-niveles-en-colonia-constituyentes-quereta-_JM,"$3,995,000",Querétaro,Constituyentes,188 m²,256 m²,7,3,3,1,,18 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426108624,querétaro,se,https://casa.metroscubicos.com/MLM-1426108624-se-vende-hermosa-residencia-en-lomas-de-juriquilla-gran-jar-_JM,"$5,200,000",Querétaro,Lomas de Juriquilla,250 m²,270 m²,8,4,4,3,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423451692,querétaro,casa,https://casa.metroscubicos.com/MLM-1423451692-casa-en-venta-en-canadas-del-lago-con-vista-a-la-presa-del-b-_JM,"$5,800,000",Corregidora,Cañadas del Lago,528 m²,278 m²,7,3,3,4,,7 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426253311,querétaro,se,https://casa.metroscubicos.com/MLM-1426253311-se-vende-casa-a-estrenar-en-punta-esmeralda-ig-_JM,"$2,850,000",Corregidora,Punta Esmeralda,166 mÂ²,179 mÂ²,,,,3,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425987684,querétaro,espectacular,https://casa.metroscubicos.com/MLM-1425987684-espectacular-casa-en-venta-en-fraccionamiento-privado-en-mil-_JM,"$6,390,000",QuerÃ©taro,Milenio III,240 mÂ²,410 mÂ²,10,,,3,,,,4,5,,6 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425942293,querétaro,casa,https://casa.metroscubicos.com/MLM-1425942293-casa-venta-fraccionamiento-privado-mirador-el-marques-queret-_JM,"$3,160,000",El MarquÃ©s,El Mirador,128 mÂ²,200 mÂ²,6,,,3,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425974584,querétaro,casa,https://casa.metroscubicos.com/MLM-1425974584-casa-venta-amplia-fraccionamiento-privado-lucepolis-milenio-_JM,"$5,180,000",QuerÃ©taro,Milenio III,187 mÂ²,270 mÂ²,9,,,3,,,,3,4,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425342228,querétaro,se,https://casa.metroscubicos.com/MLM-1425342228-se-vende-casa-a-estrenar-en-gran-reserva-juriquilla-ig-_JM,"$3,320,000",QuerÃ©taro,QuerÃ©taro,153 mÂ²,202 mÂ²,,,,3,,,,4,4,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425341892,querétaro,se,https://casa.metroscubicos.com/MLM-1425341892-se-vende-casa-con-increibles-acabados-en-altozano-ig-_JM,"$9,950,000",QuerÃ©taro,QuerÃ©taro,315 mÂ²,370 mÂ²,,,,3,,,,4,5,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423650899,querétaro,en,https://casa.metroscubicos.com/MLM-1423650899-en-venta-residencia-en-real-de-juriquilla-gran-jardin-3-re-_JM,"$5,200,000",QuerÃ©taro,Real De Juriquilla,299 mÂ²,266 mÂ²,7,,,3,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423082585,querétaro,casa,https://casa.metroscubicos.com/MLM-1423082585-casa-en-venta-en-pedregal-de-shoenstatt-corregidora-queretaro-_JM,"$2,995,000",Corregidora,Colinas de Schoenstatt,128 m²,162 m²,,4,3,,,1 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423439146,querétaro,zibata,https://casa.metroscubicos.com/MLM-1423439146-zibata-venta-preciosa-casa-de-autor-en-condominio-de-oportu-_JM,"$6,200,000",El Marqués,Zibata,218 m²,318 m²,8,4,3,3,,4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426094807,querétaro,rcs,https://casa.metroscubicos.com/MLM-1426094807-rcs-22-4904-en-venta-casa-3-recmaras-sala-doble-altura-ubicadisima-_JM,"$8,600,000",Querétaro,Loma Dorada,326 m²,460 m²,,3,5,3,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425557380,querétaro,estrena,https://casa.metroscubicos.com/MLM-1425557380-estrena-en-grand-juriquilla-4ta-recamra-en-pb-terraza-4-b-_JM,"$3,600,000",Querétaro,Juriquilla,147 m²,217 m²,8,4,4,3,,0 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425328603,querétaro,se,https://casa.metroscubicos.com/MLM-1425328603-se-vende-casa-nueva-en-punta-esmeralda-ig-_JM,"$2,850,000",Corregidora,Punta Esmeralda,166 mÂ²,179 mÂ²,,,,3,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
