ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Antigüedad,RecÃ¡maras,BaÃ±os,Cuota mensual de mantenimiento,AntigÃ¼edad,Cantidad de pisos,Bodegas,Orientación,OrientaciÃ³n,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,DisposiciÃ³n,Acceso,Metros de frente,Metros de fondo,Forma del terreno,Disposición del lote,DisposiciÃ³n del lote
1423936706,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423936706-terreno-en-venta-boulevard-luis-donaldo-colosio-junto-a-villa-magna-cancun-_JM,"U$S3,250,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,5000 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1425782060,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1425782060-terreno-en-remate-_JM,"$490,000",Solidaridad/Riviera Maya,La Guadalupana,119 ha,,,,,,,,,,,,,,,,,,,,,,Asfalto,,,,,
1423452458,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423452458-terreno-en-venta-residencial-arbolada-_JM,"$850,000",CancÃºn/Benito JuÃ¡rez,Residencial Cumbres,120 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1425417207,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1425417207-terreno-en-venta-con-oportunidad-de-crecimiento-en-tulum-_JM,"$999,000",Tulum,Tumben Cuxtal,150 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424666272,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424666272-terreno-en-venta-fraccionamiento-el-ramonal-_JM,"$950,000",CancÃºn/Benito JuÃ¡rez,Fraccionamiento Galaxia Altamar,2250 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1424821832,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424821832-terreno-aqua-_JM,"$1,800,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,380 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1424018828,quintana-roo,tereno,https://terreno.metroscubicos.com/MLM-1424018828-tereno-en-venta-en-alamos-ii-calle-ciricote-cancun-_JM,"$7,500,000",CancÃºn/Benito JuÃ¡rez,Alamos I,5000 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1426427610,quintana-roo,terrenos,https://terreno.metroscubicos.com/MLM-1426427610-terrenos-en-playa-del-carmen-_JM,"$2,340,000",Solidaridad/Riviera Maya,Akumal,600 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423874032,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423874032-terreno-en-venta-punta-sam-cancun-quintana-roo-_JM,"U$S950,000",CancÃºn/Benito JuÃ¡rez,Punta Sam,2595 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1424113881,quintana-roo,lotes,https://terreno.metroscubicos.com/MLM-1424113881-lotes-habitacionales-con-uso-de-suelo-financiamiento-en-t-_JM,"$513,620",Tulum,Tulum Centro,339 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426254169,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426254169-terreno-en-venta-en-luis-donaldo-colosio-_JM,"$11,000,000",Solidaridad/Riviera Maya,Luis Donaldo Colosio,726 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1426260571,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426260571-terreno-en-venta-en-puerto-aventuras-_JM,"U$S460,000",Solidaridad/Riviera Maya,Puerto Aventura,960 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1426266888,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426266888-terreno-en-venta-en-paamul-_JM,"U$S14,000,000",Solidaridad/Riviera Maya,Paamul,230000 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1423880417,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423880417-terreno-en-venta-en-huayacan-y-alamos-_JM,"U$S2,920,500",Quintana Roo,CancÃºn/Benito JuÃ¡rez,,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1423936703,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423936703-terreno-en-venta-en-avenida-tulum-_JM,"U$S2,913,305",CancÃºn/Benito JuÃ¡rez,Supermanzana 14,4253 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1423386990,quintana-roo,aldea,https://terreno.metroscubicos.com/MLM-1423386990-aldea-kiin-cancun-qro-_JM,"$685,000",Puerto Morelos,Puerto Morelos,169 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426659367,quintana-roo,selvatika,https://terreno.metroscubicos.com/MLM-1426659367-selvatika-terrenos-en-pre-venta-en-tulum-_JM,"$1,200,000",Tulum,Tulum,1000 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426446684,quintana-roo,una,https://terreno.metroscubicos.com/MLM-1426446684-una-hectarea-h4-terreno-en-tulum-region-15-_JM,U$S300,Tulum,Tulum Centro,10000 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426273314,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426273314-terreno-en-venta-en-cruz-de-servicios-_JM,"U$S120,000",Solidaridad/Riviera Maya,AviaciÃ³n,368 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1424592500,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424592500-terreno-en-venta-supermanzana-313-_JM,"$760,000",CancÃºn/Benito JuÃ¡rez,SM 313,115 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1423886655,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423886655-terreno-en-venta-punta-sam-cancun-quintana-roo-_JM,"U$S845,440",CancÃºn/Benito JuÃ¡rez,Punta Sam,2642 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1423405939,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423405939-terreno-en-venta-tulum-quintana-roo-_JM,"$900,000",Tulum,Ciudad Chemuyil,900 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,-,,,,,
1424289543,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424289543-terreno-en-venta-en-playa-del-carmen-_JM,"$2,850,000",Solidaridad/Riviera Maya,Playa del Carmen Centro,625 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1424239993,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424239993-terreno-comercial-en-venta-cozumel-_JM,"U$S2,680,312",Cozumel,Cozumel TurÃ­stico,9746 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426367713,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426367713-terreno-en-venta-en-puerto-aventuras-_JM,"U$S450,000",Solidaridad/Riviera Maya,Puerto Aventura,750 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1426260514,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426260514-terreno-en-venta-en-puerto-aventuras-_JM,"U$S760,000",Solidaridad/Riviera Maya,Puerto Aventura,948 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1425571016,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1425571016-terreno-zona-hotelera-_JM,"U$S950,000",CancÃºn/Benito JuÃ¡rez,Zona Hotelera,,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1423445965,quintana-roo,venta,https://terreno.metroscubicos.com/MLM-1423445965-venta-de-terreno-tulum-qr-_JM,"U$S210,000",Tulum,Aldea Zama,394 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423426524,quintana-roo,excelente,https://terreno.metroscubicos.com/MLM-1423426524-excelente-terreno-en-puerto-aventuras-quintana-roo-_JM,U$S10,Solidaridad/Riviera Maya,Puerto Aventura,1500000 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423446012,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423446012-terreno-en-venta-en-cozumel-desarrollo-hotelero-residencial-_JM,"U$S10,833,813",Cozumel,Cozumel TurÃ­stico,25525 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424611147,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424611147-terreno-comercial-en-venta-cancun-centro-_JM,"$1,300,000",CancÃºn/Benito JuÃ¡rez,Cancun Centro,279 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1423451251,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423451251-terreno-en-venta-ejido-playa-del-carmen-quintana-roo-mex-_JM,"U$S12,256,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,76600 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1426521492,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426521492-terreno-riviera-maya-_JM,"U$S400,000",Puerto Morelos,Puerto Morelos,890 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424662874,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424662874-terreno-comercial-en-venta-cancun-centro-_JM,"$9,758,200",CancÃºn/Benito JuÃ¡rez,Cancun Centro,3307 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1424239867,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424239867-terreno-en-venta-avenida-huayacan-cancun-_JM,"$64,000,000",CancÃºn/Benito JuÃ¡rez,Alfredo V Bonfil,40000 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424199667,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1424199667-terreno-en-venta-xcalacoco-playa-del-carmen-_JM,"$350,000,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,26383 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426440270,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426440270-terreno-en-playacar-fase-ii-_JM,"U$S299,925",Solidaridad/Riviera Maya,Playacar Fase II,,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426446688,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426446688-terreno-residencial-playacar-fase-ii-_JM,"U$S420,000",Solidaridad/Riviera Maya,Playacar Fase II,,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426414492,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426414492-terreno-playacar-fase-2-_JM,"U$S450,000",Solidaridad/Riviera Maya,Playacar Fase II,,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426433851,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426433851-terreno-playa-del-carmen-playacar-fase-ii-_JM,"U$S318,888",Solidaridad/Riviera Maya,Playacar Fase II,,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1426446687,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1426446687-terreno-playacar-fase-ii-_JM,"U$S365,000",Solidaridad/Riviera Maya,Playacar Fase II,,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423924373,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1423924373-terreno-en-venta-bosques-de-cancun-cancun-quintana-roo-_JM,"$60,000,000",Quintana Roo,Puerto Morelos,5000000 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1423419734,quintana-roo,oprtunidad,https://terreno.metroscubicos.com/MLM-1423419734-oprtunidad-venta-isla-mujeres-_JM,"$80,000,000",Isla Mujeres,Santa Rosa,49951 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
844375119,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-844375119-terreno-ecologico-en-venta-francisco-uh-may-tulum-quintana-roo-_JM,"$298,000",Tulum,Francisco Hu-may,846 m²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
861268036,quintana-roo,lotes,https://terreno.metroscubicos.com/MLM-861268036-lotes-unifamiliares-mahahual-quintana-roo-_JM,"$367,500",Othon P Blanco,Majahual,913 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1317767367,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1317767367-terreno-en-venta-frente-a-laguna-chile-verde-cerca-de-chetumal-em02021-_JM,"$2,573,000",Othon P Blanco,Laguna Guerrero,14299 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
900015908,quintana-roo,preventa,https://terreno.metroscubicos.com/MLM-900015908-preventa-etapa-1-y-2-terrenos-senderos-poniente-de-160-a-400-m2-residencial-privado-ciudad-mayakoba-playa-del-carmen-quintana-roo-mexico-_JM,"$848,100",Michoacán,Sahuayo,165 m²,,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,
915247799,quintana-roo,xul,https://terreno.metroscubicos.com/MLM-915247799-xul-ha-terrenos-residenciales-en-quintana-roo-ruta-de-los-c-_JM,"$1,000",Felipe Carrillo Puerto,Leona Vicario,813 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1404435306,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1404435306-terreno-en-venta-en-xpu-ha-playa-del-carmen-_JM,"$3,654,324",Quintana Roo,Solidaridad/Riviera Maya,600 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Tierra,,,,,
1346643739,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1346643739-terreno-con-facilidad-de-pago-en-venta-a-5km-de-playa-xpu--_JM,"$1,000,000",Solidaridad/Riviera Maya,Puerto Aventura,10000 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
875386635,quintana-roo,terrenos,https://terreno.metroscubicos.com/MLM-875386635-terrenos-residenciales-tulum-qroo-_JM,"$755,730",Tulum,Ciudad Chemuyil,270 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
763947352,quintana-roo,terrenos,https://terreno.metroscubicos.com/MLM-763947352-terrenos-en-venta-playa-del-carmen-_JM,"U$S366,804",Solidaridad/Riviera Maya,Playa del Carmen Centro,1630 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1323145755,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1323145755-terreno-residencial-playa-paraiso-_JM,"U$S139,000",Quintana Roo,Solidaridad/Riviera Maya,400 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1402062583,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1402062583-terreno-en-venta-en-tulum-_JM,"U$S89,000",Quintana Roo,Tulum,9400 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
900008260,quintana-roo,senderos,https://terreno.metroscubicos.com/MLM-900008260-senderos-etapa-1-2-3-y-4-ultimos-12-terrenoslotes-de-297-a-372-m2-residencial-privado-ciudad-mayakoba-playa-del-carmen-quintana-roo-mexico-_JM,"$2,074,352",Michoacán,Sahuayo,296 m²,,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,
936922350,quintana-roo,lotes,https://terreno.metroscubicos.com/MLM-936922350-lotes-residenciales-en-tulum-_JM,"$853,936",Tulum,Tulum Centro,1313 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
951581950,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-951581950-terreno-en-preventa-con-amenidades-en-tulum-kaybe-a29-_JM,"U$S444,530,927",Tulum,Villas Tulum,1060 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1377869867,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1377869867-terreno-urbanizado-puerto-morelos-desarrollo-kuub-_JM,"$425,425",Puerto Morelos,Puerto Morelos,250 mÂ²,,,,,,,,,,,,,,,,,,,,,,Asfalto,12 m,20 m,Regular,,Otro
1346649359,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1346649359-terreno-en-venta-frente-al-mar-en-puerto-morelos-_JM,"U$S3,000,000",Puerto Morelos,Puerto Morelos,2950 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1393104550,quintana-roo,venta,https://terreno.metroscubicos.com/MLM-1393104550-venta-de-terrenos-en-preventa-playa-del-carmen-ma-22-3653-_JM,"$480,000",Quintana Roo,Solidaridad/Riviera Maya,400 mÂ²,,,,,,,,,,,,,,,,,,,,,,Ripio,,,,,
844370726,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-844370726-terreno-en-zona-urbana-de-bacalar-en-esquina-muy-cerca-de-la-laguna-_JM,"$1,850,000",Bacalar,Bacalar,610 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
933422092,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-933422092-terreno-15-has-con-200-mts-de-laguna-_JM,"$6,500,000",Quintana Roo,Chetumal,150000 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1313271458,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1313271458-terreno-selvamar-_JM,"U$S4,576,050",Solidaridad/Riviera Maya,Selvamar,10169 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
934583132,quintana-roo,xul,https://terreno.metroscubicos.com/MLM-934583132-xul-ha-fase-3-terrenos-residenciales-en-quintana-roo-ruta-d-_JM,"$1,250",Felipe Carrillo Puerto,Leona Vicario,1250 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1313375670,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1313375670-terreno-selvamar-_JM,"U$S6,016,500",Solidaridad/Riviera Maya,Selvamar,13370 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
920198124,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-920198124-terreno-en-venta-en-mahahual-quintana-roo-ctv128-_JM,"U$S140,000",Othon P Blanco,Majahual,2176 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1398566258,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1398566258-terreno-en-venta-en-holbox-a-70-mtrs-de-la-playa-ideal-para-_JM,"$2,000,000",Lázaro Cárdenas,Isla De Holbox,200 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1420665643,quintana-roo,venta,https://terreno.metroscubicos.com/MLM-1420665643-venta-terrenos-xpu-ha-beach-riviera-maya-con-club-de-playa-e-_JM,"$2,780,000",Solidaridad/Riviera Maya,Akumal,600 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1335863397,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1335863397-terreno-akumal-_JM,"U$S67,400",Solidaridad/Riviera Maya,Akumal,800 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1389969722,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1389969722-terreno-frente-al-mar-isla-blanca-venta-_JM,"U$S875,000",Isla Mujeres,Isla Blanca,3794 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1406249265,quintana-roo,lote,https://terreno.metroscubicos.com/MLM-1406249265-lote-residencial-en-country-club-mayakoba-playa-del-carmen-_JM,"$3,137,840",Solidaridad/Riviera Maya,El PetÃ©n,390 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1390398488,quintana-roo,excelente,https://terreno.metroscubicos.com/MLM-1390398488-excelente-oportunidad-terrenos-en-venta-en-la-mejor-ubicacion-playa-del-carmen-_JM,"$1,357,000",Quintana Roo,Solidaridad/Riviera Maya,230 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1323126342,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1323126342-terreno-solidaridad-_JM,"U$S17,294,768",Quintana Roo,Solidaridad/Riviera Maya,69179 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
889868158,quintana-roo,bacalar,https://terreno.metroscubicos.com/MLM-889868158-bacalar-lote-frente-laguna-_JM,"$8,000,000",Quintana Roo,Bacalar,2000 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1313271315,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1313271315-terreno-selvamar-_JM,"U$S5,324,850",Solidaridad/Riviera Maya,Selvamar,11833 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1313363220,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1313363220-terreno-selvamar-_JM,"U$S6,254,550",Solidaridad/Riviera Maya,Selvamar,13899 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
844375132,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-844375132-terreno-en-avcancun-las-torres-en-venta-_JM,"$116,452,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,33272 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1345584574,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1345584574-terreno-en-venta-playa-uvero-en-mahahual-proyecto-ecoturis-_JM,"$218,668,936",Othon P Blanco,Chetumal Centro,546672 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1420929738,quintana-roo,lote,https://terreno.metroscubicos.com/MLM-1420929738-lote-residencial-en-country-club-mayakoba-playa-del-carmen-_JM,"$2,308,545",Solidaridad/Riviera Maya,El PetÃ©n,318 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1335857001,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1335857001-terreno-akumal-_JM,"U$S74,900",Solidaridad/Riviera Maya,Akumal,860 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
894148022,quintana-roo,lotes,https://terreno.metroscubicos.com/MLM-894148022-lotes-usos-mixtos-_JM,"U$S132,175",Tulum,Tulum Centro,339 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1416702846,quintana-roo,lote,https://terreno.metroscubicos.com/MLM-1416702846-lote-residencial-country-club-mayakoba-playa-del-carmen-_JM,"$2,182,250",Solidaridad/Riviera Maya,El Petén,301 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1403141967,quintana-roo,lote,https://terreno.metroscubicos.com/MLM-1403141967-lote-en-venta-en-playa-del-carmen-mayakoba-_JM,"$1,023,511",Solidaridad/Riviera Maya,El PetÃ©n,170 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1402011192,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1402011192-terreno-lote-en-venta-riviera-maya-playa-del-carmen-selvamar-_JM,"$2,100,000",Solidaridad/Riviera Maya,Selvamar,301 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1398096156,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1398096156-terreno-en-venta-en-cancun-ideal-para-renta-vacacional-en-gu-_JM,"$218,894",Cancún/Benito Juárez,Cancún Centro,235 m²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1403135200,quintana-roo,lote,https://terreno.metroscubicos.com/MLM-1403135200-lote-en-venta-en-playa-del-carmen-mayakoba-_JM,"$1,595,232",Solidaridad/Riviera Maya,El PetÃ©n,207 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1402068705,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1402068705-terreno-en-venta-en-playa-del-carmenriviera-maya-_JM,"$1,228,530",Quintana Roo,Solidaridad/Riviera Maya,185 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
852831071,quintana-roo,isla,https://terreno.metroscubicos.com/MLM-852831071-isla-blanca-fracisco-javier-_JM,"U$S700,000",Isla Mujeres,Isla Blanca,2000 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
1410149538,quintana-roo,valenia,https://terreno.metroscubicos.com/MLM-1410149538-valenia-lotes-residenciales-en-playa-del-carmen-_JM,"$1,726,371",Quintana Roo,Solidaridad/Riviera Maya,230 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1402068748,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1402068748-terreno-en-venta-en-playa-del-carmenriviera-mayaciudad-mayakoba-_JM,"$1,200,000",Quintana Roo,Solidaridad/Riviera Maya,159 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
888165224,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-888165224-terreno-en-venta-en-tulum-_JM,"$18,340,000",Tulum,Tulum Centro,3670 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1406169352,quintana-roo,lote,https://terreno.metroscubicos.com/MLM-1406169352-lote-en-venta-en-playa-del-carmen-mayakoba-_JM,"$2,891,236",Solidaridad/Riviera Maya,Playa del Carmen Centro,374 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1409358419,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1409358419-terreno-ubicado-en-tulum-quintana-roo-_JM,"$1,571,428",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,160 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
844365018,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-844365018-terreno-en-venta-en-lagos-del-sol-ubicado-en-condominio-golondrinas-_JM,"$2,600,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,444 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
844383796,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-844383796-terreno-en-venta-en-senderos-ciudad-mayakoba-cerca-de-cenote-de-agua-cristalina-lote-47-mza-30-_JM,"$2,356,851",Solidaridad/Riviera Maya,Solidaridad,320 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
844382156,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-844382156-terreno-en-venta-leona-vicario-benito-juarez-quintana-roo-mexico-oportunidad-de-inversion-_JM,"$25,596,000",Quintana Roo,CancÃºn/Benito JuÃ¡rez,1279800 mÂ²,,,,,,,,,,,,,,,,,,,,,,-,,,,,
1403180620,quintana-roo,lote,https://terreno.metroscubicos.com/MLM-1403180620-lote-en-venta-en-playa-del-carmen-mayakoba-_JM,"$1,797,254",Solidaridad/Riviera Maya,El PetÃ©n,233 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1403186967,quintana-roo,lote,https://terreno.metroscubicos.com/MLM-1403186967-lote-en-venta-en-playa-del-carmen-mayakoba-_JM,"$1,714,496",Solidaridad/Riviera Maya,El PetÃ©n,231 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1335889027,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-1335889027-terreno-francisco-uh-may-_JM,"$1,000,000",Tulum,Francisco Hu-may,2721 mÂ²,,,,,,,,,0 MXN,,,,,,,,,,,,,Otro,,,,,
780412497,quintana-roo,terreno,https://terreno.metroscubicos.com/MLM-780412497-terreno-hotelero-venta-en-isla-blanca-oportunidad-isla-muje-_JM,"U$S32,000,000",Isla Mujeres,Isla Blanca,740000 mÂ²,,,,,,,,,,,,,,,,,,,,,,Otro,,,,,
