ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Bodegas,Cantidad de pisos,Orientación,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Tipo de casa,Tipo de propiedad,OrientaciÃ³n,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Tipo de departamento,Disposición del lote
1425542421,baja-california,casa,https://casa.metroscubicos.com/MLM-1425542421-casa-en-hacienda-los-venados-tijuana-con-2-recamaras-57-m-id-72364-_JM,"$1,000,000",Tijuana,Hacienda los Venados,126 m²,57 m²,2,2,1,2,,,Sur,9 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425469779,baja-california,casa,https://casa.metroscubicos.com/MLM-1425469779-casa-en-hacienda-los-venados-tijuana-con-2-recamaras-105-m-id-62704-_JM,"$1,400,000",Tijuana,Hacienda los Venados,105 m²,105 m²,2,2,1,2,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425424050,baja-california,casa,https://casa.metroscubicos.com/MLM-1425424050-casa-en-mariano-matamoros-norte-tijuana-con-2-recamaras-130-m-id-77769-_JM,"$1,800,000",Tijuana,Mariano Matamoros (Norte),195 m²,130 m²,2,2,1,3,,,Sur,17 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425455968,baja-california,casa,https://casa.metroscubicos.com/MLM-1425455968-casa-en-lomas-del-real-tijuana-con-2-recamaras-156-m-id-74619-_JM,"$2,250,000",Baja California,Tijuana,209 m²,156 m²,2,2,1,1,,,Sur,12 años,250 MXN,,,,Casa,,,,,,,,,,,,,
1425568080,baja-california,casa,https://casa.metroscubicos.com/MLM-1425568080-casa-en-partido-del-trabajo-tijuana-con-3-recamaras-104-m-id-71948-_JM,"$3,040,000",Baja California,Tijuana,117 m²,104 m²,3,3,3,2,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425456988,baja-california,casa,https://casa.metroscubicos.com/MLM-1425456988-casa-en-terrazas-de-la-presa-tijuana-con-4-recamaras-124-m-id-63125-_JM,"$4,000,000",Tijuana,Terrazas De La Presa,210 m²,124 m²,4,4,2,1,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425555624,baja-california,casa,https://casa.metroscubicos.com/MLM-1425555624-casa-en-chapultepec-california-tijuana-con-3-recamaras-245-m-id-65214-_JM,"$8,571,360",Tijuana,Chapultepec California,250 m²,245 m²,3,3,2,1,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425431130,baja-california,casa,https://casa.metroscubicos.com/MLM-1425431130-casa-en-burocrata-hipodromo-tijuana-con-4-recamaras-200-m-id-63140-_JM,"$7,900,000",Tijuana,Burocrata Hipodromo,480 m²,200 m²,4,4,3,2,,,,12 años,10 MXN,,,,Casa,,,,,,,,,,,,,
1425417835,baja-california,casa,https://casa.metroscubicos.com/MLM-1425417835-casa-en-la-remosa-tijuana-con-4-recamaras-510-m-id-70440-_JM,"$31,828,779",Tijuana,La Remosa,1490 mÂ²,510 mÂ²,4,,,4,,,,,0 MXN,4,6,12 aÃ±os,Casa,,,,,,,,,,,,,
1425469658,baja-california,casa,https://casa.metroscubicos.com/MLM-1425469658-casa-en-terrazas-de-san-angel-tijuana-con-3-recamaras-124-m-id-62484-_JM,"$2,500,000",Tijuana,Terrazas De San Ángel,126 m²,124 m²,3,3,2,2,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425561889,baja-california,casa,https://casa.metroscubicos.com/MLM-1425561889-casa-en-jardines-del-rubi-tijuana-con-4-recamaras-500-m-id-64037-_JM,"$4,565,000",Tijuana,Jardines Del Rubi,360 mÂ²,500 mÂ²,4,,,3,,,,,0 MXN,4,2,12 aÃ±os,Casa,,,,,,,,,,,,,
1425568159,baja-california,casa,https://casa.metroscubicos.com/MLM-1425568159-casa-en-terrazas-de-la-presa-tijuana-con-3-recamaras-300-m-id-64032-_JM,"$4,250,000",Tijuana,Terrazas De La Presa,200 m²,300 m²,3,3,2,4,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425456195,baja-california,casa,https://casa.metroscubicos.com/MLM-1425456195-casa-en-herradura-sur-tijuana-con-3-recamaras-256-m-id-76221-_JM,"$5,960,000",Tijuana,Herradura Sur,256 m²,256 m²,3,3,2,2,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425437385,baja-california,casa,https://casa.metroscubicos.com/MLM-1425437385-casa-en-aguaje-de-la-tuna-2a-seccion-tijuana-con-4-recamaras-200-m-id-62915-_JM,"$5,780,000",Baja California,Tijuana,230 m²,200 m²,4,4,2,2,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425430344,baja-california,casa,https://casa.metroscubicos.com/MLM-1425430344-casa-en-los-arboles-tijuana-con-3-recamaras-139-m-id-60331-_JM,"$5,500,000",Tijuana,Los Árboles,150 m²,139 m²,3,3,2,2,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425561883,baja-california,casa,https://casa.metroscubicos.com/MLM-1425561883-casa-en-real-de-san-francisco-tijuana-con-3-recamaras-150-m-id-64070-_JM,"$1,750,000",Tijuana,Real De San Francisco,150 m²,150 m²,3,3,2,1,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425442973,baja-california,casa,https://casa.metroscubicos.com/MLM-1425442973-casa-en-cerro-colorado-i-tijuana-con-3-recamaras-190-m-id-66475-_JM,"$4,000,000",Tijuana,Cerro Colorado I,200 m²,190 m²,3,3,2,1,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1425424004,baja-california,casa,https://casa.metroscubicos.com/MLM-1425424004-casa-en-chula-vista-tijuana-con-3-recamaras-233-m-id-61027-_JM,"$5,668,410",Baja California,Tijuana,233 m²,233 m²,3,3,2,2,,,,12 años,1000 MXN,,,,Casa,,,,,,,,,,,,,
1425436967,baja-california,casa,https://casa.metroscubicos.com/MLM-1425436967-casa-en-san-luis-tijuana-con-2-recamaras-135-m-id-69694-_JM,"$1,500,000",Tijuana,San Luis,140 m²,135 m²,2,2,1,2,,,,12 años,0 MXN,,,,Casa,,,,,,,,,,,,,
1415910445,baja-california,playas,https://casa.metroscubicos.com/MLM-1415910445-playas-de-rosarito-_JM,"U$S330,000",Playas De Rosarito,Primo Tapia,280 mÂ²,280 mÂ²,,,,2,,3,,,,5,2,,,,Oriente,,,,,,,,,,,
1415953083,baja-california,santa,https://casa.metroscubicos.com/MLM-1415953083-santa-fe-3-recamaras-2-banos-_JM,"$1,250,000",Tijuana,Santa Fe,77 m²,77 m²,,3,2,2,,2,,,,,,,,,,,,,,,,,,,,
1420059832,baja-california,casa,https://casa.metroscubicos.com/MLM-1420059832-casa-amueblada-3-rec-vista-al-mar-_JM,"$6,400,000",Los Cabos,El Tezal,213 mÂ²,168 mÂ²,,,,2,1,2,,,2950 MXN,3,4,10 aÃ±os,,,,,,,,,,,,,,
