ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Ambientes,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,OrientaciÃ³n,Orientación,Bodegas,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1420909620,nayarit,casa,https://casa.metroscubicos.com/MLM-1420909620-casa-versalles-norte-3-habitaciones-_JM,"$1,464,500",Tepic,Versalles Norte,250 m²,,3,2,2,2,18 años,0 MXN,,,,,,,,,,,,,,,,,,,
1416940305,nayarit,casa,https://casa.metroscubicos.com/MLM-1416940305-casa-ubicada-en-colonia-valle-dorado-en-bahia-de-banderas-nayarit-_JM,"$826,100",Bahía De Banderas,Valle Dorado,90 m²,90 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,
1372669642,nayarit,casa,https://casa.metroscubicos.com/MLM-1372669642-casa-sola-en-venta-flamingos-_JM,"$3,460,000",BahÃ­a De Banderas,Flamingos Club Residencial,107 mÂ²,144 mÂ²,,,,,,,,4,3,1 aÃ±os,,,,,,,,,,,,,,,
1318988964,nayarit,casa,https://casa.metroscubicos.com/MLM-1318988964-casa-sola-en-venta-bahia-de-banderas-_JM,"$2,540,000",BahÃ­a De Banderas,BahÃ­a de Banderas,136 mÂ²,110 mÂ²,,,,,,,,3,3,0 aÃ±os,,,,,,,,,,,,,,,
1318983222,nayarit,casa,https://casa.metroscubicos.com/MLM-1318983222-casa-sola-en-venta-nuevo-vallarta-_JM,"U$S433,000",Bahía De Banderas,Nuevo Vallarta,180 m²,228 m²,3,4,,,3 años,,,,,,,,,,,,,,,,,,,,
1422565892,nayarit,casa,https://casa.metroscubicos.com/MLM-1422565892-casa-en-venta-compostela-nayarit-_JM,"U$S995,000",Compostela,Rincón De Guayabitos,393 m²,790 m²,6,8,3,3,,0 USD,,,,,,,,,,,,,,,,,,,
1349868096,nayarit,residencia,https://casa.metroscubicos.com/MLM-1349868096-residencia-nueva-en-nuevo-vallarta-_JM,"U$S551,000",BahÃ­a De Banderas,NÃ¡utico TurÃ­stico,199 mÂ²,289 mÂ²,,,2,,,3000 MXN,,4,4,0 aÃ±os,,,,,,,,,,,,,,,
1415748105,nayarit,casa,https://casa.metroscubicos.com/MLM-1415748105-casa-en-venta-colonia-valle-de-matatipac-tepic-nayarit-_JM,"$1,028,306",Tepic,Valle De Matatipac,319 m²,202 m²,4,3,3,,,,,,,,,,,,,,,,,,,,,,
1388907413,nayarit,casa,https://casa.metroscubicos.com/MLM-1388907413-casa-tule-bucerias-nayarit-_JM,"U$S130,000",BahÃ­a De Banderas,Terralta 1,122 mÂ²,60 mÂ²,,,1,,,,,2,1,12 aÃ±os,,,,,,,,,,,,,,,
1415821850,nayarit,casa,https://casa.metroscubicos.com/MLM-1415821850-casa-en-venta-en-el-ejido-la-cantera-tepic-og-_JM,"$1,700,000",Tepic,La Cantera,616 mÂ²,144 mÂ²,,,5,,,,5,3,2,10 aÃ±os,,,,,,,,,,,,,,,
1339266649,nayarit,casa,https://casa.metroscubicos.com/MLM-1339266649-casa-con-bodega-en-venta-y-renta-en-ruiz-nayarit-_JM,"$4,000,000",Ruiz,Ruiz Centro,330 mÂ²,660 mÂ²,,,,,,,5,3,2,0 aÃ±os,,,,,,,,,,,,,,,
1416210557,nayarit,casa,https://casa.metroscubicos.com/MLM-1416210557-casa-ubicada-en-colonia-15-de-mayo-tepic-nayarit-_JM,"$898,000",Tepic,15 De Mayo,250 m²,160 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1415542176,nayarit,casa,https://casa.metroscubicos.com/MLM-1415542176-casa-en-venta-colonia-los-encantos-bahia-de-banderas-nayarit-_JM,"$677,875",Bahía De Banderas,Valle Dorado,90 m²,90 m²,3,2,1,,,,,,,,,,,,,,,,,,,,,,
1422565899,nayarit,casa,https://casa.metroscubicos.com/MLM-1422565899-casa-en-venta-compostela-nayarit-_JM,"U$S289,000",Compostela,Rincón De Guayabitos,370 m²,320 m²,4,3,2,2,,0 USD,,,,,,,,,,,,,,,,,,,
1422094572,nayarit,casa,https://casa.metroscubicos.com/MLM-1422094572-casa-sola-en-venta-santa-teresita-_JM,"$1,500,000",Tepic,Santa Teresita,150 m²,200 m²,6,3,,,0 años,,,,,,,,,,,,,,,,,,,,
1422501683,nayarit,casa,https://casa.metroscubicos.com/MLM-1422501683-casa-en-venta-compostela-nayarit-_JM,U$S119,Compostela,Miravalles,124 m²,162 m²,1,2,1,2,,0 USD,,,,,,,,,,,,,,,,,,,
1415939062,nayarit,casa,https://casa.metroscubicos.com/MLM-1415939062-casa-duplex-en-venta-tepic-centro-cc-_JM,"$2,625,000",Tepic,Tepic Centro,140 m²,280 m²,4,3,,,0 años,,7,,,,,,,,,,,,,,,,,,
1416207767,nayarit,casa,https://casa.metroscubicos.com/MLM-1416207767-casa-en-pre-venta-a-15-min-de-las-playa-en-la-riviera-nayarit-_JM,"$2,450,240",Bahía De Banderas,San Vicente,136 m²,104 m²,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,
1422471348,nayarit,casa,https://casa.metroscubicos.com/MLM-1422471348-casa-en-condominio-en-venta-bahia-de-banderas-nayarit-_JM,"U$S1,250,000",BahÃ­a De Banderas,Punta De Mita,840 mÂ²,502 mÂ²,,,2,2,,228 USD,,4,4,,,,,,,,,,,,,,,,
1362091414,nayarit,casa,https://casa.metroscubicos.com/MLM-1362091414-casa-nueva-en-nuevo-vallarta-_JM,"U$S596,000",BahÃ­a De Banderas,NÃ¡utico TurÃ­stico,250 mÂ²,290 mÂ²,,,3,,,3000 MXN,,4,4,0 aÃ±os,,,,,,,,,,,,,,,
1422514508,nayarit,casa,https://casa.metroscubicos.com/MLM-1422514508-casa-en-venta-compostela-nayarit-_JM,"U$S479,000",Compostela,Chacala,400 m²,500 m²,4,4,2,2,,0 USD,,,,,,,,,,,,,,,,,,,
1416227228,nayarit,casa,https://casa.metroscubicos.com/MLM-1416227228-casa-residencial-en-venta-por-avenida-rincon-del-cielo-a-1-km-de-valle-dorado-_JM,"$3,608,000",Bahía De Banderas,Rincón del Cielo,105 m²,105 m²,2,2,1,,0 años,,,,,,,,,,,,,,,,,,,,
1414468816,nayarit,casa,https://casa.metroscubicos.com/MLM-1414468816-casa-en-venta-en-mezcales-nay-cerca-de-la-avenida-principal-en-agave-azul-_JM,"$2,400,000",Bahía De Banderas,Mezcales,130 m²,129 m²,3,2,2,,9 años,,,,,,,,,,,,,,,,,,,,
1349886129,nayarit,casa,https://casa.metroscubicos.com/MLM-1349886129-casa-cerca-de-la-playa-en-nuevo-vallarta-_JM,"U$S515,000",BahÃ­a De Banderas,NÃ¡utico TurÃ­stico,200 mÂ²,264 mÂ²,,,2,,,3000 MXN,,3,3,0 aÃ±os,,,,,,,,,,,,,,,
1415283423,nayarit,casa,https://casa.metroscubicos.com/MLM-1415283423-casa-en-fraccionamiento-las-ceibas-bahia-de-banderas-nayarit-_JM,"$403,625",Bahía De Banderas,Las Ceibas,93 m²,72 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,
1400438872,nayarit,casa,https://casa.metroscubicos.com/MLM-1400438872-casa-en-venta-en-tepic-nayarit-vcr-_JM,"$1,214,238",Tepic,Santa Cecilia,163 m²,166 m²,3,2,2,2,,,,,,,,Poniente,1,,,,,,,,,,,,
1416245565,nayarit,casa,https://casa.metroscubicos.com/MLM-1416245565-casa-en-venta-en-bucerias-a-5-min-de-la-playa-_JM,"$4,100,000",Tepic,Flamingos,96 m²,150 m²,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,,
758169537,nayarit,casa,https://casa.metroscubicos.com/MLM-758169537-casa-en-venta-bahia-de-banderas-nayarit-_JM,"U$S145,000",Nayarit,BahÃ­a De Banderas,160 mÂ²,171 mÂ²,,,1,2,,0 USD,,3,2,,,,,,,,,,,,,,,,
1415615663,nayarit,casa,https://casa.metroscubicos.com/MLM-1415615663-casa-en-fraccionamiento-las-ceibas-bahia-de-banderas-nayarit-_JM,"$432,500",Bahía De Banderas,Las Ceibas,90 m²,101 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1398119546,nayarit,casa,https://casa.metroscubicos.com/MLM-1398119546-casa-fraccionamiento-rincon-del-cielo-_JM,"$2,669,305",Nayarit,Bahía De Banderas,126 m²,,2,2,1,,0 años,0 MXN,,,,,,,,,,,,,,,,,,,
1335824776,nayarit,casa,https://casa.metroscubicos.com/MLM-1335824776-casa-mezcalitos-_JM,"U$S220,000",Bahía De Banderas,Las Jarretaderas,204.96 m²,280 m²,4,2,2,,10 años,,,,,,,,,,,,,,,,,,,,
1400813709,nayarit,casa,https://casa.metroscubicos.com/MLM-1400813709-casa-en-esquina-en-venta-en-col-los-sauces-tepic-nay-_JM,"$1,850,000",Tepic,Los Sauces,132 m²,216 m²,5,3,2,,0 años,,8,,,,,,,,,,,,,,,,,,
943301640,nayarit,casa,https://casa.metroscubicos.com/MLM-943301640-casa-en-venta-bahia-de-banderas-sls-_JM,"$936,616",BahÃ­a De Banderas,BucerÃ­as Centro,100 mÂ²,100 mÂ²,,,1,,,,,3,2,,,,,,,,,,,,,,,,
1345859138,nayarit,casa,https://casa.metroscubicos.com/MLM-1345859138-casa-en-col-menchaca-tepic-nayarit-_JM,"$981,440",Tepic,José María Menchaca,172 m²,193 m²,3,2,1,,,,,,,,,,,,,,,,,,,,,,
758173046,nayarit,casa,https://casa.metroscubicos.com/MLM-758173046-casa-en-venta-compostela-nayarit-_JM,"U$S320,000",Compostela,Rincón De Guayabitos,680 m²,352 m²,4,2,1,1,,0 USD,,,,,,,,,,,,,,,,,,,
1422514495,nayarit,casa,https://casa.metroscubicos.com/MLM-1422514495-casa-en-venta-tepic-nayarit-_JM,"U$S750,000",Tepic,Platanitos,2140 m²,1000 m²,3,3,2,1,,0 USD,,,,,,,,,,,,,,,,,,,
1420381141,nayarit,rb,https://casa.metroscubicos.com/MLM-1420381141-rb-vr-venta-de-casa-en-jardines-del-sol-bahia-de-banderas-nayarit-_JM,"$368,096",Bahía De Banderas,Jardines Del Sol,65 m²,85 m²,3,1,1,,,,,,,,,,,,,,,,,,,,,,
1422559537,nayarit,casa,https://casa.metroscubicos.com/MLM-1422559537-casa-en-condominio-en-venta-compostela-nayarit-_JM,"$285,000",Compostela,Rincón De Guayabitos,100 m²,100 m²,2,2,1,1,,4000 MXN,,,,,,,,,,,,,,,,,,,
1414816353,nayarit,casa,https://casa.metroscubicos.com/MLM-1414816353-casa-en-fraccionamiento-las-ceibas-con-atractivos-diferenciadores-_JM,"$2,800,000",Bahía De Banderas,Las Jarretaderas,93 m²,120 m²,3,3,,2,,,,,,,,,,,,,,,,,,,,,
1302887796,nayarit,casa,https://casa.metroscubicos.com/MLM-1302887796-casa-en-venta-en-col-el-tecolote-tepic-_JM,"$2,300,000",Tepic,El Tecolote,199 m²,285 m²,5,3,2,,0 años,,9,,,,,,,,,,,,,,,,,,
1392100652,nayarit,casa,https://casa.metroscubicos.com/MLM-1392100652-casa-en-venta-en-villas-del-roble-tepic-nay-m-_JM,"$770,000",Tepic,Villas del Roble,90 mÂ²,90 mÂ²,,,1,,,,3,2,1,0 aÃ±os,,,,,,,,,,,,,,,
932431932,nayarit,se,https://casa.metroscubicos.com/MLM-932431932-se-vende-casa-nueva-muy-cerca-del-teconologico-tepic-f-_JM,"$2,350,000",Tepic,Las Islas,284 m²,285 m²,6,5,2,,0 años,,11,,,,,,,,,,,,,,,,,,
1422667091,nayarit,casa,https://casa.metroscubicos.com/MLM-1422667091-casa-en-venta-compostela-nayarit-_JM,"U$S245,000",Compostela,Rincón De Guayabitos,565 m²,250 m²,2,2,1,1,,0 USD,,,,,,,,,,,,,,,,,,,
1422578716,nayarit,casa,https://casa.metroscubicos.com/MLM-1422578716-casa-en-venta-compostela-nayarit-_JM,"U$S150,000",Compostela,Rincón De Guayabitos,482 m²,485 m²,3,2,2,1,,0 USD,,,,,,,,,,,,,,,,,,,
936375855,nayarit,casa,https://casa.metroscubicos.com/MLM-936375855-casa-residencial-en-renta-nayarit-col-petrolera-_JM,"$3,200,000",Coatzacoalcos,Petrolera,300 m²,200 m²,3,3,1,,0 años,0 MXN,,,,,,,,,,,,,,,,,,,
1422572246,nayarit,casa,https://casa.metroscubicos.com/MLM-1422572246-casa-en-condominio-en-venta-compostela-nayarit-_JM,"U$S285,000",Compostela,Rincón De Guayabitos,100 m²,100 m²,2,2,1,1,,3900 USD,,,,,,,,,,,,,,,,,,,
1422667075,nayarit,casa,https://casa.metroscubicos.com/MLM-1422667075-casa-en-venta-compostela-nayarit-_JM,"U$S749,000",Compostela,La PeÃ±ita De Jaltemba Centro,584 mÂ²,640 mÂ²,,,,2,,0 USD,,17,9,,,,,,,,,,,,,,,,
1422673331,nayarit,casa,https://casa.metroscubicos.com/MLM-1422673331-casa-en-venta-santiago-ixcuintla-nayarit-_JM,"U$S715,000",Santiago Ixcuintla,Los Otates,1464 m²,294 m²,3,3,1,2,,0 USD,,,,,,,,,,,,,,,,,,,
1422667090,nayarit,casa,https://casa.metroscubicos.com/MLM-1422667090-casa-en-venta-compostela-nayarit-_JM,"U$S399,000",Compostela,Rincón De Guayabitos,420 m²,420 m²,4,4,2,1,,0 USD,,,,,,,,,,,,,,,,,,,
1422565875,nayarit,casa,https://casa.metroscubicos.com/MLM-1422565875-casa-en-venta-bahia-de-banderas-nayarit-_JM,"U$S450,000",BahÃ­a De Banderas,Playas De Huanacaxtle,219 mÂ²,219 mÂ²,,,2,1,,0 USD,,2,3,,,,,,,,,,,,,,,,
1422553082,nayarit,casa,https://casa.metroscubicos.com/MLM-1422553082-casa-en-venta-compostela-nayarit-_JM,"U$S750,000",Nayarit,Compostela,479 mÂ²,279 mÂ²,,,2,2,,0 USD,,5,7,,,,,,,,,,,,,,,,
1422572232,nayarit,casa,https://casa.metroscubicos.com/MLM-1422572232-casa-en-venta-bahia-de-banderas-nayarit-_JM,"U$S2,624,000",Bahía De Banderas,Mezcales,24925 m²,,,,,,,0 USD,,,,,,,,,,,,,,,,,,,
1420365198,nayarit,rb,https://casa.metroscubicos.com/MLM-1420365198-rb-vr-venta-de-casa-en-lazaro-cardenas-tepic-nayarit-_JM,"$635,552",Tepic,Lázaro Cárdenas,110 m²,150 m²,3,1,1,1,,,,,,,,,,,,,,,,,,,,,
926243021,nayarit,casa,https://casa.metroscubicos.com/MLM-926243021-casa-en-venta-_JM,"$2,250,000",Tepic,El Rodeo,140 m²,374 m²,3,1,,2,15 años,,,,,,,,,,,,,,,,,,,,
1373160009,nayarit,casa,https://casa.metroscubicos.com/MLM-1373160009-casa-en-obra-gris-en-venta-en-col-el-paraiso-tepic-_JM,"$1,100,000",Tepic,El ParaÃ­so,183 mÂ²,192 mÂ²,,,2,,,,7,3,4,0 aÃ±os,,,,,,,,,,,,,,,
943296075,nayarit,casa,https://casa.metroscubicos.com/MLM-943296075-casa-en-venta-en-colonia-15-de-mayo-tepic-sls-_JM,"$1,098,000",Tepic,15 De Mayo,250 m²,160 m²,2,2,1,,,,,,,,,,,,,,,,,,,,,,
1422673338,nayarit,casa,https://casa.metroscubicos.com/MLM-1422673338-casa-en-venta-tepic-nayarit-_JM,"U$S520,000",Tepic,Platanitos,1683 mÂ²,400 mÂ²,,,2,2,,0 USD,,3,3,,,,,,,,,,,,,,,,
1324441992,nayarit,casa,https://casa.metroscubicos.com/MLM-1324441992-casa-hermosa-en-bahia-de-banderas-dc-_JM,"$640,600",BahÃ­a De Banderas,Mezcales,100 mÂ²,80 mÂ²,,,1,,,,,3,1,,,,,,,,,,,,,,,,
1422071740,nayarit,casa,https://casa.metroscubicos.com/MLM-1422071740-casa-sola-en-venta-caminera-_JM,"$950,000",Tepic,Caminera,119 m²,100 m²,2,3,,,0 años,,,,,,,,,,,,,,,,,,,,
954283894,nayarit,porton,https://casa.metroscubicos.com/MLM-954283894-porton-del-cielo-_JM,"$3,452,000",Bahía De Banderas,Bahía de Banderas,105 m²,105 m²,3,2,2,,0 años,,6,,,,,,,,,,,,,,,,,,
1412188725,nayarit,casa,https://casa.metroscubicos.com/MLM-1412188725-casa-en-venta-a-5-minutos-del-mar-en-nuevo-vallarta-_JM,"$2,210,890",Bahía De Banderas,Rincón del Cielo,84 m²,84 m²,2,2,2,,0 años,,5,,,,,,,,,,,,,,,,,,
1373860993,nayarit,casa,https://casa.metroscubicos.com/MLM-1373860993-casa-sola-en-venta-rincon-del-cielo-_JM,"$2,216,770",Bahía De Banderas,Rincón del Cielo,84 m²,84 m²,2,3,,,1 años,,,,,,,,,,,,,,,,,,,,
931065460,nayarit,punta,https://casa.metroscubicos.com/MLM-931065460-punta-amore-mia-exclusivo-desarrollo-boutique-ubicado-en-el-lujoso-punta-de-mita-_JM,"U$S297,500",BahÃ­a De Banderas,Punta De Mita,170 mÂ²,170 mÂ²,,,1,,,6000 MXN,,3,2,0 aÃ±os,,,,,,,,,,,,,,,
1422667072,nayarit,casa,https://casa.metroscubicos.com/MLM-1422667072-casa-en-venta-compostela-nayarit-_JM,"U$S349,900",Compostela,Chacala,392 m²,215 m²,2,3,1,1,,0 USD,,,,,,,,,,,,,,,,,,,
1422559533,nayarit,casa,https://casa.metroscubicos.com/MLM-1422559533-casa-en-venta-compostela-nayarit-_JM,"U$S150,000",Compostela,Rincón De Guayabitos,276 m²,200 m²,2,1,1,1,,0 USD,,,,,,,,,,,,,,,,,,,
1414146989,nayarit,casa,https://casa.metroscubicos.com/MLM-1414146989-casa-sola-en-venta-san-jose-del-valle-_JM,"$1,200,000",BahÃ­a De Banderas,San JosÃ© Del Valle,70 mÂ²,70 mÂ²,,,,,,,,3,1,0 aÃ±os,,,,,,,,,,,,,,,
1422572240,nayarit,casa,https://casa.metroscubicos.com/MLM-1422572240-casa-en-venta-compostela-nayarit-_JM,"U$S359,000",Compostela,Rincón De Guayabitos,450 m²,151 m²,3,2,2,1,,0 USD,,,,,,,,,,,,,,,,,,,
1422572243,nayarit,casa,https://casa.metroscubicos.com/MLM-1422572243-casa-en-condominio-en-venta-compostela-nayarit-_JM,"U$S170,000",Compostela,Rincón De Guayabitos,100 m²,100 m²,2,2,1,1,,150 USD,,,,,,,,,,,,,,,,,,,
1422559535,nayarit,casa,https://casa.metroscubicos.com/MLM-1422559535-casa-en-condominio-en-venta-bahia-de-banderas-nayarit-_JM,"U$S1,350,000",BahÃ­a De Banderas,Punta De Mita,1309 mÂ²,472 mÂ²,,,2,2,,234 USD,,4,4,,,,,,,,,,,,,,,,
804220297,nayarit,casa,https://casa.metroscubicos.com/MLM-804220297-casa-de-los-abuelos-en-virreyes-nuevo-vallarta-en-venta-_JM,"U$S395,000",BahÃ­a De Banderas,Flamingos Nuevo Vallarta,265 mÂ²,220 mÂ²,,,,,,,,3,3,,,,,,,,,,,,,,,,
1384110999,nayarit,remato,https://casa.metroscubicos.com/MLM-1384110999-remato-gran-oportunidad-casa-en-calle-malaga-col-cuidad-del-valle-tepic-nayarit-nog-nayarit-_JM,"$1,756,000",Tepic,Ciudad Del Valle,200 m²,100 m²,2,1,2,,,,,,,,,,,,,,,,,,,,,,
943299498,nayarit,casa,https://casa.metroscubicos.com/MLM-943299498-casa-en-venta-en-condominio-vista-pelicanos-sls-_JM,"$3,711,700",Bahía De Banderas,Cruz De Huanacaxtle,62 m²,120 m²,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1325173424,nayarit,casa,https://casa.metroscubicos.com/MLM-1325173424-casa-en-venta-en-tepic-nayarit-vcr-_JM,"$1,923,898",Tepic,Ciudad Del Valle,275 m²,356 m²,3,2,1,2,,,,,,,,,1,,,,,,,,,,,,
1358459188,nayarit,residencia,https://casa.metroscubicos.com/MLM-1358459188-residencia-de-lujo-en-venta-y-renta-por-dia-real-del-mar-vallarta-_JM,"U$S1,700,000",Bahía De Banderas,Cruz De Huanacaxtle,650 m²,600 m²,5,4,2,2,,,,,,,,,,,,,,,,,,,,,
1386608365,nayarit,rb,https://casa.metroscubicos.com/MLM-1386608365-rb-venta-de-casa-en-lomas-del-sol-bahia-de-banderas-nayarit-_JM,"$942,355",Bahía De Banderas,Nuevo Vallarta,250 m²,150 m²,3,2,1,,,,,,,,,,,,,,,,,,,,,,
1398628309,nayarit,rb,https://casa.metroscubicos.com/MLM-1398628309-rb-venta-dde-casa-en-fracc-las-cumbres-tepic-nayarit-_JM,"$1,522,500",Tepic,El Ocho,90 m²,180 m²,3,2,1,2,,,,,,,,,,,,,,,,,,,,,
1389981338,nayarit,fy,https://casa.metroscubicos.com/MLM-1389981338-fy-unica-casa-en-la-colonia-nayabarastos-nayarit-_JM,"$1,634,315",Tepic,Nayarabastos,151 m²,166 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1341873199,nayarit,casa,https://casa.metroscubicos.com/MLM-1341873199-casa-en-venta-en-fracc-aramara-ii-tepic-el-_JM,"$790,000",Tepic,Aramara,90 mÂ²,80 mÂ²,,,1,,,,4,2,2,0 aÃ±os,,,,,,,,,,,,,,,
870915144,nayarit,casa,https://casa.metroscubicos.com/MLM-870915144-casa-en-venta-en-esquina-en-cantera-del-nayar-tepicel-_JM,"$970,000",Tepic,Cantera Del Nayar,153 mÂ²,1 mÂ²,,,,,,,,,,0 aÃ±os,,,,,,,,,,,,,,,
931069284,nayarit,preciosa,https://casa.metroscubicos.com/MLM-931069284-preciosa-casa-de-playa-con-dos-lotes-y-dos-construcciones-amuebladas-_JM,"U$S825,000",Bahía De Banderas,Higuera Blanca,398.12 m²,464 m²,4,6,2,,0 años,,,,,,,,,,,,,,,,,,,,
1406596364,nayarit,excelente,https://casa.metroscubicos.com/MLM-1406596364-excelente-casa-en-jacarandas-tepic-nay-oportunidad-fvc-_JM,"$489,968",Tepic,Jacarandas,93 m²,145 m²,3,2,1,2,,,,,,,,,1,,,,,,,,,,,,
1314526559,nayarit,se,https://casa.metroscubicos.com/MLM-1314526559-se-vende-casa-en-fracc-las-ceibas-nuevo-vallarta-nayarit-_JM,"$2,600,000",BahÃ­a De Banderas,Nuevo Vallarta,100 mÂ²,120 mÂ²,,,2,,,,6,3,2,0 aÃ±os,,,,,,,,,,,,,,,
943310626,nayarit,casa,https://casa.metroscubicos.com/MLM-943310626-casa-en-venta-en-bahia-de-banderas-sls-_JM,"$928,313",Bahía De Banderas,Mezcales,85 m²,140 m²,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1387207206,nayarit,rb,https://casa.metroscubicos.com/MLM-1387207206-rb-venta-de-lagos-del-country-tepic-nayarit-_JM,"$1,225,000",Tepic,Lagos Del Country,130 m²,120 m²,3,2,1,,,,,,,,,,,,,,,,,,,,,,
1391522233,nayarit,terreno,https://casa.metroscubicos.com/MLM-1391522233-terreno-campestre-a-bordo-de-carretera-en-venta-en-puga-tep-_JM,"$2,650,000",Tepic,Francisco I Madero,2295 m²,200 m²,4,1,5,,0 años,,5,,,,,,,,,,,,,,,,,,
1414169716,nayarit,casa,https://casa.metroscubicos.com/MLM-1414169716-casa-en-venta-colonia-lindavista-tepic-nayarit-_JM,"$581,500",Tepic,Lindavista,200 m²,273 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1406992501,nayarit,casa,https://casa.metroscubicos.com/MLM-1406992501-casa-en-condominio-con-alberca-acceso-a-la-playa-de-nuevo-vallarta-a-tan-solo-15-minutos-caminando-_JM,"$2,850,000",BahÃ­a De Banderas,Las Jarretaderas,90 mÂ²,113 mÂ²,,,,,,,,3,2,,,,,,,,,,,,,,,,
943304928,nayarit,casa,https://casa.metroscubicos.com/MLM-943304928-casa-en-venta-en-puerta-del-sol-nayarit-sls-_JM,"$1,218,327",Xalisco,Puerta Del Sol,141 m²,157 m²,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1399697650,nayarit,baja,https://casa.metroscubicos.com/MLM-1399697650-baja-de-precio-excelente-casa-en-bucerias-_JM,"$3,000,000",BahÃ­a De Banderas,Bucerias,241 mÂ²,159 mÂ²,,,2,,,,,3,2,10 aÃ±os,Poniente,,1,,,,,,,,,,,,
931070050,nayarit,hermosamente,https://casa.metroscubicos.com/MLM-931070050-hermosamente-disenada-casa-de-4-dormitorios45-banos-en-rinconada-de-banderas-_JM,"U$S639,000",BahÃ­a De Banderas,NÃ¡utico TurÃ­stico,329.35 mÂ²,411 mÂ²,,,,,,,,4,4,8 aÃ±os,,,,,,,,,,,,,,,
870923663,nayarit,vendo,https://casa.metroscubicos.com/MLM-870923663-vendo-casa-en-la-col-lazaro-cardenas-rl-_JM,"$1,500,000",Tepic,Lázaro Cárdenas,225 m²,1 m²,6,2,4,,31 años,,8,,,,,,,,,,,,,,,,,,
1414449222,nayarit,venta,https://casa.metroscubicos.com/MLM-1414449222-venta-de-casa-en-san-jose-nayarit-bahia-de-banderas-en-las-flores-_JM,"U$S69,900",BahÃ­a De Banderas,San JosÃ© Del Valle,180 mÂ²,90 mÂ²,,,2,,,,,1,1,6 aÃ±os,,,,,,,,,,,,,,,
1392599013,nayarit,casa,https://casa.metroscubicos.com/MLM-1392599013-casa-en-venta-en-palma-real-nayarit-dcch-_JM,"$439,027",Bahía De Banderas,Palma Real,90 m²,150 m²,3,2,1,2,12 años,,,,,,,,,,,,,,,,,,,,
1406949431,nayarit,casa,https://casa.metroscubicos.com/MLM-1406949431-casa-en-condominio-con-alberca-acceso-a-la-playa-de-nuevo-vallarta-a-tan-solo-15-minutos-caminando-_JM,"$3,990,000",BahÃ­a De Banderas,Las Jarretaderas,,103 mÂ²,,,,,,,,3,2,,,,,,,,,,,,,,,,
931065615,nayarit,hermosa,https://casa.metroscubicos.com/MLM-931065615-hermosa-casa-dentro-de-las-puertas-privadas-de-los-arboles-residencial-_JM,"U$S750,000",BahÃ­a De Banderas,Flamingos Club Residencial,375 mÂ²,400 mÂ²,,,2,,,,,4,5,5 aÃ±os,,,,,,,,,,,,,,,
1390379000,nayarit,oportunidad,https://casa.metroscubicos.com/MLM-1390379000-oportunidad-de-casa-en-venta-fracc-ceibas-residencial-_JM,"$2,300,000",Bahía De Banderas,Las Ceibas,102 m²,102 m²,3,2,,2,,,,,,,,,,,,,,,,,,,,,
1408205850,nayarit,casa,https://casa.metroscubicos.com/MLM-1408205850-casa-en-venta-con-excelente-ubicacion-en-col-zapata-tepic-_JM,"$1,860,000",Tepic,Emiliano Zapata,397 m²,182 m²,3,2,1,,0 años,,5,,,,,,,,,,,,,,,,,,
1422578707,nayarit,casa,https://casa.metroscubicos.com/MLM-1422578707-casa-en-venta-bahia-de-banderas-nayarit-_JM,"U$S217,000",BahÃ­a De Banderas,Nuevo Vallarta,733 mÂ²,,,,,,,0 USD,,,,,,,,,,,,,,,,,,,
1406980015,nayarit,planes,https://casa.metroscubicos.com/MLM-1406980015-planes-de-financiamiento-aprovecha-las-facilidades-de-pago-disponibles-_JM,"$3,050,000",Bahía De Banderas,Las Jarretaderas,90 m²,113 m²,3,2,,,,,,,,,,,,,,,,,,,,,,,
1406986348,nayarit,casas,https://casa.metroscubicos.com/MLM-1406986348-casas-en-pre-venta-en-nuevo-vallarta-a-solo-5-minutos-de-vidanta-y-a-15-minutos-de-puerto-vallarta-_JM,"$2,950,000",Bahía De Banderas,Las Jarretaderas,90 m²,90 m²,3,2,,,,,,,,,,,,,,,,,,,,,,,
