ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
1390059422,colima,terreno,https://terreno.metroscubicos.com/MLM-1390059422-terreno-industrial-en-venta-cerca-del-crucero-de-tecoman-_JM,"$30,000,000",Tecoman,Cerro De Aguilar,500000 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1392006582,colima,terreno,https://terreno.metroscubicos.com/MLM-1392006582-terreno-en-venta-mina-de-pena-_JM,"$339,300",Villa De Álvarez,Real De Minas,117 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1390003495,colima,terreno,https://terreno.metroscubicos.com/MLM-1390003495-terreno-en-venta-el-carrizal-_JM,"$780,000",Villa De Álvarez,El Carrizal,1200 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394472850,colima,terreno,https://terreno.metroscubicos.com/MLM-1394472850-terreno-en-venta-celsa-virgen-comala-colima-pueblo-magico-_JM,"$650,000",Colima,Comala,376 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394448279,colima,terreno,https://terreno.metroscubicos.com/MLM-1394448279-terreno-en-venta-fraccionamiento-en-nogueras-comala-colima-cuenta-con-serv-de-agua-luz-y-dre-_JM,"$528,000",Colima,Comala,160 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394467051,colima,terreno,https://terreno.metroscubicos.com/MLM-1394467051-terreno-en-venta-higueras-del-espinal-va-colima-cerca-de-av-ninos-heroes-y-del-hospital-imss-_JM,"$270,000",Villa De Álvarez,Higueras del Espinal,175 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394754203,colima,terreno,https://terreno.metroscubicos.com/MLM-1394754203-terreno-comercial-en-venta-residencial-esmeralda-norte-_JM,"$40,012,201",Colima,Residencial Esmeralda Norte,5189 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394766905,colima,terreno,https://terreno.metroscubicos.com/MLM-1394766905-terreno-en-venta-paseos-de-la-hacienda-_JM,"$1,352,307",Colima,Arboledas De La Hacienda,318 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394588412,colima,terreno,https://terreno.metroscubicos.com/MLM-1394588412-terreno-en-venta-senderos-de-rancho-blanco-_JM,"$320,000",Villa De Álvarez,Senderos De Rancho Blanco,108 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394760537,colima,terreno,https://terreno.metroscubicos.com/MLM-1394760537-terreno-en-venta-rincon-del-colibri-_JM,"$895,860",Colima,Rincón del Colibrí,221 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1390016053,colima,terreno,https://terreno.metroscubicos.com/MLM-1390016053-terreno-comercial-en-venta-cuahutemoc-de-25-hectareas-excelente-para-vivero-_JM,"$12,500,000",Cuauhtemoc,Cuauhtémoc,250000 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394777640,colima,terreno,https://terreno.metroscubicos.com/MLM-1394777640-terreno-en-venta-paseos-de-la-hacienda-_JM,"$1,455,582",Colima,Arboledas De La Hacienda,342 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
944471387,colima,terreno,https://terreno.metroscubicos.com/MLM-944471387-terreno-en-venta-con-un-excelente-precio-de-venta-_JM,"$6,000,000",Manzanillo,Veladeros De Los Otates,150000 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1394794756,colima,terreno,https://terreno.metroscubicos.com/MLM-1394794756-terreno-en-venta-rincon-del-colibri-_JM,"$901,692",Colima,Rincón del Colibrí,220 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394741300,colima,terreno,https://terreno.metroscubicos.com/MLM-1394741300-terreno-en-venta-paseos-de-la-hacienda-_JM,"$1,398,335",Colima,Arboledas De La Hacienda,329 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1331400386,colima,hermosos,https://terreno.metroscubicos.com/MLM-1331400386-hermosos-terrenos-en-comala-y-nogueras-campestre-los-murmu-_JM,"$3,120,000",Comala,Cómala,1200 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1394741298,colima,terreno,https://terreno.metroscubicos.com/MLM-1394741298-terreno-en-venta-paseos-de-la-hacienda-_JM,"$1,364,760",Colima,Arboledas De La Hacienda,321 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1394794755,colima,terreno,https://terreno.metroscubicos.com/MLM-1394794755-terreno-en-venta-paseos-de-la-hacienda-_JM,"$1,404,540",Colima,Arboledas De La Hacienda,330 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1390109548,colima,terreno,https://terreno.metroscubicos.com/MLM-1390109548-terreno-comercial-en-venta-puerto-seco-12-hectareas-_JM,"$120,000,000",Colima,Manzanillo,120000 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
