ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Tipo de casa,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,Bodegas,AntigÃ¼edad,OrientaciÃ³n,Orientación,Cantidad de pisos,Tipo de propiedad,Tipo de departamento,Disposición,Departamentos por piso,Número de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1409960784,oaxaca,propiedad,https://casa.metroscubicos.com/MLM-1409960784-propiedad-en-venta-muy-cerca-del-tempo-de-santo-domingo-de-guzman-_JM,"$10,000,000",Oaxaca De Juárez,Estado Oaxaca,286 m²,209 m²,,5,1,,,0 años,,,,,,,,,,,,,,,,,,,
1408117731,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408117731-casa-nueva-en-venta-_JM,"$3,600,000",San Sebastián Tutla,San Sebastián Tutla,152 m²,252 m²,,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,
1408123706,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408123706-casa-nueva-lista-para-habitar-_JM,"$2,500,000",San AgustÃ­n De Las Juntas,San AgustÃ­n De Las Juntas,140 mÂ²,130 mÂ²,,,,,,,,3,1,,0 aÃ±os,,,2,,,,,,,,,,,
1393217804,oaxaca,17071,https://casa.metroscubicos.com/MLM-1393217804-17071-blvd-oaxaca-lomas-de-angelopolis-_JM,"$4,000,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis,130 mÂ²,257 mÂ²,,,,2,,,,3,5,,,,,,,,,,,,,,,,
1421622202,oaxaca,casa,https://casa.metroscubicos.com/MLM-1421622202-casa-sola-en-venta-san-felipe-del-agua-_JM,"$5,500,000",Oaxaca De Juárez,San Felipe Del Agua 1,162 m²,250 m²,,4,4,,,0 años,,,,,,,,,,,,,,,,,,,
1408079576,oaxaca,terreno,https://casa.metroscubicos.com/MLM-1408079576-terreno-con-construccion-en-venta-_JM,"$1,500,000",Oaxaca De Juárez,Vicente Suárez,175 m²,46 m²,,3,1,2,,0 años,,,,,,,,,,,,,,,,,,,
1408079595,oaxaca,departamentos,https://casa.metroscubicos.com/MLM-1408079595-departamentos-duo-en-venta-_JM,"$1,800,000",San Agustín Yatareni,San Agustín Yatareni,60 m²,120 m²,,4,2,1,,0 años,,,,,,,,1,,,,,,,,,,,
1414135916,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414135916-casa-sola-en-venta-san-miguel-etla-_JM,"$7,371,790",San Juan Bautista Guelache,San Miguel Etla,1761 m²,268 m²,,4,4,,,0 años,,,,,,,,,,,,,,,,,,,
1408148274,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408148274-casa-en-venta-en-santa-rosa-_JM,"$3,500,000",Oaxaca De Juárez,Cedros,320 m²,300 m²,,3,2,3,,0 años,,,,,,,,2,,,,,,,,,,,
1335885730,oaxaca,casa,https://casa.metroscubicos.com/MLM-1335885730-casa-en-venta-en-pueblo-nuevo-oaxaca-_JM,"$1,200,000",Oaxaca De JuÃ¡rez,Pueblo Nuevo,149 mÂ²,119 mÂ²,,,,,,,,2,1,,5 aÃ±os,,,,,,,,,,,,,,
1414832457,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414832457-casa-sola-en-venta-sector-o-_JM,"$9,000,000",Santa Maria Huatulco,Sector O,557 m²,388 m²,,4,5,,,0 años,,,,,,,,,,,,,,,,,,,
1394197437,oaxaca,casa,https://casa.metroscubicos.com/MLM-1394197437-casa-en-venta-en-oaxaca-de-juarez-oaxaca-vcr-_JM,"$3,636,300",Oaxaca De Juárez,La Soledad,350 m²,542 m²,,4,3,3,,,,,,1,,,Oriente,2,,,,,,,,,,,
1412706993,oaxaca,casa,https://casa.metroscubicos.com/MLM-1412706993-casa-sola-en-venta-ex-hacienda-la-soledad-_JM,"$3,500,000",Oaxaca,San Lorenzo Cacaotepec,2485 m²,210 m²,,3,3,,,0 años,,,,,,,,,,,,,,,,,,,
1408117742,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408117742-casa-en-venta-en-candiani-_JM,"$3,200,000",Oaxaca De Juárez,Candiani,137 m²,120 m²,,2,2,,,0 años,,,,,,,,1,,,,,,,,,,,
1335831199,oaxaca,venta,https://casa.metroscubicos.com/MLM-1335831199-venta-de-casa-en-oaxaca-de-juarez-oaxaca-_JM,"$12,000,000",Oaxaca De Juárez,Guadalupe Victoria,1500 m²,759 m²,,4,5,,,10 años,,,,,,,,,,,,,,,,,,,
1387240271,oaxaca,en,https://casa.metroscubicos.com/MLM-1387240271-en-venta-bonita-casa-en-san-raymundo-jalpan-_JM,"$780,000",San Raymundo Jalpan,San Raymundo Jalpan,220 m²,210 m²,,2,1,1,,10 años,,,,,,,,,,,,,,,,,,,
1419631798,oaxaca,casa,https://casa.metroscubicos.com/MLM-1419631798-casa-sola-en-venta-fraile-_JM,"$4,900,000",Tlalixtac De Cabrera,Fraile,200 m²,252 m²,,3,4,,,0 años,,,,,,,,,,,,,,,,,,,
1339238121,oaxaca,casa,https://casa.metroscubicos.com/MLM-1339238121-casa-sola-en-venta-tlalixtac-de-cabrera-_JM,"$14,900,000",Tlalixtac De Cabrera,Tlalixtac De Cabrera,1082 mÂ²,406 mÂ²,,,,,,,,4,5,,0 aÃ±os,,,,,,,,,,,,,,
921888539,oaxaca,casa,https://casa.metroscubicos.com/MLM-921888539-casa-sola-en-venta-san-lorenzo-cacaotepec-_JM,"$2,550,000",San Lorenzo Cacaotepec,San Lorenzo Cacaotepec,200 m²,160 m²,,3,3,,,0 años,,,,,,,,,,,,,,,,,,,
1408185922,oaxaca,se,https://casa.metroscubicos.com/MLM-1408185922-se-vende-casa-en-ixhuatan-_JM,"$1,058,760",San Francisco Ixhuatan,San Francisco Ixhuatan,516 mÂ²,214 mÂ²,,,,,,,,3,2,1,0 aÃ±os,,,1,,,,,,,,,,,
1408123909,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408123909-casa-en-venta-en-el-fraccionamiento-jardines-de-yahuiche-_JM,"$1,300,000",Santa Maria Atzompa,Yahuiche,90 mÂ²,,,,,1,,,,3,2,,0 aÃ±os,,,2,,,,,,,,,,,
1335881367,oaxaca,hermosa,https://casa.metroscubicos.com/MLM-1335881367-hermosa-casa-en-venta-en-la-colonia-dolores-oaxaca-de-juarez-_JM,"$3,500,000",Oaxaca De Juárez,Dolores,175 m²,227 m²,,4,3,2,,0 años,,,,,,,,,,,,,,,,,,,
1414121031,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414121031-casa-sola-en-venta-santa-maria-huatulco-centro-_JM,"U$S595,000",Santa Maria Huatulco,Santa Maria Huatulco Centro,779 m²,779 m²,,3,4,,,0 años,,,,,,,,,,,,,,,,,,,
1392947458,oaxaca,casa,https://casa.metroscubicos.com/MLM-1392947458-casa-sola-en-venta-santa-maria-huatulco-centro-_JM,"U$S675,000",Santa Maria Huatulco,Santa Maria Huatulco Centro,800 m²,800 m²,,4,5,,,0 años,,,,,,,,,,,,,,,,,,,
1422078986,oaxaca,casa,https://casa.metroscubicos.com/MLM-1422078986-casa-en-venta-calle-barba-toledosanta-maria-de-colotepecru-22-2397-_JM,"$675,004",Oaxaca,San Pedro Mixtepec-juquila,64 mÂ²,64 mÂ²,,,,2,,,,2,2,,1 aÃ±os,,,,,,,,,,,,,,
1414116363,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414116363-casa-sola-en-venta-san-felipe-del-agua-_JM,"U$S549,000",Oaxaca De Juárez,San Felipe Del Agua 1,500 m²,524 m²,,3,4,,,0 años,,,,,,,,,,,,,,,,,,,
1339218864,oaxaca,casa,https://casa.metroscubicos.com/MLM-1339218864-casa-sola-en-venta-san-lorenzo-cacaotepec-_JM,"$2,550,000",San Lorenzo Cacaotepec,San Lorenzo Cacaotepec,200 m²,160 m²,,3,3,,,0 años,,,,,,,,,,,,,,,,,,,
1414133969,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414133969-casa-uso-de-suelo-en-venta-puerto-escondido-centro-_JM,"U$S286,600",San Pedro Mixtepec-juquila,Puerto Escondido Centro,144 mÂ²,144 mÂ²,,,,,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,,
1420150433,oaxaca,casa,https://casa.metroscubicos.com/MLM-1420150433-casa-sola-en-venta-tlalixtac-de-cabrera-_JM,"$4,500,000",Tlalixtac De Cabrera,Tlalixtac De Cabrera,128 m²,254 m²,,4,3,,,0 años,,,,,,,,,,,,,,,,,,,
1335842906,oaxaca,en,https://casa.metroscubicos.com/MLM-1335842906-en-venta-propiedad-en-oaxaca-de-juarez-oaxaca-_JM,"$3,300,000",San Sebastián Tutla,San Sebastián Tutla,260 m²,187 m²,,4,2,4,,4 años,,,,,,,,,,,,,,,,,,,
933350767,oaxaca,go,https://casa.metroscubicos.com/MLM-933350767-go-remato-casa-av-oaxaca-jacarandas-tlanepantla-de-baz-_JM,"$2,946,000",Tlalnepantla de Baz,Jacarandas,125 m²,160 m²,,4,2,2,,30 años,,,,,,,,2,,,,,,,,,,,
1353889683,oaxaca,casa,https://casa.metroscubicos.com/MLM-1353889683-casa-sola-en-venta-centro-_JM,"$30,000,000",Oaxaca De Juárez,Oaxaca Centro,800 m²,900 m²,,2,5,,,0 años,,,,,,,,,,,,,,,,,,,
1414129481,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414129481-casa-sola-en-venta-san-felipe-del-agua-_JM,"$21,780,000",Oaxaca De Juárez,San Felipe Del Agua 1,1668 m²,800 m²,,3,5,,,0 años,,,,,,,,,,,,,,,,,,,
1412763210,oaxaca,casa,https://casa.metroscubicos.com/MLM-1412763210-casa-uso-de-suelo-en-venta-union-y-progreso-_JM,"$7,000,000",Oaxaca De Juárez,Unión Y Progreso,360 m²,260 m²,,4,6,,,0 años,,,,,,,,,,,,,,,,,,,
1412825863,oaxaca,casa,https://casa.metroscubicos.com/MLM-1412825863-casa-sola-en-venta-san-francisco-tutla-_JM,"$3,350,000",Santa Lucia Del Camino,San Francisco Tutla,157 m²,255 m²,,3,6,,,0 años,,,,,,,,,,,,,,,,,,,
1353895675,oaxaca,casa,https://casa.metroscubicos.com/MLM-1353895675-casa-sola-en-venta-lachigolo-_JM,"U$S850,000",San Francisco Lachigolo,San Francisco Lachigolo,3752 mÂ²,616 mÂ²,,,,,,,,3,5,,0 aÃ±os,,,,,,,,,,,,,,
1408166768,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408166768-casa-moderna-en-villa-de-zaachila-_JM,"$1,500,000",Villa De Zaachila,Real del Valle,76 m²,150 m²,,3,3,,,0 años,,,,,,,,3,,,,,,,,,,,
893202053,oaxaca,casa,https://casa.metroscubicos.com/MLM-893202053-casa-sola-en-venta-san-agustin-de-las-juntas-_JM,"$5,900,000",San AgustÃ­n De Las Juntas,San AgustÃ­n De Las Juntas,357 mÂ²,200 mÂ²,,,,,,,,8,5,,13 aÃ±os,,,,,,,,,,,,,,
1419388027,oaxaca,casa,https://casa.metroscubicos.com/MLM-1419388027-casa-sola-en-venta-odisea-_JM,"$1,310,000",Santa Maria Atzompa,Odisea,125 m²,75 m²,,2,2,,,0 años,,,,,,,,,,,,,,,,,,,
1339251074,oaxaca,casa,https://casa.metroscubicos.com/MLM-1339251074-casa-sola-en-venta-san-sebastian-etla-_JM,"$2,500,000",San Pablo Etla,San SebastiÃ¡n Etla,550 mÂ²,190 mÂ²,,,,,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,,
1412769490,oaxaca,casa,https://casa.metroscubicos.com/MLM-1412769490-casa-sola-en-venta-fracc-aguayo-_JM,"$1,050,000",Santa Cruz Xoxocotlan,Aguayo Xoxocotlan,82 m²,120 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1414114498,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414114498-casa-sola-en-venta-san-felipe-del-agua-_JM,"U$S549,000",Oaxaca De Juárez,San Felipe Del Agua 1,500 m²,524 m²,,3,4,,,0 años,,,,,,,,,,,,,,,,,,,
927043257,oaxaca,casa,https://casa.metroscubicos.com/MLM-927043257-casa-san-juan-bautista-tuxtepec-_JM,"$2,500,000",Oaxaca,San Juan Bautista Tuxtepec,385 m²,,,,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,,
1420251702,oaxaca,casa,https://casa.metroscubicos.com/MLM-1420251702-casa-sola-en-venta-tlalixtac-de-cabrera-_JM,"$3,000,000",Tlalixtac De Cabrera,Tlalixtac De Cabrera,128 m²,145 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1419562502,oaxaca,casa,https://casa.metroscubicos.com/MLM-1419562502-casa-sola-en-venta-cuauhtemoc-cardenas-_JM,"$2,200,000",San Jacinto Amilpas,Cuauhtémoc Cárdenas Solórzano,130 m²,128 m²,,3,3,,,1 años,,,,,,,,,,,,,,,,,,,
1408173244,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408173244-casa-en-venta-en-xochimilco-oaxaca-_JM,"$5,000,000",Oaxaca De Juárez,Xochimilco,111 m²,180 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1413846839,oaxaca,casa,https://casa.metroscubicos.com/MLM-1413846839-casa-en-la-colonia-reforma-_JM,"$3,000,000",Oaxaca De Juárez,Reforma,126 m²,,,3,1,1,,0 años,,,,1,,,,2,,,,,,,,,,,
1340227488,oaxaca,venta,https://casa.metroscubicos.com/MLM-1340227488-venta-de-casa-en-santa-maria-atzompa-_JM,"$2,900,000",Santa Maria Atzompa,Santa María Atzompa,200 m²,150 m²,,5,2,4,,15 años,,,,,,,,,,,,,,,,,,,
1350608070,oaxaca,casa,https://casa.metroscubicos.com/MLM-1350608070-casa-en-venta-en-san-sebastian-tutla-oaxaca-_JM,"$2,400,000",San Sebastián Tutla,San Sebastián Tutla,200 m²,214.6 m²,,3,2,1,,0 años,,,,,,,,,,,,,,,,,,,
1420134925,oaxaca,casa,https://casa.metroscubicos.com/MLM-1420134925-casa-sola-en-venta-tlalixtac-de-cabrera-_JM,"$3,000,000",Tlalixtac De Cabrera,Tlalixtac De Cabrera,128 m²,145 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1414166307,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414166307-casa-sola-en-venta-san-miguel-etla-_JM,"$7,371,790",San Juan Bautista Guelache,San Miguel Etla,1761 m²,268 m²,,4,4,,,0 años,,,,,,,,,,,,,,,,,,,
1420134751,oaxaca,casa,https://casa.metroscubicos.com/MLM-1420134751-casa-sola-en-venta-tlalixtac-de-cabrera-_JM,"$4,500,000",Tlalixtac De Cabrera,Tlalixtac De Cabrera,128 m²,254 m²,,4,3,,,0 años,,,,,,,,,,,,,,,,,,,
1414160009,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414160009-casa-sola-en-venta-san-felipe-del-agua-_JM,"$21,780,000",Oaxaca De Juárez,San Felipe Del Agua 1,1668 m²,800 m²,,3,5,,,0 años,,,,,,,,,,,,,,,,,,,
1353752657,oaxaca,en,https://casa.metroscubicos.com/MLM-1353752657-en-venta-casa-en-santiaguito-etlaoaxaca-_JM,"$4,700,000",San Lorenzo Cacaotepec,Santiaguito Etla,827 mÂ²,275 mÂ²,,,,1,,,,3,2,,20 aÃ±os,,,,,,,,,,,,,,
1400459049,oaxaca,casa,https://casa.metroscubicos.com/MLM-1400459049-casa-sola-en-venta-puerto-angel-_JM,"$15,990,000",San Pedro Pochutla,Puerto Ángel,7100 m²,945 m²,,4,5,,,0 años,,,,,,,,,,,,,,,,,,,
1422581800,oaxaca,casa,https://casa.metroscubicos.com/MLM-1422581800-casa-geo-en-el-santuario-san-juantuxtepec-oaxaca-remate-_JM,"$681,000",Oaxaca,San Juan Bautista Tuxtepec,120 m²,,,3,2,2,,8 años,0 MXN,,,,,,,,,,,,,,,,,,
1350594985,oaxaca,casa,https://casa.metroscubicos.com/MLM-1350594985-casa-en-venta-en-san-sebastian-tutla-oaxaca-_JM,"$3,500,000",San Sebastián Tutla,San Sebastián Tutla,175 m²,248.2 m²,,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,
1339270335,oaxaca,casa,https://casa.metroscubicos.com/MLM-1339270335-casa-sola-en-venta-tlalixtac-de-cabrera-_JM,"$14,900,000",Tlalixtac De Cabrera,Tlalixtac De Cabrera,1400 mÂ²,350 mÂ²,,,,,,,,4,3,,0 aÃ±os,,,,,,,,,,,,,,
1323763471,oaxaca,casa,https://casa.metroscubicos.com/MLM-1323763471-casa-sola-en-venta-arboledas-_JM,"$4,000,000",Oaxaca De Juárez,La Soledad,200 m²,305 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1408173458,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408173458-casa-en-venta-con-locales-comerciales-_JM,"$13,960,000",Oaxaca De Juárez,Estado Oaxaca,453 m²,264 m²,,4,3,2,,0 años,,,,1,,,,1,,,,,,,,,,,
1408079477,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408079477-casa-en-venta-_JM,"$17,000,000",Oaxaca De Juárez,Candiani,200 m²,480 m²,,4,4,2,,0 años,,,,,,,,,,,,,,,,,,,
1335887650,oaxaca,espectacular,https://casa.metroscubicos.com/MLM-1335887650-espectacular-casa-en-preventa-en-san-sebastian-tutla-_JM,"$2,500,000",San Sebastián Tutla,San Sebastián Tutla,82 m²,10010 m²,,3,2,2,,0 años,,,,,,,,,,,,,,,,,,,
1339206095,oaxaca,casa,https://casa.metroscubicos.com/MLM-1339206095-casa-sola-en-venta-arboledas-_JM,"$4,000,000",Oaxaca De Juárez,La Soledad,200 m²,305 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1414169810,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414169810-casa-uso-de-suelo-en-venta-puerto-escondido-centro-_JM,"U$S286,600",San Pedro Mixtepec-juquila,Puerto Escondido Centro,144 mÂ²,144 mÂ²,,,,,,,,2,2,,0 aÃ±os,,,,,,,,,,,,,,
1368362331,oaxaca,casa,https://casa.metroscubicos.com/MLM-1368362331-casa-en-venta-en-el-fraccionamiento-alamos-en-oaxaca-oaxaca-_JM,"$1,500,000",Oaxaca De Juárez,Los Alamos,59 m²,48 m²,,3,2,1,,13 años,,,,,,,,,,,,,,,,,,,
1408179335,oaxaca,hermosa,https://casa.metroscubicos.com/MLM-1408179335-hermosa-casa-en-7-regiones-_JM,"$2,400,000",Oaxaca De JuÃ¡rez,7 Regiones,85 mÂ²,175 mÂ²,,,,1,,,,2,2,,0 aÃ±os,,,2,,,,,,,,,,,
1408015322,oaxaca,hermosa,https://casa.metroscubicos.com/MLM-1408015322-hermosa-casa-de-campo-_JM,"$20,000,000",San Francisco Lachigolo,San Francisco Lachigolo,5000 mÂ²,650 mÂ²,,,,,,,,4,8,1,0 aÃ±os,,,1,,,,,,,,,,,
1408166866,oaxaca,venta,https://casa.metroscubicos.com/MLM-1408166866-venta-de-casa-con-alberca-_JM,"$6,000,000",San Andrés Huayapam,San Andrés Huayapam,368 m²,400 m²,,5,5,3,,0 años,,,,,,,,3,,,,,,,,,,,
937274044,oaxaca,casa,https://casa.metroscubicos.com/MLM-937274044-casa-sola-en-venta-bajos-de-chila-_JM,"U$S147,000",San Pedro Mixtepec-juquila,Bajos De Chila,1238 m²,226 m²,,1,2,,,2 años,,,,,,,,,,,,,,,,,,,
1408173639,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408173639-casa-en-venta-_JM,"$5,000,000",Oaxaca De Juárez,Santa Anita Parte Baja,398 m²,329 m²,,8,3,2,,0 años,,,,,,,,1,,,,,,,,,,,
1408179383,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408179383-casa-en-venta-privada-de-tabachines-_JM,"$2,900,000",San Agustín Yatareni,San Agustín Yatareni,120 m²,200 m²,,3,2,2,,10 años,,,,1,,,,2,,,,,,,,,,,
1408147421,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408147421-casa-en-zona-de-mercado-de-abastos-y-periferico-_JM,"$7,500,000",Oaxaca De Juárez,Articulo 123 Poniente,229 m²,238 m²,,5,2,,,0 años,,,,,,,,,,,,,,,,,,,
1353895676,oaxaca,casa,https://casa.metroscubicos.com/MLM-1353895676-casa-sola-en-venta-centro-_JM,"$30,000,000",Oaxaca De Juárez,Oaxaca Centro,800 m²,900 m²,,2,5,,,0 años,,,,,,,,,,,,,,,,,,,
941332360,oaxaca,lujosa,https://casa.metroscubicos.com/MLM-941332360-lujosa-casa-en-san-felipe-_JM,"$11,000,000",Oaxaca De Juárez,San Felipe Del Agua 1,500 m²,500 m²,,5,4,2,,,,,,,,,,,,,,,,,,,,,
1408073068,oaxaca,se,https://casa.metroscubicos.com/MLM-1408073068-se-vende-casa-seminueva-en-ex-hacienda-la-soledad-san-lorenzo-cacaotepec-oax-_JM,"$6,900,000",San Lorenzo Cacaotepec,San Lorenzo Cacaotepec,520 m²,440 m²,,3,2,3,,12 años,,,,,,,,1,,,,,,,,,,,
1408147930,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408147930-casa-en-venta-san-felipe-del-agua-_JM,"$10,000,000",Oaxaca De Juárez,San Felipe Del Agua 1,400 m²,270 m²,,4,2,,,0 años,,,,,,,,,,,,,,,,,,,
1378934790,oaxaca,go,https://casa.metroscubicos.com/MLM-1378934790-go-venta-casa-en-av-oaxaca-las-jacarandas-tlanepantla-de-baz-mexico-solo-efectio-no-creditos-_JM,"$2,896,000",Tlalnepantla de Baz,Jacarandas,125 m²,240 m²,,3,2,2,,33 años,2 MXN,,,,,,,2,,,,,,,,,,,
1381757133,oaxaca,remate,https://casa.metroscubicos.com/MLM-1381757133-remate-casa-en-tuxtepex-oaxaca-_JM,"$3,193,600",San Juan Bautista Tuxtepec,Lázaro Cárdenas,641 m²,242 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,
1414135915,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414135915-casa-sola-en-venta-la-loma-_JM,"$5,000,000",Oaxaca De Juárez,La Loma,144 m²,239 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1414146981,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414146981-casa-sola-en-venta-la-loma-_JM,"$5,000,000",Oaxaca De Juárez,La Loma,144 m²,239 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1392552935,oaxaca,casa,https://casa.metroscubicos.com/MLM-1392552935-casa-en-venta-en-oaxaca-fracc-la-loma-dcch-_JM,"$2,841,625",Oaxaca De Juárez,La Loma,220 m²,400 m²,,3,2,1,,12 años,,,,,,,,2,,,,,,,,,,,
921888492,oaxaca,casa,https://casa.metroscubicos.com/MLM-921888492-casa-sola-en-venta-puerto-angel-_JM,"U$S199,000",San Pedro Pochutla,Puerto Ángel,93 m²,93 m²,,2,2,,,0 años,,,,,,,,,,,,,,,,,,,
1392989814,oaxaca,casa,https://casa.metroscubicos.com/MLM-1392989814-casa-sola-en-venta-la-crucecita-_JM,"U$S339,000",Santa Maria Huatulco,El Crucero,494 m²,493 m²,,4,4,,,0 años,,,,,,,,,,,,,,,,,,,
1339238064,oaxaca,casa,https://casa.metroscubicos.com/MLM-1339238064-casa-sola-en-venta-bajos-de-chila-_JM,"U$S147,000",San Pedro Mixtepec-juquila,Bajos De Chila,1238 m²,226 m²,,1,2,,,2 años,,,,,,,,,,,,,,,,,,,
1408080113,oaxaca,casa,https://casa.metroscubicos.com/MLM-1408080113-casa-comercial-en-venta-restaurante-en-esquina-_JM,"$6,565,000",Oaxaca De Juárez,Estado Oaxaca,193 m²,193 m²,,,2,,,0 años,,,,1,,,,1,,,,,,,,,,,
1408147528,oaxaca,,https://casa.metroscubicos.com/MLM-1408147528--preventa-hermosa-residencia-en-atzompa--_JM,"$1,980,000",Santa Maria Atzompa,Forestal,137 m²,160 m²,,3,2,2,,0 años,,,,,,,,3,,,,,,,,,,,
1408147538,oaxaca,excelente,https://casa.metroscubicos.com/MLM-1408147538-excelente-casa-terminala-a-tu-gusto-ubicada-en-la-tradicional-zona-de-la-panoramica-del-fortin-_JM,"$3,500,000",Oaxaca De Juárez,Azucena,200 m²,196 m²,,3,2,,,0 años,,,,,,,,,,,,,,,,,,,
1414137559,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414137559-casa-sola-en-venta-san-felipe-del-agua-_JM,"$24,000,000",Oaxaca De Juárez,San Felipe Del Agua 1,1668 m²,800 m²,,3,5,,,0 años,,,,,,,,,,,,,,,,,,,
1414153539,oaxaca,casa,https://casa.metroscubicos.com/MLM-1414153539-casa-sola-en-venta-san-felipe-del-agua-_JM,"$24,000,000",Oaxaca De Juárez,San Felipe Del Agua 1,1668 m²,800 m²,,3,5,,,0 años,,,,,,,,,,,,,,,,,,,
1382540770,oaxaca,linda,https://casa.metroscubicos.com/MLM-1382540770-linda-casa-en-venta-fovissste-oaxaca-oaxaca-ab-_JM,"$695,000",Oaxaca De Juárez,Ricardo Flores Magón Fovissste,80 m²,80 m²,,3,2,1,,5 años,0 MXN,,,,,,,2,,,,,,,,,,,
1392960149,oaxaca,casa,https://casa.metroscubicos.com/MLM-1392960149-casa-sola-en-venta-la-crucecita-_JM,"U$S339,000",Santa Maria Huatulco,El Crucero,494 m²,493 m²,,4,4,,,0 años,,,,,,,,,,,,,,,,,,,
1350499756,oaxaca,preventa,https://casa.metroscubicos.com/MLM-1350499756-preventa-casa-nueva-en-sector-residencial-en-huatulco-_JM,"$5,000,000",Santa Maria Huatulco,Sector L,200 m²,150 m²,,2,2,,,0 años,,,,,,,,,,,,,,,,,,,
1406676837,oaxaca,hermosa,https://casa.metroscubicos.com/MLM-1406676837-hermosa-casa-en-centro-de-oaxaca-oax-oportunidad-fvc-_JM,"$1,505,600",Oaxaca De Juárez,Manuel Sabino Crespo,266 m²,278 m²,,4,3,2,,,,,,1,,,,2,,,,,,,,,,,
943993009,oaxaca,casa,https://casa.metroscubicos.com/MLM-943993009-casa-en-venta-fracc-villas-de-monte-alban-oaxaca-gjs-_JM,"$492,094",Oaxaca De Juárez,Monte Alban,70 m²,60 m²,,2,1,1,,10 años,,,,,,,,1,,,,,,,,,,,
1323547269,oaxaca,casa,https://casa.metroscubicos.com/MLM-1323547269-casa-sola-en-venta-puerto-escondido-puerto-escondido-_JM,"U$S415,900",San Pedro Mixtepec-juquila,Aeropuerto De La Ciudad De Puerto Escondido,146 m²,146 m²,,2,2,,,0 años,,,,,,,,,,,,,,,,,,,
915528326,oaxaca,casa,https://casa.metroscubicos.com/MLM-915528326-casa-en-venta-en-etla-oaxaca-magdalena-ex-hacienda-catano-_JM,"$580,000",Magdalena Apasco,Ex Hacienda Catano,75 mÂ²,41 mÂ²,1,,,1,,,,1,1,,17 aÃ±os,Poniente,,,,,,,,,,,,,
1325723940,oaxaca,preciosa,https://casa.metroscubicos.com/MLM-1325723940-preciosa-casa-en-oaxaca-jlge-_JM,"$647,905",Santa Cruz Xoxocotlan,Santa Cruz Xoxocotlan,190 m²,160 m²,,4,2,2,,,,,,,,,,,,,,,,,,,,,
1358194913,oaxaca,casa,https://casa.metroscubicos.com/MLM-1358194913-casa-en-venta-en-san-jeronimo-tlacochahuaya-oaxaca-_JM,"$6,300,000",San JerÃ³nimo Tlacochahuaya,San JerÃ³nimo Tlacochahuaya,420 mÂ²,363 mÂ²,,,,2,,,,1,2,,2 aÃ±os,,,1,,,,,,,,,,,
937274040,oaxaca,casa,https://casa.metroscubicos.com/MLM-937274040-casa-sola-en-venta-el-radar-_JM,"U$S1,100,000",Oaxaca,San Pedro Pochutla,1726 m²,400 m²,,3,3,,,0 años,,,,,,,,,,,,,,,,,,,
