ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Bodegas,Tipo de casa,Orientación,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Cantidad de pisos,Tipo de propiedad,OrientaciÃ³n,Tipo de departamento,Departamentos por piso,Número de piso de la unidad,NÃºmero de piso de la unidad,Disposición,Acceso,Forma del terreno,DisposiciÃ³n del lote,Metros de frente,Metros de fondo,Disposición del lote
1423553914,michoacán,casa,https://casa.metroscubicos.com/MLM-1423553914-casa-en-fraccionamiento-la-vitela-_JM,"$2,100,000",MichoacÃ¡n,PÃ¡tzcuaro,210 mÂ²,240 mÂ²,,,,2,,,,,,3,3,2 aÃ±os,,,,,,,,,,,,,,
1423425073,michoacán,casa,https://casa.metroscubicos.com/MLM-1423425073-casa-sola-en-venta-bosques-tres-marias-_JM,"$3,250,000",Morelia,Bosques Tres MarÃ­as,160 mÂ²,195 mÂ²,,,,,,,,,,4,4,1 aÃ±os,,,,,,,,,,,,,,
1423865676,michoacán,20302,https://casa.metroscubicos.com/MLM-1423865676-20302-campestre-del-lago-campestre-del-lago-_JM,"$6,800,000",Tangancicuaro,Tangancicuaro de Arista Centro,200 m²,530 m²,,5,5,2,,,,,,,,,,,,,,,,,,,,,,
1423873531,michoacán,casa,https://casa.metroscubicos.com/MLM-1423873531-casa-sola-en-venta-jesus-del-monte-_JM,"$6,000,000",Morelia,JesÃºs Del Monte,1100 mÂ²,580 mÂ²,,,,,,,,,,3,4,0 aÃ±os,,,,,,,,,,,,,,
1423886133,michoacán,casa,https://casa.metroscubicos.com/MLM-1423886133-casa-sola-en-venta-club-campestre-de-morelia-_JM,"$13,500,000",Morelia,Club Campestre de Morelia,500 m²,500 m²,,4,5,,,,,0 años,,,,,,,,,,,,,,,,,,
1423879904,michoacán,casa,https://casa.metroscubicos.com/MLM-1423879904-casa-uso-de-suelo-en-venta-ampl-torreon-nuevo-_JM,"$1,550,000",Morelia,Torreón Nuevo,180 m²,175 m²,,1,1,,,,,0 años,,,,,,,,,,,,,,,,,,
1423936242,michoacán,casa,https://casa.metroscubicos.com/MLM-1423936242-casa-sola-en-venta-campo-de-golf-altozano-_JM,"$8,000,000",Morelia,Adolfo LÃ³pez Mateos Amp,301 mÂ²,295 mÂ²,,,,,,,,,,3,4,0 aÃ±os,,,,,,,,,,,,,,
1423879903,michoacán,casa,https://casa.metroscubicos.com/MLM-1423879903-casa-sola-en-venta-santa-maria-_JM,"$22,000,000",Morelia,Santa María,1100 m²,900 m²,,5,6,,,,,0 años,,,,,,,,,,,,,,,,,,
1423414616,michoacán,casa,https://casa.metroscubicos.com/MLM-1423414616-casa-sola-en-venta-villas-del-sol-_JM,"$3,750,000",Pátzcuaro,Fracc. Villas Del Sol,225 m²,285 m²,,4,4,,,,,0 años,,,,,,,,,,,,,,,,,,
1425463324,michoacán,casa,https://casa.metroscubicos.com/MLM-1425463324-casa-sola-en-venta-valle-de-los-reyes-_JM,"$1,200,000",Michoacán,Morelia,120 m²,102 m²,,3,2,,,,,0 años,,,,,,,,,,,,,,,,,,
1423873532,michoacán,casa,https://casa.metroscubicos.com/MLM-1423873532-casa-sola-en-venta-fracc-fray-antonio-de-san-miguel-iglesias-_JM,"$2,550,000",Morelia,Fray Antonio de San Miguel Iglesias,93 m²,170 m²,,3,3,,,,,0 años,,,,,,,,,,,,,,,,,,
1423873534,michoacán,casa,https://casa.metroscubicos.com/MLM-1423873534-casa-sola-en-venta-campeste-la-huerta-_JM,"$4,300,000",Morelia,AmpliaciÃ³n Campestre La Huerta,300 mÂ²,380 mÂ²,,,,,,,,,,4,6,0 aÃ±os,,,,,,,,,,,,,,
1425430394,michoacán,casa,https://casa.metroscubicos.com/MLM-1425430394-casa-sola-en-venta-terrazas-tres-marias-_JM,"$5,950,000",Morelia,Terrazas Tres MarÃ­as,369 mÂ²,290 mÂ²,,,,,,,,,,3,4,0 aÃ±os,,,,,,,,,,,,,,
1423936244,michoacán,casa,https://casa.metroscubicos.com/MLM-1423936244-casa-sola-en-venta-club-altozano-_JM,"$8,000,000",Morelia,Club Campestre,300 mÂ²,395 mÂ²,,,,,,,,,,4,5,0 aÃ±os,,,,,,,,,,,,,,
1425431054,michoacán,casa,https://casa.metroscubicos.com/MLM-1425431054-casa-sola-en-venta-llanos-del-quinceo-_JM,"$1,750,000",Morelia,Bosques del Quinceo,96 m²,127 m²,,3,3,,,,,0 años,,,,,,,,,,,,,,,,,,
1425436784,michoacán,casa,https://casa.metroscubicos.com/MLM-1425436784-casa-sola-en-venta-canadas-del-bosque-_JM,"$2,270,000",Morelia,CaÃ±adas del Bosque,96 mÂ²,135 mÂ²,,,,,,,,,,3,3,0 aÃ±os,,,,,,,,,,,,,,
1425946537,michoacán,casa,https://casa.metroscubicos.com/MLM-1425946537-casa-uso-de-suelo-en-venta-ampliacion-la-huerta-_JM,"$2,550,000",Morelia,Ampliación La Huerta,160 m²,170 m²,,3,3,,,,,12 años,,,,,,,,,,,,,,,,,,
1425437603,michoacán,casa,https://casa.metroscubicos.com/MLM-1425437603-casa-sola-en-venta-el-olivar-altozano-_JM,"$4,050,000",Morelia,Residencial Vivalto,160 mÂ²,200 mÂ²,,,,,,,,,,3,3,0 aÃ±os,,,,,,,,,,,,,,
1425475621,michoacán,casa,https://casa.metroscubicos.com/MLM-1425475621-casa-sola-en-venta-jardines-de-guadalupe-_JM,"$2,750,000",Morelia,Jardines De Guadalupe,175 m²,160 m²,,3,3,,,,,0 años,,,,,,,,,,,,,,,,,,
1425436884,michoacán,casa,https://casa.metroscubicos.com/MLM-1425436884-casa-sola-en-venta-loma-alta-tres-marias-_JM,"$3,750,000",Morelia,Torres Altavista,180 m²,246 m²,,3,3,,,,,0 años,,,,,,,,,,,,,,,,,,
1424609456,michoacán,casa,https://casa.metroscubicos.com/MLM-1424609456-casa-sola-en-venta-nueva-chapultepec-_JM,"$5,200,000",Morelia,Nueva Chapultepec,150 m²,260 m²,,5,5,,,,,0 años,,,,,,,,,,,,,,,,,,
1425443848,michoacán,casa,https://casa.metroscubicos.com/MLM-1425443848-casa-sola-en-venta-jesus-del-monte-_JM,"$2,700,000",Morelia,JesÃºs Del Monte,113 mÂ²,138 mÂ²,,,,,,,,,,3,3,0 aÃ±os,,,,,,,,,,,,,,
1425476161,michoacán,casa,https://casa.metroscubicos.com/MLM-1425476161-casa-sola-en-venta-lomas-de-santa-maria-_JM,"$3,850,000",Morelia,Lomas De Santa María,300 m²,500 m²,,4,5,,,,,0 años,,,,,,,,,,,,,,,,,,
1425967645,michoacán,casa,https://casa.metroscubicos.com/MLM-1425967645-casa-sola-en-venta-paseos-de-la-hacienda-_JM,"$5,600,000",Morelia,Paseos de la Hacienda,288 mÂ²,399 mÂ²,,,,,,,,,,4,4,0 aÃ±os,,,,,,,,,,,,,,
1425967323,michoacán,casa,https://casa.metroscubicos.com/MLM-1425967323-casa-sola-en-venta-vasco-de-quiroga-_JM,"$3,150,000",Pátzcuaro,Vasco De Quiroga,112 m²,245 m²,,4,5,,,,,0 años,,,,,,,,,,,,,,,,,,
1425443847,michoacán,casa,https://casa.metroscubicos.com/MLM-1425443847-casa-sola-en-venta-puerto-de-buenavista-_JM,"$2,572,000",Morelia,Puerto De Buenavista,96 mÂ²,140 mÂ²,,,,,,,,,,3,3,0 aÃ±os,,,,,,,,,,,,,,
1425463094,michoacán,casa,https://casa.metroscubicos.com/MLM-1425463094-casa-sola-en-venta-fracc-vistas-altozano-_JM,"$3,900,000",Morelia,Torres Altavista,160 m²,210 m²,,3,4,,,,,0 años,,,,,,,,,,,,,,,,,,
1425436866,michoacán,casa,https://casa.metroscubicos.com/MLM-1425436866-casa-sola-en-venta-el-olivar-altozano-_JM,"$3,780,000",Morelia,Residencial Vivalto,140 m²,182 m²,,3,3,,,,,0 años,,,,,,,,,,,,,,,,,,
