ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Antigüedad,Orientación,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Ambientes,Cantidad de pisos,OrientaciÃ³n,Bodegas,Tipo de casa,Tipo de propiedad,Número de piso de la unidad,Disposición,Departamentos por piso,Acceso,Forma del terreno,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Disposición del lote
1401293472,tabasco,casa,https://casa.metroscubicos.com/MLM-1401293472-casa-residencial-residencial-las-puertas-_JM,"$5,250,000",Villahermosa,Tabasco,216 m²,,4,4,2,0 años,,0 MXN,,,,,2,,,,,,,,,,,,,
922737351,tabasco,casa,https://casa.metroscubicos.com/MLM-922737351-casa-sola-en-venta-real-campestre-modelo-montreal-del-cluster-7-en-zona-country-_JM,"$2,544,900",Centro,Centro Delegacional 1,105 m²,185 m²,3,4,,2 años,,,,,,,,,,,,,,,,,,,,
1415501301,tabasco,casa,https://casa.metroscubicos.com/MLM-1415501301-casa-en-venta-en-plutarco-elias-calles-_JM,"$1,800,000",Villahermosa,Plutarco Elias Calles Cura Hueso,127 m²,150 m²,2,2,2,17 años,Norte,0 MXN,,,,2,2,,,,,,,,,,,,,
1416525178,tabasco,hermosa,https://casa.metroscubicos.com/MLM-1416525178-hermosa-casa-nueva-en-venta-en-residencial-villabrisa-_JM,"$4,900,000",Villahermosa,Villahermosa Centro,200 m²,220 m²,3,4,2,0 años,,1700 MXN,,,,,2,,,,,,,,,,,,,
1396184881,tabasco,casa,https://casa.metroscubicos.com/MLM-1396184881-casa-en-venta-col-sabina-_JM,"$1,600,000",Centro,Arboledas,105 m²,151 m²,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,
1310992218,tabasco,casa,https://casa.metroscubicos.com/MLM-1310992218-casa-nueva-modelo-cedro-altozano-tabasco-villahermosa-_JM,"$4,574,507",Villahermosa,Tabasco,264 m²,,3,3,2,0 años,,0 MXN,,,,,2,,,,,,,,,,,,,
1376676858,tabasco,casa,https://casa.metroscubicos.com/MLM-1376676858-casa-sola-en-venta-venta-cerca-de-tabasco-2000-y-zona-country-_JM,"$1,300,000",Centro,Centro Delegacional 1,140 m²,101 m²,2,3,,0 años,,,,,,,,,,,,,,,,,,,,
1407819487,tabasco,casas,https://casa.metroscubicos.com/MLM-1407819487-casas-en-venta-en-sol-campestre-centro-_JM,"$3,980,000",Tabasco,Centro,210 mÂ²,217 mÂ²,,,,,,,3,3,,,,,,,,,,,,,,,,
926733882,tabasco,casa,https://casa.metroscubicos.com/MLM-926733882-casa-ra-el-cedro-_JM,"$800,000",Tabasco,Nacajuca,234 mÂ²,,,,2,,,0 MXN,1,1,10 aÃ±os,,1,,,,,,,,,,,,,
1401104900,tabasco,casa,https://casa.metroscubicos.com/MLM-1401104900-casa-fraccionamiento-sol-campestre-_JM,"$3,400,000",Villahermosa,Sol Campestre,174 mÂ²,,,,2,,,0 MXN,3,3,0 aÃ±os,,2,,,,,,,,,,,,,
1365963232,tabasco,casas,https://casa.metroscubicos.com/MLM-1365963232-casas-en-venta-en-sabina-centro-_JM,"$1,600,000",Villahermosa,Real De Sabina,105 m²,160 m²,3,2,,,,,,,,,,,,,,,,,,,,,,
1400472038,tabasco,casa,https://casa.metroscubicos.com/MLM-1400472038-casa-sola-en-venta-venta-en-el-country-con-alberca-y-recamara-en-planta-baja-en-planta-baja-_JM,"$14,000,000",Tabasco,Centro,600 m²,400 m²,3,6,,0 años,,,,,,,,,,,,,,,,,,,,
1396127319,tabasco,casa,https://casa.metroscubicos.com/MLM-1396127319-casa-sola-en-venta-celia-gonzalez-de-rovirosa-_JM,"$395,000",CÃ¡rdenas,Santa RosalÃ­a,500 mÂ²,120 mÂ²,,,,,,,3,3,16 aÃ±os,,,,,,,,,,,,,,,
765702740,tabasco,angeles,https://casa.metroscubicos.com/MLM-765702740-angeles-de-ixtacomitan-2175m2-4-recamaras-_JM,"$3,450,000",Centro,Punta Brava,217.5 m²,267.5 m²,4,4,3,,,,,,,,,,,,,,,,,,,,,
1362735105,tabasco,casa,https://casa.metroscubicos.com/MLM-1362735105-casa-sola-en-venta-venta-en-brisas-de-carrizal-totalmente-nueva-en-zona-country-_JM,"$1,850,000",Tabasco,Nacajuca,112 m²,113 m²,3,3,,0 años,,,,,,,,,,,,,,,,,,,,
