id,entidad,colonia,municipio,codigo_postal,tipo,m2Terreno,m2Construccion,recamaras,banos,medio_bano,Ba�os,estacionamientos,pisos,antiguedad,cuotaMantto,precioSalida,precioVenta
36379,CIUDAD DE MEXICO,MIGUEL HIDALGO 3A SECCION,TLALPAN,14250,CASA,155,210,6,2,1,2.5,3,3,ENTRE 16 - 20 AÑOS,,3000000,3000000
36382,CIUDAD DE MEXICO,SANTO DOMINGO,AZCAPOTZALCO,2160,DEPARTAMENTO,,55,2,1,,1,,6,ENTRE 16 - 20 AÑOS,,1500000,1500000
36390,CIUDAD DE MEXICO,JARDINES DEL SUR,XOCHIMILCO,16050,CASA,639,232,4,4,,4,2,2,,,7900000,7900000
36391,CIUDAD DE MEXICO,LOS CIPRESES,IZTAPALAPA,9810,CASA,135M²,135,4,1,,1,1,1,MAS DE 30,,1850000,1850000
36392,CIUDAD DE MEXICO,ALFALFAR,ALVARO OBREGON,1470,DEPARTAMENTO,,54,2,1,,1,1,4,ENTRE 21 - 30 AÑOS,,1050000,1050000
36393,CIUDAD DE MEXICO,VIADUCTO PIEDAD,IZTACALCO,8200,CASA,171,300,3,2,1,2.5,2,2,ENTRE 21 - 30 AÑOS,,5600000,5600000
36394,CIUDAD DE MEXICO,VALLEJO,GUSTAVO A. MADERO,7870,DEPARTAMENTO,,78,3,2,,2,1,4,MAS DE 30,$700 MENSUALES,1500000,1500000
36395,PUEBLA,QUETZALCOATL,SAN PEDRO CHOLULA,72776,CASA,245,253,3,2,1,2.5,2,2,ENTRE 21 - 30 AÑOS,,4900000,4900000
36399,CIUDAD DE MEXICO,NARVARTE ORIENTE,BENITO JUAREZ,3023,DEPARTAMENTO,,110,3,2,,2,1,4,ENTRE 0 - 5 AÑOS,,4450000,4450000
36400,CIUDAD DE MEXICO,HEROES DE CHURUBUSCO,IZTAPALAPA,9090,CASA,116,200,3,3,,3,1,2,ENTRE 11 - 15 AÑOS,,4400000,4400000
36401,CIUDAD DE MEXICO,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,15530,CASA,190,311,6,5,,5,3,2,MAS DE 30,,4900000,4900000
36402,CIUDAD DE MEXICO,CULHUACAN CTM SECCION VIII,COYOACAN,4909,DEPARTAMENTO,,80,2,1,,1,1,4,MAS DE 30,,1750000,1750000
36406,CIUDAD DE MEXICO,NARVARTE ORIENTE,BENITO JUAREZ,3023,DEPARTAMENTO,,80,2,1,,1,1,5,MAS DE 30,,2890000,2890000
36407,CIUDAD DE MEXICO,NIÑOS HEROES,BENITO JUAREZ,3440,DEPARTAMENTO,,93,2,2,1,2.5,1,6,ENTRE 6 - 10 AÑOS,,2980000,2980000
36409,CIUDAD DE MEXICO,TETELPAN,ALVARO OBREGON,1700,DEPARTAMENTO,,210,2,2,,2,2,4,ENTRE 6 - 10 AÑOS,,5450000,5450000
36410,CIUDAD DE MEXICO,NARVARTE ORIENTE,BENITO JUAREZ,3023,DEPARTAMENTO,,112,3,2,1,2.5,2,4,ENTRE 0 - 5 AÑOS,300,4900000,4900000
36412,CIUDAD DE MEXICO,NIÑOS HEROES,BENITO JUAREZ,3440,DEPARTAMENTO,,65,2,2,1,2.5,1,,ENTRE 6 - 10 AÑOS,850,2600000,2600000
36415,CIUDAD DE MEXICO,AMPLIACION NAPOLES,BENITO JUAREZ,3840,TERRENO,870,,,,,0,,,,,44000000,44000000
36419,CIUDAD DE MEXICO,PASEOS DE TAXQUEÑA,COYOACAN,4250,CASA,250,401,3,2,1,2.5,3,2,MAS DE 30,,10500000,10500000
36428,CIUDAD DE MEXICO,SANTA MARIA LA RIBERA,CUAUHTEMOC,6400,CASA,250,90,3,3,1,3.5,,3,MAS DE 30,,4150000,4150000
36429,CIUDAD DE MEXICO,NATIVITAS,XOCHIMILCO,16797,DEPARTAMENTO,,59,2,1,,1,1,4,ENTRE 21 - 30 AÑOS,$50,1230000,1230000
36430,CIUDAD DE MEXICO,BANJIDAL,IZTAPALAPA,9450,DEPARTAMENTO,,70,2,1,,1,1,4,ENTRE 21 - 30 AÑOS,300,1950000,1950000
36431,CIUDAD DE MEXICO,CULHUACAN CTM SECCION V,COYOACAN,4440,CASA,105,120,3,1,,1,,2,,,3000000,3000000
36437,CIUDAD DE MEXICO,SANTA MARIA NONOALCO,BENITO JUAREZ,3700,TERRENO,436,,,,,0,,,,,24500000,24500000
36438,CIUDAD DE MEXICO,NATIVITAS,BENITO JUAREZ,3500,CASA,182,130,3,1,1,1.5,1,1,ENTRE 16 - 20 AÑOS,,4850000,4850000
36441,CIUDAD DE MEXICO,LETRAN VALLE,BENITO JUAREZ,3650,CASA,130,380,3,5,1,5.5,5,3,ENTRE 0 - 5 AÑOS,,15000000,15000000
36447,ESTADO DE MEXICO,Boulevares,Naucalpan de Juárez,53140,CASA,338,231,4,2,1,2.5,6,2,MAS DE 30,,6500000,6100000
36449,CIUDAD DE MEXICO,EMILIANO ZAPATA,COYOACAN,4815,DEPARTAMENTO,,56,2,1,,1,1,,ENTRE 21 - 30 AÑOS,,2000000,2000000
36453,CIUDAD DE MEXICO,EL RETOÑO,IZTAPALAPA,9440,DEPARTAMENTO,,87,3,1,,1,1,,,,1600000,1600000
36456,CIUDAD DE MEXICO,PASEOS DE TAXQUEÑA,COYOACAN,4250,TERRENO,250,,,,,0,,,,,7200000,7200000
36457,CIUDAD DE MEXICO,Narvarte Poniente,Benito Juárez,3020,CASA,264,357,3,2,1,2.5,3,2,MAS DE 30,,10300000,10300000
36460,ESTADO DE MEXICO,VALLE DE SANTA MONICA,TLALNEPANTLA DE BAZ,54057,CASA,120,230,3,3,1,3.5,2,3,MAS DE 30,,4500000,4500000
36462,CIUDAD DE MEXICO,TLACOPAC,ALVARO OBREGON,1049,DEPARTAMENTO,,101,2,2,,2,2,5,ENTRE 21 - 30 AÑOS,1800,3450000,3450000
36467,CIUDAD DE MEXICO,PEDREGAL DE SANTA URSULA,COYOACAN,4600,CASA,250,120,2,1,,1,2,2,ENTRE 16 - 20 AÑOS,,3850000,3850000
36471,CIUDAD DE MEXICO,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,10200,CASA EN CONDOMINIO,266,326,3,3,1,3.5,3,,,,10500000,10500000
36474,CIUDAD DE MEXICO,LOS CIPRESES,IZTAPALAPA,9810,TERRENO,80,,,,,0,,,,,1800000,1800000
36477,CIUDAD DE MEXICO,ESCUADRON 201,IZTAPALAPA,9060,CASA DUPLEX,240,220,4,2,,2,2,1,MAS DE 30,,6900000,6900000
36481,CIUDAD DE MEXICO,DEL VALLE SUR,BENITO JUAREZ,3104,CASA,175,279,6,4,1,4.5,2,3,MAS DE 30,,10550000,10550000
36482,CIUDAD DE MEXICO,ESCANDON I SECCION,MIGUEL HIDALGO,11800,DEPARTAMENTO,,71,3,1,,1,1,5,MAS DE 30,$600.00,2350000,2350000
36484,CIUDAD DE MEXICO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,3800,DEPARTAMENTO,,60,2,1,,1,1,5,ENTRE 11 - 15 AÑOS,,2500000,2500000
36486,CIUDAD DE MEXICO,LEGARIA,MIGUEL HIDALGO,11410,CASA,150,150,5,3,1,3.5,,1,MAS DE 30,,3000000,3000000
36490,CIUDAD DE MEXICO,CULHUACAN CTM SECCION IX-A,COYOACAN,4909,DEPARTAMENTO,,NULL,2,1,,1,1,4,ENTRE 21 - 30 AÑOS,,1400000,1400000
36492,CIUDAD DE MEXICO,SAN BARTOLO ATEPEHUACAN,GUSTAVO A. MADERO,7730,DEPARTAMENTO,,86,3,2,,2,,,,110,1500000,1500000
36499,CIUDAD DE MEXICO,POTRERO DE SAN BERNARDINO,XOCHIMILCO,16030,TERRENO,1500,,,,,0,,,,,19000000,19000000
36502,CIUDAD DE MEXICO,ISIDRO FABELA,TLALPAN,14030,CASA,161,134,4,2,1,2.5,3,2,MAS DE 30,,4000000,4000000
36504,CIUDAD DE MEXICO,HIPODROMO CONDESA,CUAUHTEMOC,6170,CASA EN CONDOMINIO,164,360,4,4,1,4.5,1,,ENTRE 16 - 20 AÑOS,NO,20000000,20000000
36507,CIUDAD DE MEXICO,NAPOLES,BENITO JUAREZ,3810,DEPARTAMENTO,,65,2,2,,2,2,,,,5100000,5100000
36508,CIUDAD DE MEXICO,CAMPESTRE CHURUBUSCO,COYOACAN,4200,LOCAL COMERCIAL,33.75,34,,1,1,1.5,1,,MAS DE 30,400,1170000,1070000
36509,CIUDAD DE MEXICO,PASEOS DEL SUR,XOCHIMILCO,16010,EDIFICIO,589,226,,,,0,6,4,ENTRE 21 - 30 AÑOS,,12000000,12000000
36511,CIUDAD DE MEXICO,PASEOS DE TAXQUEÑA,COYOACAN,4250,DEPARTAMENTO,,90,3,2,,2,2,4,ENTRE 16 - 20 AÑOS,1350,3290000,3290000
36513,CIUDAD DE MEXICO,NAPOLES,BENITO JUAREZ,3810,DEPARTAMENTO,,80,2,2,,2,,,,,5650000,5650000
36514,ESTADO DE MEXICO,LOS PASTORES,NAUCALPAN DE JUAREZ,53340,CASA,220,370,7,4,1,4.5,3,3,,,6380000,6380000
36515,CIUDAD DE MEXICO,NAPOLES,BENITO JUAREZ,3810,DEPARTAMENTO,,90,2,2,,2,2,,,,6200000,6200000
36519,CIUDAD DE MEXICO,VILLA COAPA,TLALPAN,14390,DEPARTAMENTO,,65,3,1,,1,,5,MAS DE 30,150,1800000,1800000
36520,CIUDAD DE MEXICO,POPOTLA,MIGUEL HIDALGO,11400,DEPARTAMENTO,,60,2,1,,1,1,5,ENTRE 6 - 10 AÑOS,750,2300000,2225000
36523,CIUDAD DE MEXICO,BANJIDAL,IZTAPALAPA,9450,CASA,160,340,6,3,1,3.5,3,3,,,5900000,5900000
36525,CIUDAD DE MEXICO,POSTAL,BENITO JUAREZ,3410,TERRENO,130,,,,,0,,,,,4500000,4500000
36530,CIUDAD DE MEXICO,NAPOLES,BENITO JUAREZ,3810,CASA,,350,3,3,,3,1,2,,,13900000,13900000
36532,CIUDAD DE MEXICO,NIÑOS HEROES,BENITO JUAREZ,3440,DEPARTAMENTO,,65,2,1,,1,1,5,ENTRE 6 - 10 AÑOS,,1680000,1680000
36535,CIUDAD DE MEXICO,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,10200,TERRENO,124,,,,,0,,,,,3300000,3300000
36536,CIUDAD DE MEXICO,JAMAICA,VENUSTIANO CARRANZA,15800,DEPARTAMENTO,,72,2,1,,1,1,4,ENTRE 0 - 5 AÑOS,800,2350000,2350000
36537,CIUDAD DE MEXICO,SANTIAGO SUR,IZTACALCO,8800,DEPARTAMENTO,,45,2,1,,1,1,5,MAS DE 30,,1300000,1300000
36539,CIUDAD DE MEXICO,EL MIRADOR,XOCHIMILCO,16060,CASA,180,280,3,4,1,4.5,2,4,,,5000000,5000000
36541,CIUDAD DE MEXICO,SAN RAFAEL,CUAUHTEMOC,6470,DEPARTAMENTO,,76,2,1,,1,1,4,MAS DE 30,500,2850000,2850000
36542,CIUDAD DE MEXICO,JARDIN BALBUENA,VENUSTIANO CARRANZA,15900,CASA,,186,4,2,,2,1,2,,,8000000,8000000
36543,CIUDAD DE MEXICO,LOS GIRASOLES,COYOACAN,4920,DEPARTAMENTO,,70,3,1,,1,1,5,MAS DE 30,500,2100000,2100000
36545,ESTADO DE MEXICO,SANTIAGO OCCIPACO,NAUCALPAN DE JUAREZ,53250,DEPARTAMENTO,,126,3,2,,2,2,,ENTRE 11 - 15 AÑOS,,3699000,3699000
36550,CIUDAD DE MEXICO,SANTA URSULA XITLA,TLALPAN,14420,DEPARTAMENTO,,55,2,1,,1,1,,ENTRE 16 - 20 AÑOS,530,1350000,1350000
36551,ESTADO DE MEXICO,LOMAS DE BELLAVISTA,ATIZAPAN DE ZARAGOZA,52994,CASA,120,196,3,3,1,3.5,2,2,ENTRE 0 - 5 AÑOS,,6850000,6850000
36552,CIUDAD DE MEXICO,NARVARTE ORIENTE,BENITO JUAREZ,3023,DEPARTAMENTO,,95,3,1,,1,,4,MAS DE 30,,2800000,2800000
36555,CIUDAD DE MEXICO,CIUDAD DE LOS DEPORTES,BENITO JUAREZ,3710,DEPARTAMENTO,,170,3,2,,2,1,3,MAS DE 30,no hay,4290000,4290000
36557,CIUDAD DE MEXICO,PEDREGAL DE CARRASCO,COYOACAN,4700,DEPARTAMENTO,,56,2,1,,1,1,,MAS DE 30,300,1850000,1850000
36558,CIUDAD DE MEXICO,EDUCACION,COYOACAN,4400,CASA,200,200,4,4,,4,3,2,MAS DE 30,,4500000,4500000
36560,PUEBLA,BELLA VISTA,PUEBLA,72500,CASA,109,171,4,2,,2,1,2,MAS DE 30,,1790000,1790000
36563,CIUDAD DE MEXICO,PEDREGAL DEL MAUREL,COYOACAN,4720,DEPARTAMENTO,,80,3,1,,1,1,5,ENTRE 21 - 30 AÑOS,600,2600000,2600000
36566,CIUDAD DE MEXICO,HEROES DE CHURUBUSCO,IZTAPALAPA,9090,CASA,120,200,3,2,1,2.5,1,2,MAS DE 30,,3700000,3700000
36568,CIUDAD DE MEXICO,PUEBLO DE SANTA URSULA COAPA,COYOACAN,4650,CASA,240,400,6,6,,6,3,3,ENTRE 16 - 20 AÑOS,,6900000,6900000
36569,CIUDAD DE MEXICO,HIPODROMO CONDESA,CUAUHTEMOC,6170,DEPARTAMENTO,,115,3,1,,1,,3,ENTRE 21 - 30 AÑOS,1000,4900000,4900000
36571,PUEBLA,JARDINES DE SAN MANUEL,PUEBLA,72570,CASA,156,216,4,2,,2,2,2,ENTRE 21 - 30 AÑOS,,2490000,2490000
36572,CIUDAD DE MEXICO,NATIVITAS,XOCHIMILCO,16797,DEPARTAMENTO,,62,2,1,,1,1,,,80,1150000,1150000
36574,CIUDAD DE MEXICO,PORTALES NORTE,BENITO JUAREZ,3303,DEPARTAMENTO,,55,3,1,,1,,5,ENTRE 21 - 30 AÑOS,250,1890000,1890000
36577,CIUDAD DE MEXICO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,3800,DEPARTAMENTO,,85,2,2,,2,1,5,ENTRE 11 - 15 AÑOS,,3000000,3000000
36580,CIUDAD DE MEXICO,CAMPESTRE CHURUBUSCO,COYOACAN,4200,DEPARTAMENTO,,98,2,2,,2,1,5,MAS DE 30,650,3300000,3300000
36581,PUEBLA,EX-HACIENDA CHAPULCO,PUEBLA,72494,CASA,65,51,2,1,1,1.5,1,2,ENTRE 16 - 20 AÑOS,,990000,990000
36584,PUEBLA,EL VERGEL,PUEBLA,72400,CASA EN CONDOMINIO,50,70,2,1,1,1.5,1,,ENTRE 21 - 30 AÑOS,,1500000,1500000
36590,CIUDAD DE MEXICO,INDEPENDENCIA,BENITO JUAREZ,3630,DEPARTAMENTO,,60,2,1,,1,1,3,MAS DE 30,250,2395000,2395000
36591,CIUDAD DE MEXICO,TEPEACA,ALVARO OBREGON,1550,CASA,110,90,4,2,,2,,3,ENTRE 21 - 30 AÑOS,,1680000,1680000
36594,CIUDAD DE MEXICO,LOS GIRASOLES,COYOACAN,4920,DEPARTAMENTO,,70,2,1,,1,1,5,ENTRE 21 - 30 AÑOS,500,2050000,2050000
36597,CIUDAD DE MEXICO,EDUCACION,COYOACAN,4400,DEPARTAMENTO,,75,2,2,,2,2,8,ENTRE 0 - 5 AÑOS,1688,3500000,3200000
36598,CIUDAD DE MEXICO,EX-EJIDO DE SAN FRANCISCO CULHUACAN,COYOACAN,4420,DEPARTAMENTO,,30,1,1,,1,,,,,610000,550000
36600,CIUDAD DE MEXICO,PIEDAD NARVARTE,BENITO JUAREZ,3000,DEPARTAMENTO,,65,2,2,,2,2,,ENTRE 6 - 10 AÑOS,,3500000,3500000
36601,CIUDAD DE MEXICO,ISIDRO FABELA,TLALPAN,14030,CASA,250,230,7,4,,4,3,2,ENTRE 21 - 30 AÑOS,,3900000,3900000
36604,CIUDAD DE MEXICO,TRANSITO,CUAUHTEMOC,6820,DEPARTAMENTO,,42,2,1,,1,,3,ENTRE 21 - 30 AÑOS,,1200000,990000
36607,CIUDAD DE MEXICO,DEL VALLE NORTE,BENITO JUAREZ,3103,DEPARTAMENTO,,120,2,3,,3,1,5,MAS DE 30,2700,3690000,3690000
36609,CIUDAD DE MEXICO,VILLA COAPA,TLALPAN,14390,DEPARTAMENTO,,65,3,1,,1,,,MAS DE 30,$150,1685000,1685000
36610,CIUDAD DE MEXICO,AVANTE,COYOACAN,4460,DEPARTAMENTO,,60,2,2,,2,1,8,ENTRE 6 - 10 AÑOS,NO,2000000,2000000
36614,CIUDAD DE MEXICO,Hacienda San Juan,Tlalpan,14377,CASA,156,160,3,2,,2,2,2,ENTRE 16 - 20 AÑOS,,6690000,6690000
36615,CIUDAD DE MEXICO,ARBOLEDAS DEL SUR,TLALPAN,14376,CASA,70,145,3,2,,2,2,2,ENTRE 16 - 20 AÑOS,,4450000,4450000
36616,CIUDAD DE MEXICO,SAN MIGUEL CHAPULTEPEC I SECCION,MIGUEL HIDALGO,11850,DEPARTAMENTO,,65,2,1,,1,1,3,ENTRE 16 - 20 AÑOS,500,3650000,3650000
36619,CIUDAD DE MEXICO,MERCED BALBUENA,VENUSTIANO CARRANZA,15810,DEPARTAMENTO,,55,2,1,,1,1,6,ENTRE 6 - 10 AÑOS,550,1650000,1650000
36620,CIUDAD DE MEXICO,JARDIN BALBUENA,VENUSTIANO CARRANZA,15900,DEPARTAMENTO,,60,4,1,,1,1,4,MAS DE 30,200,2300000,2300000
36621,CIUDAD DE MEXICO,CAMPESTRE CHURUBUSCO,COYOACAN,4200,CASA,499,367,6,5,,5,5,2,MAS DE 30,,9000000,9000000
36622,CIUDAD DE MEXICO,DEL CARMEN,COYOACAN,4100,LOCAL COMERCIAL,6,6,,,,0,,,MAS DE 30,si,1390000,1390000
36623,CIUDAD DE MEXICO,GUADALUPE INN,ALVARO OBREGON,1020,DEPARTAMENTO,,68,1,1,1,1.5,1,,ENTRE 0 - 5 AÑOS,,3950000,3950000
36625,CIUDAD DE MEXICO,JARDINES DEL SUR,XOCHIMILCO,16050,CASA,140,0,3,3,1,3.5,2,3,MAS DE 30,,4750000,4750000
36627,CIUDAD DE MEXICO,ANZURES,MIGUEL HIDALGO,11590,DEPARTAMENTO,,107,3,3,,3,1,8,MAS DE 30,1850,4850000,4850000
36630,CIUDAD DE MEXICO,PORTALES NORTE,BENITO JUAREZ,3303,DEPARTAMENTO,,74,2,2,,2,1,3,ENTRE 6 - 10 AÑOS,1250,3200000,3200000
36632,CIUDAD DE MEXICO,CULHUACAN CTM SECCION VIII,COYOACAN,4909,CASA,,0,2,1,1,1.5,1,2,ENTRE 21 - 30 AÑOS,,2200000,2200000
36633,CIUDAD DE MEXICO,REFORMA IZTACCIHUATL SUR,IZTACALCO,8840,CASA,200,400,4,3,1,3.5,4,1,MAS DE 30,,7500000,7500000
36641,CIUDAD DE MEXICO,AGRICOLA ORIENTAL,IZTACALCO,8500,DEPARTAMENTO,,49,2,1,,1,,,ENTRE 0 - 5 AÑOS,,1350000,1350000
36642,CIUDAD DE MEXICO,DEL VALLE CENTRO,BENITO JUAREZ,3100,DEPARTAMENTO,,127,3,3,,3,2,5,ENTRE 11 - 15 AÑOS,3500,6999000,6999000
36644,ESTADO DE MEXICO,LOMAS DE BELLAVISTA,ATIZAPAN DE ZARAGOZA,52994,CASA,600,700,4,6,,6,4,3,ENTRE 21 - 30 AÑOS,,24950000,24950000
36645,CIUDAD DE MEXICO,EJIDOS DE SAN PEDRO MARTIR,TLALPAN,14640,CASA,314,180,3,2,1,2.5,6,2,ENTRE 16 - 20 AÑOS,,5000000,5000000
36646,CIUDAD DE MEXICO,TLACOQUEMECATL,BENITO JUAREZ,3200,DEPARTAMENTO,,126,3,3,1,3.5,1,10,ENTRE 21 - 30 AÑOS,1800,4480000,4480000
36647,CIUDAD DE MEXICO,EL MIRADOR 3A SECCION,TLALPAN,14449,TERRENO,121,,,,,0,,,,,1000000,1000000
36648,CIUDAD DE MEXICO,LOMAS QUEBRADAS,LA MAGDALENA CONTRERAS,10000,CASA,252,570,3,3,,3,,2,MAS DE 30,,6900000,6900000
36652,CIUDAD DE MEXICO,REFORMA IZTACCIHUATL SUR,IZTACALCO,8840,DEPARTAMENTO,,50,1,1,,1,,,,,1729000,1729000
36653,CIUDAD DE MEXICO,NUEVA ORIENTAL COAPA,TLALPAN,14300,DEPARTAMENTO,,85,3,1,,1,1,,,250,2990000,2990000
36655,CIUDAD DE MEXICO,CULHUACAN CTM SECCION VI,COYOACAN,4480,CASA,120,150,3,2,,2,3,,,,3350000,3350000
36659,CIUDAD DE MEXICO,JARDIN BALBUENA,VENUSTIANO CARRANZA,15900,CASA,193,428,5,4,1,4.5,3,2,ENTRE 21 - 30 AÑOS,,9200000,9200000
36660,CIUDAD DE MEXICO,SAN ANDRES TETEPILCO,IZTAPALAPA,9440,DEPARTAMENTO,,50,3,1,,1,,2,MAS DE 30,,1000000,1000000
36663,CIUDAD DE MEXICO,ASTURIAS,CUAUHTEMOC,6850,DEPARTAMENTO,,65,3,1,,1,1,6,ENTRE 16 - 20 AÑOS,"$1,400.00",2150000,2150000
36664,CIUDAD DE MEXICO,ANAHUAC I SECCION,MIGUEL HIDALGO,11320,DEPARTAMENTO,,60,2,2,,2,1,5,ENTRE 11 - 15 AÑOS,"$1,100.00",2490000,2490000
36668,CIUDAD DE MEXICO,AMERICAS UNIDAS,BENITO JUAREZ,3610,TERRENO,159,,,,,0,,,MAS DE 30,,4700000,4700000
36671,ESTADO DE MEXICO,LOMAS VERDES 3A SECCION,NAUCALPAN DE JUAREZ,53125,CASA,550,350,4,7,,7,2,3,,,12499000,12499000
36672,CIUDAD DE MEXICO,NIÑOS HEROES,BENITO JUAREZ,3440,DEPARTAMENTO,,95,3,2,,2,1,,ENTRE 21 - 30 AÑOS,500 Aprox.,3595000,3595000
36674,CIUDAD DE MEXICO,LOMAS DE PADIERNA,TLALPAN,14240,CASA,250,320,4,5,,5,4,2,ENTRE 16 - 20 AÑOS,,5350000,5350000
36677,CIUDAD DE MEXICO,LA MARTINICA,ALVARO OBREGON,1619,CASA,130,288,3,2,1,2.5,2,3,ENTRE 21 - 30 AÑOS,,4700000,4700000
36678,CIUDAD DE MEXICO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,3800,DEPARTAMENTO,,90,3,2,,2,2,9,ENTRE 6 - 10 AÑOS,,3750000,3600000
36679,CIUDAD DE MEXICO,ANAHUAC I SECCION,MIGUEL HIDALGO,11320,DEPARTAMENTO,,114,3,2,,2,1,5,ENTRE 6 - 10 AÑOS,900,3495000,3495000
36680,CIUDAD DE MEXICO,ESCANDON I SECCION,MIGUEL HIDALGO,11800,TERRENO,553,,,,,0,,,,,19500000,19500000
36682,CIUDAD DE MEXICO,CULHUACAN CTM SECCION V,COYOACAN,4440,CASA,105,120,3,2,1,2.5,2,3,ENTRE 21 - 30 AÑOS,,4000000,4000000
36685,CIUDAD DE MEXICO,Santa Cruz Xochitepec,Xochimilco,16100,CASA,110,150,3,3,,3,1,1,ENTRE 21 - 30 AÑOS,,2890000,2890000
36691,CIUDAD DE MEXICO,NAPOLES,BENITO JUAREZ,3810,DEPARTAMENTO,,83,2,2,,2,1,4,ENTRE 0 - 5 AÑOS,,4100000,4100000
36693,CIUDAD DE MEXICO,TACUBA,MIGUEL HIDALGO,11410,DEPARTAMENTO,,56,3,1,,1,,4,ENTRE 16 - 20 AÑOS,$0.00,1199000,1199000
36694,CIUDAD DE MEXICO,CAFETALES,COYOACAN,4918,CASA,165,330,5,4,1,4.5,3,3,MAS DE 30,,6900000,6900000
36695,CIUDAD DE MEXICO,HACIENDA SAN JUAN,TLALPAN,14377,TERRENO,156,,,,,0,,,,,5500000,5500000
36698,CIUDAD DE MEXICO,PEDREGAL DE CARRASCO,COYOACAN,4700,DEPARTAMENTO,,65,3,1,,1,1,11,MAS DE 30,500,2200000,2200000
36702,CIUDAD DE MEXICO,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,4800,CASA,120,220,3,3,1,3.5,2,1,MAS DE 30,,5500000,5500000
36704,CIUDAD DE MEXICO,LOMAS DEL PEDREGAL,TLALPAN,14220,CASA,120,97,2,1,1,1.5,2,2,ENTRE 6 - 10 AÑOS,,2200000,2200000
36705,CIUDAD DE MEXICO,HIPODROMO CONDESA,CUAUHTEMOC,6170,CASA,202,438,6,3,,3,2,3,ENTRE 21 - 30 AÑOS,,17000000,17000000
36706,CIUDAD DE MEXICO,SANTA ANITA,IZTACALCO,8300,DEPARTAMENTO,,52,1,1,,1,,,MAS DE 30,NO,1010000,1010000
36707,CIUDAD DE MEXICO,ARBOLEDAS DEL SUR,TLALPAN,14376,CASA,240,200,4,4,,4,4,2,ENTRE 0 - 5 AÑOS,,11000000,11000000
36710,CIUDAD DE MEXICO,NARVARTE PONIENTE,BENITO JUAREZ,3020,DEPARTAMENTO,,65,2,2,1,2.5,,2,ENTRE 21 - 30 AÑOS,,2200000,2200000
36712,PUEBLA,SAN JOSE MAYORAZGO,PUEBLA,72450,DEPARTAMENTO,,59,2,1,,1,1,4,MAS DE 30,,650000,650000
36713,ESTADO DE MEXICO,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,CASA,185,232,5,3,,3,3,2,ENTRE 0 - 5 AÑOS,,7400000,7400000
36720,CIUDAD DE MEXICO,CUAUHTEMOC,CUAUHTEMOC,6500,DEPARTAMENTO,,90,3,2,,2,1,,ENTRE 11 - 15 AÑOS,,4920000,4920000
36722,ESTADO DE MEXICO,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,CASA,288,254,5,4,1,4.5,5,2,ENTRE 11 - 15 AÑOS,,17700000,17700000
36724,CIUDAD DE MEXICO,COLINA DEL SUR,ALVARO OBREGON,1430,CASA,362,0,4,2,1,2.5,3,2,ENTRE 21 - 30 AÑOS,,7200000,7200000
36725,CIUDAD DE MEXICO,SANTA MARIA LA RIBERA,CUAUHTEMOC,6400,DEPARTAMENTO,,0,2,1,,1,,3,,,1490000,1490000
36728,CIUDAD DE MEXICO,PORTALES ORIENTE,BENITO JUAREZ,3570,DEPARTAMENTO,,65,2,1,1,1.5,1,6,ENTRE 6 - 10 AÑOS,1200,2490000,2490000
36730,CIUDAD DE MEXICO,EX-EJIDO DE SAN FRANCISCO CULHUACAN,COYOACAN,4420,CASA,250,304,4,5,,5,4,2,ENTRE 21 - 30 AÑOS,,6890000,6890000
36736,CIUDAD DE MEXICO,COPILCO UNIVERSIDAD,COYOACAN,4360,DEPARTAMENTO,,98,3,2,1,2.5,1,,MAS DE 30,,3099000,3099000
36742,CIUDAD DE MEXICO,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,15530,DEPARTAMENTO,,92,2,2,,2,1,4,ENTRE 0 - 5 AÑOS,,2780000,2780000
36744,CIUDAD DE MEXICO,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,15530,DEPARTAMENTO,,97,2,2,,2,1,4,ENTRE 0 - 5 AÑOS,,2780000,2780000
36746,CIUDAD DE MEXICO,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,15530,DEPARTAMENTO,,122,2,2,,2,1,4,ENTRE 0 - 5 AÑOS,,4275000,4275000
36747,CIUDAD DE MEXICO,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,15530,DEPARTAMENTO,,92,2,2,,2,1,4,ENTRE 0 - 5 AÑOS,,2780000,2780000
36749,CIUDAD DE MEXICO,EL CARACOL,COYOACAN,4739,CASA,171M2,NULL,3,2,1,2.5,2,2,ENTRE 21 - 30 AÑOS,,6000000,6000000
36751,CIUDAD DE MEXICO,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,15530,PENT HOUSE,50,101,3,2,1,2.5,1,3,ENTRE 0 - 5 AÑOS,,4200000,4200000
