id,entidad,colonia,municipio,codigo_postal,tipo,m2Terreno,m2Construccion,recamaras,banos,medio_bano,Ba�os,estacionamientos,pisos,antiguedad,cuotaMantto,precioSalida,precioVenta
35953,CIUDAD DE MEXICO,TLACOQUEMECATL,BENITO JUAREZ,3200,DEPARTAMENTO,,126,3,3,,3,1,10,ENTRE 21 - 30 AÑOS,1800,4300000,3990000
35954,CIUDAD DE MEXICO,JUAREZ,CUAUHTEMOC,6600,TERRENO,682,,,,,0,,,,,35000000,35000000
35958,CIUDAD DE MEXICO,AJUSCO,COYOACAN,4300,CASA,334,200,3,2,,2,5,1,ENTRE 21 - 30 AÑOS,,6300000,6300000
35959,CIUDAD DE MEXICO,INSURGENTES CUICUILCO,COYOACAN,4530,DEPARTAMENTO,,140,2,2,1,2.5,2,,,,5000000,5000000
35960,ESTADO DE MEXICO,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,CASA,115,130,3,2,1,2.5,2,2,ENTRE 21 - 30 AÑOS,,4700000,4700000
35961,CIUDAD DE MEXICO,NAPOLES,BENITO JUAREZ,3810,DEPARTAMENTO,,118,3,3,,3,3,,,,5490000,5490000
35964,CIUDAD DE MEXICO,NARVARTE PONIENTE,BENITO JUAREZ,3020,DEPARTAMENTO,,104,3,3,,3,2,8,ENTRE 11 - 15 AÑOS,,3850000,3870000
35965,CIUDAD DE MEXICO,NARVARTE PONIENTE,BENITO JUAREZ,3020,DEPARTAMENTO,,157,3,4,,4,2,,,,5900000,5800000
35967,CIUDAD DE MEXICO,TLALPAN CENTRO,TLALPAN,14000,CASA,219,420,8,8,,8,4,2,ENTRE 11 - 15 AÑOS,,8900000,8900000
35972,CIUDAD DE MEXICO,MILITAR MARTE,IZTACALCO,8830,CASA,210,500,2,6,,6,6,3,MAS DE 30,,6950000,6950000
35974,CIUDAD DE MEXICO,CAFETALES,COYOACAN,4918,CASA,180M2,0,2,2,1,2.5,2,1,ENTRE 16 - 20 AÑOS,,7100000,6900000
35975,CIUDAD DE MEXICO,ANAHUAC I SECCION,MIGUEL HIDALGO,11320,DEPARTAMENTO,,60,1,1,,1,1,5,ENTRE 6 - 10 AÑOS,900,2700000,2700000
35976,CIUDAD DE MEXICO,DOCTORES,CUAUHTEMOC,6720,LOCAL COMERCIAL,70,70,,,1,0.5,,,ENTRE 21 - 30 AÑOS,$300,1850000,1715000
35980,CIUDAD DE MEXICO,SECTOR POPULAR,IZTAPALAPA,9060,CASA,130,200,5,3,1,3.5,1,2,,,4000000,4000000
35984,CIUDAD DE MEXICO,PRADO COAPA 2A SECCION,TLALPAN,14357,CASA,231,261,3,2,1,2.5,3,2,ENTRE 11 - 15 AÑOS,,8500000,8500000
35988,CIUDAD DE MEXICO,CULHUACAN CTM SECCION VI,COYOACAN,4480,TERRENO,290,,,,,0,,,,,3000000,3000000
35990,CIUDAD DE MEXICO,NIÑOS HEROES,BENITO JUAREZ,3440,DEPARTAMENTO,,70,2,1,,1,1,4,MAS DE 30,350,2400000,2400000
35995,CIUDAD DE MEXICO,SANTA MARIA LA RIBERA,CUAUHTEMOC,6400,DEPARTAMENTO,,86,2,1,,1,,2,ENTRE 16 - 20 AÑOS,N/A,980000,980000
35998,CIUDAD DE MEXICO,JARDIN BALBUENA,VENUSTIANO CARRANZA,15900,CASA,152,350,5,5,1,5.5,3,2,MAS DE 30,,6500000,6500000
35999,CIUDAD DE MEXICO,PORTALES ORIENTE,BENITO JUAREZ,3570,DEPARTAMENTO,,93,2,2,,2,1,4,ENTRE 11 - 15 AÑOS,1200,2700000,2700000
36000,CIUDAD DE MEXICO,ROMA SUR,CUAUHTEMOC,6760,TERRENO,500,,,,,0,,,,,25000000,25000000
36001,ESTADO DE MEXICO,LOS PASTORES,NAUCALPAN DE JUAREZ,53340,CASA,180,282,4,2,1,2.5,2,,MAS DE 30,,4990000,4990000
36005,CIUDAD DE MEXICO,CULHUACAN CTM SECCION VIII,COYOACAN,4909,CASA,160M2,0,8,,1,0.5,2,3,MAS DE 30,,4500000,4500000
36006,CIUDAD DE MEXICO,LIC. EMILIO PORTES GIL PEMEX,TLALPAN,14130,DEPARTAMENTO,,110,3,3,,3,1,,,200,3180000,2800000
36007,CIUDAD DE MEXICO,VERONICA ANZURES,MIGUEL HIDALGO,11300,DEPARTAMENTO,,0,3,2,1,2.5,2,5,ENTRE 6 - 10 AÑOS,2100,4240000,4240000
36010,CIUDAD DE MEXICO,SAN PEDRO DE LOS PINOS,ALVARO OBREGON,1180,DEPARTAMENTO,,57,2,1,,1,1,6,ENTRE 16 - 20 AÑOS,$440,1700000,1700000
36012,CIUDAD DE MEXICO,DEL VALLE NORTE,BENITO JUAREZ,3103,DEPARTAMENTO,,120,3,3,,3,2,5,MAS DE 30,2700,4200000,4200000
36014,CIUDAD DE MEXICO,SANTA MARIA LA RIBERA,CUAUHTEMOC,6400,DEPARTAMENTO,,49,2,1,,1,,,,,1100000,1050000
36016,CIUDAD DE MEXICO,LOS CIPRESES,COYOACAN,4830,DEPARTAMENTO,,70,2,2,,2,1,4,ENTRE 6 - 10 AÑOS,si,2600000,2600000
36018,CIUDAD DE MEXICO,EDUCACION,COYOACAN,4400,CASA,135,135,3,2,1,2.5,1,5,MAS DE 30,,4250000,4250000
36019,CIUDAD DE MEXICO,HIPODROMO CONDESA,CUAUHTEMOC,6170,DEPARTAMENTO,,65,1,1,,1,1,6,ENTRE 6 - 10 AÑOS,"2,300",5690000,5690000
36024,PUEBLA,VILLA CARMEL,PUEBLA,72567,CASA,90,196,3,3,1,3.5,2,2,ENTRE 21 - 30 AÑOS,,1990000,1990000
36029,CIUDAD DE MEXICO,CULHUACAN CTM SECCION VI,COYOACAN,4480,DEPARTAMENTO,,96,3,1,,1,,,MAS DE 30,,1700000,1700000
36031,PUEBLA,SANTA MONICA,PUEBLA,72540,LOCAL COMERCIAL,479.2,670,,,1,0.5,,,MAS DE 30,,7500000,7500000
36034,ESTADO DE MEXICO,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,TERRENO,240,,,,,0,,,,,5000000,5000000
36037,CIUDAD DE MEXICO,CUAUHTEMOC,CUAUHTEMOC,6500,PENT HOUSE,173,0,2,2,,2,1,,,1500,7250000,7250000
36042,CIUDAD DE MEXICO,SINATEL,IZTAPALAPA,9470,CASA,216,280,4,2,1,2.5,3,2,MAS DE 30,,6000000,6000000
36043,CIUDAD DE MEXICO,COPILCO EL ALTO,COYOACAN,4360,CASA,120,120,3,3,,3,2,2,MAS DE 30,,2500000,2500000
36044,CIUDAD DE MEXICO,POPULAR RASTRO,VENUSTIANO CARRANZA,15220,DEPARTAMENTO,,60,2,1,,1,,5,ENTRE 11 - 15 AÑOS,400,1350000,1350000
36045,PUEBLA,NUEVA ANTEQUERA,PUEBLA,72180,CASA,85,85,2,2,,2,2,4,ENTRE 0 - 5 AÑOS,,1920000,1920000
36046,CIUDAD DE MEXICO,NUEVA ORIENTAL COAPA,TLALPAN,14300,DEPARTAMENTO,,96,2,2,,2,1,3,ENTRE 21 - 30 AÑOS,800,3180000,2990000
36050,CIUDAD DE MEXICO,SAN BARTOLO ATEPEHUACAN,GUSTAVO A. MADERO,7730,DEPARTAMENTO,NULL,NULL,,,,0,,,,,2450000,2450000
36051,CIUDAD DE MEXICO,DEL VALLE SUR,BENITO JUAREZ,3104,DEPARTAMENTO,,135,2,3,1,3.5,2,4,ENTRE 11 - 15 AÑOS,2000,4700000,4700000
36053,CIUDAD DE MEXICO,SAN ANGEL,ALVARO OBREGON,1000,TERRENO,217,,,,,0,,,,,5900000,4900000
36055,CIUDAD DE MEXICO,LIC. EMILIO PORTES GIL PEMEX,TLALPAN,14130,DEPARTAMENTO,,110,2,3,,3,1,4,ENTRE 21 - 30 AÑOS,,3140000,3140000
36058,CIUDAD DE MEXICO,Portales Norte,Benito Juárez,3303,DEPARTAMENTO,,60,2,1,,1,,5,ENTRE 6 - 10 AÑOS,,1790000,1790000
36059,CIUDAD DE MEXICO,MERCED BALBUENA,VENUSTIANO CARRANZA,15810,DEPARTAMENTO,,53,1,1,,1,,2,ENTRE 21 - 30 AÑOS,,730000,730000
36063,CIUDAD DE MEXICO,CAROLA,ALVARO OBREGON,1180,DEPARTAMENTO,,58,2,1,,1,1,7,ENTRE 21 - 30 AÑOS,$600,1750000,1700000
36069,CIUDAD DE MEXICO,MIGUEL HIDALGO 3A SECCION,TLALPAN,14250,CASA,273,462,4,3,1,3.5,4,3,ENTRE 21 - 30 AÑOS,,6000000,5700000
36070,CIUDAD DE MEXICO,REAL DEL MORAL,IZTAPALAPA,9010,CASA,60,95,2,1,,1,1,1,ENTRE 21 - 30 AÑOS,,2585000,2585000
36071,CIUDAD DE MEXICO,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,3340,DEPARTAMENTO,,100,2,2,1,2.5,2,2,ENTRE 11 - 15 AÑOS,"$2,100",4500000,3750000
36072,CIUDAD DE MEXICO,OLIVAR DEL CONDE 2A SECCION,ALVARO OBREGON,1408,DEPARTAMENTO,,75,2,1,,1,1,4,ENTRE 6 - 10 AÑOS,150,1950000,1840000
36074,CIUDAD DE MEXICO,JARDIN BALBUENA,VENUSTIANO CARRANZA,15900,DEPARTAMENTO,,63,2,1,,1,,,,,1300000,1300000
36076,CIUDAD DE MEXICO,LOMAS ESTRELLA,IZTAPALAPA,9890,DEPARTAMENTO,,90,3,1,,1,1,4,ENTRE 21 - 30 AÑOS,200,2100000,2100000
36077,CIUDAD DE MEXICO,AMERICAS UNIDAS,BENITO JUAREZ,3610,DEPARTAMENTO,,72,2,2,1,2.5,1,5,ENTRE 0 - 5 AÑOS,,2795000,2795000
36080,CIUDAD DE MEXICO,ROMA NORTE,CUAUHTEMOC,6700,OFICINA,50,50,,1,,1,1,7,MAS DE 30,1100,1790000,1790000
36082,CIUDAD DE MEXICO,SANTA URSULA XITLA,TLALPAN,14420,TERRENO,103,,,,,0,,,,,1500000,1500000
36085,CIUDAD DE MEXICO,EL ROSEDAL,COYOACAN,4330,CASA,185,200,5,2,,2,2,1,,,7000000,7000000
36088,CIUDAD DE MEXICO,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,7369,TERRENO,120,,,,,0,,,,,2000000,2000000
36089,CIUDAD DE MEXICO,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,7369,TERRENO,120,,,,,0,,,,,2400000,2400000
36090,CIUDAD DE MEXICO,INDEPENDENCIA,BENITO JUAREZ,3630,DEPARTAMENTO,,75,2,2,,2,,7,ENTRE 11 - 15 AÑOS,1100,2895000,2895000
36093,CIUDAD DE MEXICO,ACULCO,IZTAPALAPA,9410,DEPARTAMENTO,,72,2,1,,1,1,4,MAS DE 30,,1775000,1775000
36099,CIUDAD DE MEXICO,PUEBLO DE SANTA URSULA COAPA,COYOACAN,4650,DEPARTAMENTO,,64,2,2,,2,1,5,ENTRE 6 - 10 AÑOS,900,1900000,1900000
36101,CIUDAD DE MEXICO,GRANJAS COAPA,TLALPAN,14330,CASA EN CONDOMINIO,220,75,4,3,,3,1,,MAS DE 30,,2800000,2800000
36103,CIUDAD DE MEXICO,SAN JUANICO NEXTIPAC,IZTAPALAPA,9400,CASA,195,386,6,4,,4,2,3,,,4350000,4350000
36109,CIUDAD DE MEXICO,AGRICOLA ORIENTAL,IZTACALCO,8500,CASA,250,350,8,5,1,5.5,3,,MAS DE 30,,4700000,4700000
36110,ESTADO DE MEXICO,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,CASA,96,112,3,2,1,2.5,3,2,MAS DE 30,,4200000,3850000
36111,CIUDAD DE MEXICO,DEL VALLE CENTRO,BENITO JUAREZ,3100,LOCAL COMERCIAL,,70,,,1,0.5,,,,,1090000,1090000
36112,CIUDAD DE MEXICO,PEDREGAL DE CARRASCO,COYOACAN,4700,DEPARTAMENTO,,55,2,1,,1,1,4,MAS DE 30,,1700000,1700000
36113,CIUDAD DE MEXICO,XOCO,BENITO JUAREZ,3330,DEPARTAMENTO,,66,1,1,,1,1,11,ENTRE 0 - 5 AÑOS,,5999999,5840000
36114,CIUDAD DE MEXICO,EDUCACION,COYOACAN,4400,CASA,160,220,4,4,1,4.5,2,2,ENTRE 21 - 30 AÑOS,,6000000,5600000
36120,CIUDAD DE MEXICO,SANTA MARIA LA RIBERA,CUAUHTEMOC,6400,DEPARTAMENTO,,128,4,2,,2,,2,ENTRE 16 - 20 AÑOS,,2250000,2250000
36130,CIUDAD DE MEXICO,SAN PEDRO MARTIR,TLALPAN,14650,CASA,139,160,3,1,1,1.5,1,2,ENTRE 21 - 30 AÑOS,,3300000,3200000
36131,CIUDAD DE MEXICO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,3800,CASA,,330,4,3,1,3.5,3,2,MAS DE 30,,10500000,10500000
36132,CIUDAD DE MEXICO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,3800,DEPARTAMENTO,,100,3,2,,2,2,6,ENTRE 6 - 10 AÑOS,,3950000,3950000
36137,CIUDAD DE MEXICO,BARRIO SAN FRANCISCO,LA MAGDALENA CONTRERAS,10500,TERRENO,754,,,,,0,,,,,9600000,9600000
36138,CIUDAD DE MEXICO,PORTALES NORTE,BENITO JUAREZ,3303,DEPARTAMENTO,,70,2,2,,2,1,5,ENTRE 0 - 5 AÑOS,,3050000,3050000
36139,CIUDAD DE MEXICO,GUADALUPE,TLALPAN,14388,CASA,230,300,3,4,,4,2,,,,7500000,7500000
36140,CIUDAD DE MEXICO,BARRIO SAN FRANCISCO,LA MAGDALENA CONTRERAS,10500,CASA,219,392,3,3,1,3.5,2,2,ENTRE 0 - 5 AÑOS,,5780000,5700000
36141,JALISCO,VALLARTA PONIENTE,GUADALAJARA,44110,CASA,253.5,280,3,2,1,2.5,4,2,MAS DE 30,,6500000,6500000
36143,CIUDAD DE MEXICO,DEL VALLE SUR,BENITO JUAREZ,3104,DEPARTAMENTO,,138,3,3,,3,1,7,MAS DE 30,No se paga mantenimiento. ,5000000,5000000
36146,CIUDAD DE MEXICO,CAFETALES,COYOACAN,4918,CASA,180,280,4,3,1,3.5,2,3,MAS DE 30,,2500000,2500000
36148,CIUDAD DE MEXICO,LOMAS DEL PEDREGAL,TLALPAN,14220,CASA,119,200,2,2,1,2.5,3,3,ENTRE 16 - 20 AÑOS,,2380000,2380000
36153,CIUDAD DE MEXICO,DEL CARMEN,COYOACAN,4100,CASA EN CONDOMINIO,392,392,4,4,1,4.5,4,,ENTRE 6 - 10 AÑOS,,20500000,20500000
36159,CIUDAD DE MEXICO,ISIDRO FABELA,TLALPAN,14030,CASA,105,120,4,3,,3,,3,ENTRE 0 - 5 AÑOS,,2990000,2550000
36162,CIUDAD DE MEXICO,NATIVITAS,BENITO JUAREZ,3500,DEPARTAMENTO,,100,2,1,,1,1,3,MAS DE 30,400,2600000,2530000
36163,CIUDAD DE MEXICO,PARQUE SAN ANDRES,COYOACAN,4040,CASA EN CONDOMINIO,120,302,4,5,1,5.5,3,,ENTRE 6 - 10 AÑOS,,10500000,10500000
36171,CIUDAD DE MEXICO,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,15530,CASA,168,210,4,2,,2,3,2,MAS DE 30,,3500000,3250000
36172,CIUDAD DE MEXICO,CUAUHTEMOC,CUAUHTEMOC,6500,DEPARTAMENTO,,110,2,2,,2,1,6,ENTRE 6 - 10 AÑOS,2850,6500000,6500000
36176,CIUDAD DE MEXICO,SAN ALVARO,AZCAPOTZALCO,2090,CASA DUPLEX,90,80,3,2,,2,,2,ENTRE 21 - 30 AÑOS,,1700000,1700000
36181,ESTADO DE MEXICO,LOMAS DE BELLAVISTA,ATIZAPAN DE ZARAGOZA,52994,CASA,175,358,3,3,,3,4,4,ENTRE 0 - 5 AÑOS,,8200000,8200000
36183,ESTADO DE MEXICO,LAS AMERICAS,NAUCALPAN DE JUAREZ,53040,CASA,151,186,3,1,1,1.5,2,2,MAS DE 30,,3550000,3550000
36187,ESTADO DE MEXICO,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,CASA,244,269,4,3,1,3.5,3,2,MAS DE 30,,6400000,6200000
36189,CIUDAD DE MEXICO,NUEVA SANTA MARIA,AZCAPOTZALCO,2800,DEPARTAMENTO,,96,3,1,,1,2,3,ENTRE 21 - 30 AÑOS,NO,3450000,3320000
36190,CIUDAD DE MEXICO,ESCANDON I SECCION,MIGUEL HIDALGO,11800,DEPARTAMENTO,,150,4,3,,3,2,5,ENTRE 0 - 5 AÑOS,3550,7000000,7000000
36191,CIUDAD DE MEXICO,ESPARTACO,COYOACAN,4870,CASA,169,200,3,2,1,2.5,2,,,,6200000,6200000
36192,CIUDAD DE MEXICO,ALAMOS,BENITO JUAREZ,3400,DEPARTAMENTO,,62,2,1,,1,1,6,ENTRE 6 - 10 AÑOS,1000,2550000,2550000
36200,ESTADO DE MEXICO,VISTA HERMOSA,TLALNEPANTLA DE BAZ,54080,CASA,200,320,6,5,1,5.5,,2,MAS DE 30,,4000000,4000000
36208,CIUDAD DE MEXICO,CAMPESTRE,ALVARO OBREGON,1040,CASA EN CONDOMINIO,,125,3,2,1,2.5,2,,ENTRE 6 - 10 AÑOS,,7000000,7000000
36214,CIUDAD DE MEXICO,SAN PEDRO APOSTOL,TLALPAN,14070,DEPARTAMENTO,,50,2,1,1,1.5,,3,ENTRE 16 - 20 AÑOS,$0.00,1500000,1500000
36215,CIUDAD DE MEXICO,SAN PEDRO APOSTOL,TLALPAN,14070,DEPARTAMENTO,,90,2,1,,1,,3,ENTRE 16 - 20 AÑOS,$0.00,2300000,2300000
36216,CIUDAD DE MEXICO,INDUSTRIAL,GUSTAVO A. MADERO,7800,CASA,240,90,2,2,1,2.5,5,1,MAS DE 30,,3500000,3500000
36218,CIUDAD DE MEXICO,INSURGENTES MIXCOAC,BENITO JUAREZ,3920,DEPARTAMENTO,,109,3,3,,3,1,9,MAS DE 30,,4300000,4300000
36219,CIUDAD DE MEXICO,EL RETOÑO,IZTAPALAPA,9440,CASA,200,300,3,3,,3,5,2,ENTRE 21 - 30 AÑOS,,4000000,4000000
36220,ESTADO DE MEXICO,CUMBRES DE SAN MATEO,NAUCALPAN DE JUAREZ,53227,CASA,212,250,4,3,,3,2,3,,,6300000,6300000
36221,CIUDAD DE MEXICO,ANAHUAC I SECCION,MIGUEL HIDALGO,11320,DEPARTAMENTO,,55,2,1,,1,1,5,ENTRE 11 - 15 AÑOS,700,1890000,1890000
36225,CIUDAD DE MEXICO,NARVARTE ORIENTE,BENITO JUAREZ,3023,DEPARTAMENTO,,80,3,1,,1,1,4,MAS DE 30,,2750000,2550000
36234,CIUDAD DE MEXICO,VALLE ESCONDIDO,TLALPAN,14600,CASA EN CONDOMINIO,111,170,3,3,1,3.5,3,,ENTRE 21 - 30 AÑOS,750,5000000,5000000
36235,,,,0,CASA,154,170,3,3,1,3.5,3,2,ENTRE 11 - 15 AÑOS,,4800000,4800000
36240,CIUDAD DE MEXICO,NATIVITAS,XOCHIMILCO,16797,CASA,226,236,4,2,,2,4,3,ENTRE 16 - 20 AÑOS,,4290000,3990000
36242,CIUDAD DE MEXICO,OLIVAR DE LOS PADRES,ALVARO OBREGON,1780,DEPARTAMENTO,,0,2,1,,1,,2,ENTRE 0 - 5 AÑOS,,1040000,1040000
36244,CIUDAD DE MEXICO,OLIVAR DE LOS PADRES,ALVARO OBREGON,1780,DEPARTAMENTO,,0,2,1,,1,,2,ENTRE 0 - 5 AÑOS,,900000,820000
36246,PUEBLA,EL MIRADOR,PUEBLA,72530,CASA,224,280,3,4,,4,2,2,MAS DE 30,,3190000,3190000
36247,CIUDAD DE MEXICO,LOMAS DEL PEDREGAL,TLALPAN,14220,CASA,150,190,3,2,,2,2,2,ENTRE 16 - 20 AÑOS,,2370000,2160000
36250,CIUDAD DE MEXICO,CULHUACAN CTM SECCION VIII,COYOACAN,4909,DEPARTAMENTO,,0,2,1,,1,1,4,ENTRE 21 - 30 AÑOS,,1390000,1390000
36255,CIUDAD DE MEXICO,UNIDAD MODELO,IZTAPALAPA,9089,CASA,68,68,2,1,,1,2,1,ENTRE 21 - 30 AÑOS,,2850000,2750000
36257,CIUDAD DE MEXICO,PEDREGAL DE CARRASCO,COYOACAN,4700,DEPARTAMENTO,,97,5,1,,1,1,4,MAS DE 30,250,2700000,2700000
36260,ESTADO DE MEXICO,TEPETLACALCO A. C.,TLALNEPANTLA DE BAZ,54080,DEPARTAMENTO,,57,2,1,,1,1,5,ENTRE 21 - 30 AÑOS,500 mensual,1600000,1400000
36272,CIUDAD DE MEXICO,JARDIN BALBUENA,VENUSTIANO CARRANZA,15900,DEPARTAMENTO,,53,2,1,,1,,4,,,1380000,1380000
36274,CIUDAD DE MEXICO,JARDIN BALBUENA,VENUSTIANO CARRANZA,15900,CASA,120,0,4,2,1,2.5,1,2,MAS DE 30,,5950000,5950000
36279,ESTADO DE MEXICO,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,CASA,357,161,3,5,,5,2,3,ENTRE 21 - 30 AÑOS,,5300000,5300000
36280,CIUDAD DE MEXICO,SANTA CRUZ ATOYAC,BENITO JUAREZ,3310,OFICINA,50.04,50,,,,0,,5,MAS DE 30,1200,2480000,2330000
36281,CIUDAD DE MEXICO,ROMA SUR,CUAUHTEMOC,6760,CASA,200,530,5,4,1,4.5,,2,MAS DE 30,,23000000,23000000
36288,CIUDAD DE MEXICO,ARBOLEDAS DEL SUR,TLALPAN,14376,DEPARTAMENTO,,74,2,2,,2,1,4,ENTRE 0 - 5 AÑOS,1300,2995000,2995000
36289,CIUDAD DE MEXICO,BANJIDAL,IZTAPALAPA,9450,DEPARTAMENTO,,70,2,1,,1,1,4,ENTRE 21 - 30 AÑOS,300,2100000,2100000
36294,CIUDAD DE MEXICO,ALAMOS,BENITO JUAREZ,3400,DEPARTAMENTO,,55,2,1,,1,,5,ENTRE 6 - 10 AÑOS,700,2150000,1999999
36295,CIUDAD DE MEXICO,EL VERGEL,IZTAPALAPA,9880,CASA,120,250,4,2,,2,4,2,ENTRE 16 - 20 AÑOS,,2900000,2900000
36300,CIUDAD DE MEXICO,SANTA MARIA NONOALCO,BENITO JUAREZ,3700,DEPARTAMENTO,,70,2,2,,2,1,5,ENTRE 6 - 10 AÑOS,,3200000,3200000
36302,CIUDAD DE MEXICO,EDUCACION,COYOACAN,4400,CASA,140M2,220,4,3,1,3.5,2,1,ENTRE 21 - 30 AÑOS,,6650000,6650000
36305,ESTADO DE MEXICO,TEPETLACALCO A. C.,TLALNEPANTLA DE BAZ,54080,CASA,131,171,4,2,,2,2,2,MAS DE 30,,3000000,2900000
36307,CIUDAD DE MEXICO,PUEBLO LA CANDELARIA,COYOACAN,4380,CASA EN CONDOMINIO,73,203,3,2,1,2.5,2,,,,9182642,9182642
36308,CIUDAD DE MEXICO,PUEBLO LA CANDELARIA,COYOACAN,4380,CASA EN CONDOMINIO,95,238,3,4,1,4.5,2,,,,10775868,10775868
36309,CIUDAD DE MEXICO,PUEBLO LA CANDELARIA,COYOACAN,4380,CASA EN CONDOMINIO,63,175,3,2,,2,2,,,,8135280,8135280
36311,CIUDAD DE MEXICO,PUEBLO LA CANDELARIA,COYOACAN,4380,CASA EN CONDOMINIO,90,228,3,4,1,4.5,2,,,,10324989,10324989
36313,CIUDAD DE MEXICO,ESPARTACO,COYOACAN,4870,CASA,135,248,4,4,1,4.5,2,,MAS DE 30,,6000000,6000000
36314,CIUDAD DE MEXICO,DEL CARMEN,BENITO JUAREZ,3540,TERRENO,42,,,,,0,,,,,650000,650000
36315,CIUDAD DE MEXICO,DEL CARMEN,BENITO JUAREZ,3540,DEPARTAMENTO,,64,2,2,,2,2,6,ENTRE 11 - 15 AÑOS,"$1,300",3400000,3400000
36319,CIUDAD DE MEXICO,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,4800,CASA DUPLEX,50,110,3,2,,2,1,2,MAS DE 30,,2700000,2700000
36321,CIUDAD DE MEXICO,EX-EJIDO DE SAN FRANCISCO CULHUACAN,COYOACAN,4420,CASA,250,280,3,3,1,3.5,3,2,MAS DE 30,,7000000,6500000
36324,CIUDAD DE MEXICO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,3800,CASA EN CONDOMINIO,138,200,3,3,1,3.5,2,,ENTRE 0 - 5 AÑOS,2000,7690000,7690000
36327,CIUDAD DE MEXICO,NIÑOS HEROES,BENITO JUAREZ,3440,DEPARTAMENTO,,63,2,1,,1,1,5,ENTRE 6 - 10 AÑOS,850,2600000,2600000
36328,CIUDAD DE MEXICO,ANZURES,MIGUEL HIDALGO,11590,CASA EN CONDOMINIO,100,100,2,2,,2,1,,ENTRE 11 - 15 AÑOS,500,2700000,2475000
36330,CIUDAD DE MEXICO,SAN MIGUEL CHAPULTEPEC I SECCION,MIGUEL HIDALGO,11850,DEPARTAMENTO,,100,2,2,,2,2,3,ENTRE 0 - 5 AÑOS,1700,4690000,4690000
36338,CIUDAD DE MEXICO,SANTA MARIA LA RIBERA,CUAUHTEMOC,6400,TERRENO,229,,,,,0,,,,,3490000,3490000
36345,CIUDAD DE MEXICO,SAN MIGUEL CHAPULTEPEC I SECCION,MIGUEL HIDALGO,11850,CASA,234,234,3,3,,3,1,1,ENTRE 21 - 30 AÑOS,,12950000,12950000
36354,CIUDAD DE MEXICO,POSTAL,BENITO JUAREZ,3410,CASA,160,280,4,2,,2,1,2,ENTRE 21 - 30 AÑOS,,7500000,7500000
36356,CIUDAD DE MEXICO,DEL VALLE SUR,BENITO JUAREZ,3104,DEPARTAMENTO,,120,3,2,1,2.5,,6,MAS DE 30,1500,4500000,4600000
36357,CIUDAD DE MEXICO,CULHUACAN CTM SECCION VIII,COYOACAN,4909,DEPARTAMENTO,,60,2,1,,1,1,4,MAS DE 30,,1150000,1150000
36360,PUEBLA,LOMA LINDA,PUEBLA,72104,CASA,104,141,3,2,1,2.5,2,2,ENTRE 0 - 5 AÑOS,,1800000,1800000
36361,CIUDAD DE MEXICO,BANJIDAL,IZTAPALAPA,9450,DEPARTAMENTO,,60,2,1,,1,,4,MAS DE 30,300,1500000,1500000
36362,CIUDAD DE MEXICO,ANZURES,MIGUEL HIDALGO,11590,CASA,250,600,4,3,1,3.5,3,2,MAS DE 30,,14500000,14000000
36364,CIUDAD DE MEXICO,LOMAS DE LOS ANGELES DEL PUEBLO TETELPAN,ALVARO OBREGON,1790,TERRENO,458,,,,,0,,,,,3950000,3950000
36365,ESTADO DE MEXICO,VISTA HERMOSA,TLALNEPANTLA DE BAZ,54080,CASA,123,190,3,2,1,2.5,2,2,MAS DE 30,,3000000,3000000
36366,CIUDAD DE MEXICO,CACAMA,IZTAPALAPA,9080,DEPARTAMENTO,,59,2,1,,1,,4,MAS DE 30,,1030000,1030000
36369,CIUDAD DE MEXICO,El Retoño,Iztapalapa,9440,DEPARTAMENTO,,60,3,2,,2,,4,MAS DE 30,Si presenta,1100000,1100000
36370,CIUDAD DE MEXICO,LOMAS DEL PEDREGAL,TLALPAN,14220,CASA,20,150,3,2,,2,1,1,ENTRE 16 - 20 AÑOS,,2300000,2300000
36374,CIUDAD DE MEXICO,Narvarte Oriente,Benito Juárez,3023,DEPARTAMENTO,,43,1,1,,1,,3,MAS DE 30,200,1600000,1600000
36376,CIUDAD DE MEXICO,HUICHAPAN,XOCHIMILCO,16030,CASA,117,250,8,4,1,4.5,2,2,ENTRE 21 - 30 AÑOS,,4600000,4600000
36378,CIUDAD DE MEXICO,MERCED BALBUENA,VENUSTIANO CARRANZA,15810,DEPARTAMENTO,,70,2,1,,1,1,6,ENTRE 6 - 10 AÑOS,600,1800000,1800000
