ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Tipo de casa,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,Bodegas,AntigÃ¼edad,OrientaciÃ³n,Orientación,Cantidad de pisos,Tipo de propiedad,Tipo de departamento,Disposición,Departamentos por piso,Número de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote
1396881964,nuevo-león,420548,https://casa.metroscubicos.com/MLM-1396881964-420548-casa-en-venta-en-contry-la-silla-5-sector-en-guadalupe-_JM,"$8,400,000",Guadalupe,Contry La Silla Sect 5,300 m²,340 m²,,4,4,2,,19 años,,,,,,,,,,,,,,,,,,
1315525036,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1315525036-casa-nueva-en-venta-cumbres-arriba-de-leones-_JM,"$5,200,000",Monterrey,Cumbre Allegro,153 m²,307 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1324522581,nuevo-león,los,https://casa.metroscubicos.com/MLM-1324522581-los-rios-nueva-contemporanea-_JM,"$22,850,000",San Pedro Garza García,Del Valle,450 m²,500 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1302492048,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1302492048-casa-a-increible-precio-en-fracc-privado-_JM,"$2,130,000",García,Otra Colonia,119 m²,160 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1369187680,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369187680-casa-en-venta-de-3-niveles-dominio-cumbres-cerca-de-leones-_JM,"$2,670,000",García,Otra Colonia,119 m²,180 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
922415429,nuevo-león,casa,https://casa.metroscubicos.com/MLM-922415429-casa-rinconada-colonial-_JM,"$5,300,000",Apodaca,Rinconada Colonial,359 mÂ²,359 mÂ²,,,,2,,,0 MXN,3,5,,0 aÃ±os,,,3,,,,,,,,,,
949387034,nuevo-león,casa,https://casa.metroscubicos.com/MLM-949387034-casa-en-venta-zona-centro-de-santa-catarina-_JM,"$13,000,000",Santa Catarina,Santa Catarina Centro,1105 m²,,,3,3,4,,25 años,0 MXN,,,,,,,2,,,,,,,,,,
1369155971,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369155971-casa-en-venta-con-alberca-la-herradura-club-de-golf-_JM,"$28,500,000",Monterrey,Residencial y Club De Golf La Herradura,600 mÂ²,760 mÂ²,14,,,6,,,,5,7,,0 aÃ±os,,,,,,,,,,,,,
957854767,nuevo-león,casa,https://casa.metroscubicos.com/MLM-957854767-casa-anahuac-_JM,"$16,000,000",San Nicolás De Los Garza,Anahuac,1088 m²,450 m²,,4,4,2,,50 años,0 MXN,,,,,,,1,,,,,,,,,,
870924025,nuevo-león,casa,https://casa.metroscubicos.com/MLM-870924025-casa-nueva-en-venta-zona-cumbres-nl-_JM,"$5,010,000",García,Valle de Cumbres,153 m²,307 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1313775077,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1313775077-casa-en-venta-la-toscana-carretera-nacional-monterrey-_JM,"$10,000,000",Monterrey,La Toscana,580 mÂ²,,,,,2,,,0 MXN,4,4,,10 aÃ±os,,,3,,,,,,,,,,
1401511234,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1401511234-casa-en-venta-en-fracc-mision-anahuac-escobedo-nl-_JM,"$3,450,000",General Escobedo,Misión de Anahuac,127 m²,191 m²,,3,2,,,,,,,,,,,2,,,,,,,,,,
880282976,nuevo-león,casa,https://casa.metroscubicos.com/MLM-880282976-casa-en-venta-residencial-magnolia-carretera-nacional-uro-_JM,"$11,350,000",Monterrey,La Joya Privada Residencial,466 m²,442 m²,11,4,5,4,,0 años,,,,,,,,,,,,,,,,,,
1369194018,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369194018-casa-en-venta-privalia-2-cumbres-3-niveles-equipada-sector-_JM,"$3,250,000",García,Privalia García,119 m²,213 m²,7,3,2,2,,5 años,,,,,,,,,,,,,,,,,,
1331441453,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1331441453-casa-en-venta-lomas-del-roble-san-nicolas-de-los-garza-_JM,"$3,400,000",San Nicolás De Los Garza,Lomas Del Roble,244 m²,,,,3,2,,0 años,0 MXN,,,,,,,2,,,,,,,,,,
1380267575,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1380267575-casa-mitras-centro-_JM,"$10,750,000",Monterrey,Mitras Centro,706 m²,,10,4,1,6,,40 años,0 MXN,,,,,,Norte,1,,,,,,,,,,
929819107,nuevo-león,casa,https://casa.metroscubicos.com/MLM-929819107-casa-en-venta-en-colonia-estrella-_JM,"$1,390,000",Monterrey,Barrio Estrella Norte y Sur,90 m²,175 m²,,3,3,2,,17 años,,,,,,,,,,,,,,,,,,
1362221216,nuevo-león,quinta,https://casa.metroscubicos.com/MLM-1362221216-quinta-en-la-union-allende-con-lago-y-acceso-al-rio-la-uni-_JM,"$2,100,000",Allende,Ciudad Allende,2050 m²,79 m²,4,2,1,,,0 años,,,,,,,,,,,,,,,,,,
1381976585,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1381976585-casa-en-venta-las-fincas-ii-valle-poniente-_JM,"$21,900,000",Santa Catarina,Huasteca Real,400 mÂ²,635 mÂ²,8,,,3,,,,3,4,,2 aÃ±os,,,,,,,,,,,,,
894076336,nuevo-león,casa,https://casa.metroscubicos.com/MLM-894076336-casa-en-venta-en-santa-catarina-_JM,"$1,500,000",Santa Catarina,Privadas De Santa Catarina,101 m²,150 m²,5,3,1,2,,11 años,,,,,,,,,,,,,,,,,,
871018386,nuevo-león,venta,https://casa.metroscubicos.com/MLM-871018386-venta-de-casa-en-santa-isabel-carretera-nacional-_JM,"$7,570,000",Monterrey,Fracc. Santa Isabel,284 m²,392 m²,9,4,4,3,,0 años,,,,,,,,,,,,,,,,,,
1379104431,nuevo-león,1camt,https://casa.metroscubicos.com/MLM-1379104431-1camt-casa-en-venta-atraves-de-remate-bancario-cesion-de-derecho-bancario-fracc-quinta-real-2do-sector-apodaca-nueevo-leon-_JM,"$640,000",Apodaca,Quinta Colonial  Apodaca 2do Sector,100 m²,140 m²,,3,2,2,,,,,,,,,,,,,,,,,,,,
1382036336,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1382036336-casa-en-venta-en-del-paseo-residencial-monterrey-nuevo-leon-_JM,"$4,800,000",Monterrey,Del Paseo Residencial,140 m²,280 m²,,3,5,2,,22 años,,,,,,,,,,,,,,,,,,
871014848,nuevo-león,venta,https://casa.metroscubicos.com/MLM-871014848-venta-de-casa-en-aires-del-vergel-carretera-nacional-_JM,"$7,500,000",Monterrey,El Vergel,264 m²,335 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1408148307,nuevo-león,venta,https://casa.metroscubicos.com/MLM-1408148307-venta-casa-unidad-laboral-ideal-para-familia-7-integrantes-_JM,"$1,650,000",San Nicolás De Los Garza,Unidad Laboral 1er. Sector,136 m²,194 m²,,3,2,,,,,,,,,,,2,,,,,,,,,,
952054566,nuevo-león,residencia,https://casa.metroscubicos.com/MLM-952054566-residencia-de-lujo-en-san-pedro-_JM,"U$S3,600,000",San Pedro Garza García,Jerónimo Siller,1068 m²,1107 m²,11,4,5,4,,0 años,,,,,,,,,,,,,,,,,,
1387825131,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1387825131-casa-del-valle-_JM,"U$S2,550,000",Linares,San Pedro Garza García,1500 m²,,,3,3,6,,22 años,0 MXN,,,,,,,1,,,,,,,,,,
1304008046,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1304008046-casa-en-preventa-en-la-joya-carretera-nacional-_JM,"$12,325,000",Monterrey,La Joya Privada Residencial,327 m²,548 m²,11,5,5,3,,0 años,,,,,,,,,,,,,,,,,,
1335546288,nuevo-león,venta,https://casa.metroscubicos.com/MLM-1335546288-venta-de-casa-en-avenida-en-san-nicolas-de-los-garza-nl-_JM,"$4,000,000",San Nicolás De Los Garza,Las Puentes Sect. 8,240 m²,180 m²,,3,2,1,,30 años,,,,,,,,,,,,,,,,,,
1369174995,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369174995-casa-en-venta-bosques-de-las-misiones-sector-encino-_JM,"$8,000,000",Santiago,Las Misiones,300 mÂ²,480 mÂ²,10,,,2,,,,3,6,,0 aÃ±os,,,,,,,,,,,,,
1387494802,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1387494802-casa-en-los-vinedos-santa-catarina-nuevo-leon-barata-jtp-_JM,"$443,845",Santa Catarina,Los Viñedos,60 m²,70 m²,,2,1,1,,,,,,,,,,,,,,,,,,,,
868999024,nuevo-león,casa,https://casa.metroscubicos.com/MLM-868999024-casa-en-venta-col-las-puentes-_JM,"$1,700,000",San Nicolás De Los Garza,Las Puentes Sector 10,120 m²,90 m²,4,3,1,1,,0 años,,,,,,,,,,,,,,,,,,
1372346270,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1372346270-casa-en-los-callejones-_JM,"$12,700,000",San Pedro Garza García,Zona De Los Callejones,313 m²,303 m²,7,3,4,3,,0 años,,,,,,,,,,,,,,,,,,
1369194045,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369194045-casa-en-venta-valle-de-cristal-3-niveles-_JM,"$8,650,000",Monterrey,Valles De Cristal,323 m²,444 m²,8,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
878759328,nuevo-león,casa,https://casa.metroscubicos.com/MLM-878759328-casa-en-venta-zona-mirasierra-en-san-pedro-garza-garcia-n-_JM,"$19,400,000",San Pedro Garza García,Carrizalejo,400 m²,550 m²,9,4,4,2,,27 años,,,,,,,,,,,,,,,,,,
1369175062,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369175062-casa-en-venta-arriba-de-leones-dominio-cumbres-_JM,"$3,200,000",García,Otra Colonia,126 m²,184 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1321231683,nuevo-león,391291,https://casa.metroscubicos.com/MLM-1321231683-391291-casa-en-venta-en-col-lomas-modelo-en-monterrey-_JM,"$1,480,000",Monterrey,Lomas Modelo,136 m²,125 m²,,2,1,1,,45 años,,,,,,,,,,,,,,,,,,
1323079532,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1323079532-casa-en-venta-pedregal-de-la-silla-_JM,"$5,500,000",Monterrey,Pedregal La Silla 2 Sector,156 m²,420 m²,9,4,4,2,,0 años,,,,,,,,,,,,,,,,,,
1364651527,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1364651527-casa-terreno-en-venta-centro-de-monterrey-nuevo-leon-_JM,"$4,350,000",Monterrey,Monterrey Centro,417 m²,180 m²,,6,2,,,122 años,,,,,,,,,,,,,,,,,,
1404440704,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1404440704-casa-en-venta-en-fracc-privado-cerradas-mexico-guadalupe-nl-_JM,"$2,250,000",Guadalupe,Ciudad Guadalupe Centro,131.83 m²,200 m²,,3,2,2,,5 años,650 MXN,,,,,,,,,,,,,,,,,
1402018665,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1402018665-casa-en-venta-laderas-zona-el-uro-carretera-nacional-equipa-_JM,"$9,500,000",Monterrey,Laderas Del Mirador,300 m²,446 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
945130567,nuevo-león,casa,https://casa.metroscubicos.com/MLM-945130567-casa-en-venta-antigua-santa-rosa-apodaca-_JM,"$980,000",Apodaca,Antigua Santa Rosa,90 m²,90 m²,6,3,2,1,,15 años,,,,,,,,,,,,,,,,,,
1345652076,nuevo-león,blvd,https://casa.metroscubicos.com/MLM-1345652076-blvd-metropolitano-fraccionamiento-privado-casas-nuevas-leon-gto-_JM,"$1,485,000",Guanajuato,LeÃ³n,108 mÂ²,,,,,2,,,0 MXN,3,2,,0 aÃ±os,,,2,,,,,,,,,,
1369168501,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369168501-casa-en-venta-3-niveles-lomas-del-vergel-carretera-naciona-_JM,"$5,550,000",Monterrey,Lomas del Vergel,139 mÂ²,300 mÂ²,8,,,2,,,,3,4,,0 aÃ±os,,,,,,,,,,,,,
1407720133,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1407720133-casa-ferrara-en-venta-nueva-sur-de-leon-gto-cerca-ug-utl-y-h-_JM,"$990,000",León,Fraccionamiento Los Héroes León,76 m²,76 m²,6,3,2,1,,0 años,,,,,,,,,,,,,,,,,,
944452486,nuevo-león,zona,https://casa.metroscubicos.com/MLM-944452486-zona-cumbres-casa-en-venta-col-espacio-cumbresprivada-al-_JM,"$2,890,000",Monterrey,Cima De Las Cumbres,150 m²,186 m²,6,3,2,2,,6 años,,,,,,,,,,,,,,,,,,
1364651523,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1364651523-casa-en-venta-en-villa-las-fuentes-monterrey-nuevo-leon-zona-sur-_JM,"$4,350,000",Monterrey,Villa Las Fuentes,139 m²,200 m²,,3,4,2,,1 años,,,,,,,,,,,,,,,,,,
1315537811,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1315537811-casa-en-venta-en-esquina-aires-del-vergel-carr-nacional-_JM,"$8,995,000",Monterrey,Otra Colonia,264 m²,365 m²,8,3,4,3,,0 años,,,,,,,,,,,,,,,,,,
1315524979,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1315524979-casa-en-venta-bosques-de-las-misiones-santiago-_JM,"$7,600,000",Santiago,Las Misiones,300 m²,384 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1315544334,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1315544334-casa-en-venta-la-joya-loreto-con-alberca-_JM,"$12,500,000",Monterrey,La Joya Privada Residencial,366 mÂ²,459 mÂ²,7,,,3,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,
857917036,nuevo-león,casa,https://casa.metroscubicos.com/MLM-857917036-casa-campestre-santiago-_JM,"$16,500,000",Santiago,El Barrial,4550 m²,1389 m²,11,3,8,10,,21 años,,,,,,,,,,,,,,,,,,
1312214994,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1312214994-casa-en-venta-del-valle-san-pedro-garza-_JM,"$17,100,000",San Pedro Garza García,Del Valle,450 m²,400 m²,2,4,4,6,,30 años,0 MXN,,,,,,Norte,2,,,,,,,,,,
858543965,nuevo-león,casa,https://casa.metroscubicos.com/MLM-858543965-casa-en-lomas-del-vergel-carretera-nacional-mtynl-llave-_JM,"$5,050,000",Monterrey,Lomas del Vergel,141 mÂ²,254 mÂ²,8,,,2,,,,3,3,,,,,,,,,,,,,,,
900427609,nuevo-león,casa,https://casa.metroscubicos.com/MLM-900427609-casa-en-venta-en-residencial-cuahtemoc-en-santa-catarina-_JM,"$1,450,000",Santa Catarina,Residencial Cuauhtémoc,104 m²,152 m²,4,2,1,2,,29 años,,,,,,,,,,,,,,,,,,
1369211367,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369211367-casa-en-venta-carolco-1er-sector-4-recamaras-_JM,"$12,500,000",Monterrey,Carolco,290 mÂ²,450 mÂ²,12,,,3,,,,4,6,,0 aÃ±os,,,,,,,,,,,,,
1315544359,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1315544359-casa-en-venta-amorada-3-con-alberca-en-esquina-frente-a-_JM,"$7,050,000",Santiago,Los Rodríguez,289 m²,250 m²,8,3,4,3,,,,,,,,,,,,,,,,,,,,
903518968,nuevo-león,residencia,https://casa.metroscubicos.com/MLM-903518968-residencia-en-venta-en-cordillera-_JM,"$38,000,000",Santa Catarina,Residencial Cordillera,710 m²,823 m²,8,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1399724569,nuevo-león,moderna,https://casa.metroscubicos.com/MLM-1399724569-moderna-casa-en-venta-dominio-cumbres-_JM,"$2,550,000",Nuevo León,Monterrey,122 m²,149 m²,,3,2,2,,0 años,0 MXN,,,,,,,2,,,,,,,,,,
1414816357,nuevo-león,residencia,https://casa.metroscubicos.com/MLM-1414816357-residencia-en-venta-en-el-fraccionamiento-club-de-golf-la-herradura-carretra-nacional-montereey-nuevo-leon-mexico-_JM,"$24,500,000",Monterrey,Residencial y Club De Golf La Herradura,700 m²,580 m²,,4,5,,,,,,,,,,,2,,,,,,,,,,
1419799762,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1419799762-casa-en-venta-la-joya-magnolia-carretera-nacional-con-cist-_JM,"$12,700,000",Monterrey,La Joya Privada Residencial,459 mÂ²,556 mÂ²,8,,,3,,,,3,3,,0 aÃ±os,,,,,,,,,,,,,
1387825106,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1387825106-casa-monterrey-_JM,"$9,200,000",Nuevo León,Monterrey,400 m²,400 m²,,4,5,2,,0 años,0 MXN,,,,,,,3,,,,,,,,,,
1390497104,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1390497104-casa-en-venta-club-de-golf-la-herradura-carretera-nacional-m-_JM,"$20,000,000",Monterrey,Residencial y Club De Golf La Herradura Etapa A,700 mÂ²,600 mÂ²,11,,,3,,,,4,5,,13 aÃ±os,,,,,,,,,,,,,
1420055349,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1420055349-casa-en-venta-laderas-caranday-equipada-3-niveles-zona-el-u-_JM,"$9,500,000",Monterrey,Laderas Del Mirador,300 m²,460 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1398233084,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1398233084-casa-en-escobedo-cerca-de-anahuac-san-patricio-y-las-malvinas-_JM,"$3,020,000",General Escobedo,Las Malvinas,119 m²,184 m²,,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1390392185,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1390392185-casa-venta-col-las-puentes-14-sec-sn-nl-espacios-amplios-_JM,"$2,490,000",San Nicolás De Los Garza,Las Puentes Sector 14,136 m²,211 m²,,4,3,,,,,,,,,,,2,,,,,,,,,,
913822805,nuevo-león,casa,https://casa.metroscubicos.com/MLM-913822805-casa-en-venta-contry-la-silla-_JM,"$9,490,000",Guadalupe,Country La Silla,340 m²,,,4,4,2,,17 años,0 MXN,,,,,,,2,,,,,,,,,,
1369207176,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369207176-casa-en-venta-carolco-2do-sector-carr-nacional-_JM,"$10,920,000",Monterrey,Carolco,330 mÂ²,464 mÂ²,10,,,3,,,,4,5,,0 aÃ±os,,,,,,,,,,,,,
1360043750,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1360043750-casa-lagos-del-bosque-_JM,"$7,990,000",Monterrey,Lagos Del Bosque,505 m²,,,4,3,2,,30 años,0 MXN,,,,,,,2,,,,,,,,,,
1369187679,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369187679-casa-en-venta-con-terreno-excedente-3-niveles-dominio-cumb-_JM,"$4,015,000",García,Otra Colonia,291 m²,180 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1389500282,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1389500282-casa-en-venta-sierra-alta-9no-sector-carretera-nacional-_JM,"$26,500,000",Monterrey,Sierra Alta 1era. Etapa,737 m²,750 m²,12,5,6,4,,0 años,,,,,,,,,,,,,,,,,,
1364612877,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1364612877-casa-en-venta-en-satelite-monterrey-nuevo-leon-_JM,"$5,400,000",Monterrey,Ciudad Satélite,250 m²,390 m²,,4,4,3,,22 años,,,,,,,,,,,,,,,,,,
935093743,nuevo-león,casa,https://casa.metroscubicos.com/MLM-935093743-casa-en-venta-en-cumbres-san-agustin-_JM,"$4,200,000",Monterrey,Cumbres San Agustín 2 Sector,185 m²,217 m²,8,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1364606911,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1364606911-casa-en-venta-en-del-paseo-residencial-monterrey-nuevo-leon-_JM,"$5,700,000",Monterrey,Del Paseo Residencial,158 m²,247 m²,,3,4,2,,18 años,,,,,,,,,,,,,,,,,,
1367836105,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1367836105-casa-ubicada-en-col-faisanes-municipio-de-guadalupe-nuevo-leon-_JM,"$647,500",Guadalupe,Los Faisanes,110 m²,87 m²,,3,2,1,,,,,,,,,,,,,,,,,,,,
915304644,nuevo-león,casa,https://casa.metroscubicos.com/MLM-915304644-casa-en-venta-en-paseo-la-fe-_JM,"$1,550,000",Guadalupe,Paseo San Miguel,90 m²,172 m²,7,4,2,2,,0 años,,,,,,,,,,,,,,,,,,
1419846811,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1419846811-casa-en-venta-la-joya-magnolia-carretera-nacional-_JM,"$12,010,000",Monterrey,La Joya Privada Residencial,442 mÂ²,466 mÂ²,10,,,2,,,,4,4,,0 aÃ±os,,,,,,,,,,,,,
924312233,nuevo-león,casa,https://casa.metroscubicos.com/MLM-924312233-casa-en-venta-en-la-gran-reserva-garcia-nl-_JM,"$2,190,000",García,Las Lomas,112 m²,159.53 m²,,3,2,,,0 años,400 MXN,,,,,,,,,,,,,,,,,
949383251,nuevo-león,casa,https://casa.metroscubicos.com/MLM-949383251-casa-en-zona-valle-colonia-santa-engracia-_JM,"$18,900,000",Linares,San Pedro Garza García,441 m²,441 m²,,3,5,2,,9 años,0 MXN,,,,,,,2,,,,,,,,,,
936386639,nuevo-león,casa,https://casa.metroscubicos.com/MLM-936386639-casa-en-venta-en-san-jeronimo-en-monterrey-_JM,"$22,100,000",Monterrey,Residencial Las Colinas,670 mÂ²,682 mÂ²,11,,,7,,,,4,5,,11 aÃ±os,,,,,,,,,,,,,
1389827590,nuevo-león,abg,https://casa.metroscubicos.com/MLM-1389827590-abg-casa-en-venta-puerta-de-hierro-monterrey-nl-_JM,"$1,180,000",Monterrey,Puerta De Hierro Cumbres,200 m²,220 m²,,4,2,2,,,,,,,,,,,,,,,,,,,,
1386484161,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1386484161-casa-en-cima-del-bosque-arriba-de-cumbres-elite-_JM,"$5,230,000",Monterrey,Cima Del Bosque (Cumbres Elite 9 Sector),162 m²,261 m²,9,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1364669533,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1364669533-casa-en-venta-en-privadas-del-paseo-monterrey-nuevo-leon-_JM,"$8,850,000",Monterrey,Privadas Del Paseo,210 m²,370 m²,,3,4,2,,1 años,,,,,,,,,,,,,,,,,,
887034434,nuevo-león,casa,https://casa.metroscubicos.com/MLM-887034434-casa-en-venta-en-los-rios-pte-_JM,"$34,500,000",San Pedro Garza García,Del Valle,453 m²,581 m²,8,4,4,,,0 años,,,,,,,,,,,,,,,,,,
1369181270,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369181270-casa-en-venta-valle-de-cristal-carr-nacional-_JM,"$8,650,000",Monterrey,Valles De Cristal,323 m²,444 m²,8,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1398646720,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1398646720-casa-en-venta-sobre-campo-de-golf-en-las-misiones-_JM,"$19,750,000",Santiago,Fracc. Las Misiones,1225 mÂ²,550 mÂ²,,,,3,,,,3,4,,18 aÃ±os,,,,,,,,,,,,,
1416895629,nuevo-león,el,https://casa.metroscubicos.com/MLM-1416895629-el-hogar-de-tus-suenos-en-la-encomienda-sector-labranza-general-escobedo-_JM,"$12,200,000",General Escobedo,La Encomienda,405 m²,414 m²,,3,4,,,,,,,,,,,,,,,,,,,,,
1333397105,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1333397105-casa-en-venta-paseo-de-los-nogales-santa-rosa-_JM,"$950,000",Apodaca,Acanto Residencial,112 m²,80 m²,,2,1,2,,4 años,,,,,,,,,,,,,,,,,,
1308098605,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1308098605-casa-en-venta-zona-mitras-con-4-recamaras-alberca-y-bodega-_JM,"$3,190,000",Monterrey,Mitras Centro,172 m²,382 m²,8,4,4,2,,0 años,,,,,,,,,,,,,,,,,,
1419810616,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1419810616-casa-en-venta-zona-el-uro-recamara-en-pb-equipada-lista-pa-_JM,"$9,750,000",Monterrey,Laderas Del Mirador,325 mÂ²,385 mÂ²,9,,,3,,,,4,4,,0 aÃ±os,,,,,,,,,,,,,
1399754249,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1399754249-casa-en-venta-residencial-la-hacienda-ciudad-apodaca-_JM,"$2,019,000",Nuevo León,Apodaca,112 m²,148 m²,,3,2,2,,0 años,0 MXN,,,,,,,2,,,,,,,,,,
1305946341,nuevo-león,excelnte,https://casa.metroscubicos.com/MLM-1305946341-excelnte-ubicacion-pcasa-oficina-5-min-uanl-10-min-fac-de-_JM,"$1,500,000",Monterrey,Mitras Centro,100 m²,100 m²,3,,3,2,,0 años,,,,,,,,,,,,,,,,,,
859817241,nuevo-león,casa,https://casa.metroscubicos.com/MLM-859817241-casa-en-venta-en-san-agustin-en-san-pedro-garza-garcia-_JM,"$60,000,000",San Pedro Garza García,Zona San Agustín Campestre,801 m²,950 m²,14,4,8,4,,0 años,,,,,,,,,,,,,,,,,,
757215374,nuevo-león,casa,https://casa.metroscubicos.com/MLM-757215374-casa-en-venta-en-monterrey-zona-escobedo-col-hacienda-los-ayala-_JM,"$940,000",General Escobedo,Hacienda Los Ayala,88 m²,150 m²,,4,3,1,,20 años,,,,,,,,,,,,,,,,,,
1345671466,nuevo-león,fraccionamiento,https://casa.metroscubicos.com/MLM-1345671466-fraccionamiento-privado-casas-nuevas-varios-modelos-leon-gto-_JM,"$1,260,000",Guanajuato,LeÃ³n,81 mÂ²,,,,,1,,,0 MXN,3,2,,0 aÃ±os,,,2,,,,,,,,,,
1369150922,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1369150922-casa-en-venta-esquina-terreno-plano-sierra-alta-_JM,"$26,500,000",Monterrey,Sierra Alta 1era. Etapa,800 m²,750 m²,12,5,6,4,,0 años,,,,,,,,,,,,,,,,,,
1386133373,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1386133373-casa-centro-san-pedro-_JM,"$12,000,000",San Pedro Garza García,San Pedro Garza García Centro,218 m²,366 m²,8,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1390372707,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1390372707-casa-una-planta-en-venta-cumbres-4to-sector-monterrey-nuevo-leon-con-acceso-rapido-a-paseo-los-leones-amplio-terreno-_JM,"$4,600,000",Monterrey,Cumbres 4to. Sector,250 m²,196 m²,,3,1,,,,,,,,,,,1,,,,,,,,,,
1390366177,nuevo-león,casa,https://casa.metroscubicos.com/MLM-1390366177-casa-venta-col-unidad-laboral-sn-nl-en-avenida-principal-_JM,"$1,250,000",San Nicolás De Los Garza,Unidad Laboral 1er. Sector,112 m²,100 m²,,3,1,,,,,,,,,,,2,,,,,,,,,,
1379042733,nuevo-león,1camt,https://casa.metroscubicos.com/MLM-1379042733-1camt-excelente-casa-en-venta-atraves-de-remate-bancario-cesion-de-derecho-bancario-fracc-hacienda-santa-fe-apodaca-nuevo-leon-3-recamaras-2-banos-2-estacionamientos-_JM,"$620,000",Apodaca,Hacienda Santa Fe,120 m²,160 m²,,3,2,2,,,,,,,,,,,,,,,,,,,,
