ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Antigüedad,Cantidad de pisos,Orientación,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,OrientaciÃ³n,AntigÃ¼edad,Bodegas,Tipo de casa,Tipo de propiedad,Departamentos por piso,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1388392542,zacatecas,rb,https://casa.metroscubicos.com/MLM-1388392542-rb-venta-de-casa-en-las-arboledas-guadalupe-zacatecas-_JM,"$1,232,500",Guadalupe,Las Arboledas,111 m²,120 m²,,3,2,2,,2,,,,,,,,,,,,,,,,
1389220516,zacatecas,rb,https://casa.metroscubicos.com/MLM-1389220516-rb-venta-de-casa-en-guadalupe-zacatecas-_JM,"$465,717",Guadalupe,Lomas Del Convento,98 m²,150 m²,,3,2,1,,2,,,,,,,,,,,,,,,,
1414990234,zacatecas,hermosa,https://casa.metroscubicos.com/MLM-1414990234-hermosa-casa-en-benito-juarez-zacatecas-zac-oportunidad-aefp-_JM,"$1,563,800",Zacatecas,Benito Juárez,176 m²,318 m²,,3,2,1,20 años,2,,,,,,,,,,,,,,,,
1379506251,zacatecas,casa,https://casa.metroscubicos.com/MLM-1379506251-casa-en-venta-en-andador-mar-california-guadalupe-zacatecas-rb-_JM,"$608,800",Guadalupe,Guadalupe,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1407830821,zacatecas,casa,https://casa.metroscubicos.com/MLM-1407830821-casa-en-venta-en-privada-san-rafael-un-solo-nivel-_JM,"$1,690,000",Zacatecas,Colinas Del Padre,130 m²,110 m²,,2,2,1,,1,,,,,,,,,,,,,,,,
1408148385,zacatecas,vive,https://casa.metroscubicos.com/MLM-1408148385-vive-cerca-del-centro-de-zacatecas-lomas-de-la-soledad-4-recamaras-3-banos-completos--_JM,"$3,500,000",Zacatecas,Lomas De La Soledad,196 m²,337 m²,,4,3,1,,2,,,,,,,,,,,,,,,,
1410880453,zacatecas,hermosa,https://casa.metroscubicos.com/MLM-1410880453-hermosa-casa-en-b-juarez-zacatecas-zac-oportunidad-fvc-_JM,"$1,563,800",Zacatecas,Benito Juárez,176 m²,318 m²,,3,2,1,,2,,,,,,,1,,,,,,,,,
1401299454,zacatecas,casa,https://casa.metroscubicos.com/MLM-1401299454-casa-en-venta-en-privada-fracc-mina-azul-en-gpe-_JM,"$1,100,000",Guadalupe,Mina Azul,90 m²,120 m²,,3,2,1,,2,,,,,,,,,,,,,,,,
1406250776,zacatecas,casa,https://casa.metroscubicos.com/MLM-1406250776-casa-en-el-centro-de-guadalupe-zacatecas-_JM,"$2,100,000",Guadalupe,Guadalupe Centro,240 m²,340 m²,,4,4,2,,2,,,,,,,,,,,,,,,,
1386063749,zacatecas,rb,https://casa.metroscubicos.com/MLM-1386063749-rb-casa-en-venta-en-hacienda-de-trancoso-conde-de-bernardez-guadalupe-zacatecas-_JM,"$684,447",Guadalupe,Conde De Bernardez,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1379517790,zacatecas,casa,https://casa.metroscubicos.com/MLM-1379517790-casa-en-venta-en-villa-de-los-bosques-villas-de-guadalupe-guadalupe-zacatecas-rb-_JM,"$407,245",Guadalupe,Villas De Guadalupe,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1379524199,zacatecas,casa,https://casa.metroscubicos.com/MLM-1379524199-casa-en-venta-cerro-del-papanton-los-pirules-guadalupe-zacatecas-rb-_JM,"$424,000",Guadalupe,Los Pirules,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1379511348,zacatecas,casa,https://casa.metroscubicos.com/MLM-1379511348-casa-en-venta-en-jardines-del-convento-las-margaritas-guadalupe-zacatecas-rb-_JM,"$503,153",Guadalupe,Margaritas,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1386063722,zacatecas,rb,https://casa.metroscubicos.com/MLM-1386063722-rb-casa-en-venta-en-hidalgo-calera-de-victor-rosales-centro-zacatecas-_JM,"$705,634",Calera,Calera de Víctor Rosales Centro,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1409444089,zacatecas,rb,https://casa.metroscubicos.com/MLM-1409444089-rb-casa-en-venta-en-calle-valle-bravo-del-valle-zacatecas-_JM,"$585,724",Zacatecas,Residencial Del Valle,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1409526060,zacatecas,rb,https://casa.metroscubicos.com/MLM-1409526060-rb-casa-en-venta-en-monte-caliz-montebello-zacatecas-_JM,"$1,086,546",Guadalupe,Otra Colonia,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1386081602,zacatecas,rb,https://casa.metroscubicos.com/MLM-1386081602-rb-casa-en-venta-en-tanzania-la-fe-guadalupe-zacatecas-_JM,"$521,119",Guadalupe,La Fé,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1409545352,zacatecas,rb,https://casa.metroscubicos.com/MLM-1409545352-rb-casa-en-venta-en-calle-caballitos-francisco-goytia-fresnillo-zacatecas-_JM,"$638,359",Fresnillo,Francisco Goytia Infonavit,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1324455763,zacatecas,oportunidad,https://casa.metroscubicos.com/MLM-1324455763-oportunidad-casa-zacatecas-_JM,"$956,532",Gustavo A. Madero,Providencia,135 m²,270 m²,,4,3,2,8 años,3,,,,,,,,,,,,,,,,
1409582514,zacatecas,rb,https://casa.metroscubicos.com/MLM-1409582514-rb-casa-en-venta-en-juan-de-tolosa-fresnillo-centro-zacatecas-_JM,"$2,541,750",Fresnillo,Fresnillo Centro,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1389798282,zacatecas,rb,https://casa.metroscubicos.com/MLM-1389798282-rb-casa-en-venta-en-rosalio-muro-apozol-zacatecas-_JM,"$980,585",Apozol,Apozol,120 mÂ²,120 mÂ²,,,,2,,,,,3,2,,,,,,,,,,,,
1409432277,zacatecas,rb,https://casa.metroscubicos.com/MLM-1409432277-rb-casa-en-venta-en-calle-terraplen-caminera-zacatecas-_JM,"$1,842,769",Zacatecas,Caminera,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1400858120,zacatecas,hermosa,https://casa.metroscubicos.com/MLM-1400858120-hermosa-casa-de-venta-en-jerez-zacatecas-en-el-fraccionamiento-jardines-de-ramon-lopez-velarde-_JM,"$2,750,000",Jerez,Jardines De Ramón López Velarde,280 m²,240 m²,,5,3,3,,2,,,,,,,,,,,,,,,,
1389849353,zacatecas,rb,https://casa.metroscubicos.com/MLM-1389849353-rb-venta-de-casa-en-guadalupe-zacatecas-_JM,"$449,200",Guadalupe,Privada del Bosque,65 m²,65 m²,,2,1,1,,1,,,,,,,,,,,,,,,,
1403091588,zacatecas,hurban,https://casa.metroscubicos.com/MLM-1403091588-hurban-vende-casa-en-coto-por-la-salida-a-zacatecas-_JM,"$1,565,000",JesÃºs Maria,La Guayana (rancho Seco),102 mÂ²,108 mÂ²,7,,,2,,,,,4,3,,0 aÃ±os,,,,,,,,,,
1416226372,zacatecas,casa,https://casa.metroscubicos.com/MLM-1416226372-casa-en-venta-en-lomas-de-angelopolis-cluster-zacatecas-puebla-_JM,"$4,600,000",San AndrÃ©s Cholula,Lomas de AngelÃ³polis II,180 mÂ²,300 mÂ²,,,,2,,,,,4,6,,0 aÃ±os,,,,,,,,,,
1401925995,zacatecas,gran,https://casa.metroscubicos.com/MLM-1401925995-gran-oportunidad-casa-en-remate-las-arboledas-zacatecas-_JM,"$1,063,000",Guadalupe,Las Arboledas,97 m²,140 m²,,3,2,1,,,,,,,,,,,,,,,,,,
1408250066,zacatecas,casa,https://casa.metroscubicos.com/MLM-1408250066-casa-en-venta-privada-conde-de-santiago-de-la-laguna-en-guadalupe-_JM,"$3,000,000",Guadalupe,Conde De Bernardez,129 m²,215 m²,,3,3,1,,2,,,,,,,,,,,,,,,,
1379029685,zacatecas,vr,https://casa.metroscubicos.com/MLM-1379029685-vr-casa-en-venta-oyamel-col-arboledas-guadalupe-zacatecas-_JM,"$1,232,500",Guadalupe,Las Arboledas,130 m²,130 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1349353656,zacatecas,casa,https://casa.metroscubicos.com/MLM-1349353656-casa-en-remate-en-lomas-del-valle-guadalupe-zacatecas-ncm-_JM,"$355,000",Guadalupe,Valles I,70 m²,60 m²,,2,1,2,,,,,,,,,,,,,,,,,,
865398383,zacatecas,casa,https://casa.metroscubicos.com/MLM-865398383-casa-en-venta-en-zacatecas-_JM,"$3,200,000",Guadalupe,Geraneos II,234 m²,236 m²,9,6,2,2,22 años,,,,,,,,,,,,,,,,,
1384378852,zacatecas,casa,https://casa.metroscubicos.com/MLM-1384378852-casa-sola-en-venta-benito-juarez-_JM,"$1,694,700",Zacatecas,Benito Juárez,180 m²,360 m²,,4,2,,0 años,,,,,,,,,,,,,,,,,
1384411378,zacatecas,casa,https://casa.metroscubicos.com/MLM-1384411378-casa-sola-en-venta-1ro-de-mayo-_JM,"$2,433,000",Zacatecas,Guadalupe,224 m²,316 m²,,3,2,,0 años,,,,,,,,,,,,,,,,,
1390677859,zacatecas,casa,https://casa.metroscubicos.com/MLM-1390677859-casa-sola-en-venta-jardines-de-jerez-_JM,"$4,650,000",Jerez,Jerez Centro,381 m²,255 m²,,4,4,,20 años,,,,,,,,,,,,,,,,,
1386058046,zacatecas,er,https://casa.metroscubicos.com/MLM-1386058046-er-casa-en-venta-en-palma-real-zacatecas-_JM,"$561,861",Aguascalientes,Bajío De las Palmas,85 m²,120 m²,,3,2,1,,1,,,,,,,,,,,,,,,,
1409544631,zacatecas,st6267,https://casa.metroscubicos.com/MLM-1409544631-st6267-remate-de-casa-en-monte-bello-zacatecas-dm-_JM,"$1,086,546",Zacatecas,Otra Colonia,98 m²,110 m²,2,2,2,2,1 años,2,,,,,,,1,,,,,,,,,
1372826313,zacatecas,,https://casa.metroscubicos.com/MLM-1372826313--exelente-oportunidad-en-mina-azul-gpe-zacatecas-_JM,"$465,339",Guadalupe,Mina Azul,60 m²,60 m²,,2,1,1,,,,,,,,,,,,,,,,,,
1422855121,zacatecas,amplia,https://casa.metroscubicos.com/MLM-1422855121-amplia-casa-en-calle-espana-col-emiliano-zapata-_JM,"$1,699,000",Guadalupe,La Fé,105 m²,250 m²,,6,3,1,5 años,2,,,,,,,,,,,,,,,,
1408950194,zacatecas,se,https://casa.metroscubicos.com/MLM-1408950194-se-vende-inmueble-comercial-y-habitacional-atras-de-catedral-en-zacatecas-_JM,"$6,900,000",Zacatecas,Zacatecas Centro,233250 m²,347300 m²,2,4,4,,65 años,2,Norte,,,,,,,,,,,,,,,
1419274663,zacatecas,casa,https://casa.metroscubicos.com/MLM-1419274663-casa-3-pisos-y-terraza-terraza-amplia-y-excelente-ubicacion-_JM,"$1,850,000",Guadalupe,Guadalupe,90 m²,170 m²,,5,2,1,12 años,,Oriente,,,,,,,,,,,,,,,
1423922169,zacatecas,7,https://casa.metroscubicos.com/MLM-1423922169-7-cuartos-2-banos-sala-comedor-cochera-etc-_JM,"$2,700,000",Villanueva,Villanueva,600 m²,600 m²,,7,2,1,,,,,,,,,,,,,,,,,,
1424859122,zacatecas,casa,https://casa.metroscubicos.com/MLM-1424859122-casa-amplia-en-zacatecas-ampliacion-fracc-bellavista-_JM,"$980,000",Zacatecas,Bellavista,110.07 m²,176.43 m²,,4,3,1,,,,,,,,,,,,,,,,,,
1408529262,zacatecas,casa,https://casa.metroscubicos.com/MLM-1408529262-casa-3-recamaras-y-3-banos-sala-cosita-comedor-lavanderia-_JM,"$111,111,111",Morelos,Las Pilas Morelos,111111 mÂ²,111111 mÂ²,,,,1,,,,,3,3,,,,,,,,,,,,
1400449325,zacatecas,exelente,https://casa.metroscubicos.com/MLM-1400449325-exelente-casa-en-privada-en-los-geranios-_JM,"$2,500,000",Guadalupe,Geranios,144 m²,160 m²,2,3,3,1,,2,,400 MXN,,,,,,,,,,,,,,
1403531782,zacatecas,casa,https://casa.metroscubicos.com/MLM-1403531782-casa-nueva-_JM,"$730,000",Guadalupe,La Fé,105 m²,59 m²,,2,1,1,,1,,,,,,,,,,,,,,,,
1397323756,zacatecas,casa,https://casa.metroscubicos.com/MLM-1397323756-casa-de-2-pisos-_JM,"$820,000",Zacatecas,Estrella De Oro,80 m²,80 m²,1,2,1,1,3 años,,Norte,200 MXN,,,,,1,,,,,,,,,
1317100563,zacatecas,4855,https://departamento.metroscubicos.com/MLM-1317100563-4855-zacatecas-3-_JM,"$4,750,000",Cuauhtémoc,Roma Norte,70 m²,70 m²,,1,2,1,,,,,,,,,,,,,,,,,,
1426576651,zacatecas,dos,https://departamento.metroscubicos.com/MLM-1426576651-dos-departamentos-duplex-en-colinas-del-padre-zacatecas-se-pueden-convertir-en-casa-_JM,"$1,850,000",Zacatecas,Colinas Del Padre,119 m²,168 m²,,4,2,,,2,,,,,,,,,,1,,,,,,
1374218885,zacatecas,zacatecas,https://departamento.metroscubicos.com/MLM-1374218885-zacatecas-roma-norte-_JM,"$12,500,000",Cuauhtémoc,Roma Norte,219 m²,219 m²,5,3,2,2,5 años,,,,,,,,,,,,,,,,,
1355122667,zacatecas,bonito,https://departamento.metroscubicos.com/MLM-1355122667-bonito-ph-en-venta-col-roma-zacatecas-_JM,"$12,700,000",Cuauhtémoc,Roma Sur,284 m²,284 m²,7,3,3,2,0 años,,,,,,,,,,,,,,,,,
1317146298,zacatecas,5605,https://departamento.metroscubicos.com/MLM-1317146298-5605-zacatecas-roma-norte-_JM,"$13,400,000",Cuauhtémoc,Roma Norte,184 m²,184 m²,,3,3,2,,,,,,,,,,,,,,,,,,
1394934569,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1394934569-departamento-en-venta-roma-norte-zacatecas-_JM,"$3,725,000",Cuauhtémoc,Roma Norte,57 m²,57 m²,,1,1,,3 años,,,,,,,,,,,,,,,,,
1421735408,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1421735408-departamento-en-calle-zacatecas-col-roma-norte-_JM,"$11,670,000",Cuauhtémoc,Roma Norte,201 m²,201 m²,5,3,2,2,0 años,,,,,,,,,,,,,,,,,
1421715905,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1421715905-departamento-calle-zacatecas-col-roma-norte-_JM,"$11,100,000",Cuauhtémoc,Roma Norte,194 m²,194 m²,5,3,2,2,0 años,,,,,,,,,,,,,,,,,
1394934471,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1394934471-departamento-en-venta-calle-zacatecas-roma-norte-_JM,"$4,590,000",Cuauhtémoc,Roma Norte,72 m²,72 m²,,1,2,1,3 años,,,,,,,,,,,,,,,,,
1394921457,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1394921457-departamento-en-venta-roma-norte-calle-zacatecas-22-2024-nc-_JM,"$12,900,005",Cuauhtémoc,Roma Norte,284 m²,284 m²,,3,3,2,2 años,,,,,,,,,,,,,,,,,
1392902827,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1392902827-departamento-en-venta-en-calle-zacatecasroma-norte-ru-22-2024-_JM,"$12,900,004",Cuauhtémoc,Roma Norte,284 m²,284 m²,,3,3,2,2 años,,,,,,,,,,,,,,,,,
1421703037,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1421703037-departamento-calle-zacatecas-col-roma-norte-_JM,"$9,550,000",Cuauhtémoc,Roma Norte,161 m²,161 m²,4,2,2,2,0 años,,,,,,,,,,,,,,,,,
1394903875,zacatecas,penthouse,https://departamento.metroscubicos.com/MLM-1394903875-penthouse-en-venta-en-roma-norte-calle-zacatecas-22-2024-_JM,"$12,900,000",Cuauhtémoc,Roma Norte,284 m²,284 m²,,3,3,2,0 años,,,,,,,,,,,,,,,,,
1394915300,zacatecas,penthouse,https://departamento.metroscubicos.com/MLM-1394915300-penthouse-en-roma-norte-zacatecas-lc212447-_JM,"$12,900,000",Cuauhtémoc,Roma Norte,284 m²,284 m²,,3,3,2,0 años,,,,,,,,,,,,,,,,,
1418162813,zacatecas,venta,https://departamento.metroscubicos.com/MLM-1418162813-venta-departamento-zacatecas-roma-norte-_JM,"$12,500,001",Cuauhtémoc,Roma Norte,219 m²,219 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1394941030,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1394941030-departamento-en-venta-roma-norte-calle-zacatecas-21-2447-nc-_JM,"$12,900,005",Cuauhtémoc,Roma Norte,284 m²,284 m²,,3,3,2,2 años,,,,,,,,,,,,,,,,,
1364465890,zacatecas,zacatecas,https://departamento.metroscubicos.com/MLM-1364465890-zacatecas-roma-sur-_JM,"$8,000,000",Cuauhtémoc,Roma Sur,127 m²,127 m²,4,2,2,2,0 años,,,,,,,,,,,,,,,,,
1364434343,zacatecas,zacatecas,https://departamento.metroscubicos.com/MLM-1364434343-zacatecas-roof-garden-estrene-_JM,"$9,481,000",Cuauhtémoc,Roma Sur,128 m²,128 m²,4,2,2,2,0 años,,,,,,,,,,,,,,,,,
1394971646,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1394971646-departamento-en-venta-en-calle-zacatecas-21-4975-_JM,"$4,495,000",Cuauhtémoc,Roma Norte,90 m²,90 m²,,3,2,2,0 años,,,,,,,,,,,,,,,,,
1394911135,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1394911135-departamento-en-venta-en-roma-norte-en-calle-zacatecas-211895-_JM,"$3,950,000",Cuauhtémoc,Roma Norte,57 m²,57 m²,,1,1,1,0 años,,,,,,,,,,,,,,,,,
1376638310,zacatecas,14758,https://departamento.metroscubicos.com/MLM-1376638310-14758-zacatecas-roma-norte-_JM,"$10,513,880",Cuauhtémoc,Roma Norte,202 m²,202 m²,,3,2,2,,,,,,,,,,,,,,,,,,
1395002849,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1395002849-departamento-en-venta-en-cuauhtemoc-roma-norte-zacatecas-211897ig-_JM,"$4,278,000",Cuauhtémoc,Roma Norte,67 m²,67 m²,,1,2,1,0 años,,,,,,,,,,,,,,,,,
1394911085,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1394911085-departamento-en-venta-en-zacatecas-roma-norte-211891ig-_JM,"$4,335,000",Cuauhtémoc,Roma Norte,69 m²,69 m²,,1,2,1,0 años,,,,,,,,,,,,,,,,,
952489107,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-952489107-departamento-venta-zacatecas-roma-norte-pent-house-_JM,"$15,700,000",Cuauhtémoc,Roma Norte,270 m²,270 m²,,3,4,2,,,,,,,,,,,,,,,,,,
1394935393,zacatecas,departamento,https://departamento.metroscubicos.com/MLM-1394935393-departamento-en-venta-en-cuauhtemoc-zacatecas-211901ig-_JM,"$3,725,000",Cuauhtémoc,Roma Norte,57 m²,57 m²,,1,1,1,0 años,,,,,,,,,,,,,,,,,
952492176,zacatecas,depto,https://departamento.metroscubicos.com/MLM-952492176-depto-venta-punto-roma-zacatecas-roma-norte-garden-house-_JM,"$11,500,000",Cuauhtémoc,Roma Norte,161 m²,161 m²,,3,2,2,,,,,,,,,,,,,,,,,,
921925072,zacatecas,preventa,https://departamento.metroscubicos.com/MLM-921925072-preventa-departamentos-zacatecas-col-roma-norte-_JM,"$4,066,000",Cuauhtémoc,Roma Norte,95 m²,95 m²,4,2,2,,,,,,,,,,,,,,,,,,,
1394941724,zacatecas,penthouse,https://departamento.metroscubicos.com/MLM-1394941724-penthouse-en-venta-en-calle-zacatecas-21-2447-cr-_JM,"$14,700,000",Cuauhtémoc,Roma Norte,284 m²,284 m²,,3,3,2,0 años,,,,,,,,,,,,,,,,,
1394996739,zacatecas,penthouse,https://departamento.metroscubicos.com/MLM-1394996739-penthouse-en-venta-en-calle-zacatecas-21-2447-cr-_JM,"$14,700,000",Cuauhtémoc,Roma Norte,284 m²,284 m²,,3,3,,0 años,,,,,,,,,,,,,,,,,
1376638313,zacatecas,14657,https://departamento.metroscubicos.com/MLM-1376638313-14657-zacatecas-roma-norte-_JM,"$8,398,000",Cuauhtémoc,Roma Norte,161 m²,161 m²,,2,2,2,,,,,,,,,,,,,,,,,,
1420362115,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1420362115-terreno-en-venta-pueblo-antonio-r-vela-zacatecas-_JM,$9,El Plateado de Joaquin Amaro,Antonio R Vela,1238500 m²,,,,,,,,,,,,,,,,,,Otro,,,,,
1423385969,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1423385969-terreno-centrico-con-pavimento-_JM,"$2,300,000",Fresnillo,Barrio Alto,476 mÂ²,,,,,,,,,0 MXN,,,,,,,,,Otro,,,,,
1426271537,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1426271537-terreno-en-la-col-agronomica-ii-zacatecas-cerca-del-centro-y-de-las-instalaciones-de-la-feria-_JM,"$1,207,000",Zacatecas,AgronÃ³mica,140 mÂ²,,,,,,,,,,,,,,,,,,Asfalto,7 m,20 m,,,
1426251914,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1426251914-terreno-en-tierra-y-libertad-2a-seccion-guadalupe-zacatecas-_JM,"$149,300",Guadalupe,Tierra Y Libertad 2,99.53 mÂ²,,,,,,,,,,,,,,,,,,Asfalto,,,,,
1426246010,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1426246010-terreno-en-las-lomas-ii-guadalupe-zacatecas-_JM,"$688,000",Guadalupe,Guadalupe,172 mÂ²,,,,,,,,,,,,,,,,,,Asfalto,8 m,21.5 m,,,
1426239586,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1426239586-terreno-en-lomas-de-bernardez-guadalupe-zacatecas-_JM,"$6,125,000",Guadalupe,Lomas De Bernardez,490 mÂ²,,,,,,,,,,,,,,,,,,Asfalto,14 m,35 m,,,
1426277963,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1426277963-terreno-en-lomas-de-bernardez-guadalupe-zacatecas-_JM,"$5,525,000",Guadalupe,Lomas De Bernardez,442 mÂ²,,,,,,,,,,,,,,,,,,Asfalto,,,,,
1390365866,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1390365866-terreno-en-av-jaralito-de-336741-mts2-a-350-mts-de-carr-a-zacatecas-ubicado-a-un-costado-del-parque-industrial-pueblo-viejo-_JM,"$3,700,000",Mexquitic De Carmona,Mexquitic,3367 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,
1336063548,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1336063548-terreno-centro-de-zacatecas-con-opcion-a-renta-75000-mas-impuestos-_JM,"$32,750,000",Zacatecas,Zacatecas Centro,2100 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
1326635736,zacatecas,venta,https://terreno.metroscubicos.com/MLM-1326635736-venta-de-terreno-industrial-en-pesquera-nl-_JM,"$3,100,000",Pesqueria,Zacatecas,886.5 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
1422232497,zacatecas,venta,https://terreno.metroscubicos.com/MLM-1422232497-venta-de-terreno-ecoturistico-en-el-poblado-de-jerez-zacatecas-en-mexico-_JM,"U$S4,500,000",Jerez,Jerez Centro,2000000 m²,,,,,,,,,50 MXN,,,,,,,,,Otro,,,,,
939024433,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-939024433-terreno-listo-para-empezar-a-construir-tu-casa-de-campo-en-villanueva-zacatecas-_JM,"$164,500",Villanueva,Villanueva,200 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
1363036637,zacatecas,terrenos,https://terreno.metroscubicos.com/MLM-1363036637-terrenos-en-venta-en-chalchihuites-chalchihuites-_JM,"$16,900,000",Chalchihuites,Chalchihuites,26000000 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,
950551524,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-950551524-terreno-para-hotelbodega-patio-de-maniobras-sobre-carretera-federal-45-_JM,"$7,176,000",Zacatecas,La Escondida,3588.94 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
1387344705,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1387344705-terreno-en-venta-plateros-_JM,"$380,000",Fresnillo,Plateros,572 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,
939024420,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-939024420-terreno-listo-para-desarro-de-proyecto-departamentos-o-casas-frente-al-campus-_JM,"$1,350,000",Zacatecas,La Escondida,1000 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
1407809796,zacatecas,terrenos,https://terreno.metroscubicos.com/MLM-1407809796-terrenos-residenciales-en-venta-_JM,"$8,500",Zacatecas,Otra Colonia,168 mÂ²,,,,,,,,,,,,,,,,,,Asfalto,,,Regular,Otro,
1374189536,zacatecas,remate,https://terreno.metroscubicos.com/MLM-1374189536-remate-terreno-zacatecas-morelos-zac-rtv211206-af-_JM,"$650,000",Morelos,Hacienda Nueva,1703 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,
939156954,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-939156954-terreno-bardeado-sobre-libramiento-transito-pesado-patio-de-maniobras-bardeado-_JM,"$7,500,000",Zacatecas,El Orito,3181 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
1335806696,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1335806696-terreno-en-zona-habitacional-de-guadalupe-a-10-min-del-centro-y-escuelas-_JM,"$125,000",Guadalupe,AmpliaciÃ³n 2da SecciÃ³n Tierra y Libertad,140 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
939021276,zacatecas,nuevos,https://terreno.metroscubicos.com/MLM-939021276-nuevos-lotes-residenciales-a-la-venta-desde-165metros-hasta-300-metros-_JM,"$8,200",Zacatecas,Ciudad Gobierno,165 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
1378396920,zacatecas,remate,https://terreno.metroscubicos.com/MLM-1378396920-remate-terreno-zacatecas-morelos-zac-rtv211206-af-_JM,"$650,000",Morelos,Morelos,1702 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
939024428,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-939024428-terreno-listo-para-construir-excelente-ubicacion-en-zacatecas-_JM,"$1,400,000",Zacatecas,Margaritas,168 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
1400436715,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-1400436715-terreno-en-venta-en-entronque-carr-zacatecas-_JM,"$1,660,000",Durango,Azteca,8300 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,
949419804,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-949419804-terreno-con-construccion-muros-perimetrales-preparado-para-5-locales-comerciales-_JM,"$1,598,200",Guadalupe,Mina Azul,530 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
953352681,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-953352681-terreno-en-excelente-zona-de-crecimiento-para-proyecto-comercialbodegalocales-_JM,"$3,265,720",Zacatecas,Gonzalez Ortega 2a Secc.,1658 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
939024161,zacatecas,terreno,https://terreno.metroscubicos.com/MLM-939024161-terreno-en-venta-a-espaldas-del-banco-de-alimentos-calles-pavimentadas-_JM,"$1,580,000",Guadalupe,Cieneguitas,1275 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,
