ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Antigüedad,Cantidad de pisos,Orientación,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,OrientaciÃ³n,AntigÃ¼edad,Bodegas,Tipo de casa,Tipo de propiedad,Departamentos por piso,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1310937850,zacatecas,casa,https://casa.metroscubicos.com/MLM-1310937850-casa-muy-centrica-amplia-y-construccion-tradicional-excelente-conservacion-_JM,"$3,705,000",Zacatecas,Bancomer,200 m²,324 m²,,6,4,1,22 años,,,,,,,,,,,,,,,,,
945148773,zacatecas,edificio,https://casa.metroscubicos.com/MLM-945148773-edificio-en-el-corazon-de-fresnillo-en-la-zona-peatonal-entre-los-dos-mercados-_JM,"$9,995,000",Fresnillo,Fresnillo Centro,200 m²,800 m²,,,6,,20 años,,,,,,,,,,,,,,,,,
924355756,zacatecas,378109,https://casa.metroscubicos.com/MLM-924355756-378109-casa-en-venta-en-guadalupe-zacatecas-_JM,"$600,000",Guadalupe,Villas De Guadalupe,90 m²,90 m²,,2,1,2,15 años,,,,,,,,,,,,,,,,,
1407098444,zacatecas,bonita,https://casa.metroscubicos.com/MLM-1407098444-bonita-casa-en-guadalupe-colonial-zacatecas-mexico-lh-_JM,"$817,000",Guadalupe,Guadalupe,105 m²,147 m²,,3,2,2,4 años,,Poniente,,,,,,1,,,,,,,,,
1391204018,zacatecas,casa,https://casa.metroscubicos.com/MLM-1391204018-casa-sola-en-venta-fracc-las-arboledas-_JM,"$2,900,000",Guadalupe,Las Arboledas,110 m²,230 m²,,3,4,,0 años,,,,,,,,,,,,,,,,,
924303958,zacatecas,casa,https://casa.metroscubicos.com/MLM-924303958-casa-en-venta-en-privada-los-azahares-salida-a-carr-a-zacatecas-_JM,"$1,200,000",San Luis PotosÃ­,Salazares,102 mÂ²,142 mÂ²,,,,1,,,,,3,2,,10 aÃ±os,,,,,,,,,,
939021304,zacatecas,se,https://casa.metroscubicos.com/MLM-939021304-se-vende-casa-de-inversion-en-obra-blanca-_JM,"$2,350,000",Zacatecas,Cnop,130 m²,311.7 m²,,5,3,2,4 años,,,,,,,,,,,,,,,,,
1391223560,zacatecas,casa,https://casa.metroscubicos.com/MLM-1391223560-casa-sola-en-venta-villas-de-san-fermin-_JM,"$785,000",Guadalupe,Villas de Don Fernando,75 m²,79 m²,,3,2,,0 años,,,,,,,,,,,,,,,,,
945139694,zacatecas,edificio,https://casa.metroscubicos.com/MLM-945139694-edificio-comercial-en-el-centro-de-fresnillo-frente-a-bancos-y-plazas-_JM,"$7,995,000",Fresnillo,Fresnillo Centro,227 m²,681 m²,,,4,,20 años,,,,,,,,,,,,,,,,,
1415421050,zacatecas,bonita,https://casa.metroscubicos.com/MLM-1415421050-bonita-casa-en-venta-en-juchipila-zac-_JM,"$3,157,000",Juchipila,Remolino,150 m²,318.68 m²,,5,3,1,10 años,3,,,,,,,1,Casa,Casa sola,,,,,,,
939285692,zacatecas,casa,https://casa.metroscubicos.com/MLM-939285692-casa-en-venta-_JM,"$1,600,000",Ahome,Jardines De Zacatecas,120 m²,227 m²,,4,2,,20 años,,,,,,,,,,,,,,,,,
1398914919,zacatecas,casa,https://casa.metroscubicos.com/MLM-1398914919-casa-de-3-recamaras-en-privada-santa-teresita-las-quintas-aplica-para-infonavit-_JM,"$763,000",Guadalupe,Guadalupe,90 m²,62 m²,1,3,1,1,12 años,1,Norte,0 MXN,,,,,,,,,,,,,,
1374635995,zacatecas,preventa,https://casa.metroscubicos.com/MLM-1374635995-preventa-casa-de-3-recamaras-estilo-loft-en-planta-bajaexcelente-iluminacion-_JM,"$2,965,000",Guadalupe,S.P.A.U.A.Z.,105 m²,187 m²,,3,2,2,0 años,,,,,,,,,,,,,,,,,
1304720924,zacatecas,casa,https://casa.metroscubicos.com/MLM-1304720924-casa-sola-en-venta-balvanero-_JM,"$1,500,000",Jerez,El Cargadero,135 m²,130 m²,,3,1,,15 años,,,,,,,,,,,,,,,,,
1391223546,zacatecas,casa,https://casa.metroscubicos.com/MLM-1391223546-casa-sola-en-venta-la-canada-_JM,"$2,020,000",Guadalupe,Cañada De La Bufa,105 m²,120 m²,,2,3,,0 años,,,,,,,,,,,,,,,,,
