ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Orientación,Antigüedad,Ambientes,Bodegas,Cantidad de pisos,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,OrientaciÃ³n,AntigÃ¼edad,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,Disposición del lote,DisposiciÃ³n del lote
1421711532,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421711532-casa-en-venta-en-lomas-del-tecnologico-_JM,"$7,200,000",San Luis Potosí,Lomas Del Tecnológico,300 m²,310 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
918593041,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-918593041-casa-san-luis-potosi-_JM,"$8,500,000",San Luis Potosí,San Luis Potosí,413 m²,413 m²,4,3,2,,16 años,,,3,0 MXN,,,,,,,,,,,,,,,,
1411429491,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1411429491-casa-en-venta-en-lomas-3a-seccion-_JM,"$9,000,000",San Luis Potosí,Lomas 3a Secc,375 m²,450 m²,6,5,2,,20 años,,,,,,,,,,,,,,,,,,,,
1396886384,san-luis-potosí,bellisima,https://casa.metroscubicos.com/MLM-1396886384-bellisima-casa-para-pasar-agradables-momentos-_JM,"$4,100,000",Soledad De Graciano Sánchez,Los Gómez,1000 m²,410 m²,3,2,4,,0 años,6,,,,,,,,,,,,,,,,,,,
1416831471,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1416831471-casa-a-estrenar-en-fraccionamiento-forja-real-con-jardin-239500000-san-luis-potosi-_JM,"$2,395,000",San Luis Potosí,San Luis Potosí,128 m²,165 m²,3,2,,,,,,,,,,,,,,,,,,,,,,,
1401489881,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1401489881-casa-en-venta-_JM,"$2,855,000",San Luis Potosí,Capulines,128 m²,190 m²,3,3,2,,0 años,,,2,,,,,,,,,,,,,,,,,
1408070738,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1408070738-casa-en-venta-en-fraccionamiento-san-ignacio-pozos-slp-_JM,"$889,000",San Luis PotosÃ­,Villa De Pozos,93 mÂ²,92 mÂ²,,,1,,,5,,,,3,2,,0 aÃ±os,,,,,,,,,,,,
1408948330,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1408948330-casa-en-venta-en-la-vista-residencial-slp-_JM,"$5,800,000",San Luis Potosí,Lomas Del Tecnológico,190 m²,300 m²,4,4,,,0 años,8,,,,,,,,,,,,,,,,,,,
923980622,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-923980622-casa-en-venta-en-privada-san-angel-2-_JM,"$3,950,000",San Luis Potosí,San Angel II,170 m²,213 m²,3,3,2,,0 años,7,,,,,,,,,,,,,,,,,,,
1421731068,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421731068-casa-en-venta-en-club-de-golf-la-loma-_JM,"$10,500,000",San Luis Potosí,La Loma Club De Golf,274 m²,311 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1421737518,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421737518-casa-en-venta-en-alto-lago-residencial-_JM,"$4,700,000",San Luis PotosÃ­,Residencial Los Lagos,180 mÂ²,250 mÂ²,,,3,,,,,,,4,3,,,,,,,,,,,,,,
1421737431,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421737431-casa-en-venta-en-lomas-de-san-luis-2da-seccion-_JM,"$6,500,000",San Luis Potosí,Lomas De San Luis Sur,325 m²,300 m²,3,3,3,,,,,,,,,,,,,,,,,,,,,,
1421698738,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421698738-casa-en-venta-en-residencial-zere-_JM,"$2,602,022",Soledad De Graciano SÃ¡nchez,Providencia,141 mÂ²,137 mÂ²,,,2,,,,,,,3,2,,,,,,,,,,,,,,
1421692531,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421692531-casa-en-venta-en-fracc-la-loma-_JM,"$7,500,000",San Luis PotosÃ­,La Loma,209 mÂ²,410 mÂ²,,,3,,,,,,,4,3,,,,,,,,,,,,,,
1421743791,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421743791-casa-en-venta-en-santa-monica-_JM,"$1,650,000",Soledad De Graciano Sánchez,San Antonio,119 m²,120 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1421730843,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421730843-casa-en-venta-en-san-luis-potosi-centro-_JM,"$7,500,000",San Luis Potosí,San Luis Potosí Centro,472 m²,734 m²,20,20,,,,,,,,,,,,,,,,,,,,,,,
827306688,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-827306688-casa-san-luis-potosi-_JM,"$4,800,000",San Luis Potosí,San Luis Potosí,260 m²,,3,5,2,,0 años,,,,0 MXN,,,,,,,,,,,,,,,,
1410143595,san-luis-potosí,villa,https://casa.metroscubicos.com/MLM-1410143595-villa-de-pozos-_JM,"$1,720,000",San Luis PotosÃ­,Villa De Pozos,133 mÂ²,130 mÂ²,,,2,,,,,,,3,2,,2 aÃ±os,,,,,,,,,,,,
1400706183,san-luis-potosí,mrln,https://casa.metroscubicos.com/MLM-1400706183-mrln-casa-en-venta-en-colinas-del-parque-san-luis-potosi-slp-_JM,"$971,000",San Luis Potosí,Colinas Del Parque,130 m²,90 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1400889166,san-luis-potosí,en,https://casa.metroscubicos.com/MLM-1400889166-en-esquina-con-terreno-excedente-muy-bien-mantenida-_JM,"$1,750,000",San Luis Potosí,Puerta de Piedra,146 m²,98 m²,3,2,2,,0 años,6,,,,,,,,,,,,,,,,,,,
1390365894,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1390365894-casa-en-venta-en-horizontes-ii-3200000-_JM,"$3,200,000",San Luis Potosí,Horizontes Residencial,176 m²,170 m²,3,2,,,,,,2,,,,,,,,,,,,,,,,,
942691553,san-luis-potosí,promocion,https://casa.metroscubicos.com/MLM-942691553-promocion-3-recs-roof-garden-cservicio-_JM,"$5,410,000",San Luis PotosÃ­,Lomas Del Pedregal,180 mÂ²,288 mÂ²,,,2,,,6,,,,3,3,,0 aÃ±os,,,,,,,,,,,,
1421731011,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421731011-casa-en-venta-en-cotos-el-angel-_JM,"$4,200,000",San Luis Potosí,Los Ángeles,179 m²,220 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1421711553,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421711553-casa-en-venta-en-horizontes-residencial-_JM,"$4,390,000",San Luis Potosí,Horizontes Residencial,167 m²,281 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1421692444,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421692444-casa-en-venta-en-capulines-_JM,"$3,200,000",San Luis Potosí,Capulines,160 m²,221 m²,3,4,2,,,,,,,,,,,,,,,,,,,,,,
1421704980,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421704980-casa-en-venta-en-colinas-del-parque-_JM,"$16,900,000",San Luis Potosí,Colinas Del Parque,700 m²,1100 m²,4,5,4,,,,,,,,,,,,,,,,,,,,,,
1416127126,san-luis-potosí,dormitorio,https://casa.metroscubicos.com/MLM-1416127126-dormitorio-principal-grande-con-espacio-para-gimnasio-o-estu-_JM,"$4,500,000",San Luis Potosí,Loma Verde,160 m²,265 m²,3,3,2,,10 años,7,,,,,,,,,,,,,,,,,,,
1397614208,san-luis-potosí,miravalle,https://casa.metroscubicos.com/MLM-1397614208-miravalle-_JM,"$5,850,000",San Luis Potosí,Miravalle,250 m²,255 m²,3,3,2,,15 años,,,,1250 MXN,,,,,,,,,,,,,,,,
1329045161,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1329045161-casa-sola-en-venta-san-francisco-de-asis-norte-_JM,"$1,090,000",Soledad De Graciano Sánchez,San Francisco,77 m²,96 m²,3,3,,,0 años,,,,,,,,,,,,,,,,,,,,
1419671714,san-luis-potosí,satelite,https://casa.metroscubicos.com/MLM-1419671714-satelite-francisco-i-madero-_JM,"$2,495,000",San Luis Potosí,Satélite Francisco I Madero,300 m²,240 m²,4,2,,Norte,10 años,2,,2,0 MXN,,,,,,,,,,,,,,,,
1388939355,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1388939355-casa-en-venta-tequisquiapan-_JM,"$4,500,000",San Luis Potosí,Tequisquiapan,566 m²,251 m²,4,3,3,,60 años,,1,1,,,,,,Casa,Casa sola,,,,,,,,,,
1348811593,san-luis-potosí,doble,https://casa.metroscubicos.com/MLM-1348811593-doble-altura-y-roofgarden-casa-nueva-en-esquina-_JM,"$3,200,000",San Luis PotosÃ­,Capulines,120 mÂ²,200 mÂ²,,,,,,6,,,,3,3,,0 aÃ±os,,,,,,,,,,,,
1421711647,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421711647-casa-en-venta-en-lomas-del-tecnologico-_JM,"$10,400,000",San Luis Potosí,Lomas Del Tecnológico,268 m²,620 m²,5,5,2,,,,,,,,,,,,,,,,,,,,,,
1421679860,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421679860-casa-en-venta-en-lomas-de-san-luis-3ra-secc-_JM,"$6,750,000",San Luis Potosí,Prados De San Luis,312 m²,277 m²,4,1,4,,,,,,,,,,,,,,,,,,,,,,
1421737307,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421737307-casa-en-venta-en-sierra-azul-_JM,"$8,200,000",San Luis Potosí,Sierra Azul,275 m²,380 m²,3,4,2,,,,,,,,,,,,,,,,,,,,,,
1343906644,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1343906644-casa-san-luis-potosi-_JM,"$14,500,000",San Luis Potosí,San Luis Potosí,473 m²,,,,3,,0 años,,,3,0 MXN,,,,,,,,,,,,,,,,
1337697131,san-luis-potosí,amplia,https://casa.metroscubicos.com/MLM-1337697131-amplia-casa-en-lomas-del-pedregal-_JM,"$6,200,000",San Luis PotosÃ­,Lomas Del Pedregal,176 mÂ²,276 mÂ²,,,2,,,8,,,,3,3,,0 aÃ±os,,,,,,,,,,,,
1421737423,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421737423-casa-en-venta-en-catara-residencial-_JM,"$2,300,000",San Luis Potosí,Xicotencatl,160 m²,189 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1421711540,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421711540-casa-en-venta-en-garcia-diego-_JM,"$16,000,000",San Luis Potosí,Diego García,835 m²,650 m²,7,3,2,,,,,,,,,,,,,,,,,,,,,,
1373427702,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1373427702-casa-sola-en-venta-petrolera-lazaro-cardenas-_JM,"$3,000,000",Ebano,Petrolera Lázaro Cárdenas,300 m²,200 m²,3,3,,,0 años,,,,,,,,,,,,,,,,,,,,
1392175473,san-luis-potosí,terraza,https://casa.metroscubicos.com/MLM-1392175473-terraza-techada-y-jardin-en-lomas-_JM,"$4,500,000",San Luis Potosí,Lomas 3a Secc,160 m²,268 m²,3,3,2,,5 años,6,,,,,,,,,,,,,,,,,,,
1421711658,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421711658-casa-en-venta-en-hacienda-de-bravo-_JM,"$5,520,000",San Luis Potosí,Hacienda De Bravo,243 m²,341 m²,3,3,4,,,,,,,,,,,,,,,,,,,,,,
1421743843,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421743843-casa-en-venta-en-puerta-natura-_JM,"$1,573,750",San Luis Potosí,La Angostura,110 m²,113 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1421679867,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421679867-casa-en-venta-en-villa-magna-_JM,"$3,990,000",San Luis Potosí,Llamaradas,160 m²,230 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1421724419,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421724419-casa-en-venta-en-rinconada-de-los-andes-_JM,"$4,600,000",San Luis Potosí,Rinconada de los Andes,180 m²,290 m²,4,2,3,,,,,,,,,,,,,,,,,,,,,,
1421704977,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421704977-casa-en-venta-en-lomas-de-san-luis-4ta-secc-_JM,"$6,500,000",San Luis Potosí,Prados De San Luis,300 m²,370 m²,5,5,,,,,,,,,,,,,,,,,,,,,,,
1418021421,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1418021421-casa-horizontes-_JM,"$4,800,000",San Luis Potosí,San Luis Potosí,220 m²,,3,2,2,,5 años,,,2,0 MXN,,,,,,,,,,,,,,,,
1353739217,san-luis-potosí,a,https://casa.metroscubicos.com/MLM-1353739217-a-estrenar-amplia-casa-_JM,"$2,210,000",Mexquitic De Carmona,Mexquitic,120 m²,176 m²,3,2,2,,0 años,7,,,,,,,,,,,,,,,,,,,
955675129,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-955675129-casa-san-luis-potosi-_JM,"$6,650,000",San Luis PotosÃ­,San Luis PotosÃ­,300 mÂ²,,,,2,,,,,3,0 MXN,3,3,,1 aÃ±os,,,,,,,,,,,,
1383727100,san-luis-potosí,santa,https://casa.metroscubicos.com/MLM-1383727100-santa-barbara-_JM,"$1,700,000",San Luis PotosÃ­,Santa BÃ¡rbara,128 mÂ²,128 mÂ²,,,1,,,3,,,0 MXN,3,2,Norte,5 aÃ±os,,,,,,,,,,,,
1332680947,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1332680947-casa-en-venta-en-privada-zona-papagayos-_JM,"$1,350,000",San Luis Potosí,La Hacienda,90 m²,109 m²,3,3,2,,0 años,6,,,,,,,,,,,,,,,,,,,
1416226895,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1416226895-casa-en-venta-en-fracc-villantigua-slp-_JM,"$18,475,000",San Luis Potosí,Villantigua,555 m²,596 m²,3,3,3,,0 años,,,,,,,,,,,,,,,,,,,,
1421692591,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421692591-casa-en-venta-en-villa-magna-_JM,"$4,120,000",San Luis Potosí,Llamaradas,160 m²,255 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1421711547,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421711547-casa-en-venta-en-las-mercedes-_JM,"$2,080,000",San Luis PotosÃ­,Las Mercedes,105 mÂ²,146 mÂ²,,,2,,,,,,,3,2,,,,,,,,,,,,,,
1421692528,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421692528-casa-en-venta-en-lomas-3a-secc-_JM,"$4,900,000",San Luis Potosí,Lomas 3a Secc,208 m²,278 m²,5,3,2,,,,,,,,,,,,,,,,,,,,,,
1421679732,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421679732-casa-en-venta-en-horizontes-residencial-_JM,"$4,700,000",San Luis Potosí,Horizontes Residencial,190 m²,214 m²,4,4,2,,,,,,,,,,,,,,,,,,,,,,
1421743703,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421743703-casa-en-venta-en-fracc-industrias-_JM,"$1,600,000",San Luis Potosí,Industrias,120 m²,175 m²,5,2,1,,,,,,,,,,,,,,,,,,,,,,
1401470398,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1401470398-casa-en-venta-_JM,"$2,231,000",San Luis Potosí,Villa De Pozos,120 m²,200 m²,1,3,2,,0 años,,1,2,,,,,,,,,,,,,,,,,
879488470,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-879488470-casa-san-luis-potosi-_JM,"$2,650,000",San Luis PotosÃ­,San Luis PotosÃ­,237 mÂ²,,,,2,,,,,,0 MXN,3,3,,0 aÃ±os,,,,,,,,,,,,
946893796,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-946893796-casa-sola-en-venta-catara-residencial-_JM,"$1,978,000",San Luis Potosí,Xicotencatl,130 m²,167 m²,3,4,,,1 años,,,,,,,,,,,,,,,,,,,,
936355147,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-936355147-casa-sola-en-venta-san-luis-potosi-centro-_JM,"$7,500,000",San Luis Potosí,San Luis Potosí Centro,472 m²,734 m²,20,20,,,122 años,,,,,,,,,,,,,,,,,,,,
1380588096,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1380588096-casa-en-venta-en-cerradas-del-pedregal-san-luis-potosi-_JM,"$8,850,000",San Luis Potosí,Privadas Del Pedregal,258 m²,405 m²,4,5,2,,0 años,9,,,,,,,,,,,,,,,,,,,
1422137140,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1422137140-casa-en-venta-_JM,"$690,000",Soledad De Graciano Sánchez,Hogares Populares Pavón,90 m²,51 m²,2,1,1,,15 años,,,1,,,,,,,,,,,,,,,,,
1389631221,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1389631221-casa-de-lujo-diseno-y-ubicacion-unicos-_JM,"$15,500,000",San Luis Potosí,La Loma Club De Golf,566 m²,500 m²,3,3,3,,0 años,7,,,,,,,,,,,,,,,,,,,
1340083919,san-luis-potosí,la,https://casa.metroscubicos.com/MLM-1340083919-la-cantera-_JM,"$1,550,000",San Luis Potosí,Villa De Pozos,116.41 m²,130 m²,3,3,2,,13 años,,,,,,,,,,,,,,,,,,,,
1392645815,san-luis-potosí,barrio,https://casa.metroscubicos.com/MLM-1392645815-barrio-de-santiago-_JM,"$1,695,000",San Luis Potosí,Santiago Del Río,81 m²,150 m²,3,2,1,,10 años,,,,,,,,,,,,,,,,,,,,
913679555,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-913679555-casa-sola-en-venta-catara-residencial-_JM,"$1,706,000",San Luis Potosí,Xicotencatl,120 m²,120 m²,3,3,,,2 años,,,,,,,,,,,,,,,,,,,,
1406071258,san-luis-potosí,residencial,https://casa.metroscubicos.com/MLM-1406071258-residencial-del-bosque-_JM,"$1,250,000",San Luis PotosÃ­,Industrias,96 mÂ²,85 mÂ²,,,2,,,,,,,2,1,,6 aÃ±os,,,,,,,,,,,,
1401509257,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1401509257-casa-en-venta-_JM,"$4,595,000",San Luis Potosí,Universitaria,150 m²,201 m²,3,3,2,,0 años,,,2,,,,,,,,,,,,,,,,,
1391848293,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1391848293-casa-sola-en-venta-fuerteventura-residencial-_JM,"$1,812,000",San Luis PotosÃ­,Mexquitic De Carmona,137 mÂ²,180 mÂ²,,,,,,,,,,3,3,,5 aÃ±os,,,,,,,,,,,,
1329670172,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1329670172-casa-sola-en-venta-balcones-del-valle-1ra-secc-_JM,"$2,850,000",San Luis Potosí,Balcones Del Valle,90 m²,176 m²,3,3,,,5 años,,,,,,,,,,,,,,,,,,,,
1416264589,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1416264589-casa-en-venta-en-altania-en-villa-de-pozos-slp-_JM,"$2,200,000",San Luis PotosÃ­,San Luis PotosÃ­,128 mÂ²,154 mÂ²,,,2,,,,,,,3,2,,0 aÃ±os,,,,,,,,,,,,
1401496352,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1401496352-casa-en-venta-_JM,"$8,200,000",San Luis Potosí,San Luis Potosí,300 m²,400 m²,3,3,3,,0 años,,1,2,,,,,,,,,,,,,,,,,
920077144,san-luis-potosí,en,https://casa.metroscubicos.com/MLM-920077144-en-la-loma-golf-con-vista-casa-nueva-_JM,"$10,950,000",Propiedades Individuales,San Luis Potosí,405 m²,429 m²,3,3,,,0 años,7,,,,,,,,,,,,,,,,,,,
1387799242,san-luis-potosí,en,https://casa.metroscubicos.com/MLM-1387799242-en-privada-con-acabados-de-primera-_JM,"$2,500,000",San Luis Potosí,La Florida,160 m²,172 m²,3,3,,,0 años,6,,,,,,,,,,,,,,,,,,,
1325208375,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1325208375-casa-con-amplios-espacios-3-recamaras-_JM,"$2,700,000",San Luis PotosÃ­,El Aguaje,140 mÂ²,156 mÂ²,,,,,,7,,,,3,4,,0 aÃ±os,,,,,,,,,,,,
1416126709,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1416126709-casa-en-venta-en-club-de-golf-la-loma-san-luis-potosi-_JM,"$8,650,000",San Luis PotosÃ­,San Luis PotosÃ­,354 mÂ²,345 mÂ²,,,2,,,,,,,4,4,,3 aÃ±os,,,,,,,,,,,,
1421718167,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421718167-casa-en-venta-en-villa-magna-_JM,"$3,950,000",Propiedades Individuales,San Luis Potosí,160 m²,355 m²,3,3,3,,,,,,,,,,,,,,,,,,,,,,
1380962068,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1380962068-casa-en-colinas-del-parque-con-amplio-jardin-y-terraza-_JM,"$5,990,000",San Luis Potosí,Colinas Del Parque,259 m²,263 m²,3,3,2,,0 años,7,,,,,,,,,,,,,,,,,,,
1353246827,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1353246827-casa-san-luis-potosi-_JM,"$4,350,000",San Luis Potosí,San Luis Potosí,265 m²,,3,3,,,0 años,,,2,0 MXN,,,,,,,,,,,,,,,,
1382543243,san-luis-potosí,oortunidad,https://casa.metroscubicos.com/MLM-1382543243-oortunidad-en-nueva-orquidea-_JM,"$1,790,000",San Luis PotosÃ­,Villa De Pozos,160 mÂ²,134 mÂ²,,,2,,,6,,,,3,2,,0 aÃ±os,,,,,,,,,,,,
1421692649,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421692649-casa-en-venta-en-catara-residencial-_JM,"$1,978,000",San Luis Potosí,Xicotencatl,130 m²,167 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1421679828,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421679828-casa-en-venta-en-villa-magna-_JM,"$5,900,000",San Luis Potosí,Llamaradas,160 m²,390 m²,4,4,2,,,,,,,,,,,,,,,,,,,,,,
1391206175,san-luis-potosí,con,https://casa.metroscubicos.com/MLM-1391206175-con-amplia-cocina-en-quinta-fresnos-_JM,"$1,650,000",San Luis Potosí,Pozos Residencial,120 m²,120 m²,3,3,2,,0 años,6,,,,,,,,,,,,,,,,,,,
1420141037,san-luis-potosí,fraccionamiento,https://casa.metroscubicos.com/MLM-1420141037-fraccionamiento-en-privada-en-villa-de-pozos-_JM,"$1,190,000",San Luis PotosÃ­,Pozos Residencial,101 mÂ²,85 mÂ²,,,,,,,,,,3,2,,,,,,,,,,,,,,
821625324,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-821625324-casa-san-luis-potosi-_JM,"$2,100,000",San Luis PotosÃ­,San Luis PotosÃ­,197 mÂ²,,,,,,,,,,0 MXN,,,,0 aÃ±os,,,,,,,,,,,,
1390398367,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1390398367-casa-en-venta-en-colonia-morales-_JM,"$1,745,000",San Luis Potosí,Morales,120 m²,163 m²,3,3,,,,,,,,,,,,,,,,,,,,,,,
1401483361,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1401483361-casa-en-venta-_JM,"$17,000,000",San Luis Potosí,Villantigua,555 m²,596 m²,3,3,3,,0 años,,1,2,,,,,,,,,,,,,,,,,
1350901309,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1350901309-casa-en-venta-lomas-_JM,"$5,200,000",San Luis Potosí,Lomas Del Tecnológico,250 m²,240 m²,3,2,2,,10 años,,,,,,,,,,,,,,,,,,,,
1421679946,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421679946-casa-en-venta-en-horizontes-residencial-_JM,"$3,390,000",San Luis Potosí,Horizontes Residencial,140 m²,160 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1421743797,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421743797-casa-en-venta-en-residencial-la-cantera-_JM,"$1,795,000",San Luis Potosí,Horizontes Residencial,120 m²,147 m²,3,4,2,,,,,,,,,,,,,,,,,,,,,,
1421718062,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1421718062-casa-en-venta-en-horizontes-residencial-_JM,"$2,950,000",San Luis Potosí,Horizontes Residencial,160 m²,150 m²,3,2,2,,,,,,,,,,,,,,,,,,,,,,
1341657694,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1341657694-casa-con-roof-garden-en-campo-azul-_JM,"$2,400,000",San Luis Potosí,El Aguaje,121 m²,180 m²,3,2,3,,0 años,7,,,,,,,,,,,,,,,,,,,
1383620836,san-luis-potosí,excelente,https://casa.metroscubicos.com/MLM-1383620836-excelente-ubicacion-4-recamaras-una-en-planta-baja-_JM,"$2,800,000",San Luis Potosí,Azteca,150 m²,289 m²,4,4,2,,7 años,9,,,,,,,,,,,,,,,,,,,
1350014491,san-luis-potosí,super,https://casa.metroscubicos.com/MLM-1350014491-super-casa-en-balcones-del-valle-_JM,"$5,200,000",San Luis Potosí,Balcones Del Valle,245 m²,345 m²,5,5,4,,0 años,10,,,,,,,,,,,,,,,,,,,
1419651397,san-luis-potosí,venta,https://casa.metroscubicos.com/MLM-1419651397-venta-de-casa-en-calle-matamoros-en-matehuala-slp-a-unos-pasos-de-mercado-soriana-_JM,"$6,780,000",Matehuala,Los Frailes,988 m²,657 m²,4,3,,,,,,,,,,,,,,,,,,,,,,,
1348921871,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1348921871-casa-en-condominio-en-venta-en-privadas-del-pedregal-san-luis-potosi-san-luis-potosi-_JM,"$9,150,000",San Luis Potosí,Privadas Del Pedregal,372 m²,394 m²,3,5,,,7 años,,,,,,,,,,,,,,,,,,,,
1348277069,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1348277069-casa-san-luis-potosi-_JM,"$3,470,000",San Luis PotosÃ­,San Luis PotosÃ­,179 mÂ²,,,,2,,,,,2,0 MXN,2,2,,1 aÃ±os,,,,,,,,,,,,
1416252429,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1416252429-casa-en-venta-en-fracc-mixto-la-loma-slp-_JM,"$6,500,000",San Luis Potosí,La Loma,248 m²,345 m²,3,3,2,,18 años,,,,,,,,,,,,,,,,,,,,
1397205001,san-luis-potosí,con,https://casa.metroscubicos.com/MLM-1397205001-con-estudio-en-pb-y-acabados-de-marmol-_JM,"$8,650,000",San Luis Potosí,La Loma Club De Golf,345 m²,354 m²,3,4,2,,0 años,8,,,,,,,,,,,,,,,,,,,
1387818748,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1387818748-casa-de-3-pisos-en-pedregales-_JM,"$6,800,000",San Luis Potosí,Privadas Del Pedregal,340 m²,340 m²,3,4,2,,0 años,9,,,,,,,,,,,,,,,,,,,
1361967746,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1361967746-casa-en-villa-magna-con-roof-garden-_JM,"$3,550,000",San Luis Potosí,Villa Magna,160 m²,200 m²,3,3,2,,0 años,6,,,,,,,,,,,,,,,,,,,
1328490803,san-luis-potosí,casa,https://casa.metroscubicos.com/MLM-1328490803-casa-sola-en-venta-colonia-jardin-_JM,"$20,000,000",San Luis Potosí,Jardín,1280 m²,1586 m²,11,14,,,0 años,,,,,,,,,,,,,,,,,,,,
