ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad,Tipo de departamento,Fecha de entrega
1422920527,distrito-federal,a,https://casa.metroscubicos.com/MLM-1422920527-a-super-precio-la-casa-mas-bonita-de-lomas-de-bezares-en-ca-_JM,"$14,230,000",Miguel Hidalgo,Lomas De Bezares,345 m²,6,3,2,2,,44 años,,424 m²,,,,,,,,,,,,,,,,,,,,,
1426073219,distrito-federal,hhermosa,https://casa.metroscubicos.com/MLM-1426073219-hhermosa-casa-en-venta-en-las-aguilas-alvaro-obregon-_JM,"$14,500,000",Alvaro Obregón,Las Aguilas,210 m²,7,3,3,2,,0 años,,303 m²,,,,,,,,,,,,,,,,,,,,,
1426082683,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426082683-casa-en-gabriel-ramos-millan-iztacalco-con-6-recamaras-389-m-id-55559-_JM,"$4,900,000",Iztacalco,Gabriel Ramos Millán,121 m²,6,6,6,3,,24 años,900 MXN,389 m²,,,,Oeste,,,,,,,,,,,,,,Casa,,,
1426102053,distrito-federal,en,https://casa.metroscubicos.com/MLM-1426102053-en-venta-lindo-condominio-horizontal-en-fuentes-de-tepepan-tlalpan-_JM,"$6,550,000",Tlalpan,Fuentes De Tepepan,147 mÂ²,,,,3,3,,2100 MXN,169 mÂ²,3,2,20 aÃ±os,,,,,,,,,,,,,,,,,,
1422929579,distrito-federal,exclusivo,https://casa.metroscubicos.com/MLM-1422929579-exclusivo-townhouse-en-la-del-valle-centro-3-niveles-_JM,"$10,835,000",Benito Juárez,Del Valle Centro,223 m²,2,3,4,3,3,1 años,2500 MXN,223 m²,,,,Sur,1,,,,,,,,,,,,,,,,
1425774278,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1425774278-casa-en-venta-en-pedregal-_JM,"$69,800,000",Alvaro Obregón,Jardines Del Pedregal,1250 m²,12,4,4,5,,4 años,,1000 m²,,,,,,,,,,,,,,,,,,,,,
1425039160,distrito-federal,venta,https://casa.metroscubicos.com/MLM-1425039160-venta-de-casa-en-condominio-en-azcapotzalco-con-roof-privado-_JM,"$6,500,000",Azcapotzalco,San Álvaro,70 m²,6,3,2,3,,0 años,,329 m²,,,,,,,,,,,,,,,,,,,,,
1425071612,distrito-federal,santa,https://casa.metroscubicos.com/MLM-1425071612-santa-fe-la-loma-casa-en-conjunto-los-patios-vigilancia-arq-legorreta-_JM,"$23,000,000",Alvaro Obregón,La Loma Sta. Fe,320 m²,,3,4,3,2,15 años,8000 MXN,320 m²,,,,Sur,1,,,,,,,,,,,,,,,,
1426146368,distrito-federal,espectacular,https://casa.metroscubicos.com/MLM-1426146368-espectacular-casa-con-gran-jardin-calle-sucila-_JM,"$9,440,000",Tlalpan,Jardines Del Ajusco,500 m²,9,3,4,4,,24 años,,348 m²,,,,,,,,,,,,,,,,,,,,,
1426144370,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426144370-casa-en-venta-y-renta-en-bosques-de-tetlameya-_JM,"$17,000,000",Coyoacán,Bosques De Tetlameya,630 m²,8,3,4,4,,2021 años,,390 m²,,,,,,,,,,,,,,,,,,,,,
1426089215,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426089215-casa-en-venta-en-club-de-golf-mexico-_JM,"$11,990,000",Tlalpan,Club de Golf México,180 m²,8,3,3,3,,0 años,,289 m²,,,,,,,,,,,,,,,,,,,,,
1426076346,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426076346-casa-en-condominio-en-venta-en-pedregal-_JM,"$74,000,000",Alvaro Obregón,Jardines Del Pedregal,1500 m²,8,3,4,6,,10 años,,1020 m²,,,,,,,,,,,,,,,,,,,,,
1426089198,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426089198-casa-en-venta-en-parque-del-pedregal-_JM,"$15,990,000",Tlalpan,Parque Del Pedregal,458 m²,8,3,3,3,,42 años,,341 m²,,,,,,,,,,,,,,,,,,,,,
1426108594,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426108594-casa-en-venta-en-condominio-en-san-jeronimo-lidice-_JM,"$17,490,000",La Magdalena Contreras,San Jerónimo Lídice,500 m²,8,3,4,6,,5 años,,348 m²,,,,,,,,,,,,,,,,,,,,,
1425443207,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1425443207-casa-en-condominio-tipo-mexicano-en-venta-en-san-angel-_JM,"$14,950,000",Alvaro Obregón,San Angel,310 m²,7,4,2,2,,0 años,,310 m²,,,,,,,,,,,,,,,,,,,,,
1426108643,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426108643-casa-en-condominio-en-venta-en-olivar-de-los-padres-_JM,"$9,600,000",Alvaro Obregón,Olivar De Los Padres,224 m²,7,3,3,,,0 años,,280 m²,,,,,,,,,,,,,,,,,,,,,
1426082761,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426082761-casa-en-condominio-en-venta-en-pedregal-_JM,"$36,500,000",Alvaro Obregón,Jardines Del Pedregal,559 m²,10,4,5,6,,0 años,,648 m²,,,,,,,,,,,,,,,,,,,,,
1422714273,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1422714273-casa-en-venta-con-jardin-en-hacienda-santa-fe-_JM,"U$S4,000,000",Cuajimalpa De Morelos,Santa Fe Cuajimalpa,690 m²,7,3,3,6,,21 años,,1000 m²,,,,,,,,,,,,,,,,,,,,,
1426144427,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426144427-casa-en-venta-en-san-jeronimo-lidice-_JM,"$7,400,000",La Magdalena Contreras,San Jerónimo Lídice,170 m²,7,3,3,2,,11 años,,280 m²,,,,,,,,,,,,,,,,,,,,,
1426089197,distrito-federal,casa,https://casa.metroscubicos.com/MLM-1426089197-casa-en-venta-en-coyoacan-_JM,"$16,000,000",Coyoacán,Barrio Santa Catarina,75 m²,6,3,2,1,,41 años,,240 m²,,,,,,,,,,,,,,,,,,,,,
