id, nombre, municipio, asentamiento, codigo_postal, latitud, longitud
200264, Villa del Campo, 2002, Colonia, 21137, 32.6544075012207, -115.5389175415039
200265, San Martín Caballero, 2002, Colonia, 21137, 32.6544075012207, -115.5389175415039
200266, Misión de San Antonio, 2002, Fraccionamiento, 21137, 32.6544075012207, -115.5389175415039
200267, San Miguel 2da Etapa, 2002, Residencial, 21137, 32.6544075012207, -115.5389175415039
200268, Misión de San Ignacio, 2002, Fraccionamiento, 21137, 32.6544075012207, -115.5389175415039
200269, Real del Río Residencial 2da Sección, 2002, Fraccionamiento, 21137, 32.6544075012207, -115.5389175415039
200270, El Colonial, 2002, Colonia, 21137, 32.6544075012207, -115.5389175415039
200271, Villas Coahuila, 2002, Colonia, 21137, 32.6544075012207, -115.5389175415039
200272, Villas Galicia, 2002, Fraccionamiento, 21137, 32.6544075012207, -115.5389175415039
200273, Villas del Paraíso, 2002, Colonia, 21137, 32.6544075012207, -115.5389175415039
200274, La Luna, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200275, El Coloso, 2002, Fraccionamiento, 21138, 32.6271057128906, -115.5676040649414
200276, San Clemente, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200277, Los Milagros, 2002, Fraccionamiento, 21138, 32.6271057128906, -115.5676040649414
200278, San Jacinto, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200279, El Refugio, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200280, Ampliación Refugio, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200281, Los Viñedos, 2002, Fraccionamiento, 21138, 32.6271057128906, -115.5676040649414
200282, Valle de las Misiones, 2002, Fraccionamiento, 21138, 32.6271057128906, -115.5676040649414
200283, El Paraíso, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200284, Torremolinos, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200285, Misión Viejo, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200286, Valle de los Ángeles, 2002, Colonia, 21138, 32.6271057128906, -115.5676040649414
200287, El Coloso II, 2002, Fraccionamiento, 21138, 32.6271057128906, -115.5676040649414
200288, La Estrella, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200289, Santa Isabel, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200290, San Carlos, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200291, Santa Lorena, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200292, Gabriela Mistral, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200293, San José, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200294, Nuevo Santa Lucia, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200295, San Pablo, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200296, Popular Centinela, 2002, Fraccionamiento, 21139, 32.6331710815430, -115.5770187377930
200297, Ampliación Centinela, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200298, Las Reinas, 2002, Fraccionamiento, 21139, 32.6331710815430, -115.5770187377930
200299, El Sauce, 2002, Colonia, 21139, 32.6331710815430, -115.5770187377930
200671, Oaxaca, 20067, Colonia, 68000, 17.0617141723633, -96.7246322631836
200672, Secretaria de La Reforma Agraria, 20067, Gran usuario, 68008, 17.0618839263916, -96.7245864868164
200673, Palacio de Gobierno Del Estado de Oaxaca, 20067, Gran usuario, 68009, 17.0720081329346, -96.7489471435547
200674, Bugambilias, 20067, Fraccionamiento, 68010, 17.0994701385498, -96.7523040771484
200675, Los Cedros, 20067, Fraccionamiento, 68010, 17.0994701385498, -96.7523040771484
200676, Elsa, 20067, Fraccionamiento, 68010, 17.0994701385498, -96.7523040771484
200677, Revolución, 20067, Colonia, 68010, 17.0994701385498, -96.7523040771484
200678, Sauces, 20067, Fraccionamiento, 68010, 17.0994701385498, -96.7523040771484
200679, Orquideas, 20067, Fraccionamiento, 68010, 17.0994701385498, -96.7523040771484
211141, Centro, 21114, Colonia, 72000, 19.0486564636230, -98.1904602050781
211142, San Francisco, 21114, Colonia, 72000, 19.0486564636230, -98.1904602050781
211143, Santa María la Rivera, 21114, Colonia, 72010, 19.0802097320557, -98.2032012939453
211144, INFONAVIT Bosques 5 de Febrero, 21114, Unidad habitacional, 72010, 19.0802097320557, -98.2032012939453
211145, Residencial Santa María, 21114, Unidad habitacional, 72010, 19.0802097320557, -98.2032012939453
211146, Las Huertas, 21114, Colonia, 72013, 19.0963745117188, -98.1937332153320
211147, Santa Bárbara, 21114, Colonia, 72013, 19.0963745117188, -98.1937332153320
211148, Rosas del Tepeyac, 21114, Colonia, 72014, 19.0867080688477, -98.2023696899414
211149, San Pablo Xochimehuacan, 21114, Pueblo, 72014, 19.0867080688477, -98.2023696899414
220141, Centro, 22014, Colonia, 76000, 20.5931358337402, -100.3915405273438
220142, Rincón de San Andrés, 22014, Fraccionamiento, 76005, 20.5947265625000, -100.3966751098633
220143, Mariano Escobedo, 22014, Unidad habitacional, 76005, 20.5947265625000, -100.3966751098633
220144, Vicente Guerrero, 22014, Unidad habitacional, 76005, 20.5947265625000, -100.3966751098633
220145, Rinconada Morelos, 22014, Unidad habitacional, 76005, 20.5947265625000, -100.3966751098633
220146, Las Campanas, 22014, Colonia, 76010, 20.5860443115234, -100.4066314697266
220147, Niños Héroes, 22014, Colonia, 76010, 20.5860443115234, -100.4066314697266
220148, Centro Universitario U.A.Q., 22014, Equipamiento, 76017, 20.5926303863525, -100.4096603393555
220149, Bosques del Acueducto, 22014, Colonia, 76020, 20.5975856781006, -100.3816680908203
230041, Chetumal Centro, 23004, Colonia, 77000, 18.4980354309082, -88.3035049438477
230042, Secretaria de Hacienda y Crédito Publico, 23004, Gran usuario, 77008, 19.6212062835693, -89.0049591064453
230043, Palacio de Gobierno del Estado de Quintana Roo, 23004, Gran usuario, 77009, 19.6212062835693, -89.0049591064453
230044, Adolfo López Mateos, 23004, Colonia, 77010, 18.5254440307617, -88.2852249145508
230045, Francisco J Mújica INFONAVIT, 23004, Unidad habitacional, 77010, 18.5254440307617, -88.2852249145508
230046, Naval, 23004, Colonia, 77010, 18.5254440307617, -88.2852249145508
230047, Bugambilias, 23004, Fraccionamiento, 77010, 18.5254440307617, -88.2852249145508
230048, Del Mar I y II Infonavit, 23004, Fraccionamiento, 77010, 18.5254440307617, -88.2852249145508
230049, Isabel Tenorio, 23004, Colonia, 77010, 18.5254440307617, -88.2852249145508
240281, San Luis Potosí Centro, 24028, Colonia, 78000, 22.1516532897949, -100.9749069213867
240282, Oficina Federal de Hacienda, 24028, Gran usuario, 78008, 22.1516208648682, -100.9746170043945
240283, Palacio de Gobierno del Estado de San Luis Potosí, 24028, Gran usuario, 78009, 22.1516208648682, -100.9746170043945
240284, La Paz, 24028, Colonia, 78037, 22.1675910949707, -100.9702224731445
240285, Privada Caracol, 24028, Fraccionamiento, 78037, 22.1675910949707, -100.9702224731445
240286, Tlaxcala, 24028, Barrio, 78038, 22.1684703826904, -100.9769439697266
240287, Hidalgo, 24028, Colonia, 78040, 22.1832008361816, -101.0163726806641
240288, Rinconada de Santiago, 24028, Colonia, 78040, 22.1832008361816, -101.0163726806641
240289, Juan Alvarez, 24028, Colonia, 78048, 22.1516208648682, -100.9746170043945
250061, Centro, 25006, Colonia, 80000, 24.8085498809814, -107.3944778442383
250062, Centro Sinaloa, 25006, Colonia, 80000, 24.8085498809814, -107.3944778442383
250063, Arboledas, 25006, Fraccionamiento, 80010, 24.8381423950195, -107.3950271606445
250064, Ignacio Allende, 25006, Colonia, 80010, 24.8381423950195, -107.3950271606445
250065, 6 de Enero, 25006, Colonia, 80010, 24.8381423950195, -107.3950271606445
250066, Vicente Lombardo Toledano, 25006, Colonia, 80010, 24.8381423950195, -107.3950271606445
250067, Villa Universidad, 25006, Fraccionamiento, 80010, 24.8381423950195, -107.3950271606445
250068, Fresnos, 25006, Fraccionamiento, 80010, 24.8381423950195, -107.3950271606445
250069, Ciudad Universitaria, 25006, Gran usuario, 80013, 24.8300247192383, -107.3781661987305
260301, Hermosillo Centro, 26030, Colonia, 83000, 29.0853042602539, -110.9541397094727
260302, 5 de Mayo, 26030, Colonia, 83010, 29.0909614562988, -110.9386444091797
260303, Country Club, 26030, Colonia, 83010, 29.0909614562988, -110.9386444091797
260304, Lomas Pitic, 26030, Colonia, 83010, 29.0909614562988, -110.9386444091797
260305, Mediterráneo Residencial, 26030, Colonia, 83010, 29.0909614562988, -110.9386444091797
260306, Cerrada el Encanto, 26030, Fraccionamiento, 83010, 29.0909614562988, -110.9386444091797
260307, Los Igualados, 26030, Colonia, 83010, 29.0909614562988, -110.9386444091797
260308, Los Altos Residencial, 26030, Fraccionamiento, 83010, 29.0909614562988, -110.9386444091797
260309, Country Club Residencial, 26030, Residencial, 83010, 29.0909614562988, -110.9386444091797
270041, Portal del Agua, 27004, Fraccionamiento, 86000, 17.9978008270264, -92.9247894287109
270042, Villahermosa Centro, 27004, Colonia, 86000, 17.9978008270264, -92.9247894287109
270043, Medellin y Pigua 1ra. Sección, 27004, Colonia, 86010, 18.0193672180176, -92.8957595825195
270044, Triangulo Industrial, 27004, Colonia, 86010, 18.0193672180176, -92.8957595825195
270045, Fideicomiso Ciudad Industrial, 27004, Zona industrial, 86010, 18.0193672180176, -92.8957595825195
270046, Indeco Unidad, 27004, Unidad habitacional, 86017, 18.0234336853027, -92.9053497314453
270047, La Pigua, 27004, Fraccionamiento, 86017, 18.0234336853027, -92.9053497314453
270048, Jardines Del Sol, 27004, Fraccionamiento, 86017, 18.0234336853027, -92.9053497314453
270049, Cosmos, 27004, Fraccionamiento, 86017, 18.0234336853027, -92.9053497314453
280411, Ciudad Victoria Centro, 28041, Colonia, 87000, 23.7305488586426, -99.1537780761719
280412, Los Fresnos, 28041, Fraccionamiento, 87000, 23.7305488586426, -99.1537780761719
280413, Enrique Cárdenas González, 28041, Colonia, 87010, 23.7637691497803, -99.1650543212891
280414, José López Portillo, 28041, Colonia, 87010, 23.7637691497803, -99.1650543212891
280415, Tránsito, 28041, Colonia, 87010, 23.7637691497803, -99.1650543212891
280416, El Mirador, 28041, Colonia, 87014, 23.7518806457520, -99.1749877929688
280417, Emilio Caballero, 28041, Colonia, 87014, 23.7518806457520, -99.1749877929688
280418, General Lucio Blanco, 28041, Colonia, 87014, 23.7518806457520, -99.1749877929688
280419, 77 Batallón de Infantería, 28041, Zona militar, 87014, 23.7518806457520, -99.1749877929688
290331, Tlaxcala Centro, 29033, Colonia, 90000, 19.3163566589355, -98.2383422851563
290332, Huertas de San Francisco, 29033, Fraccionamiento, 90005, 19.3155136108398, -98.2371673583984
290333, Universidad Autónoma de Tlaxcala, 29033, Equipamiento, 90006, 19.3161029815674, -98.2380752563477
290334, San Buenaventura Atempan, 29033, Colonia, 90010, 19.3281593322754, -98.2219924926758
290335, Xicohténcatl, 29033, Unidad habitacional, 90013, 19.3246841430664, -98.2335662841797
290336, Vista Malintzi, 29033, Fraccionamiento, 90014, 19.3207550048828, -98.2222747802734
290337, El Bosque, 29033, Fraccionamiento, 90014, 19.3207550048828, -98.2222747802734
290338, Los Potrillos, 29033, Fraccionamiento, 90014, 19.3207550048828, -98.2222747802734
290339, Vista Hermosa, 29033, Fraccionamiento, 90014, 19.3207550048828, -98.2222747802734
300310, Pedregal del Cortes, 3003, Unidad habitacional, 23018, 24.1715888977051, -110.2920761108398
300311, Reforma I, 3003, Colonia, 23018, 24.1715888977051, -110.2920761108398
300312, Reforma II, 3003, Colonia, 23018, 24.1715888977051, -110.2920761108398
300313, Policentro Palmira, 3003, Colonia, 23019, 24.1833534240723, -110.3011474609375
300314, Pedregal de la Paz, 3003, Fraccionamiento, 23019, 24.1833534240723, -110.3011474609375
300315, Punta Prieta, 3003, Colonia, 23019, 24.1833534240723, -110.3011474609375
300316, Colina de La Cruz, 3003, Colonia, 23020, 24.1609992980957, -110.3020706176758
300317, Esterito, 3003, Colonia, 23020, 24.1609992980957, -110.3020706176758
300318, Ladrillera, 3003, Colonia, 23020, 24.1609992980957, -110.3020706176758
300319, Guerrero, 3003, Colonia, 23020, 24.1609992980957, -110.3020706176758
300320, Manuel Rivera Anaya, 3003, Unidad habitacional, 23020, 24.1609992980957, -110.3020706176758
300321, Antonio Navarro Rubio, 3003, Colonia, 23026, 24.1587562561035, -110.2923889160156
300322, Ampliación Antonio Navarro Rubio, 3003, Colonia, 23026, 24.1587562561035, -110.2923889160156
300323, Zona Militar, 3003, Colonia, 23029, 24.1522865295410, -110.2973480224609
300324, Francisco Villa, 3003, Colonia, 23030, 24.1470527648926, -110.2873916625977
300325, Guadalupe Victoria, 3003, Colonia, 23030, 24.1470527648926, -110.2873916625977
300326, Independencia, 3003, Colonia, 23030, 24.1470527648926, -110.2873916625977
300327, Lienzo Charro, 3003, Colonia, 23030, 24.1470527648926, -110.2873916625977
300328, Loma Linda, 3003, Colonia, 23030, 24.1470527648926, -110.2873916625977
300329, Magisterial, 3003, Colonia, 23030, 24.1470527648926, -110.2873916625977
300330, San Pablo Guelatao, 3003, Colonia, 23030, 24.1470527648926, -110.2873916625977
300331, Lázaro Cárdenas, 3003, Colonia, 23034, 24.1441860198975, -110.2805938720703
300332, Jacinto Lopez, 3003, Colonia, 23037, 24.1457176208496, -110.2845077514648
300333, Loma Obrera, 3003, Colonia, 23038, 24.1528835296631, -110.2786178588867
300334, Valle de las Vinoramas, 3003, Fraccionamiento, 23038, 24.1528835296631, -110.2786178588867
300335, Lázaro Cárdenas, 3003, Ampliación, 23038, 24.1528835296631, -110.2786178588867
300336, Villas de Guadalupe, 3003, Colonia, 23038, 24.1528835296631, -110.2786178588867
300337, Vista Hermosa, 3003, Colonia, 23038, 24.1528835296631, -110.2786178588867
300338, Laguna Azul, 3003, Colonia, 23038, 24.1528835296631, -110.2786178588867
300339, Ampliación Marquez de Leon, 3003, Colonia, 23038, 24.1528835296631, -110.2786178588867
300340, Marquez de Leon, 3003, Colonia, 23038, 24.1528835296631, -110.2786178588867
300341, La Escondida, 3003, Colonia, 23039, 24.1472167968750, -110.2795867919922
300342, Adolfo Ruiz Cortines, 3003, Colonia, 23040, 24.1363449096680, -110.3064651489258
300343, La Rinconada, 3003, Colonia, 23040, 24.1363449096680, -110.3064651489258
300344, Los Olivos, 3003, Colonia, 23040, 24.1363449096680, -110.3064651489258
300345, Perla, 3003, Fraccionamiento, 23040, 24.1363449096680, -110.3064651489258
300346, Petrolera, 3003, Colonia, 23040, 24.1363449096680, -110.3064651489258
300347, ISSSTE, 3003, Colonia, 23040, 24.1363449096680, -110.3064651489258
300348, Bella Vista, 3003, Colonia, 23050, 24.1306018829346, -110.3044891357422
300349, Benito Juárez Oriente, 3003, Colonia, 23050, 24.1306018829346, -110.3044891357422
300350, Roma, 3003, Colonia, 23050, 24.1306018829346, -110.3044891357422
300351, Rosaura Zapata, 3003, Colonia, 23050, 24.1306018829346, -110.3044891357422
300352, Tecnológico, 3003, Colonia, 23050, 24.1306018829346, -110.3044891357422
300353, Zona Industrial, 3003, Zona industrial, 23050, 24.1306018829346, -110.3044891357422
300354, Misiones de Loreto, 3003, Colonia, 23050, 24.1306018829346, -110.3044891357422
300355, El Carrizal, 3003, Fraccionamiento, 23050, 24.1306018829346, -110.3044891357422
300356, Cruz de Piedra, 3003, Colonia, 23050, 24.1306018829346, -110.3044891357422
300357, Bella Vista Plus, 3003, Colonia, 23050, 24.1306018829346, -110.3044891357422
300358, El Campanario, 3003, Fraccionamiento, 23050, 24.1306018829346, -110.3044891357422
300359, 20 de Noviembre, 3003, Colonia, 23052, 24.1369915008545, -110.2835388183594
300360, Calafia, 3003, Fraccionamiento, 23054, 24.1236438751221, -110.3026504516602
300361, José María Morelos, 3003, Unidad habitacional, 23054, 24.1236438751221, -110.3026504516602
300362, Cihuatán Costa Azul, 3003, Unidad habitacional, 23054, 24.1236438751221, -110.3026504516602
300363, Jardines del Sur, 3003, Colonia, 23055, 24.1209526062012, -110.3001022338867
300364, Jardines del Sur, 3003, Ampliación, 23055, 24.1209526062012, -110.3001022338867
300365, Flores Magón, 3003, Colonia, 23056, 24.1295127868652, -110.3013229370117
300366, Popular Indeco, 3003, Colonia, 23056, 24.1295127868652, -110.3013229370117
300367, California, 3003, Colonia, 23060, 24.1423606872559, -110.3284835815430
300368, Barrio El Manglito, 3003, Colonia, 23060, 24.1423606872559, -110.3284835815430
300369, Inalámbrica, 3003, Colonia, 23060, 24.1423606872559, -110.3284835815430
300370, Pueblo Nuevo, 3003, Colonia, 23060, 24.1423606872559, -110.3284835815430
300371, Su Casa, 3003, Colonia, 23060, 24.1423606872559, -110.3284835815430
300372, San Pablo, 3003, Fraccionamiento, 23060, 24.1423606872559, -110.3284835815430
300373, Primero de Mayo, 3003, Unidad habitacional, 23060, 24.1423606872559, -110.3284835815430
300374, Quinta Esmeralda, 3003, Fraccionamiento, 23060, 24.1423606872559, -110.3284835815430
300375, Lomas de Cataviña, 3003, Fraccionamiento, 23060, 24.1423606872559, -110.3284835815430
300376, Emiliano Zapata, 3003, Colonia, 23070, 24.1293983459473, -110.3167190551758
300377, INFONAVIT, 3003, Unidad habitacional, 23070, 24.1293983459473, -110.3167190551758
300378, Las Palmas, 3003, Fraccionamiento, 23070, 24.1293983459473, -110.3167190551758
300379, Oro Blanco, 3003, Colonia, 23070, 24.1293983459473, -110.3167190551758
300380, Residencial las Garzas, 3003, Colonia, 23070, 24.1293983459473, -110.3167190551758
300381, Unidad Indeco, 3003, Unidad habitacional, 23070, 24.1293983459473, -110.3167190551758
300382, Jardines de la Paz, 3003, Fraccionamiento, 23070, 24.1293983459473, -110.3167190551758
