tipo,precio,predPrices,m2Terreno,m2Construccion,estacionamientos,Banos,antiguedad,colonia,municipio_x,entidad,codigo_postal,latitud,longitud
departamentos,498000.0,660000.0,51.0,51.0,0.0,1.0,0.0,Loma Bonita,Tuxtla Gutiérrez,Coahuila de Zaragoza,25354.0,25.4534854888916,-100.8567428588867
departamentos,498000.0,660000.0,51.0,51.0,0.0,1.0,0.0,Loma Bonita,Tuxtla Gutiérrez,Coahuila de Zaragoza,26063.0,28.6973304748535,-100.5443878173828
departamentos,499000.0,940000.0,49.0,49.0,1.0,1.0,0.0,Tapachula,Chiapas,Coahuila de Zaragoza,,,
departamentos,660000.0,950000.0,57.0,57.0,1.0,2.0,0.0,La Misión,Tuxtla Gutiérrez,Coahuila de Zaragoza,26269.0,29.3054618835449,-100.9088821411133
departamentos,660000.0,950000.0,57.0,57.0,1.0,2.0,0.0,La Misión,Tuxtla Gutiérrez,Coahuila de Zaragoza,26020.0,28.6979522705078,-100.5261688232422
departamentos,585000.0,980000.0,57.0,57.0,1.0,1.0,0.0,Lomas Del Oriente,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
departamentos,382000.0,550000.0,50.0,50.0,1.0,1.0,0.0,Tapachula,Chiapas,Coahuila de Zaragoza,,,
departamentos,605000.0,830000.0,57.0,57.0,0.0,1.0,0.0,Tuxtla Gutiérrez,Chiapas,Coahuila de Zaragoza,,,
departamentos,620000.0,830000.0,57.0,57.0,0.0,1.0,0.0,Tuxtla Gutiérrez,Chiapas,Coahuila de Zaragoza,,,
departamentos,585000.0,830000.0,57.0,57.0,0.0,1.0,0.0,Tuxtla Gutiérrez,Chiapas,Coahuila de Zaragoza,,,
departamentos,570000.0,980000.0,57.0,57.0,1.0,1.0,0.0,Lomas Del Oriente,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
departamentos,570000.0,830000.0,57.0,57.0,0.0,1.0,0.0,Tuxtla Gutiérrez,Chiapas,Coahuila de Zaragoza,,,
departamentos,580000.0,1100000.0,56.0,56.0,1.0,1.0,0.0,Tuxtla Gutiérrez,Chiapas,Coahuila de Zaragoza,,,
departamentos,690000.0,1320000.0,61.0,61.0,1.0,2.0,0.0,La Misión,Tuxtla Gutiérrez,Coahuila de Zaragoza,26269.0,29.3054618835449,-100.9088821411133
departamentos,690000.0,1320000.0,61.0,61.0,1.0,2.0,0.0,La Misión,Tuxtla Gutiérrez,Coahuila de Zaragoza,26020.0,28.6979522705078,-100.5261688232422
departamentos,1721895.0,2110000.0,62.0,62.0,1.0,1.0,0.0,San Felipe I,Chihuahua,Colima,,,
departamentos,1578115.0,1210000.0,45.0,45.0,1.0,1.0,1.0,Zona Centro,Chihuahua,Colima,,,
departamentos,750000.0,1490000.0,92.0,92.0,1.0,1.0,30.0,Infonavit Nacional,Chihuahua,Colima,,,
departamentos,2360236.0,2009999.9999999998,68.0,68.0,1.0,1.0,0.0,Zona Centro,Chihuahua,Colima,,,
departamentos,5300000.0,4019999.9999999995,193.0,193.0,2.0,2.0,5.0,Hacienda Santa Fé,Chihuahua,Colima,,,
departamentos,5100000.0,3480000.0,133.0,133.0,2.0,2.0,5.0,Hacienda Santa Fé,Chihuahua,Colima,,,
departamentos,2720000.0,2830000.0,120.0,120.0,2.0,1.0,1.0,Diamante Reliz,Chihuahua,Colima,,,
departamentos,1919900.0,2360000.0,65.0,65.0,1.0,2.0,0.0,San Felipe I,Chihuahua,Colima,,,
departamentos,5000000.0,6820000.0,226.0,226.0,2.0,2.0,0.0,Jardines De San Francisco,Chihuahua,Colima,,,
departamentos,3429929.0,2950000.0,123.0,123.0,2.0,2.0,5.0,Diamante Reliz,Chihuahua,Colima,,,
departamentos,1700000.0,1420000.0,55.0,55.0,1.0,1.0,0.0,Mirador,Chihuahua,Colima,,,
departamentos,5641109.0,4520000.0,126.0,126.0,0.0,2.0,0.0,San Felipe I,Chihuahua,Colima,,,
departamentos,2109523.0,1290000.0,57.0,57.0,1.0,1.0,1.0,Lomas Altas I,Chihuahua,Colima,,,
departamentos,3442660.0,3470000.0,115.0,115.0,2.0,2.0,0.0,Cerrada Castilla,Chihuahua,Colima,,,
departamentos,2947484.0,3870000.0,151.0,151.0,2.0,2.0,0.0,Lomas Del Santuario I Etapa,Chihuahua,Colima,,,
departamentos,2300000.0,2410000.0,86.0,86.0,2.0,2.0,0.0,Mirador,Chihuahua,Colima,,,
