ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Bodegas,Cantidad de pisos,Orientación,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Tipo de casa,Tipo de propiedad,OrientaciÃ³n,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote
1425555741,aguascalientes,amplia,https://casa.metroscubicos.com/MLM-1425555741-amplia-residencia-a-la-venta-en-condominio-pulgas-pandas-sur-aguascalientes-_JM,"$12,850,000",Aguascalientes,Pulgas Pandas Sur,544 m²,544 m²,22,4,4,4,,2,,25 años,0 MXN,,,,,,,,,,,,,,,
1425548655,aguascalientes,amplia,https://casa.metroscubicos.com/MLM-1425548655-amplia-finca-en-esquina-a-la-venta-en-colonia-industrial-zona-centrica-_JM,"$3,850,000",Aguascalientes,Industrial,227 ha,,32,3,4,,,2,,15 años,0 MXN,,,,,,,,,,,,,,,
1425436345,aguascalientes,moderna,https://casa.metroscubicos.com/MLM-1425436345-moderna-casa-a-la-venta-en-residencial-q-campestre-al-norponiente-de-la-ciudad-cuenta-con-recamara-en-planta-baja-_JM,"$3,500,000",JesÃºs Maria,Condominio Q Campestre Residencial,209 mÂ²,,13,,,2,,2,,,0 MXN,3,3,5 aÃ±os,,,,,,,,,,,,
1425317873,aguascalientes,amplia,https://casa.metroscubicos.com/MLM-1425317873-amplia-residencia-a-la-venta-en-fraccionamiento-rancho-santa-monica-al-sur-de-aguascalientes-_JM,"$4,600,000",Aguascalientes,Rancho Santa Mónica,245 m²,,15,3,3,2,,2,,2 años,500 MXN,,,,,,,,,,,,,,,
1424714855,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1424714855-casa-fraccionamiento-lic-benito-palomino-dena-_JM,"$1,200,000",Aguascalientes,Lic Benito Palomino Dena,168 m²,,18,3,3,1,,2,,0 años,0 MXN,,,,,,,,,,,,,,,
1424668077,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1424668077-casa-en-venta-en-la-paloma-aguascalientes-_JM,"$5,900,000",Juárez,Condominio La Paloma,300 m²,270 m²,12,4,3,2,,3,Sur,15 años,900 MXN,,,,,,,,,,,,,,,
1422781780,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1422781780-casa-venta-morelos-1-aguascalientes-_JM,"$1,350,000",Aguascalientes,Morelos I,122 m²,190 m²,6,4,2,1,,,,0 años,,,,,,,,,,,,,,,,
1426697708,aguascalientes,oportunidada,https://casa.metroscubicos.com/MLM-1426697708-oportunidada-casa-en-venta-en-la-aurora-i-_JM,"$1,380,000",Aguascalientes,La Rioja,102 m²,82 m²,,3,3,2,1,2,,7 años,550 MXN,,,,Casa,Casa en condominio,,,,,,,,,,
1425516002,aguascalientes,remate,https://casa.metroscubicos.com/MLM-1425516002-remate-bancario-en-san-francisco-de-los-romo-aguascalientes-_JM,"$374,200",San Francisco De Los Romo,Paseos De La Providencia,75 m²,,,1,1,1,,,,15 años,0 MXN,,,,,,,,,,,,,,,
1425424892,aguascalientes,magnifica,https://casa.metroscubicos.com/MLM-1425424892-magnifica-residencia-a-la-venta-en-fraccionamiento-bosques-del-prado-oriente-_JM,"$4,650,000",Aguascalientes,Bosques Del Prado Oriente,260 m²,,22,3,2,3,,2,,0 años,0 MXN,,,,,,,,,,,,,,,
1424196494,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1424196494-casa-ciudad-jesus-teran-aguascalientes-sdc-_JM,"$810,000",Aguascalientes,Ciudad Jesús Teran,200 m²,,,3,2,2,,,,0 años,0 MXN,,,,,,,,,,,,,,,
1423555687,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1423555687-casa-individual-en-venta-en-lomas-del-ajedrez-_JM,"$680,000",Aguascalientes,Lomas Del Ajedrez,90 m²,,6,2,1,1,,1,,0 años,0 MXN,,,,,,,,,,,,,,,
1424691594,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1424691594-casa-en-miravalle-aguascalientes-en-remate-bancario-sdc-_JM,"$909,000",Aguascalientes,Miravalle,180 m²,,,3,2,2,,,,1 años,0 MXN,,,,,,,,,,,,,,,
1422853675,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1422853675-casa-en-preventa-parque-aguascalientes-_JM,"$3,268,000",Ocoyucan,Santa Clara Ocoyucan,130 m²,225 m²,7,3,3,2,,,,0 años,,,,,,,,,,,,,,,,
1425979579,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1425979579-casa-sola-en-venta-sta-imelda-_JM,"$2,750,000",Aguascalientes,Santa Imelda,200 m²,160 m²,,3,3,,,,,0 años,,,,,,,,,,,,,,,,
1422731132,aguascalientes,remato,https://casa.metroscubicos.com/MLM-1422731132-remato-amplia-casa-en-fraccionamiento-valle-dorado-ensenada-bc-_JM,"$4,914,000",Aguascalientes,Valle Dorado,468 m²,468 m²,,4,3,3,,2,,15 años,0 MXN,,,,,,,,,,,,,,,
1426691779,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1426691779-casa-al-norte-en-venta-en-aguascalientes-_JM,"$1,720,000",Aguascalientes,Aguascalientes,98 m²,,6,3,2,2,,2,Norte,0 años,600 MXN,,,,,,,,,,,,,,,
1426653188,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1426653188-casa-al-norte-en-venta-en-aguascalientes-_JM,"$1,900,000",Aguascalientes,Aguascalientes,115 m²,,6,3,2,2,,2,Norte,0 años,600 MXN,,,,,,,,,,,,,,,
1424091880,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1424091880-casa-sola-en-venta-paseos-de-aguascalientes-_JM,"$2,000,000",JesÃºs Maria,Paseos De Aguascalientes,120 mÂ²,170 mÂ²,,,,,,,,,,3,3,0 aÃ±os,,,,,,,,,,,,
1422779649,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1422779649-casa-nueva-en-venta-andrea-residencial-aguascalientes-_JM,"$3,721,670",Jesús Maria,El Llano,119 m²,235 m²,2,3,2,2,,2,Norte,0 años,0 MXN,,,,,,,,,,,,,,,
1422708885,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1422708885-casa-nueva-en-venta-andrea-residencial-aguascalientes-_JM,"$3,066,000",Jesús Maria,El Llano,119 m²,188 m²,2,3,2,2,,2,Norte,0 años,0 MXN,,,,,,,,,,,,,,,
1424225166,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1424225166-casa-en-remate-los-arroyitos-jesus-maria-aguascalientes-_JM,"$866,800",Jesús Maria,Los Arroyitos,215 m²,,,4,3,2,,,,15 años,0 MXN,,,,,,,,,,,,,,,
1423439453,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1423439453-casa-en-aguascalientes-_JM,"$10,000,000",Aguascalientes,San Nicolás,864 m²,710 m²,8,3,5,3,,,,0 años,,,,,,,,,,,,,,,,
1424104349,aguascalientes,hurban,https://casa.metroscubicos.com/MLM-1424104349-hurban-vende-casa-nueva-en-ruscello-_JM,"$4,590,000",JesÃºs Maria,Ruscello,200 mÂ²,268 mÂ²,8,,,,,,,,,4,4,0 aÃ±os,,,,,,,,,,,,
1423394371,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1423394371-casa-en-venta-por-recuperacion-bancaria-aguascalientes-ags-_JM,"$576,000",Aguascalientes,Natura,90 m²,90 m²,,2,1,1,,,,,,,,,,,,,,,,,,,,
1424621675,aguascalientes,hurban,https://casa.metroscubicos.com/MLM-1424621675-hurban-vende-casa-nueva-en-coto-santa-barbara-_JM,"$3,300,000",Aguascalientes,Canteras San Javier,132 m²,192 m²,6,3,2,2,,,,0 años,,,,,,,,,,,,,,,,
1422796143,aguascalientes,cab,https://casa.metroscubicos.com/MLM-1422796143-cab-venta-casa-recuperacion-de-cartera-real-del-sol-agsags-_JM,"$620,000",Aguascalientes,La Soledad,99 m²,85 m²,,2,1,1,,,,12 años,,,,,,,,,,,,,,,,
1329859749,aguascalientes,casa,https://casa.metroscubicos.com/MLM-1329859749-casa-sola-en-venta-rancho-san-antonio-_JM,"$18,850,000",Aguascalientes,Rancho San Antonio,785 m²,570 m²,,3,6,,,,,0 años,,,,,,,,,,,,,,,,
