ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Bodegas,Cantidad de pisos,Orientación,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Tipo de casa,Tipo de propiedad,OrientaciÃ³n,Disposición,Departamentos por piso,Número de piso de la unidad,NÃºmero de piso de la unidad,DisposiciÃ³n,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Acceso,Disposición del lote
826681484,veracruz,casa,https://casa.metroscubicos.com/MLM-826681484-casa-en-venta-en-avenida-avila-camacho-_JM,"$3,500,000",Veracruz,Xalapa,225 m²,,,3,2,2,,2,,20 años,0 MXN,,,,,,,,,,,,,,,,,
924352534,veracruz,casa,https://casa.metroscubicos.com/MLM-924352534-casa-nueva-en-calle-privada-coatepec-_JM,"$1,420,000",Coatepec,Campo Viejo,140 m²,140 m²,5,2,2,2,,2,,4 años,0 MXN,,,,,,,,,,,,,,,,,
1380284777,veracruz,casa,https://casa.metroscubicos.com/MLM-1380284777-casa-sola-en-venta-el-morro-las-colonias-_JM,"$1,299,000",Boca Del Río,El Morro Las Colonias,53 m²,126 m²,,2,2,,,,,17 años,,,,,,,,,,,,,,,,,,
1369821564,veracruz,casa,https://casa.metroscubicos.com/MLM-1369821564-casa-sola-en-venta-cazones-_JM,"$1,900,000",Poza Rica De Hidalgo,Cazones,143 m²,220 m²,,3,1,,,,,0 años,,,,,,,,,,,,,,,,,,
1307534646,veracruz,casa,https://casa.metroscubicos.com/MLM-1307534646-casa-sola-en-venta-lourdes-_JM,"$1,250,000",Orizaba,Lourdes,67 m²,94 m²,,3,2,,,,,0 años,,,,,,,,,,,,,,,,,,
1301658612,veracruz,casa,https://casa.metroscubicos.com/MLM-1301658612-casa-en-venta-en-fraccionamiento-punta-tiburon-_JM,"$4,300,000",Alvarado,Punta Tiburón,259 m²,279 m²,8,4,4,2,,,,,,,,,,,,,,,,,,,,,,
809357464,veracruz,casa,https://casa.metroscubicos.com/MLM-809357464-casa-en-venta-av-universidad-km-7-fracc-bugambilias-_JM,"$2,150,000",Veracruz,Coatzacoalcos,204 m²,168 m²,,3,2,2,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,
819972724,veracruz,casa,https://casa.metroscubicos.com/MLM-819972724-casa-fraccionamiento-tulipanes-de-las-animas-_JM,"$8,500,000",Xalapa,Tulipanes,604 m²,468 m²,10,3,4,4,,2,,12 años,0 MXN,,,,,,,,,,,,,,,,,
952494121,veracruz,casa,https://casa.metroscubicos.com/MLM-952494121-casa-en-xalapa-atras-de-plaza-museo-colonia-obrero-campesina-_JM,"$2,500,000",Xalapa,Obrero Campesina,138 m²,,,3,2,,,,,15 años,0 MXN,,,,,,,,,,,,,,,,,
812310254,veracruz,casa,https://casa.metroscubicos.com/MLM-812310254-casa-xalapa-enriquez-centro-_JM,"$10,000,000",Veracruz,Xalapa,472 m²,,,4,2,2,,3,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1403114887,veracruz,venta,https://casa.metroscubicos.com/MLM-1403114887-venta-de-casa-nueva-en-fracc-rio-del-dorado-boca-del-rio-veracruz-_JM,"$3,780,000",Boca Del RÃ­o,El Estero,300 mÂ²,305 mÂ²,,,,2,,,,,,3,4,,,,,,,,,,,,,,,
1362124180,veracruz,terreno,https://casa.metroscubicos.com/MLM-1362124180-terreno-y-club-deportivo-en-venta-col-estero-del-pantano-cosoleacaque-ver-_JM,"$18,000,000",Cosoleacaque,Estero Del Pantano,5675 m²,,,,4,,,,,10 años,,,,,,,,,,,,,,,,,,
1301665141,veracruz,casa,https://casa.metroscubicos.com/MLM-1301665141-casa-en-venta-con-amplio-jardin-fracc-punta-tiburon-en-la-ri-_JM,"$3,630,000",Alvarado,Punta Tiburón,241 m²,253 m²,7,3,3,2,,,,0 años,,,,,,,,,,,,,,,,,,
948018224,veracruz,casa,https://casa.metroscubicos.com/MLM-948018224-casa-en-venta-en-fracc-palmas-green-medellin-veracruz-pr-_JM,"$3,875,000",Medellín,Las Palmas,200 m²,229 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,,,
927594304,veracruz,casa,https://casa.metroscubicos.com/MLM-927594304-casa-en-venta-ubicacion-perfecta-jardines-del-virginia-boca-del-rio-_JM,"$3,550,000",Boca Del Río,Jardines De Virginia,188 m²,190 m²,,3,4,2,,,,20 años,,,,,,,,,,,,,,,,,,
812316443,veracruz,casa,https://casa.metroscubicos.com/MLM-812316443-casa-en-venta-coatepec-en-calle-rio-san-andres-_JM,"$3,800,000",Coatepec,Coatepec Centro,360 m²,360 m²,,3,3,2,,,,1 años,0 MXN,,,,,,,,,,,,,,,,,
1321813420,veracruz,casa,https://casa.metroscubicos.com/MLM-1321813420-casa-santa-rosa-_JM,"$1,600,000",Xalapa,Santa Rosa,105 m²,155 m²,9,3,2,1,,2,Norte,17 años,0 MXN,,,,,,,,,,,,,,,,,
1336887622,veracruz,casa,https://casa.metroscubicos.com/MLM-1336887622-casa-en-venta-en-residencial-punta-tiburon-alvarado-ver-r-_JM,"$9,450,000",Alvarado,Punta Tiburón,586 m²,551 m²,10,4,4,2,,,,0 años,,,,,,,,,,,,,,,,,,
1390401914,veracruz,casa,https://casa.metroscubicos.com/MLM-1390401914-casa-en-venta-en-el-centro-de-xalapa-_JM,"$12,440,000",Xalapa,Xalapa Enríquez Centro,768 m²,680 m²,8,,5,3,,,,42 años,,,,,,,,,,,,,,,,,,
812310072,veracruz,casas,https://casa.metroscubicos.com/MLM-812310072-casas-nuevas-en-venta-en-residencial-victoria-la-estanzuela-_JM,"$1,300,000",Emiliano Zapata,La Estanzuela,122 m²,,,3,2,2,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,
757462153,veracruz,casa,https://casa.metroscubicos.com/MLM-757462153-casa-en-venta-lagunas-6-punta-tiburon-_JM,"$2,750,000",Alvarado,Punta Tiburón,234 m²,174 m²,6,3,2,2,,,,,,,,,,,,,,,,,,,,,,
783188026,veracruz,casa,https://casa.metroscubicos.com/MLM-783188026-casa-en-venta-fraccionamiento-virginia-_JM,"$3,500,000",Boca Del Río,Virginia,185 m²,216 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1375321740,veracruz,casa,https://casa.metroscubicos.com/MLM-1375321740-casa-en-venta-con-alberca-en-fracc-lomas-de-la-rioja-_JM,"$2,100,000",Alvarado,Lomas de la Rioja,162 m²,118 m²,6,3,2,2,,,,0 años,,,,,,,,,,,,,,,,,,
843898313,veracruz,casa,https://casa.metroscubicos.com/MLM-843898313-casa-en-venta-en-fracc-costa-de-oro-boca-del-rio-ver-_JM,"$6,100,000",Boca Del Río,Costa de Oro,300 m²,290 m²,7,3,3,2,,,,0 años,,,,,,,,,,,,,,,,,,
1391541220,veracruz,casa,https://casa.metroscubicos.com/MLM-1391541220-casa-en-venta-en-el-fraccionamiento-lomas-de-la-rioja-cuenta-con-doble-altura-terraza-y-3-recamaras-_JM,"$2,500,000",Alvarado,Lomas de la Rioja,190 m²,,,3,3,2,,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1339297679,veracruz,casa,https://casa.metroscubicos.com/MLM-1339297679-casa-en-venta-_JM,"$3,200,000",Coatzacoalcos,Petrolera,499.37 m²,360 m²,,4,2,2,,,,25 años,,,,,,,,,,,,,,,,,,
1305349142,veracruz,casa,https://casa.metroscubicos.com/MLM-1305349142-casa-en-venta-acabados-de-lujo-alberca-fracc-punta-tiburon-r-_JM,"$6,150,000",Alvarado,Punta Tiburón,338 m²,350 m²,8,3,3,2,,,,0 años,,,,,,,,,,,,,,,,,,
939221226,veracruz,casa,https://casa.metroscubicos.com/MLM-939221226-casa-en-venta-_JM,"$9,000,000",Coatzacoalcos,Coatzacoalcos Centro,500 m²,700 m²,,4,6,4,,,,30 años,,,,,,,,,,,,,,,,,,
761121972,veracruz,casa,https://casa.metroscubicos.com/MLM-761121972-casa-en-venta-en-xalapa-fracc-coapexpan-privado-_JM,"$6,000,000",Xalapa,Coapexpan,858 m²,,,5,4,2,,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
769195109,veracruz,casa,https://casa.metroscubicos.com/MLM-769195109-casa-punta-tiburon-alvarado-veracruz-_JM,"$5,250,000",Alvarado,Punta Tiburón,317 m²,326 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1374909568,veracruz,casa,https://casa.metroscubicos.com/MLM-1374909568-casa-sola-en-venta-graciano-sanchez-romo-_JM,"$1,350,000",Boca Del Río,Graciano Sánchez Romo,115 m²,150 m²,,3,3,,,,,12 años,,,,,,,,,,,,,,,,,,
1369779260,veracruz,casa,https://casa.metroscubicos.com/MLM-1369779260-casa-sola-en-venta-cazones-_JM,"$1,150,000",Poza Rica De Hidalgo,Cazones,120 m²,80 m²,,2,1,,,,,0 años,,,,,,,,,,,,,,,,,,
1363422564,veracruz,casa,https://casa.metroscubicos.com/MLM-1363422564-casa-sola-en-venta-chapultepec-_JM,"$2,500,000",Poza Rica De Hidalgo,Chapultepec,215 m²,170 m²,,3,3,,,,,0 años,,,,,,,,,,,,,,,,,,
1412363518,veracruz,casa,https://casa.metroscubicos.com/MLM-1412363518-casa-en-venta-esquina-y-frente-area-verde-jardin-y-alberca-f-_JM,"$4,700,000",Alvarado,Lomas Del Sol,353 m²,273 m²,8,3,4,2,,,,12 años,,,,,,,,,,,,,,,,,,
1410380600,veracruz,preciosa,https://casa.metroscubicos.com/MLM-1410380600-preciosa-residencia-en-venta-o-renta-frente-al-rio-en-fraccionamiento-residencial-jardines-_JM,"$12,500,000",Tuxpan,Jardines De Tuxpan,1392 m²,412 m²,,3,2,3,,1,Oriente,15 años,0 MXN,,,,,,,,,,,,,,,,,
962583133,veracruz,casa,https://casa.metroscubicos.com/MLM-962583133-casa-lomas-del-mar-_JM,"$2,200,000",Boca Del Río,Lomas Del Mar,202 m²,,,3,2,2,,3,Sur,8 años,0 MXN,,,,,,,,,,,,,,,,,
812312704,veracruz,casa,https://casa.metroscubicos.com/MLM-812312704-casa-xalapa-enriquez-centro-_JM,"$3,550,000",Veracruz,Xalapa,276 m²,,,6,2,2,,2,,50 años,0 MXN,,,,,,,,,,,,,,,,,
1307458498,veracruz,casa,https://casa.metroscubicos.com/MLM-1307458498-casa-sola-en-venta-orizaba-centro-_JM,"$3,600,000",Orizaba,Orizaba Centro,374 m²,529 m²,,7,4,,,,,0 años,,,,,,,,,,,,,,,,,,
848275657,veracruz,casa,https://casa.metroscubicos.com/MLM-848275657-casa-en-venta-en-coatepec-briones-col-plan-de-la-cruz-_JM,"$6,500,000",Coatepec,Plan De La Cruz,1650 m²,,20,3,3,4,,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1361491124,veracruz,casa,https://casa.metroscubicos.com/MLM-1361491124-casa-en-venta-en-bellavista-col-centro-coatzacoalcos-ver-_JM,"$8,000,000",Veracruz,Coatzacoalcos,650 m²,,,4,4,2,,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
769017435,veracruz,punta,https://casa.metroscubicos.com/MLM-769017435-punta-tiburon-casa-en-venta-de-3-recamaras-con-bano-cada-una-y-con-amplio-jardin-_JM,"$3,150,000",Alvarado,Punta Tiburón,230 m²,,,3,3,2,,2,,0 años,2000 MXN,,,,,,,,,,,,,,,,,
1387522723,veracruz,venta,https://casa.metroscubicos.com/MLM-1387522723-venta-casa-vista-espectacular-3-rec-col-jardines-tuxpan-veracruz-ubicada-en-un-cerro-de-la-colonia-jardines-de-tuxpan-veracruz-con-una-vista-espectacular-a-la-colonia-y-al-rio-de-una-sola-planta-_JM,"$15,000,000",Tuxpan,Jardines De Tuxpan,1260 m²,1260 m²,,4,4,,,,,37 años,,,,,,,,,,,,,,,,,,
1331550352,veracruz,venta,https://casa.metroscubicos.com/MLM-1331550352-venta-casa-nueva-fraccionamiento-costa-de-oro-veracruz-_JM,"$7,560,000",Boca Del Río,Costa de Oro,300 m²,450 m²,,4,4,2,,,,0 años,,,,,,,,,,,,,,,,,,
826981439,veracruz,motel,https://casa.metroscubicos.com/MLM-826981439-motel-en-venta-san-andres-tuxtla-veracruz-_JM,"$7,500,000",San Andrés Tuxtla,San Andrés Tuxtla Centro,7500 m²,600 m²,,15,15,,,,,10 años,0 MXN,,,,,,,,,,,,,,,,,
1410399957,veracruz,casa,https://casa.metroscubicos.com/MLM-1410399957-casa-en-venta-en-tampamachoco-_JM,"$1,800,000",Tuxpan,La Mata,250 m²,,,3,2,1,,,,20 años,0 MXN,,,,,,,,,,,,,,,,,
1404928171,veracruz,en,https://casa.metroscubicos.com/MLM-1404928171-en-venta-casa-amplia-_JM,"$3,500,000",Coatzacoalcos,María De La Piedad,300 m²,450 m²,,,,,,,,20 años,,,,,,,,,,,,,,,,,,
811898013,veracruz,casa,https://casa.metroscubicos.com/MLM-811898013-casa-en-venta-en-xalapa-ver-zona-coapexpan-sobre-avenida-colonia-salud-ruiz-cortinez-_JM,"$1,599,000",Xalapa,Salud,168 m²,,,4,2,,,1,,0 años,0 MXN,,,,,,,,,,,,,,,,,
812283820,veracruz,costa,https://casa.metroscubicos.com/MLM-812283820-costa-de-oro-casa-en-venta-con-alberca-y-garaje-para-3-autos-_JM,"$9,970,000",Boca Del Río,Costa de Oro,505 m²,,,3,3,3,,2,,5 años,0 MXN,,,,,,,,,,,,,,,,,
823170733,veracruz,col,https://casa.metroscubicos.com/MLM-823170733-col-el-morro-casa-en-venta-a-3-cuadras-del-boulevard-en-boca-del-rio-_JM,"$1,600,000",Boca Del Río,El Morro,115 m²,,7,3,2,2,,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1410399975,veracruz,preciosa,https://casa.metroscubicos.com/MLM-1410399975-preciosa-casa-en-venta-sobre-la-orilla-del-rio-en-col-jardines-_JM,"$12,000,000",Tuxpan,Jardines De Tuxpan,931 m²,,,4,3,3,,1,Oriente,0 años,0 MXN,,,,,,,,,,,,,,,,,
933460604,veracruz,casa,https://casa.metroscubicos.com/MLM-933460604-casa-en-venta-playas-del-conchal-con-alberca-y-jardin-_JM,"$10,000,000",Alvarado,Playas del Conchal,450 mÂ²,520 mÂ²,9,,,3,,,,,,4,4,2 aÃ±os,,,,,,,,,,,,,,
805501383,veracruz,casa,https://casa.metroscubicos.com/MLM-805501383-casa-playa-sol-_JM,"$1,500,000",Coatzacoalcos,Playa Sol,300 m²,,,3,1,2,,1,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1405396479,veracruz,venta,https://casa.metroscubicos.com/MLM-1405396479-venta-de-casas-en-lomas-de-angelopolis-puebla-parque-veracruz-_JM,"$34,750",San Andrés Cholula,Lomas de Angelópolis,154 m²,254 m²,,3,4,,,,,,,,,,,,,,,,,,,,,,,
772205096,veracruz,casa,https://casa.metroscubicos.com/MLM-772205096-casa-venta-una-planta-las-palmas-medellin-de-bravo-_JM,"$2,600,000",Medellín,Las Palmas,225 m²,154 m²,6,3,2,,,,,,,,,,,,,,,,,,,,,,,
927716399,veracruz,casa,https://casa.metroscubicos.com/MLM-927716399-casa-de-3-recamaras-en-1-planta-en-fracc-tres-rios-fortin-ver-_JM,"$1,450,000",Fortín,La Herradura,142 m²,130 m²,,3,2,,,,,0 años,,,,,,,,,,,,,,,,,,
938076423,veracruz,casa,https://casa.metroscubicos.com/MLM-938076423-casa-en-venta-_JM,"$2,000,000",Coatzacoalcos,María De La Piedad,390 m²,112 m²,,2,3,1,,,,0 años,,,,,,,,,,,,,,,,,,
881258135,veracruz,casa,https://casa.metroscubicos.com/MLM-881258135-casa-en-venta-en-lomas-verdes-muy-cerca-de-arco-sur-_JM,"$1,250,000",Veracruz,Xalapa,160 m²,,,2,2,2,,2,,15 años,0 MXN,,,,,,,,,,,,,,,,,
1311004087,veracruz,casa,https://casa.metroscubicos.com/MLM-1311004087-casa-en-venta-palmas-frac-arboledas-_JM,"$4,500,000",Coatzacoalcos,Bugambilias,214 m²,,,3,2,1,,,,8 años,0 MXN,,,,,,,,,,,,,,,,,
1329877282,veracruz,casa,https://casa.metroscubicos.com/MLM-1329877282-casa-en-venta-_JM,"$2,200,000",Veracruz,Vista Mar,210 m²,235 m²,6,3,3,2,,,,0 años,,,,,,,,,,,,,,,,,,
812316622,veracruz,casa,https://casa.metroscubicos.com/MLM-812316622-casa-las-flores-_JM,"$2,400,000",Veracruz,Xalapa,229 m²,,,3,3,2,,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
800144222,veracruz,casa,https://casa.metroscubicos.com/MLM-800144222-casa-en-venta-y-renta-zona-centro-coatzacoalcos-_JM,"$2,600,000",Veracruz,Coatzacoalcos,460 m²,460 m²,9,4,3,2,,2,Sur,30 años,0 MXN,,,,,,,,,,,,,,,,,
812316461,veracruz,casa,https://casa.metroscubicos.com/MLM-812316461-casa-indeco-animas-_JM,"$4,000,000",Xalapa,Indeco Animas,300 m²,,,4,2,3,,3,,19 años,0 MXN,,,,,,,,,,,,,,,,,
812316439,veracruz,casa,https://casa.metroscubicos.com/MLM-812316439-casa-con-cuartos-para-renta-en-san-bruno-cerca-de-humanidades-xalapa-_JM,"$1,600,000",Xalapa,Ferrer Guardia,180 m²,180 m²,,7,3,,,,,13 años,0 MXN,,,,,,,,,,,,,,,,,
773399782,veracruz,residencia,https://casa.metroscubicos.com/MLM-773399782-residencia-en-venta-playas-del-conchal-veracruz-alberca-_JM,"$16,000,000",Alvarado,Playas del Conchal,621 m²,625 m²,,3,5,2,,,,,,,,,,,,,,,,,,,,,,
1379024436,veracruz,casa,https://casa.metroscubicos.com/MLM-1379024436-casa-en-lomas-residencial-de-4-recamaras-y-puerta-blindada-_JM,"$3,598,000",Alvarado,Lomas Residencial,180 m²,280 m²,9,4,4,2,,,,0 años,,,,,,,,,,,,,,,,,,
805503927,veracruz,casa,https://casa.metroscubicos.com/MLM-805503927-casa-en-venta-nicolas-bravo-col-centro-_JM,"$4,250,000",Veracruz,Coatzacoalcos,300 m²,,,3,2,2,,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
812310256,veracruz,casa,https://casa.metroscubicos.com/MLM-812310256-casa-la-morada-del-quetzal-_JM,"$1,950,000",Veracruz,Xalapa,225 m²,,,3,2,2,,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1409944419,veracruz,casa,https://casa.metroscubicos.com/MLM-1409944419-casa-a-venta-en-lomas-del-dorado-con-habitacion-en-planta-b-_JM,"$3,225,000",Boca Del Río,San Jose Novillero,180 m²,227 m²,6,3,3,2,,,,0 años,,,,,,,,,,,,,,,,,,
1402044231,veracruz,casa,https://casa.metroscubicos.com/MLM-1402044231-casa-en-venta-con-todo-lo-que-buscas-amplio-jardin-cochera-techada-con-porton-en-el-primer-circuito-de-lomas-de-la-rioja-_JM,"$3,000,000",Alvarado,Lomas de la Rioja,200 m²,,,3,3,2,,2,,0 años,1150 MXN,,,,,,,,,,,,,,,,,
1400852757,veracruz,casa,https://casa.metroscubicos.com/MLM-1400852757-casa-en-venta-con-alberca-fracc-punta-tiburon-en-la-riviera-veracruzana-_JM,"$4,390,000",Alvarado,Punta Tiburón,245 m²,257 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1305361766,veracruz,casa,https://casa.metroscubicos.com/MLM-1305361766-casa-en-venta-muy-bien-ubicada-fracc-zaragoza-veracruz-_JM,"$6,100,000",Veracruz,Ignacio Zaragoza,449 m²,600 m²,10,4,4,4,,,,0 años,,,,,,,,,,,,,,,,,,
1301666079,veracruz,casa,https://casa.metroscubicos.com/MLM-1301666079-casa-en-venta-en-fraccionamiento-virginia-_JM,"$2,500,000",Boca Del Río,Virginia,91 m²,180 m²,6,3,2,2,,,,7 años,,,,,,,,,,,,,,,,,,
934789747,veracruz,boca,https://casa.metroscubicos.com/MLM-934789747-boca-del-rio-jardines-del-sur-casa-en-venta-en-fraccionami-_JM,"$1,290,000",Medellín,Paso Del Toro,113 m²,113 m²,6,3,2,1,,,,0 años,,,,,,,,,,,,,,,,,,
1398105447,veracruz,casa,https://casa.metroscubicos.com/MLM-1398105447-casa-sola-en-venta-paso-colorado-_JM,"$2,100,000",Boca Del Río,El Morro Las Colonias,240 m²,120 m²,,2,2,,,,,0 años,,,,,,,,,,,,,,,,,,
943613460,veracruz,casa,https://casa.metroscubicos.com/MLM-943613460-casa-1-planta-comoda-y-funcional-col-el-lago-184-m-terreno-acepta-todos-los-creditos-_JM,"$1,355,000",Veracruz,El Lago,184 m²,,,3,1,1,,1,,10 años,0 MXN,,,,,,,,,,,,,,,,,
1321158871,veracruz,casa,https://casa.metroscubicos.com/MLM-1321158871-casa-en-fracc-costa-de-oro-cerca-de-parque-_JM,"$3,700,000",Boca Del Río,Costa De Oro 2a Secc.,200 m²,280 m²,,3,3,2,1,2,,12 años,,,,,Casa,Casa sola,,,,,,,,,,,,
1362473973,veracruz,se,https://casa.metroscubicos.com/MLM-1362473973-se-vende-casa-3-recamaras-en-esquina-en-el-fraccionamiento-cualipan-minatitlan-_JM,"$1,350,000",Minatitlan,Nuevo Minatitlan,105 m²,124 m²,,3,1,1,,,,0 años,,,,,,,,,,,,,,,,,,
927666219,veracruz,se,https://casa.metroscubicos.com/MLM-927666219-se-ventde-casa-de-un-nivel-en-colonia-pensiones-_JM,"$1,070,000",Coatzacoalcos,Pensiones,105 m²,105 m²,,2,1,1,,,,0 años,,,,,,,,,,,,,,,,,,
1416207937,veracruz,casa,https://casa.metroscubicos.com/MLM-1416207937-casa-en-venta-costa-verde-boca-del-rio-ver-_JM,"$1,600,000",Boca Del Río,Costa Verde,131 m²,172 m²,,4,3,1,,,,44 años,,,,,,,,,,,,,,,,,,
939218993,veracruz,casa,https://casa.metroscubicos.com/MLM-939218993-casa-en-venta-col-teresa-morales-coatzacoalcos-ver-_JM,"$1,100,000",Coatzacoalcos,Teresa Morales Delgado,230 m²,100 m²,,2,1,3,,,,5 años,,,,,,,,,,,,,,,,,,
1363042789,veracruz,casas,https://casa.metroscubicos.com/MLM-1363042789-casas-en-venta-en-fuentes-residencial-campestre-cordoba-_JM,"$15,300,000",Córdoba,Club Residencial Campestre,900 m²,491 m²,,3,3,,,,,,,,,,,,,,,,,,,,,,,
1410506753,veracruz,residencial,https://casa.metroscubicos.com/MLM-1410506753-residencial-del-bosque-tejeria-casa-en-venta-de-1-planta-2-recamaras-_JM,"$828,000",Veracruz,Veracruz,90 m²,,,2,2,1,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1416226497,veracruz,se,https://casa.metroscubicos.com/MLM-1416226497-se-vende-casa-col-el-palomar-loc-santa-fe-veracruz-cp-93236-_JM,"$3,000,000",Veracruz,Delfino Victoria (Santa Fe),1460 mÂ²,258 mÂ²,,,,5,,,,,,3,3,6 aÃ±os,,,,,,,,,,,,,,
1362589037,veracruz,casa,https://casa.metroscubicos.com/MLM-1362589037-casa-con-alberca-a-la-venta-en-punta-tiburon-de-alvarado-ve-_JM,"$3,930,000",Alvarado,Punta TiburÃ³n,232 mÂ²,265 mÂ²,7,,,2,,,,,,3,3,0 aÃ±os,,,,,,,,,,,,,,
1348158215,veracruz,casa,https://casa.metroscubicos.com/MLM-1348158215-casa-en-esquina-de-un-nivel-en-venta-en-lomas-de-rio-medio-_JM,"$995,000",Veracruz,Lomas Del Rio Medio,120 m²,1 m²,5,3,2,1,,,,0 años,,,,,,,,,,,,,,,,,,
848003374,veracruz,casa,https://casa.metroscubicos.com/MLM-848003374-casa-en-venta-en-xalapa-veracruz-col-lomas-de-san-roque-atras-del-cem-_JM,"$2,500,000",Xalapa,Lomas De San Roque,483 m²,,,9,7,,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,
812312683,veracruz,casa,https://casa.metroscubicos.com/MLM-812312683-casa-fraccionamiento-las-palomas-_JM,"$3,700,000",Veracruz,Xalapa,360 m²,,,5,5,2,,3,,0 años,0 MXN,,,,,,,,,,,,,,,,,
757462170,veracruz,residencia,https://casa.metroscubicos.com/MLM-757462170-residencia-de-lujo-en-venta-fracc-costa-de-oro-boca-del-rio-_JM,"$11,000,000",Boca Del Río,Costa de Oro,420 m²,800 m²,12,5,4,3,,,,,,,,,,,,,,,,,,,,,,
753978860,veracruz,casa,https://casa.metroscubicos.com/MLM-753978860-casa-en-venta-ubicada-en-fraccionamiento-residencial-monte-magno-_JM,"$4,900,000",Xalapa,Residencial Monte Magno,457 m²,,,3,4,4,,3,,3 años,0 MXN,,,,,,,,,,,,,,,,,
1388431363,veracruz,venta,https://casa.metroscubicos.com/MLM-1388431363-venta-casa-colonia-las-granjas-tuxpan-veracruz-2-recamaras-se-encuentra-ubicada-en-avenida-independencia-de-la-colonia-las-granjas-cuenta-con-300-m-de-terreno-sala-comedor-cocina-2-recamaras-_JM,"$1,600,000",Tuxpan,Granjas de Alto Lucero,300 mÂ²,300 mÂ²,,,,,,,,,,2,2,2019 aÃ±os,,,,,,,,,,,,,,
951593441,veracruz,casa,https://casa.metroscubicos.com/MLM-951593441-casa-en-venta-zona-campo-de-tiro-zona-superche-xalapa-ver-_JM,"$950,000",Veracruz,Xalapa,150 mÂ²,,,,,,,,,,0 MXN,2,1,3 aÃ±os,,,,,,,,,,,,,,
805507546,veracruz,casa,https://casa.metroscubicos.com/MLM-805507546-casa-en-venta-col-petrolera-minatitlan-_JM,"$5,000,000",Minatitlan,Petrolera,416 m²,,,,,,,,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1365831134,veracruz,casa,https://casa.metroscubicos.com/MLM-1365831134-casa-sola-en-venta-vicente-guerrero-_JM,"$800,000",Tuxpan,Tuxpam De RodrÃ­guez Cano Centro,200 mÂ²,99 mÂ²,,,,,,,,,,2,1,0 aÃ±os,,,,,,,,,,,,,,
1341975593,veracruz,casa,https://casa.metroscubicos.com/MLM-1341975593-casa-sola-en-venta-el-dorado-_JM,"$25,000,000",Boca Del Río,Pescadores,1127 m²,698 m²,,3,6,,,,,7 años,,,,,,,,,,,,,,,,,,
1410341620,veracruz,casa,https://casa.metroscubicos.com/MLM-1410341620-casa-en-venta-en-fraccionamiento-petropolis-_JM,"$1,100,000",Tuxpan,INFONAVIT Las Granjas de Alto Lucero,127 mÂ²,,5,,,,,2,,,0 MXN,3,3,0 aÃ±os,,,,,,,,,,,,,,
1362118485,veracruz,casa,https://casa.metroscubicos.com/MLM-1362118485-casa-en-venta-en-fracc-balcones-del-mar-_JM,"$1,800,000",Coatzacoalcos,Balcones Del Mar,200 m²,150 m²,,3,2,1,,,,0 años,,,,,,,,,,,,,,,,,,
753982549,veracruz,casa,https://casa.metroscubicos.com/MLM-753982549-casa-en-venta-ubicada-en-obelisco-fuentes-de-las-animas-_JM,"$2,990,000",Xalapa,Jardines De Las Animas,255 m²,255 m²,,3,2,4,,,,6 años,0 MXN,,,,,,,,,,,,,,,,,
788744650,veracruz,casa,https://casa.metroscubicos.com/MLM-788744650-casa-en-venta-fraccionamiento-manantiales-_JM,"$1,650,000",Alvarado,Manantiales,200 m²,135 m²,,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1310982496,veracruz,casa,https://casa.metroscubicos.com/MLM-1310982496-casa-en-venta-cosoleacaque-_JM,"$3,200,000",Cosoleacaque,Aeropuerto De La Ciudad De Minatitlan,2000 mÂ²,450 mÂ²,,,,5,,,,,0 MXN,3,3,0 aÃ±os,,,,,,,,,,,,,,
1407793902,veracruz,casas,https://casa.metroscubicos.com/MLM-1407793902-casas-en-venta-en-las-palmas-veracruz-_JM,"$2,800,000",Veracruz,Las Palmas,200 mÂ²,271 mÂ²,,,,,,,,,,3,2,,,,,,,,,,,,,,,
