ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
1422691287,coahuila,casa,https://casa.metroscubicos.com/MLM-1422691287-casa-en-venta-en-res-las-isabeles-_JM,"$14,800,000",TorreÃ³n,Residencial las Isabeles,1428 mÂ²,,,,4,,,,700 mÂ²,3,4,,,,,,,,,,,,,,,,,
1422720963,coahuila,casa,https://casa.metroscubicos.com/MLM-1422720963-casa-en-venta-en-fracc-palma-real-vinedos-_JM,"$2,690,000",Torreón,Fraccionamiento Residencial Palma Real,190 m²,,3,2,,,,,250 m²,,,,,,,,,,,,,,,,,,,
1422720961,coahuila,casa,https://casa.metroscubicos.com/MLM-1422720961-casa-en-venta-en-real-del-nogalar-_JM,"$7,500,000",Torreón,Real Del Nogalar,643 m²,,3,4,2,,,,337 m²,,,,,,,,,,,,,,,,,,,
1422702213,coahuila,casa,https://casa.metroscubicos.com/MLM-1422702213-casa-en-venta-en-los-vinedos-_JM,"$1,870,000",Torreón,Los Viñedos,176 m²,,3,2,2,,,,140 m²,,,,,,,,,,,,,,,,,,,
1422672492,coahuila,casa,https://casa.metroscubicos.com/MLM-1422672492-casa-en-venta-en-los-vinedos-_JM,"$4,590,000",Torreón,Los Viñedos,286 m²,,3,3,2,,,,304 m²,,,,,,,,,,,,,,,,,,,
1422691156,coahuila,casa,https://casa.metroscubicos.com/MLM-1422691156-casa-en-venta-en-residencial-los-fresnos-_JM,"$6,000,000",TorreÃ³n,Residencial Los Fresnos,424 mÂ²,,,,2,,,,500 mÂ²,4,4,,,,,,,,,,,,,,,,,
1422701974,coahuila,casa,https://casa.metroscubicos.com/MLM-1422701974-casa-en-venta-en-montebello-_JM,"$8,640,000",Torreón,Montebello,821 m²,,3,4,3,,,,595 m²,,,,,,,,,,,,,,,,,,,
1422739982,coahuila,casa,https://casa.metroscubicos.com/MLM-1422739982-casa-en-venta-en-ampliacion-los-angeles-_JM,"$3,850,000",Torreón,Los Ángeles,700 m²,,4,3,2,,,,428 m²,,,,,,,,,,,,,,,,,,,
1422701953,coahuila,casa,https://casa.metroscubicos.com/MLM-1422701953-casa-en-venta-en-los-vinedos-_JM,"$2,180,000",Torreón,Los Viñedos,176 m²,,3,3,2,,,,198 m²,,,,,,,,,,,,,,,,,,,
1422751557,coahuila,casa,https://casa.metroscubicos.com/MLM-1422751557-casa-en-venta-en-la-toscana-residencial-_JM,"$3,400,000",Torreón,Ampliación Senderos,230 m²,,4,4,2,,,,256 m²,,,,,,,,,,,,,,,,,,,
1422727112,coahuila,casa,https://casa.metroscubicos.com/MLM-1422727112-casa-en-venta-en-la-toscana-residencial-_JM,"$3,200,000",Torreón,Ampliación Senderos,230 m²,,4,4,2,,,,228 m²,,,,,,,,,,,,,,,,,,,
