ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Orientación,Antigüedad,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,OrientaciÃ³n,AntigÃ¼edad,Bodegas,Tipo de casa,Tipo de propiedad,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1300752364,sonora,se,https://casa.metroscubicos.com/MLM-1300752364-se-vende-casa-en-fraccto-alameda-del-cedro-_JM,"$1,982,200",Cajeme,Alameda Del Cedro,161.986 m²,139.415 m²,,3,3,2,,,11 años,,,,,,,,,,,,,,
1335115831,sonora,casa,https://casa.metroscubicos.com/MLM-1335115831-casa-nueva-en-venta-3-recamaras-area-comun-con-alberca-en-hermosillo-_JM,"$5,453,175",Hermosillo,Fraccionamiento Santerra,300 m²,297.5 m²,,3,4,2,,,0 años,,,,,,,,,,,,,,
1386066475,sonora,venta,https://casa.metroscubicos.com/MLM-1386066475-venta-casa-mision-del-sol-_JM,"$1,180,000",Hermosillo,Misión Del Sol,120 m²,100 m²,5,3,2,,,,0 años,,,,,,,,,,,,,,
1352155494,sonora,hermosa,https://casa.metroscubicos.com/MLM-1352155494-hermosa-casa-en-cajeme-sonora-js-_JM,"$1,840,000",Cajeme,Villa Itson,250 m²,150 m²,,3,2,1,,,,,,,,,,,,,,,,,
1390420187,sonora,propiedad,https://casa.metroscubicos.com/MLM-1390420187-propiedad-en-remate-casa-en-construccion-de-3-cuartos-y-3-banos-opcion-de-pagos-_JM,"$1,500,000",Puerto PeÃ±asco,San Rafael,291 mÂ²,,,,,,,,,,3,3,,,,,,,,,,,
1383154122,sonora,casa,https://casa.metroscubicos.com/MLM-1383154122-casa-en-venta-en-dr-aguilar-hermosillo-centro-sonora-rb-_JM,"$439,972",Hermosillo,Centro,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,
1382524245,sonora,bonita,https://casa.metroscubicos.com/MLM-1382524245-bonita-casa-en-venta-camino-real-navojoa-sonora-ab-_JM,"$805,000",Navojoa,Tetanchopo,100 m²,80 m²,,2,1,1,2,,5 años,0 MXN,,,,,,,,,,,,,
1390374722,sonora,propiedad,https://casa.metroscubicos.com/MLM-1390374722-propiedad-lista-para-ser-demolida-o-remodelar-bodega-_JM,"U$S45,000",Puerto PeÃ±asco,Nueva Esperanza,437 mÂ²,,,,,,,,,,,,,,,,,,,,,,
1401101992,sonora,venta,https://casa.metroscubicos.com/MLM-1401101992-venta-de-casa-moderna-en-privadas-de-cortes-ll-en-guaymas-_JM,"$4,800,000",Guaymas,Ortiz Estación,300 m²,240 m²,,3,3,,,,,,,,,,,,,,,,,,
914012032,sonora,residencia,https://casa.metroscubicos.com/MLM-914012032-residencia-villas-del-rey-_JM,"$1,800,000",Cajeme,Villa Del Rey Secc. Colonial,117.058 m²,193.8 m²,,3,3,1,2,,10 años,,,,,,,,,,,,,,
1333222285,sonora,residential,https://casa.metroscubicos.com/MLM-1333222285-residential-house-for-sale-lomas-de-cortes-guaymas-sonora-_JM,"$4,000,000",Guaymas,Lomas De Cortes,461 m²,273 m²,,3,3,,2,,7 años,,,,,,,,,,,,,,
943705571,sonora,casa,https://casa.metroscubicos.com/MLM-943705571-casa-en-venta-en-puerta-real-hermosillo-sonora-nrm-_JM,"$548,945",Hermosillo,Puerta Real Residencial,150 m²,100 m²,,3,1,2,,,,,,,,,,,,,,,,,
939112383,sonora,casa,https://casa.metroscubicos.com/MLM-939112383-casa-en-venta-en-el-poniente-de-hermosillo-_JM,"$6,700,000",Hermosillo,Centro,330 m²,301 m²,7,3,3,,,,0 años,,,,,,,,,,,,,,
1394824568,sonora,pon,https://casa.metroscubicos.com/MLM-1394824568-pon-oficina-comercio-o-departamentos-sobre-calle-olivares-vendo-casa-con-uso-de-suelo-mixto-_JM,"$1,700,000",Hermosillo,Olivares,225 m²,134 m²,,3,1,,1,,,,,,,,,,,,,,,,
1418030666,sonora,casa,https://casa.metroscubicos.com/MLM-1418030666-casa-en-venta-en-casa-grande-residencial-segunda-seccion-ubicada-junto-al-club-de-golf-los-lagos-_JM,"$7,600,000",Hermosillo,Casa Grande Residencial II,455 m²,488 m²,,3,4,,2,,,,,,,,,,,,,,,,
1417992118,sonora,casa,https://casa.metroscubicos.com/MLM-1417992118-casa-grande-4-recamaras-con-alberca-_JM,"U$S350,000",Puerto PeÃ±asco,Oriente,391 mÂ²,234 mÂ²,,,,,2,,,,4,2,,,,,,,,,,,
1399741822,sonora,casa,https://casa.metroscubicos.com/MLM-1399741822-casa-en-venta-en-contry-sol-guadalupe-nuevo-leon-_JM,"$8,000,000",Hermosillo,Raquet Club,260 m²,390 m²,8,4,3,4,,,0 años,,,,,,,,,,,,,,
1390400677,sonora,casa,https://casa.metroscubicos.com/MLM-1390400677-casa-en-venta-en-fraccionamiento-villa-fontana-_JM,"$1,250,000",Hermosillo,Villafontana,122 m²,152 m²,,3,1,,2,,,,,,,,,,,,,,,,
1387342578,sonora,casa,https://casa.metroscubicos.com/MLM-1387342578-casa-en-venta-parque-sonora-_JM,"$5,700,000",San Andrés Cholula,Lomas de Angelópolis,177 m²,359 m²,5,5,5,3,3,,0 años,,,,,,,,,,,,,,
1397711124,sonora,casa,https://casa.metroscubicos.com/MLM-1397711124-casa-en-venta-en-ciudad-obregon-coahuila-vcr-_JM,"$1,064,697",Cajeme,Urbanizable 4,332 m²,170 m²,,4,2,2,2,Norte,,,,,,,1,,,,,,,,
1399699757,sonora,casa,https://casa.metroscubicos.com/MLM-1399699757-casa-en-venta-en-contry-sol-guadalupe-nuevo-leon-_JM,"$8,000,000",Hermosillo,Raquet Club,260 m²,390 m²,8,4,3,4,,,0 años,,,,,,,,,,,,,,
1386066434,sonora,venta,https://casa.metroscubicos.com/MLM-1386066434-venta-casa-poniente-corceles-residencial-_JM,"$1,630,000",Hermosillo,Villa De Los Corceles,150 m²,120 m²,5,3,2,2,,,12 años,,,,,,,,,,,,,,
1414130927,sonora,casa,https://casa.metroscubicos.com/MLM-1414130927-casa-en-venta-colina-blanca-bachoco-hermosillo-sonora-amm-_JM,"$4,212,000",Hermosillo,Bachoco,225 m²,340 m²,,4,3,1,2,,15 años,,,,,,1,,,,,,,,
1418309443,sonora,casa,https://casa.metroscubicos.com/MLM-1418309443-casa-en-venta-en-paseo-san-angel-hermosillo-sonora-amm-_JM,"$369,553",Hermosillo,Paseo San Angel,140 m²,80 m²,,2,1,1,,,15 años,,,,,,,,,,,,,,
1397659803,sonora,casa,https://casa.metroscubicos.com/MLM-1397659803-casa-en-venta-en-ciudad-obregon-sonora-vcr-_JM,"$1,206,600",Sonora,Obregon,350 m²,200 m²,,4,2,2,2,Norte,,,,,,,1,,,,,,,,
872598510,sonora,se,https://casa.metroscubicos.com/MLM-872598510-se-vende-en-puente-real-seccion-andalucia-_JM,"$2,500,000",Cajeme,Puente Real,1 m²,1 m²,7,3,3,,,,0 años,,,,,,,,,,,,,,
1390384455,sonora,se,https://casa.metroscubicos.com/MLM-1390384455-se-vende-casa-en-fraccionamiento-bugambilias-en-san-cristobal-de-las-casas-chiapas-_JM,"$4,500,000",San Cristóbal De Las Casas,Ampliación Sonora,400 m²,400 m²,,4,4,,2,,,,,,,,,,,,,,,,
1387582803,sonora,casa,https://casa.metroscubicos.com/MLM-1387582803-casa-sola-en-venta-azores-residencial-_JM,"$1,970,000",Hermosillo,Cumbres Residencial,117 m²,123 m²,,3,3,,,,1 años,,,,,,,,,,,,,,
1390407217,sonora,choya,https://casa.metroscubicos.com/MLM-1390407217-choya-bay-m69-l5-_JM,"U$S195,000",Sonora,Puerto PeÃ±asco,,573 mÂ²,,,,,,,,,3,2,,,,,,,,,,,
1382230583,sonora,casa,https://casa.metroscubicos.com/MLM-1382230583-casa-en-venta-en-plaza-real-hermosillo-sonora-_JM,"$432,500",Hermosillo,Plaza Real,80 m²,80 m²,,2,1,,,,5 años,0 MXN,,,,,,,,,,,,,
929925624,sonora,se,https://casa.metroscubicos.com/MLM-929925624-se-vende-casa-en-col-campanario-ii-_JM,"$500,000",Cajeme,El Campanario,125.13 m²,45 m²,,2,1,1,,,13 años,,,,,,,,,,,,,,
1415386460,sonora,casa,https://casa.metroscubicos.com/MLM-1415386460-casa-en-venta-contry-las-aguilas-_JM,"$15,500,000",Hermosillo,Raquet Club,522 m²,508 m²,10,3,5,3,,,0 años,,,,,,,,,,,,,,
1394824565,sonora,preventa,https://casa.metroscubicos.com/MLM-1394824565-preventa-de-casa-en-san-carlos-country-186-con-alberca-privada-_JM,"$5,700,000",Guaymas,San Carlos Nuevo Guaymas,366 mÂ²,179 mÂ²,,,,,,,,,3,3,,,,,,,,,,,
1394052683,sonora,casa,https://casa.metroscubicos.com/MLM-1394052683-casa-en-venta-en-hermosillo-sonora-vcr-_JM,"$3,574,000",Hermosillo,Bachoco,260 m²,460 m²,,4,3,2,2,Norte,,,,,,,1,,,,,,,,
1414355324,sonora,casa,https://casa.metroscubicos.com/MLM-1414355324-casa-en-venta-la-rioja-residenial-hermosillo-sonora-amm-_JM,"$4,212,000",Hermosillo,La Rioja Residencial,525 m²,498 m²,,4,4,3,,,15 años,,,,,,,,,,,,,,
1415490532,sonora,casa,https://casa.metroscubicos.com/MLM-1415490532-casa-en-venta-contry-las-aguilas-_JM,"$15,500,000",Hermosillo,Raquet Club,522 m²,508 m²,10,3,5,3,,,0 años,,,,,,,,,,,,,,
1394239271,sonora,casa,https://casa.metroscubicos.com/MLM-1394239271-casa-sola-en-venta-azores-residencial-_JM,"$1,970,000",Hermosillo,Cumbres Residencial,117 m²,12333 m²,,3,3,,,,10 años,,,,,,,,,,,,,,
931537715,sonora,casa,https://casa.metroscubicos.com/MLM-931537715-casa-en-venta-paseo-san-angel-hermosillo-sonora-amm-_JM,"$431,887",Hermosillo,Paseo San Angel,100 m²,170 m²,,3,2,1,,,15 años,,,,,,,,,,,,,,
865392588,sonora,casa,https://casa.metroscubicos.com/MLM-865392588-casa-en-venta-en-contry-sol-_JM,"$4,750,000",Hermosillo,Raquet Club,354 m²,365 m²,6,3,2,2,,,0 años,,,,,,,,,,,,,,
948916150,sonora,lotes,https://casa.metroscubicos.com/MLM-948916150-lotes-y-casas-en-pedregal-de-san-carlos-_JM,"$4,147,110",Guaymas,El Pedregal,418 mÂ²,173 mÂ²,8,,,2,,,,,4,3,,0 aÃ±os,,,,,,,,,
1401931627,sonora,casa,https://casa.metroscubicos.com/MLM-1401931627-casa-en-venta-en-lomas-de-angelopolis-parque-sonora-puebla-_JM,"$4,700,000",San Andrés Cholula,Lomas de Angelópolis,178 m²,308 m²,,4,4,,,,,,,,,,,,,,,,,,
1321698488,sonora,venta,https://casa.metroscubicos.com/MLM-1321698488-venta-provincias-_JM,"$2,450,000",Hermosillo,Las Provincias,157 m²,135 m²,6,3,2,2,,,4 años,,,,,,,,,,,,,,
1367629226,sonora,se,https://casa.metroscubicos.com/MLM-1367629226-se-vende-casa-en-col-centro-_JM,"$1,100,000",Cajeme,Ciudad Obregón Centro,105 m²,,,4,4,,,,8 años,,,,,,,,,,,,,,
1408480853,sonora,venta,https://casa.metroscubicos.com/MLM-1408480853-venta-de-casa-de-gran-oportunidad-en-grandioso-fraccionamiento-privada-el-pedregal-de-san-carlos-_JM,"$4,100,000",Guaymas,San Carlos Nuevo Guaymas,300 mÂ²,147 mÂ²,,,,,,,,,3,2,,,,,,,,,,,
939130184,sonora,super,https://casa.metroscubicos.com/MLM-939130184-super-moderna-en-venta-en-el-poniente-de-hermosillo-concor-_JM,"$6,700,000",Hermosillo,Centro,336 m²,300 m²,7,3,3,,,,2 años,,,,,,,,,,,,,,
1333273293,sonora,se,https://casa.metroscubicos.com/MLM-1333273293-se-vende-casa-en-col-mocuzarit-_JM,"$450,000",Navojoa,Reforma,414 m²,131 m²,,2,1,,,,30 años,,,,,,,,,,,,,,
1335077263,sonora,casa,https://casa.metroscubicos.com/MLM-1335077263-casa-nueva-en-venta-3-recamaras-area-comun-con-alberca-en-hermosillo-_JM,"$5,352,007",Hermosillo,15 A,300 m²,287.75 m²,,3,3,2,,,0 años,,,,,,,,,,,,,,
940084126,sonora,venta,https://casa.metroscubicos.com/MLM-940084126-venta-casa-dos-plantas-equipada-mision-del-real-hermosillo-_JM,"$2,790,000",Hermosillo,Misión Del Real,191.1 m²,260.29 m²,,3,2,2,,,17 años,,,,,,,,,,,,,,
1328613140,sonora,casa,https://casa.metroscubicos.com/MLM-1328613140-casa-en-venta-el-conquistador-residencial-hermosillo-amm-_JM,"$1,786,000",Hermosillo,El Conquistador,120 m²,250 m²,,3,2,2,2,,15 años,,,,,,,,,,,,,,
1418302961,sonora,casa,https://casa.metroscubicos.com/MLM-1418302961-casa-en-venta-en-paseo-san-angel-hermosillo-sonora-amm-_JM,"$406,441",Hermosillo,Paseo San Angel,120 m²,120 m²,,3,2,1,2,,15 años,,,,,,1,,,,,,,,
1369344209,sonora,casa,https://casa.metroscubicos.com/MLM-1369344209-casa-en-cajeme-sonora-colonia-los-angeles-_JM,"$262,500",Cajeme,Los Angeles,96 m²,44 m²,,2,1,,,,,,,,,,,,,,,,,,
906449264,sonora,casa,https://casa.metroscubicos.com/MLM-906449264-casa-en-venta-en-carbo-sonora-colonia-centro-_JM,"$1,200,000",Carbo,Carbo,1000 mÂ²,1 mÂ²,6,,,,,,,,3,3,,0 aÃ±os,,,,,,,,,
1416718723,sonora,casa,https://casa.metroscubicos.com/MLM-1416718723-casa-en-campanario-en-venta-diseno-moderno-precio-de-oportunidad-_JM,"$4,100,000",Hermosillo,Campanario,207 m²,,,4,2,,2,,,,,,,,,,,,,,,,
936420997,sonora,venta,https://casa.metroscubicos.com/MLM-936420997-venta-casa-sobre-blvd-ignacio-soto-al-norte-de-hermosillo-_JM,"$4,240,000",Hermosillo,Pitic,469 m²,312 m²,,,,,,,18 años,,,,,,,,,,,,,,
872655435,sonora,se,https://casa.metroscubicos.com/MLM-872655435-se-vende-en-casa-blanca-_JM,"$1,480,000",Cajeme,Casa Blanca,100 m²,100 m²,5,3,1,2,,,0 años,,,,,,,,,,,,,,
1418283968,sonora,casa,https://casa.metroscubicos.com/MLM-1418283968-casa-en-venta-en-paseo-san-angel-av-san-patricio-amm-_JM,"$419,600",Hermosillo,Paseo San Angel,83 m²,130 m²,,2,1,1,,,15 años,,,,,,,,,,,,,,
1418237822,sonora,casa,https://casa.metroscubicos.com/MLM-1418237822-casa-en-venta-paseos-san-angel-hermosillo-sonora-amm-_JM,"$356,697",Hermosillo,San Angel,80 m²,134 m²,,2,1,1,1,,15 años,,,,,,,,,,,,,,
1390869935,sonora,casa,https://casa.metroscubicos.com/MLM-1390869935-casa-en-venta-en-hermosillo-sonora-vcr-_JM,"$4,639,900",Hermosillo,La Rioja Residencial,415 m²,616 m²,,5,4,4,2,Norte,,,,,,,1,,,,,,,,
1390856204,sonora,casa,https://casa.metroscubicos.com/MLM-1390856204-casa-en-venta-en-hermosillo-sonora-vcr-_JM,"$3,574,000",Hermosillo,La Rioja Residencial,337 m²,414 m²,,4,3,3,2,Norte,,,,,,,1,,,,,,,,
1394811726,sonora,oportunidad,https://casa.metroscubicos.com/MLM-1394811726-oportunidad-de-venta-de-casa-residencial-con-amplio-patio-en-privadas-de-cortes-2-_JM,"$5,300,000",Sonora,Guaymas,332 m²,265 m²,,3,3,,,,,,,,,,,,,,,,,,
933369067,sonora,se,https://casa.metroscubicos.com/MLM-933369067-se-vende-terreno-en-residencial-almudena-zona-norte-_JM,"$4,200,000",Cajeme,Zona Norte,647.65 m²,,,,,,,,0 años,,,,,,,,,,,,,,
1410876009,sonora,casa,https://casa.metroscubicos.com/MLM-1410876009-casa-en-venta-en-hermosillo-sonora-vcr-_JM,"$3,683,800",Hermosillo,Capistrano,150 m²,200 m²,,4,2,2,2,Norte,,,,,,,1,,,,,,,,
1421700337,sonora,casa,https://casa.metroscubicos.com/MLM-1421700337-casa-en-venta-en-privada-pueblo-del-angel-hermosillo-_JM,"$658,000",Hermosillo,Pueblitos,150 m²,72 m²,4,3,1,,,,0 años,,,,,,,,,,,,,,
1391978486,sonora,casa,https://casa.metroscubicos.com/MLM-1391978486-casa-en-venta-en-country-club-hermosillo-dcch-_JM,"$3,733,605",Hermosillo,Country Club,120 m²,140 m²,,2,2,1,1,,12 años,,,,,,,,,,,,,,
1317142086,sonora,7440,https://casa.metroscubicos.com/MLM-1317142086-7440-parque-sonora-lomas-de-angelopolis-_JM,"$3,900,000",San Andrés Cholula,Lomas de Angelópolis,168 m²,270 m²,,3,3,2,,,,,,,,,,,,,,,,,
1385908058,sonora,venta,https://casa.metroscubicos.com/MLM-1385908058-venta-casa-al-norte-cumbres-residencial-_JM,"$5,490,000",Hermosillo,Privadas Residencial del Pedregal,384 m²,400 m²,11,5,5,2,,,0 años,,,,,,,,,,,,,,
1386053605,sonora,venta,https://casa.metroscubicos.com/MLM-1386053605-venta-casa-lomas-del-norte-_JM,"$580,000",Hermosillo,Lomas del Norte,188 m²,46 m²,2,1,1,4,,,4 años,,,,,,,,,,,,,,
1335904584,sonora,se,https://casa.metroscubicos.com/MLM-1335904584-se-vende-casa-en-fracto-montecarlo-_JM,"$3,300,000",Cajeme,Montecarlo,180 m²,247 m²,,4,3,2,,,10 años,,,,,,,,,,,,,,
1329881241,sonora,casa,https://casa.metroscubicos.com/MLM-1329881241-casa-en-venta-san-bernardino-hermosillo-sonora-amm-_JM,"$1,075,850",Hermosillo,San Bernardino,150 m²,180 m²,,3,2,2,2,,15 años,,,,,,,,,,,,,,
1396140911,sonora,remate,https://casa.metroscubicos.com/MLM-1396140911-remate-bancario-casa-en-venta-en-hermosillo-sonora-las-lomas-seccion-bonita-_JM,"$558,721",Hermosillo,Las Lomas,120 m²,165 m²,,3,2,2,2,,14 años,,,,,,,,,,,,,,
943963051,sonora,casa,https://casa.metroscubicos.com/MLM-943963051-casa-en-venta-plaza-rio-montecarlo-hermosillo-nrm-_JM,"$763,093",Hermosillo,Montecarlo,136 m²,160 m²,,3,2,2,,,,,,,,,,,,,,,,,
1328588872,sonora,casa,https://casa.metroscubicos.com/MLM-1328588872-casa-en-venta-rivello-residencial-hermosillo-sonora-amm-_JM,"$2,311,000",Hermosillo,Los Lagos,250 m²,290 m²,,3,3,2,2,,15 años,,,,,,,,,,,,,,
872598560,sonora,oportunidad,https://casa.metroscubicos.com/MLM-872598560-oportunidad-precio-preventa-_JM,"$3,550,000",Hermosillo,Buena Ventura,207 m²,258 m²,7,3,3,2,,,0 años,,,,,,,,,,,,,,
921146926,sonora,casa,https://casa.metroscubicos.com/MLM-921146926-casa-en-venta-residencial-casa-blanca-nogales-_JM,"$2,395,000",Nogales,Nuevo Nogales,160 m²,147 m²,,4,2,2,,,,,,,,,,,,,,,,,
1394794434,sonora,hermosa,https://casa.metroscubicos.com/MLM-1394794434-hermosa-casa-en-el-fraccionamiento-puerta-marina-en-guaymas-_JM,"$8,500,000",Sonora,Guaymas,470 m²,463 m²,,3,5,,,,,,,,,,,,,,,,,,
943917539,sonora,casa,https://casa.metroscubicos.com/MLM-943917539-casa-en-venta-en-montecarlo-en-hermosillo-sonora-nrm-_JM,"$818,877",Hermosillo,Montecarlo,100 m²,125 m²,,2,1,2,,,,,,,,,,,,,,,,,
1380110790,sonora,15298,https://casa.metroscubicos.com/MLM-1380110790-15298-sonora-san-gaspar-tlahuelilpan-_JM,"$6,000,000",Metepec,San Gaspar Tlahuelilpan,920 mÂ²,260 mÂ²,,,,6,,,,,4,2,,,,,,,,,,,
1414387333,sonora,casa,https://casa.metroscubicos.com/MLM-1414387333-casa-en-venta-puerta-real-hermosillo-sonora-amm-_JM,"$548,945",Hermosillo,Puerta Real,130 m²,120 m²,,3,2,2,,,15 años,,,,,,1,,,,,,,,
1333241518,sonora,se,https://casa.metroscubicos.com/MLM-1333241518-se-vende-casa-en-col-sonora-_JM,"$750,000",Navojoa,Sonora,330 mÂ²,135 mÂ²,,,,,1,,,,2,1,,10 aÃ±os,,,,,,,,,
1392412531,sonora,casa,https://casa.metroscubicos.com/MLM-1392412531-casa-en-venta-en-villa-del-rey-seccion-colonial-cajeme-dcch-_JM,"$340,500",Cajeme,Villa Del Rey Secc. Colonial,130 m²,150 m²,,2,1,1,1,,12 años,,,,,,,,,,,,,,
1409702766,sonora,residencial,https://casa.metroscubicos.com/MLM-1409702766-residencial-casa-en-venta-_JM,"$2,950,000",Hermosillo,Misión Del Real,166 m²,230 m²,3,3,4,2,2,Norte,0 años,0 MXN,,,,,,,,,,,,,
805503599,sonora,casa,https://casa.metroscubicos.com/MLM-805503599-casa-en-venta-sonora-col-petrolera-_JM,"$3,000,000",Coatzacoalcos,Petrolera,211 m²,211 m²,,3,2,,,,0 años,0 MXN,,,,,,,,,,,,,
1399652309,sonora,casa,https://casa.metroscubicos.com/MLM-1399652309-casa-en-venta-sonora-col-petrolera-_JM,"$3,000,000",Coatzacoalcos,Petrolera,211 m²,211 m²,,3,2,,,,0 años,0 MXN,,,,,,,,,,,,,
933820781,sonora,casa,https://casa.metroscubicos.com/MLM-933820781-casa-en-venta-col-montecarlo-hermosillo-sonora-amm-_JM,"$800,831",Hermosillo,Montecarlo,160 m²,136 m²,,3,2,2,2,,15 años,,,,,,,,,,,,,,
1383372034,sonora,casa,https://casa.metroscubicos.com/MLM-1383372034-casa-en-venta-en-privada-rieti-montecarlo-ciudad-obregon-sonora-rb-_JM,"$412,990",Cajeme,Cd. Obregón (Ciudad Obregón),130 m²,130 m²,,3,2,2,,,,,,,,,,,,,,,,,
950606012,sonora,palermo,https://casa.metroscubicos.com/MLM-950606012-palermo-residencial-casa-equipada-seccion-partana-_JM,"$2,890,000",Hermosillo,Palermo Sección Partanna,150 m²,160 m²,,3,3,2,,Norte,15 años,,,,,,,,,,,,,,
942558197,sonora,casa,https://casa.metroscubicos.com/MLM-942558197-casa-nueva-al-poniente-_JM,"$850,000",Hermosillo,Puerta Real Residencial VII,85 m²,75 m²,,2,1,2,2,Poniente,1 años,,,,,,,,,,,,,,
932927278,sonora,en,https://casa.metroscubicos.com/MLM-932927278-en-venta-casa-remodelada-en-fracc-puerta-real-hermosillo-_JM,"$998,000",Hermosillo,Puerta Real,120 m²,60 m²,,2,2,2,,,,,,,,,,,,,,,,,
1339505588,sonora,casa,https://casa.metroscubicos.com/MLM-1339505588-casa-en-venta-puerta-real-hermosillo-sonora-amm-_JM,"$548,945",Hermosillo,Puerta Real Residencial,120 m²,130 m²,,3,3,2,,,,,,,,,,,,,,,,,
1389817156,sonora,rb,https://casa.metroscubicos.com/MLM-1389817156-rb-casa-en-venta-en-santa-lorenia-santa-lucia-nogales-sonora-_JM,"$947,000",Nogales,Santa Lucía,120 m²,120 m²,,3,2,2,,,,,,,,,,,,,,,,,
945084954,sonora,,https://casa.metroscubicos.com/MLM-945084954--p-r-e-v-e-n-t-a-rio-escondido-residencial-_JM,"$350,000",Hermosillo,San Pedro El Saucito,350 m²,350 m²,,1,1,1,,,,,,,,,,,,,,,,,
1332038535,sonora,casa,https://casa.metroscubicos.com/MLM-1332038535-casa-en-venta-salvatierra-residencial-hermosillo-sonora-amm-_JM,"$2,185,258",Hermosillo,Salvatierra Residencial,319 m²,224 m²,,3,2,2,,,15 años,,,,,,,,,,,,,,
1390480158,sonora,remato,https://casa.metroscubicos.com/MLM-1390480158-remato-casa-30-menos-daneseshermosillo3-recamaras-residencialnog-hermosillo-_JM,"$1,020,000",Hermosillo,Puerta Real,130 m²,130 m²,,3,2,2,,,,,,,,,,,,,,,,,
912294848,sonora,casa,https://casa.metroscubicos.com/MLM-912294848-casa-en-venta-campanario-residencial-hermosillo-sonora-_JM,"$4,800,000",Hermosillo,Campanario,198 m²,293 m²,,4,2,2,,,,,,,,,,,,,,,,,
1328607100,sonora,casa,https://casa.metroscubicos.com/MLM-1328607100-casa-en-venta-el-campanario-hermosillo-sonora-amm-_JM,"$1,240,000",Hermosillo,Campanario,190 m²,178 m²,,3,2,2,2,,15 años,,,,,,,,,,,,,,
939128488,sonora,casa,https://casa.metroscubicos.com/MLM-939128488-casa-en-venta-en-concordia-residencial-_JM,"$6,500,000",Hermosillo,Centro,330 m²,342 m²,7,3,3,,,,2 años,,,,,,,,,,,,,,
948901956,sonora,casa,https://casa.metroscubicos.com/MLM-948901956-casa-en-venta-el-secreto-residencial-hermosillo-sonora-_JM,"$2,775,000",Hermosillo,15 A,140 m²,154 m²,,3,2,2,,Poniente,,,,,,,,,,,,,,,
956323767,sonora,casa,https://casa.metroscubicos.com/MLM-956323767-casa-en-venta-fracc-banus-insurgentes-hermosillo-amm-_JM,"$1,657,784",Hermosillo,Banus,164 m²,127 m²,,3,2,2,,,,,,,,,,,,,,,,,
1392990943,sonora,casa,https://casa.metroscubicos.com/MLM-1392990943-casa-en-venta-en-privadas-del-sauce-sonora-dcch-_JM,"$341,658",Hermosillo,Privadas Del Sauce,130 m²,160 m²,,2,2,1,1,,12 años,,,,,,,,,,,,,,
1324166084,sonora,hermosa,https://casa.metroscubicos.com/MLM-1324166084-hermosa-casa-en-venta-en-asturias-_JM,"$2,050,000",Hermosillo,La Verbena,138 m²,133 m²,6,3,2,,,,0 años,,,,,,,,,,,,,,
1329230178,sonora,casa,https://casa.metroscubicos.com/MLM-1329230178-casa-en-venta-villa-florencia-hermosillo-son-amm-_JM,"$1,722,500",Hermosillo,Villa Florencia,179 m²,247 m²,,3,2,1,2,,15 años,,,,,,,,,,,,,,
1329896780,sonora,casa,https://casa.metroscubicos.com/MLM-1329896780-casa-en-venta-compostela-residencial-hermosillo-sonora-amm-_JM,"$2,871,000",Hermosillo,Compostela Residencial,123 m²,160 m²,,3,2,1,,,15 años,,,,,,,,,,,,,,
1390407231,sonora,casa,https://casa.metroscubicos.com/MLM-1390407231-casa-grande-de-6-recamaras-y-4-banos-_JM,"U$S287,000",Sonora,Puerto Peñasco,385 m²,,,6,4,,,,,,,,,,,,,,,,,,
873468896,sonora,venta,https://casa.metroscubicos.com/MLM-873468896-venta-en-revolucion-_JM,"$1,290,000",Hermosillo,Revolución I,117 m²,153 m²,7,5,2,1,,,33 años,,,,,,,,,,,,,,
1332122585,sonora,casa,https://casa.metroscubicos.com/MLM-1332122585-casa-en-venta-residencial-salvatierra-hermosillo-sonora-amm-_JM,"$2,779,750",Hermosillo,Salvatierra Residencial,130 m²,150 m²,,3,2,2,,,,,,,,,,,,,,,,,
1390420177,sonora,casa,https://casa.metroscubicos.com/MLM-1390420177-casa-a-la-venta-en-puerto-penasco-con-buena-ubicacion-_JM,"U$S425,000",Sonora,Puerto PeÃ±asco,625 mÂ²,523 mÂ²,,,,,,,,,3,3,,,,,,,,,,,
1322198133,sonora,casa,https://casa.metroscubicos.com/MLM-1322198133-casa-en-venta-en-los-vergeles-en-guaymas-sonora-nrm-_JM,"$630,997",Guaymas,De Las Praderas,120 m²,180 m²,,3,2,1,,,,,,,,,,,,,,,,,
1394792515,sonora,cas,https://casa.metroscubicos.com/MLM-1394792515-cas-en-venta-en-hermosillo-sonora-dcch-_JM,"$352,000",Hermosillo,Fracc. Villa Verde,120 m²,130 m²,,2,1,1,1,,12 años,,,,,,,,,,,,,,
943942976,sonora,casa,https://casa.metroscubicos.com/MLM-943942976-casa-en-venta-plaza-montecarlo-en-hermosillo-nrm-_JM,"$800,831",Hermosillo,Montecarlo,136 m²,160 m²,,3,2,2,,,,,,,,,,,,,,,,,
1398675948,sonora,casa,https://casa.metroscubicos.com/MLM-1398675948-casa-en-venta-en-hermosillo-urbi-villa-del-prado-dcch-_JM,"$357,750",Hermosillo,Villa Del Prado,100 m²,120 m²,,2,2,1,1,,12 años,,,,,,,,,,,,,,
