tipo,precio,predPrices,diffPrices,percentDiff,m2Terreno,colonia,municipio_x,entidad,codigo_postal,latitud,longitud
terrenos,749700.0,720000.0,-29700.0,-3.961584633853543,126.0,Santa Imelda,Aguascalientes,Aguascalientes,20218.0,21.8711719512939,-102.3249053955078
terrenos,2200000.0,4360000.0,2160000.0,98.18181818181819,1000.0,El Salto de los Salado,Aguascalientes,Aguascalientes,20341.0,21.866418838501,-102.2501602172852
terrenos,734400.0,480000.0,-254400.0,-34.64052287581699,144.0,Aguascalientes,Aguascalientes,Aguascalientes,,,
terrenos,8400.0,20000.0,11600.0,138.0952380952381,18393.0,Los Pocitos,Aguascalientes,Aguascalientes,20328.0,21.9230976104736,-102.3432693481445
terrenos,787500.0,720000.0,-67500.0,-8.571428571428575,126.0,Pirules Infonavit,Aguascalientes,Aguascalientes,,,
terrenos,8400.0,10000.0,1600.0,19.047619047619047,16797.0,Los Pocitos,Aguascalientes,Aguascalientes,20328.0,21.9230976104736,-102.3432693481445
terrenos,950000.0,10000.0,-940000.0,-98.94736842105263,200.0,Trojes De Alonso,Aguascalientes,Aguascalientes,,,
terrenos,7038324.0,3500000.0,-3538324.0,-50.27225231461354,1955.0,Residencial Santa Paulina,Jesús Maria,Aguascalientes,20903.0,21.9838371276855,-102.2977752685547
terrenos,6800.0,10000.0,3200.0,47.058823529411775,200.0,Los Pocitos,Aguascalientes,Aguascalientes,20328.0,21.9230976104736,-102.3432693481445
terrenos,882000.0,550000.0,-332000.0,-37.641723356009074,180.0,Santa Mónica,Aguascalientes,Aguascalientes,,,
terrenos,762500.0,710000.0,-52500.0,-6.8852459016393475,121.0,Santa Imelda,Aguascalientes,Aguascalientes,20218.0,21.8711719512939,-102.3249053955078
terrenos,877500.0,770000.0,-107500.0,-12.250712250712247,135.0,San Andrés Cholula,Puebla,Aguascalientes,,,
terrenos,6700.0,10000.0,3300.0,49.25373134328359,200.0,Los Pocitos,Aguascalientes,Aguascalientes,20328.0,21.9230976104736,-102.3432693481445
terrenos,5130000.0,4360000.0,-770000.0,-15.009746588693961,1000.0,Residencial Santa Paulina,Jesús Maria,Aguascalientes,20903.0,21.9838371276855,-102.2977752685547
terrenos,726960.0,640000.0,-86960.0,-11.962143721800377,104.0,Jesús María,Jesús Maria,Aguascalientes,20996.0,21.9204788208008,-102.3858795166016
terrenos,6500000.0,4360000.0,-2140000.0,-32.92307692307692,1000.0,Santa Imelda,Aguascalientes,Aguascalientes,20218.0,21.8711719512939,-102.3249053955078
terrenos,4200.0,10000.0,5800.0,138.0952380952381,200.0,Trojes De Alonso,Aguascalientes,Aguascalientes,,,
terrenos,9500.0,10000.0,500.0,5.263157894736836,200.0,El Llano,Jesús Maria,Aguascalientes,20983.0,21.9407539367676,-102.3168792724609
terrenos,8600.0,50000.0,41400.0,481.39534883720927,160.0,Arroyo El Molino,Aguascalientes,Aguascalientes,20123.0,21.9351348876953,-102.2897033691406
terrenos,42592553.0,43410000.0,817447.0,1.9192251753493261,184383.0,San Bartolo,Aguascalientes,Aguascalientes,20388.0,21.7292423248291,-102.1357116699219
terrenos,649434.0,420000.0,-229434.0,-35.32830125925036,191.0,Las Palmas,Jesús Maria,Aguascalientes,20926.0,21.9561939239502,-102.3441848754883
terrenos,649434.0,420000.0,-229434.0,-35.32830125925036,191.0,Las Palmas,Jesús Maria,Aguascalientes,20928.0,21.9693775177002,-102.3555679321289
terrenos,9500.0,10000.0,500.0,5.263157894736836,200.0,El Llano,Jesús Maria,Aguascalientes,20983.0,21.9407539367676,-102.3168792724609
terrenos,20000000.0,1620000.0,-18380000.0,-91.9,10000.0,San Francisco De Los Romos Centro,San Francisco De Los Romo,Aguascalientes,,,
terrenos,600000.0,790000.0,190000.0,31.666666666666664,500.0,Agostaderito,Aguascalientes,Aguascalientes,,,
terrenos,1140000.0,1140000.0,0.0,0.0,475.0,La Bufadora,Ensenada,Baja California,22794.0,31.726354598999,-116.7192459106445
terrenos,1079980.0,1270000.0,190020.0,17.594770273523586,17999.0,Parque Industrial Pacífico,Tijuana,Baja California,,,
terrenos,500000.0,580000.0,80000.0,15.999999999999993,600.0,El Sargento,La Paz,Baja California,,,
terrenos,1300000.0,1650000.0,350000.0,26.923076923076916,1500.0,El Sargento,La Paz,Baja California,,,
terrenos,900000.0,890000.0,-10000.0,-1.1111111111111072,1750.0,Todos Santos,La Paz,Baja California,,,
terrenos,900000.0,740000.0,-160000.0,-17.777777777777782,1000.0,Playa De Ensenada,Ensenada,Baja California,,,
terrenos,721000.0,740000.0,19000.0,2.6352288488210807,1000.0,Mexicali,Mexicali,Baja California,21396.0,32.6022300720215,-115.386848449707
terrenos,721000.0,740000.0,19000.0,2.6352288488210807,1000.0,Mexicali,Mexicali,Baja California,22703.0,32.3537292480469,-117.0608596801758
terrenos,800000.0,890000.0,90000.0,11.250000000000004,1750.0,Agua Blanca,La Paz,Baja California,,,
terrenos,5200.0,10000.0,4800.0,92.3076923076923,94400.0,Reforma,Playas De Rosarito,Baja California,21280.0,32.6318397521973,-115.4494781494141
terrenos,5200.0,10000.0,4800.0,92.3076923076923,94400.0,Reforma,Playas De Rosarito,Baja California,22830.0,31.8731956481934,-116.6040802001953
terrenos,5200.0,10000.0,4800.0,92.3076923076923,94400.0,Reforma,Playas De Rosarito,Baja California,22920.0,30.725154876709,-115.9882125854492
terrenos,5200.0,10000.0,4800.0,92.3076923076923,94400.0,Reforma,Playas De Rosarito,Baja California,22183.0,32.4577331542969,-116.9606781005859
terrenos,5200.0,10000.0,4800.0,92.3076923076923,94400.0,Reforma,Playas De Rosarito,Baja California,22704.0,32.3834228515625,-117.0665969848633
terrenos,350000.0,480000.0,130000.0,37.142857142857146,200.0,Zona Industrial,La Paz,Baja California,21010.0,32.6509323120117,-115.4679718017578
terrenos,350000.0,480000.0,130000.0,37.142857142857146,200.0,Zona Industrial,La Paz,Baja California,21070.0,32.6334381103516,-115.4694595336914
terrenos,350000.0,480000.0,130000.0,37.142857142857146,200.0,Zona Industrial,La Paz,Baja California,21090.0,32.6296920776367,-115.4686584472656
terrenos,352000.0,200000.0,-152000.0,-43.18181818181818,160.0,Las Gaviotas,Playas De Rosarito,Baja California,22740.0,32.269889831543,-116.9925155639648
terrenos,1500000.0,1440000.0,-60000.0,-4.0000000000000036,300.0,Valle Dorado,Ensenada,Baja California,21399.0,32.6091957092285,-115.378303527832
terrenos,1500000.0,1440000.0,-60000.0,-4.0000000000000036,300.0,Valle Dorado,Ensenada,Baja California,22890.0,31.8259792327881,-116.5981597900391
terrenos,1500000.0,1440000.0,-60000.0,-4.0000000000000036,300.0,Valle Dorado,Ensenada,Baja California,22170.0,32.4219169616699,-116.9504928588867
terrenos,830000.0,80000.0,-750000.0,-90.36144578313254,500.0,La Paz Gral. Manuel Márquez de León,La Paz,Baja California,,,
terrenos,5600.0,80000.0,74400.0,1328.5714285714287,500.0,Hacienda Tecate,Tecate,Baja California,21530.0,32.5554504394531,-116.5299987792969
terrenos,1622000.0,970000.0,-652000.0,-40.19728729963009,400.0,Los Cabos,Baja California Sur,Baja California,,,
terrenos,2330640.0,2140000.0,-190640.0,-8.179727456835895,332.0,Playas de Tijuana Sección Terrazas,Tijuana,Baja California,22504.0,32.5334815979004,-117.1152725219727
terrenos,1620000.0,1440000.0,-180000.0,-11.111111111111116,300.0,Puerto Salina La Marina,Ensenada,Baja California,22765.0,32.0200614929199,-116.8691482543945
terrenos,5600.0,80000.0,74400.0,1328.5714285714287,500.0,Hacienda Tecate,Tecate,Baja California,21530.0,32.5554504394531,-116.5299987792969
terrenos,6000.0,70000.0,64000.0,1066.6666666666665,800.0,Hacienda Tecate,Tecate,Baja California,21530.0,32.5554504394531,-116.5299987792969
terrenos,960000.0,200000.0,-760000.0,-79.16666666666666,160.0,El Jibarito,Tijuana,Baja California,22606.0,32.4827613830566,-117.0814666748047
terrenos,2700.0,140000.0,137300.0,5085.185185185185,427.0,Lago del Sol Residencial,Mexicali,Baja California,21387.0,32.5896453857422,-115.445556640625
terrenos,9795500.0,3210000.0,-6585500.0,-67.22985044152927,701.0,Careaga,Ensenada,Baja California,22840.0,31.8644790649414,-116.6012268066406
terrenos,8208240.0,630000.0,-7578240.0,-92.32478582497588,599.0,Careaga,Ensenada,Baja California,22840.0,31.8644790649414,-116.6012268066406
terrenos,400000.0,480000.0,80000.0,19.999999999999996,200.0,Plan Libertador,Playas De Rosarito,Baja California,22706.0,32.3805351257324,-117.0514984130859
terrenos,991660.0,600000.0,-391660.0,-39.49539156565759,165.0,El Jibarito,Tijuana,Baja California,22606.0,32.4827613830566,-117.0814666748047
terrenos,2094800.0,2069999.9999999998,-24800.000000000233,-1.1838839029979065,349.0,El Jibarito,Tijuana,Baja California,22606.0,32.4827613830566,-117.0814666748047
terrenos,2580000.0,3860000.0,1280000.0,49.6124031007752,3000.0,Adolfo Ruiz Cortines,Ensenada,Baja California,22895.0,31.8119087219238,-116.5967178344727
terrenos,1800000.0,1030000.0,-770000.0,-42.77777777777778,1200.0,La Paz Centro,La Paz,Baja California,,,
terrenos,900000.0,550000.0,-350000.0,-38.888888888888886,523.0,Mar De Puerto Nuevo I,Playas De Rosarito,Baja California,,,
terrenos,2400.0,10000.0,7600.0,316.6666666666667,1321.0,Lucio Blanco,Playas De Rosarito,Baja California,21320.0,32.6087379455566,-115.4990310668945
terrenos,2400.0,10000.0,7600.0,316.6666666666667,1321.0,Lucio Blanco,Playas De Rosarito,Baja California,22706.0,32.3805351257324,-117.0514984130859
terrenos,160.0,10000.0,9840.0,6150.0,450000.0,Maríana,Mexicali,Baja California,,,
terrenos,1400000.0,480000.0,-920000.0,-65.71428571428571,200.0,Fraccionamiento Los Tabachines,La Paz,Baja California,,,
terrenos,2805000.0,2430000.0,-375000.0,-13.36898395721925,1503.0,Santa Catarina,Los Cabos,Baja California,22967.0,29.5839977264404,-115.2399139404297
terrenos,2805000.0,2430000.0,-375000.0,-13.36898395721925,1503.0,Santa Catarina,Los Cabos,Baja California,22967.0,29.5839977264404,-115.2399139404297
terrenos,1844500.0,1250000.0,-594500.0,-32.230956898888586,1054.0,Campestre,La Paz,Baja California,,,
terrenos,350000.0,480000.0,130000.0,37.142857142857146,200.0,Campestre,La Paz,Baja California,,,
terrenos,1641500.0,1190000.0,-451500.0,-27.50533049040512,938.0,Campestre,La Paz,Baja California,,,
terrenos,3742920.0,2110000.0,-1632920.0,-43.626900922274594,480.0,Cuenca Lechera,Playas De Rosarito,Baja California,22746.0,32.1227722167969,-116.883903503418
terrenos,500000.0,480000.0,-20000.0,-4.0000000000000036,200.0,Misión Del Mar II,Playas De Rosarito,Baja California,,,
terrenos,25604000.0,18180000.0,-7424000.0,-28.995469457897205,3425.0,Chapultepec,Ensenada,Baja California,21723.0,32.3428611755371,-115.0167083740234
terrenos,25604000.0,18180000.0,-7424000.0,-28.995469457897205,3425.0,Chapultepec,Ensenada,Baja California,22020.0,32.5071754455566,-117.0099029541016
terrenos,25604000.0,18180000.0,-7424000.0,-28.995469457897205,3425.0,Chapultepec,Ensenada,Baja California,22785.0,31.8119716644287,-116.5989532470703
terrenos,25604000.0,18180000.0,-7424000.0,-28.995469457897205,3425.0,Chapultepec,Ensenada,Baja California,22870.0,31.8623447418213,-116.6555404663086
terrenos,1239000.0,1420000.0,181000.0,14.608555286521385,708.0,Campestre,La Paz,Baja California,,,
terrenos,6548500.0,7440000.0,891500.0,13.61380468809652,3742.0,Campestre,La Paz,Baja California,,,
terrenos,200.0,10000.0,9800.0,4900.0,580000.0,Valle Redondo,Tijuana,Baja California,22335.0,32.5193061828613,-116.7770843505859
terrenos,700000.0,700000.0,0.0,0.0,1167.0,Primera Sección,Ensenada,Baja California,21100.0,32.6615371704102,-115.4731216430664
terrenos,700000.0,700000.0,0.0,0.0,1167.0,Primera Sección,Ensenada,Baja California,21850.0,31.0267295837402,-114.8407135009766
terrenos,700000.0,700000.0,0.0,0.0,1167.0,Primera Sección,Ensenada,Baja California,22880.0,31.8557434082031,-116.6051025390625
terrenos,784436.0,2260000.0,1475564.0,188.10508441733936,3235.0,Santa Monica,Mexicali,Baja California,,,
terrenos,33000000.0,2520000.0,-30480000.0,-92.36363636363636,130000.0,Fraccionamiento Plan Hidráulico,La Paz,Baja California,,,
terrenos,2617400.0,2069999.9999999998,-547400.0000000002,-20.913884007029882,327.0,Real Del Mar,Tijuana,Baja California,,,
terrenos,3055660.0,1160000.0,-1895660.0,-62.03766125812427,381.0,Real Del Mar,Tijuana,Baja California,,,
terrenos,8000.0,40000.0,32000.0,400.0,450.0,San Pedro Residencial,Mexicali,Baja California,21254.0,32.6462593078613,-115.4066848754883
terrenos,7700000.0,7580000.0,-120000.0,-1.558441558441559,30482.0,El Centenario,La Paz,Baja California,,,
terrenos,7700000.0,7580000.0,-120000.0,-1.558441558441559,30482.0,Centenario,La Paz,Baja California,,,
terrenos,7931000.0,7580000.0,-351000.0,-4.4256714159626735,30482.0,El Centenario,La Paz,Baja California,,,
terrenos,118832.0,140000.0,21168.0,17.81338360037701,120.0,Guadalajara,Mexicali,Baja California,21950.0,32.5283927917481,-114.8573455810547
terrenos,118832.0,140000.0,21168.0,17.81338360037701,120.0,Guadalajara,Mexicali,Baja California,21573.0,32.2388687133789,-116.193000793457
terrenos,118832.0,140000.0,21168.0,17.81338360037701,120.0,Guadalajara,Mexicali,Baja California,22046.0,32.5078964233398,-117.0292739868164
terrenos,9944000.0,5120000.0,-4824000.0,-48.511665325824616,2486.0,Zona Hotelera,Los Cabos,Baja California,,,
terrenos,560000.0,380000.0,-180000.0,-32.14285714285714,140.0,Lomas De La Presa,Tijuana,Baja California,,,
terrenos,31297000.0,7750000.0,-23547000.0,-75.23724318624788,3130.0,Hacienda Del Real,Mexicali,Baja California,,,
terrenos,30000.0,200000.0,170000.0,566.6666666666667,160.0,Playas De Tijuana,Tijuana,Baja California,,,
terrenos,2255000.0,2200000.0,-55000.0,-2.4390243902439046,205.0,Basso,Playas De Rosarito,Baja California,22703.0,32.3537292480469,-117.0608596801758
terrenos,120000.0,170000.0,50000.0,41.66666666666667,1234.0,Nueva Aurora Sur,Tijuana,Baja California,22604.0,32.489429473877,-117.0601501464844
terrenos,500000.0,910000.0,410000.0,82.0,600.0,El Sargento,La Paz,Baja California Sur,23232.0,24.0802783966064,-109.9940032958984
terrenos,1300000.0,1740000.0,440000.0,33.84615384615384,1500.0,El Sargento,La Paz,Baja California Sur,23232.0,24.0802783966064,-109.9940032958984
terrenos,900000.0,910000.0,10000.0,1.1111111111111072,1750.0,Todos Santos,La Paz,Baja California Sur,,,
terrenos,800000.0,910000.0,110000.0,13.749999999999996,1750.0,Agua Blanca,La Paz,Baja California Sur,23215.0,23.5612030029297,-110.322998046875
terrenos,350000.0,510000.0,160000.0,45.71428571428571,200.0,Zona Industrial,La Paz,Baja California Sur,23050.0,24.1306018829346,-110.3044891357422
terrenos,830000.0,940000.0,110000.0,13.25301204819278,500.0,La Paz Gral. Manuel Márquez de León,La Paz,Baja California Sur,23206.0,24.0765247344971,-110.3663864135742
terrenos,1622000.0,1250000.0,-372000.0,-22.93464858199753,400.0,Los Cabos,Baja California Sur,Baja California Sur,,,
terrenos,1800000.0,1100000.0,-700000.0,-38.888888888888886,1200.0,La Paz Centro,La Paz,Baja California Sur,,,
terrenos,1400000.0,510000.0,-890000.0,-63.57142857142857,200.0,Fraccionamiento Los Tabachines,La Paz,Baja California Sur,,,
terrenos,2805000.0,1900000.0,-905000.0,-32.263814616755795,1503.0,Santa Catarina,Los Cabos,Baja California Sur,23425.0,23.1434383392334,-109.6914901733398
terrenos,2805000.0,1900000.0,-905000.0,-32.263814616755795,1503.0,Santa Catarina,Los Cabos,Baja California Sur,23425.0,23.1434383392334,-109.6914901733398
terrenos,1844500.0,1440000.0,-404500.0,-21.93006234751965,1054.0,Campestre,La Paz,Baja California Sur,23090.0,24.1375312805176,-110.3327560424805
terrenos,350000.0,510000.0,160000.0,45.71428571428571,200.0,Campestre,La Paz,Baja California Sur,23090.0,24.1375312805176,-110.3327560424805
terrenos,1641500.0,1560000.0,-81500.0,-4.964971063052081,938.0,Campestre,La Paz,Baja California Sur,23090.0,24.1375312805176,-110.3327560424805
terrenos,1239000.0,1250000.0,11000.0,0.8878127522195411,708.0,Campestre,La Paz,Baja California Sur,23090.0,24.1375312805176,-110.3327560424805
terrenos,6548500.0,5940000.0,-608500.0,-9.292204321600362,3742.0,Campestre,La Paz,Baja California Sur,23090.0,24.1375312805176,-110.3327560424805
terrenos,33000000.0,30720000.0,-2280000.0,-6.909090909090909,130000.0,Fraccionamiento Plan Hidráulico,La Paz,Baja California Sur,,,
terrenos,7700000.0,6660000.0,-1040000.0,-13.506493506493511,30482.0,El Centenario,La Paz,Baja California Sur,23205.0,24.1164321899414,-110.4365005493164
terrenos,7700000.0,6660000.0,-1040000.0,-13.506493506493511,30482.0,Centenario,La Paz,Baja California Sur,23205.0,24.1164321899414,-110.4365005493164
terrenos,7931000.0,6660000.0,-1271000.0,-16.02572185096457,30482.0,El Centenario,La Paz,Baja California Sur,23205.0,24.1164321899414,-110.4365005493164
terrenos,9944000.0,5460000.0,-4484000.0,-45.09251810136766,2486.0,Zona Hotelera,Los Cabos,Baja California Sur,23454.0,23.4862308502197,-109.6147766113281
terrenos,120000.0,210000.0,90000.0,75.0,1234.0,Nueva Aurora Sur,Tijuana,Baja California Sur,,,
terrenos,1500.0,1630000.0,1628500.0,108566.66666666667,1500.0,Otros,Champotón,Campeche,,,
terrenos,18725000.0,1270000.0,-17455000.0,-93.21762349799732,5350.0,Prado,Campeche,Campeche,24030.0,19.8262062072754,-90.5659255981445
terrenos,18725000.0,1270000.0,-17455000.0,-93.21762349799732,5350.0,Prado,Campeche,Campeche,24035.0,19.827465057373,-90.5478668212891
terrenos,1427943.0,10390000.0,8962057.0,627.6200800732242,259626.0,China,Campeche,Campeche,24520.0,19.7697925567627,-90.4964294433594
terrenos,670.0,10000.0,9330.0,1392.5373134328358,30000.0,Puerto Real,Carmen,Campeche,24327.0,18.7879600524902,-91.4946517944336
terrenos,12000000.0,880000.0,-11120000.0,-92.66666666666666,15000.0,1 De Mayo Playón,Carmen,Campeche,,,
terrenos,1500000.0,680000.0,-820000.0,-54.666666666666664,20000.0,Sabancuy,Carmen,Campeche,24300.0,18.9738292694092,-91.1798706054688
terrenos,1619158.0,8130000.000000001,6510842.000000001,402.1128265431787,436431.0,Lerma Centro,Campeche,Campeche,24500.0,19.8063831329346,-90.601318359375
terrenos,3000.0,30000.0,27000.0,900.0,12607.0,Hacienda del Mar,Carmen,Campeche,24157.0,18.6513614654541,-91.7733306884766
terrenos,802813.0,2210000.0,1407187.0,175.28203952850788,211824.0,Lerma Centro,Campeche,Campeche,24500.0,19.8063831329346,-90.601318359375
terrenos,60000000.0,11890000.0,-48110000.0,-80.18333333333334,1000000.0,Champotón Centro,Champotón,Campeche,24400.0,19.3555564880371,-90.7233352661133
terrenos,280000.0,610000.0,330000.0,117.85714285714283,200.0,San José El Alto,Campeche,Campeche,,,
terrenos,269700.0,160000.0,-109700.0,-40.67482387838339,269.0,Berriozabal,Chiapas,Coahuila de Zaragoza,,,
terrenos,1550.0,60000.0,58450.0,3770.967741935484,200.0,San Cristóbal De Las Casas Centro,San Cristóbal De Las Casas,Coahuila de Zaragoza,,,
terrenos,230000.0,60000.0,-170000.0,-73.91304347826086,200.0,Puerto Arista,Tonala,Coahuila de Zaragoza,,,
terrenos,90000.0,850000.0,760000.0,844.4444444444445,10000.0,Berriozabal,Chiapas,Coahuila de Zaragoza,,,
terrenos,250.0,60000.0,59750.0,23900.0,200.0,Narciso Mendoza,Chiapa De Corzo,Coahuila de Zaragoza,27287.0,25.514705657959,-103.4263076782227
terrenos,999.0,10000.0,9001.0,901.001001001001,250.0,Chiapa,Cuauhtemoc,Coahuila de Zaragoza,,,
terrenos,3000.0,10000.0,7000.0,233.33333333333334,150.0,Puerto Arista,Tonala,Coahuila de Zaragoza,,,
terrenos,1815000.0,1070000.0,-745000.0,-41.04683195592287,330.0,Campestre Arenal,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,250000.0,410000.0,160000.0,63.99999999999999,1000.0,Juan Sabines Guerrero,Ocozocoautla De Espinosa,Coahuila de Zaragoza,,,
terrenos,2020590.0,1810000.0,-210590.0,-10.422203415833986,449.0,Los Tulipanes,Tuxtla Gutiérrez,Coahuila de Zaragoza,25297.0,25.4528865814209,-100.9473648071289
terrenos,2014830.0,1800000.0,-214830.0,-10.662438022066379,447.0,Los Tulipanes,Tuxtla Gutiérrez,Coahuila de Zaragoza,25297.0,25.4528865814209,-100.9473648071289
terrenos,154300.0,110000.0,-44300.0,-28.710304601425797,154.0,Berriozabal,Chiapas,Coahuila de Zaragoza,,,
terrenos,135100.0,170000.0,34900.0,25.832716506291643,135.0,Berriozabal,Chiapas,Coahuila de Zaragoza,,,
terrenos,283800.0,80000.0,-203800.0,-71.81113460183228,258.0,Berriozabal,Chiapas,Coahuila de Zaragoza,,,
terrenos,321800.0,550000.0,228200.0,70.91361093847111,321.0,Berriozabal,Chiapas,Coahuila de Zaragoza,,,
terrenos,1414858.0,790000.0,-624858.0,-44.16400797818579,314.0,Los Tulipanes,Tuxtla Gutiérrez,Coahuila de Zaragoza,25297.0,25.4528865814209,-100.9473648071289
terrenos,130000.0,60000.0,-70000.0,-53.84615384615385,200.0,San José Terán,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,150000.0,60000.0,-90000.0,-60.0,200.0,San José Terán,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,1086800.0,1340000.0,253200.0,23.29775487670225,1976.0,San José Terán,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,150000.0,60000.0,-90000.0,-60.0,200.0,San José Terán,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,130000.0,60000.0,-70000.0,-53.84615384615385,200.0,San José Terán,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,35000.0,60000.0,25000.0,71.42857142857142,200.0,Berriozabal Centro,Berriozabal,Coahuila de Zaragoza,,,
terrenos,1086800.0,1340000.0,253200.0,23.29775487670225,1976.0,San José Terán,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,160000.0,60000.0,-100000.0,-62.5,200.0,Zacualpan De Ecatepec,San Cristóbal De Las Casas,Coahuila de Zaragoza,,,
terrenos,150000.0,60000.0,-90000.0,-60.0,200.0,Tuxtla Gutiérrez,Chiapas,Coahuila de Zaragoza,,,
terrenos,160000.0,60000.0,-100000.0,-62.5,200.0,Tuxtla Gutiérrez,Chiapas,Coahuila de Zaragoza,,,
terrenos,15252420.0,12930000.0,-2322420.0,-15.226567325053997,21755.0,Teran,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,14410337.0,8940000.0,-5470337.0,-37.961201046165684,20556.0,Teran,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,325500.0,60000.0,-265500.0,-81.5668202764977,200.0,Otros,San Fernando,Coahuila de Zaragoza,,,
terrenos,200000.0,60000.0,-140000.0,-70.0,200.0,Zacualpan De Ecatepec,San Cristóbal De Las Casas,Coahuila de Zaragoza,,,
terrenos,550000.0,60000.0,-490000.0,-89.0909090909091,200.0,Tuxtla Gutiérrez,Chiapas,Coahuila de Zaragoza,,,
terrenos,1530000.0,460000.0,-1070000.0,-69.93464052287581,160.0,Club de Golf Campestre,Tuxtla Gutiérrez,Coahuila de Zaragoza,,,
terrenos,2450000.0,3200000.0,750000.0,30.612244897959172,5000.0,Comitan De Domínguez Centro,Comitán De Domínguez,Coahuila de Zaragoza,,,
terrenos,230000.0,190000.0,-40000.0,-17.391304347826086,120.0,La Gloria,Tuxtla Gutiérrez,Coahuila de Zaragoza,25886.0,26.5857009887695,-101.3100738525391
terrenos,230000.0,190000.0,-40000.0,-17.391304347826086,120.0,La Gloria,Tuxtla Gutiérrez,Coahuila de Zaragoza,26342.0,27.8884582519531,-101.5087203979492
terrenos,230000.0,190000.0,-40000.0,-17.391304347826086,120.0,La Gloria,Tuxtla Gutiérrez,Coahuila de Zaragoza,27525.0,27.4960384368897,-103.5
terrenos,230000.0,190000.0,-40000.0,-17.391304347826086,120.0,La Gloria,Tuxtla Gutiérrez,Coahuila de Zaragoza,26605.0,28.3288516998291,-100.7441558837891
terrenos,1450.0,180000.0,178550.0,12313.793103448275,500.0,Aeropuerto,Chihuahua,Colima,,,
terrenos,1600.0,2280000.0,2278400.0,142400.0,2000.0,Ciudad Camargo Centro,Camargo,Colima,,,
terrenos,4000000.0,3190000.0,-810000.0,-20.25,85977.0,Ejido Labor De Dolores,Chihuahua,Colima,,,
terrenos,181225.0,490000.0,308775.0,170.38212167195476,659.0,Samalayuca,Juárez,Colima,,,
terrenos,8500000.0,8180000.0,-320000.0,-3.7647058823529367,15984.0,Colonia Santa Isabel Centro,Santa Isabel,Colima,,,
terrenos,380000.0,760000.0,380000.0,100.0,400.0,La Estación,Santa Isabel,Colima,28934.0,18.9388790130615,-103.940559387207
terrenos,64000000.0,44560000.0,-19440000.0,-30.374999999999996,22003.0,Nombre De Dios,Chihuahua,Colima,,,
terrenos,2750000.0,3110000.0,360000.0,13.090909090909086,5500.0,Ciudad Camargo Centro,Camargo,Colima,,,
terrenos,800000.0,640000.0,-160000.0,-19.999999999999996,157.0,Zona Centro,Chihuahua,Colima,,,
terrenos,32000000.0,28850000.0,-3150000.0,-9.843749999999996,108000.0,Aldama Centro,Aldama,Colima,,,
terrenos,750000.0,1200000.0,450000.0,60.00000000000001,1000.0,Santa Lucia,Cuauhtémoc,Colima,,,
terrenos,750000.0,3890000.0,3140000.0,418.66666666666663,257754.0,Tabalaopa,Chihuahua,Colima,,,
terrenos,3000000.0,1200000.0,-1800000.0,-60.0,1000.0,Nombre De Dios,Chihuahua,Colima,,,
terrenos,504000.0,750000.0,246000.0,48.80952380952381,2400.0,Los Nogales,Chihuahua,Colima,,,
terrenos,565000.0,950000.0,385000.0,68.14159292035397,2260.0,Los Nogales,Chihuahua,Colima,,,
terrenos,332000.0,330000.0,-2000.0,-0.6024096385542133,512.0,Fraccionamiento Fraccionamiento Valle Dorado,Santa Isabel,Colima,,,
terrenos,310000.0,760000.0,450000.0,145.16129032258064,400.0,Aldama Centro,Aldama,Colima,,,
terrenos,2800000.0,2280000.0,-520000.0,-18.571428571428573,686.0,Sector Sur,Delicias,Colima,,,
terrenos,330000.0,180000.0,-150000.0,-45.45454545454546,500.0,Aldama Centro,Aldama,Colima,,,
terrenos,3664680.0,3760000.0,95320.0,2.6010456574653285,61078.0,Lomas Del Valle I y II,Chihuahua,Colima,,,
terrenos,1150000.0,640000.0,-510000.0,-44.34782608695652,1232.0,Granjas Familiares Valle De Chihuahua,Chihuahua,Colima,,,
terrenos,4000000.0,3820000.0,-180000.0,-4.5000000000000036,439.0,Bosques De San Francisco,Chihuahua,Colima,,,
terrenos,3180000.0,2280000.0,-900000.0,-28.301886792452834,42388.0,Cumbres De San Francisco I y II,Chihuahua,Colima,,,
terrenos,350000.0,27580000.0,27230000.0,7780.0,107892.0,El León,Chihuahua,Colima,,,
terrenos,5000000.0,2610000.0,-2390000.0,-47.8,2204.0,Avalos,Chihuahua,Colima,,,
terrenos,952560.0,530000.0,-422560.0,-44.360460233476104,324.0,La Cantera,Delicias,Colima,28018.0,19.2594833374023,-103.6976623535156
terrenos,4500000.0,4240000.0,-260000.0,-5.777777777777782,743.0,Cumbres De San Francisco I y II,Chihuahua,Colima,,,
terrenos,1100000.0,780000.0,-320000.0,-29.09090909090909,276.0,Pacifico,Chihuahua,Colima,,,
